Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;AfD;BIG;pro Deutschland;FREIE WÄHLER;PARTEI DER VERNUNFT;Die PARTEI;Bergpartei;BGD;DKP;NEIN;WGr/EB;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;Sonstige;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;PSG;AfD;BIG;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;Partei der Nichtwähler;PARTEI DER VERNUNFT;Die PARTEI
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
036;Harburg;NI;Brief;0;31707;254;31453;14775;9346;1271;910;2507;0;413;188;0;0;0;0;0;0;0;0;0;0;0;0;1601;0;0;442;0;0;0;0;0;0;0;189;31518;13917;8457;2045;1074;3143;0;2882;416;194;351;18;0;0;0;0;0;45;0;0;9;0;0;1526;0;35;0;0;288;0;0;0
037;Lüchow-Dannenberg - Lüneburg;NI;Brief;0;27677;258;27419;11079;8708;565;1334;4056;0;512;178;0;0;0;0;0;0;0;62;0;0;0;0;925;0;0;0;0;0;0;0;0;0;0;174;27503;10349;7503;1384;1576;4562;0;2129;505;161;248;4;0;0;0;0;0;41;0;0;7;0;0;1059;0;27;0;0;77;0;0;0
038;Osnabrück-Land;NI;Brief;0;24788;211;24577;13162;7555;552;693;1836;0;370;155;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;138;24650;11805;7007;1499;706;2264;0;1369;312;114;143;3;0;0;0;0;0;41;0;0;3;0;0;646;0;18;0;0;89;0;0;0
039;Stadt Osnabrück;NI;Brief;0;25922;192;25730;12316;7962;1080;792;2736;0;515;86;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;127;25795;11643;6839;1580;1006;3323;0;1404;429;58;182;1;0;0;0;0;0;29;0;0;5;0;0;604;0;11;0;0;85;0;0;0
040;Nienburg II - Schaumburg;NI;Brief;0;26692;275;26417;11314;11474;517;618;1843;0;418;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;26541;11002;9285;1230;835;2487;0;1702;318;120;232;14;0;0;0;0;0;43;0;0;14;0;0;868;0;32;0;0;61;0;0;0
041;Stadt Hannover I;NI;Brief;0;28288;315;27973;11383;10944;609;1061;2532;0;468;0;0;0;0;0;0;0;0;0;0;0;28;0;765;0;0;183;0;0;0;0;0;0;0;206;28082;10279;8921;1845;1278;3933;0;1826;469;106;224;12;0;0;0;0;0;29;0;0;16;0;0;821;0;34;0;0;115;0;0;0
042;Stadt Hannover II;NI;Brief;0;31048;283;30765;11939;12004;638;1315;3410;0;584;113;0;0;0;0;0;0;0;0;0;0;0;0;762;0;0;0;0;0;0;0;0;0;0;248;30800;10459;9737;1834;1663;5147;0;1960;615;84;227;14;0;0;0;0;0;36;0;0;21;0;0;847;0;30;0;0;86;0;0;0
043;Hannover-Land I;NI;Brief;0;37041;299;36742;17482;13252;1271;912;2062;0;322;209;0;0;0;0;0;0;0;0;0;0;0;0;988;34;0;210;0;0;0;0;0;0;0;253;36788;16349;11333;2433;1100;3234;0;2339;375;177;295;20;0;0;0;0;0;45;0;0;5;0;0;1197;0;46;0;0;179;0;0;0
044;Celle - Uelzen;NI;Brief;0;29993;244;29749;14930;9681;510;801;2273;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;1079;0;0;247;0;0;0;0;0;0;0;177;29816;13543;8477;1671;1031;2834;0;2260;376;166;226;20;0;0;0;0;0;32;0;0;3;0;0;1222;0;25;0;0;190;0;0;0
045;Gifhorn - Peine;NI;Brief;0;25389;234;25155;11109;10292;549;822;1547;0;382;234;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;163;25226;10581;8585;1277;865;2240;0;1678;358;156;236;22;0;0;0;0;0;74;0;0;6;0;0;697;0;34;0;0;95;0;0;0
046;Hameln-Pyrmont - Holzminden;NI;Brief;0;29730;307;29423;12198;11890;763;1086;2096;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;945;0;0;0;0;0;0;0;0;0;0;235;29495;11710;10274;1706;1194;2682;0;1929;366;193;245;16;0;0;0;0;0;34;0;0;5;0;0;964;0;30;0;0;76;0;0;0
047;Hannover-Land II;NI;Brief;0;38023;377;37646;17055;15469;665;1123;2071;0;484;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;0;0;0;0;0;0;0;242;37781;15569;12865;1934;1332;3669;0;2412;433;209;290;23;0;0;0;0;0;41;0;0;6;0;0;1131;0;57;0;0;222;0;0;0
048;Hildesheim;NI;Brief;0;31230;423;30807;13914;11260;696;1099;3486;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;31029;13056;10302;1361;1101;3323;0;1886;453;178;255;22;0;0;0;0;0;32;0;0;6;0;0;801;0;56;0;0;83;0;0;0
049;Salzgitter - Wolfenbüttel;NI;Brief;0;27895;335;27560;11381;11842;424;831;1450;0;345;208;0;0;0;0;0;0;0;0;0;0;0;0;831;0;0;248;0;0;0;0;0;0;0;326;27569;10939;9930;1293;1059;2346;0;2002;332;185;257;28;0;0;0;0;0;31;0;0;9;0;0;947;0;42;0;0;171;0;0;0
050;Braunschweig;NI;Brief;0;36767;340;36427;13820;14808;1140;1316;2959;0;997;169;0;0;0;0;0;0;0;0;0;0;27;0;939;0;0;252;0;0;0;0;0;0;0;272;36495;13543;11227;2047;1751;5037;0;2890;994;162;352;19;0;0;0;0;0;33;0;0;13;0;0;1106;0;39;0;0;172;0;0;0
051;Helmstedt - Wolfsburg;NI;Brief;0;25893;375;25518;11913;9291;520;843;1628;0;497;378;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;217;0;0;0;0;0;0;155;217;25676;11028;8591;1242;937;2049;0;1829;377;231;233;6;0;0;0;0;0;50;0;0;5;0;0;784;0;28;0;0;115;0;0;0
052;Goslar - Northeim - Osterode;NI;Brief;0;30650;377;30273;13822;11593;683;1137;1982;0;416;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;102;256;30394;12610;10436;1729;1158;2438;0;2023;397;162;239;12;0;0;0;0;0;36;0;0;7;0;0;987;0;43;0;0;140;0;0;0
053;Göttingen;NI;Brief;0;36648;373;36275;14643;13025;838;1549;4865;0;620;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;0;0;0;0;0;0;0;230;36418;13877;10744;1945;1934;5349;0;2569;662;156;262;11;0;0;0;0;0;37;0;0;21;0;0;1098;0;53;0;0;269;0;0;0
054;Bremen I;HB;Brief;0;42690;379;42311;14002;14436;1476;2701;7021;0;982;228;0;0;0;0;0;0;0;0;0;0;38;0;1099;0;0;0;0;328;0;0;0;0;0;263;42427;14115;12784;2355;3283;6791;0;3099;918;204;373;0;0;0;41;0;0;0;0;0;14;0;0;1241;0;39;0;0;87;0;0;182
055;Bremen II - Bremerhaven;HB;Brief;0;26208;276;25932;8043;10673;659;1984;2759;0;620;275;0;0;0;0;71;0;0;0;0;0;0;0;848;0;0;0;0;0;0;0;0;0;0;200;26008;7984;9443;1032;2126;3168;0;2255;549;250;353;0;0;0;55;0;0;0;0;0;10;0;0;854;0;32;0;0;63;0;0;89
056;Prignitz - Ostprignitz-Ruppin - Havelland I;BB;Brief;0;13805;144;13661;4432;4164;206;3200;550;0;354;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;106;13699;4830;3640;429;2868;704;0;1228;259;175;0;16;0;0;0;0;0;0;0;0;22;0;0;581;0;51;0;0;124;0;0;0
057;Uckermark - Barnim I;BB;Brief;0;13854;196;13658;5110;3246;256;3426;667;0;365;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;0;0;0;0;0;0;0;148;13706;4790;3355;353;3044;817;0;1347;323;239;0;17;0;0;0;0;0;0;0;0;20;0;0;534;0;43;0;0;171;0;0;0
058;Oberhavel - Havelland II;BB;Brief;0;29990;490;29500;11085;8497;572;5100;1901;0;859;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;0;0;0;0;62;0;252;363;29627;10843;7515;1132;4727;2215;0;3195;648;403;0;44;0;0;0;0;0;0;0;0;32;0;0;1601;0;144;0;0;323;0;0;0
059;Märkisch-Oderland - Barnim II;BB;Brief;0;28684;382;28302;8993;5425;339;10143;1400;0;664;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;0;0;0;0;0;0;264;339;28345;8578;6508;731;7850;1631;0;3047;650;423;0;35;0;0;0;0;0;0;0;0;49;0;0;1360;0;135;0;0;395;0;0;0
060;Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I;BB;Brief;0;17563;258;17305;5601;5865;356;3888;615;0;407;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;207;17356;5898;4659;523;3689;948;0;1639;340;254;0;15;0;0;0;0;0;0;0;0;24;0;0;810;0;73;0;0;123;0;0;0
061;Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II;BB;Brief;0;38001;468;37533;11931;11868;929;7138;3604;0;1033;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633;320;37681;11459;9668;1663;7345;4174;0;3372;983;252;0;30;0;0;0;0;0;0;0;0;69;0;0;1685;0;132;0;0;221;0;0;0
062;Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I;BB;Brief;0;27319;423;26896;9573;7344;432;5743;1558;0;789;581;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;661;0;0;0;0;95;0;0;337;26982;9118;6391;941;5811;1628;0;3093;643;440;0;64;0;0;0;0;0;0;0;0;39;0;0;1363;0;111;0;0;433;0;0;0
063;Frankfurt (Oder) - Oder-Spree;BB;Brief;0;21626;358;21268;6596;5369;533;6239;1244;0;748;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;21379;6655;5143;616;5458;1230;0;2277;462;379;0;21;0;0;0;0;0;0;0;0;40;0;0;1078;0;117;0;0;180;0;0;0
064;Cottbus - Spree-Neiße;BB;Brief;0;22144;316;21828;7718;5083;618;4307;845;0;528;557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;49;0;1920;284;21860;7450;5076;702;4976;1052;0;2604;506;392;0;24;0;0;0;0;0;0;0;0;35;0;0;1320;0;89;0;0;238;0;0;0
065;Elbe-Elster - Oberspreewald-Lausitz II;BB;Brief;0;15340;207;15133;6086;3593;324;3353;589;0;509;505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;108;143;15197;5990;3213;461;3138;592;0;1803;352;379;0;25;0;0;0;0;0;0;0;0;25;0;0;769;0;80;0;0;173;0;0;0
066;Altmark;ST;Brief;0;14035;163;13872;6087;2167;268;4149;579;0;306;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;108;13927;5968;2560;407;3334;686;0;972;274;137;0;0;20;0;0;0;0;0;0;0;19;0;0;393;0;45;0;0;84;0;0;0
067;Börde - Jerichower Land;ST;Brief;0;18296;236;18060;7792;4421;607;3591;647;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;0;0;0;0;0;0;149;167;18129;7679;3727;698;3725;820;0;1480;316;198;0;0;45;0;0;0;0;0;0;0;26;0;0;595;0;66;0;0;234;0;0;0
068;Harz;ST;Brief;0;18595;176;18419;8518;3541;337;3986;972;0;275;266;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;151;18444;8168;3596;500;4017;888;0;1275;247;208;0;0;68;0;0;0;0;0;0;0;16;0;0;538;0;57;0;0;141;0;0;0
069;Magdeburg;ST;Brief;0;30379;392;29987;10533;8195;514;6847;1760;0;773;259;660;0;0;0;0;0;0;0;0;0;68;0;0;0;0;378;0;0;0;0;0;0;0;315;30064;11150;6854;909;6473;2423;0;2255;697;204;0;0;77;0;0;0;0;0;0;0;47;0;0;899;0;93;0;0;238;0;0;0
070;Dessau - Wittenberg;ST;Brief;0;17297;174;17123;7691;3096;239;3496;1135;0;284;211;0;0;0;0;0;0;0;0;0;0;0;0;626;0;0;345;0;0;0;0;0;0;0;150;17147;7376;3097;531;3600;1018;0;1525;292;215;0;0;36;0;0;0;0;0;0;0;10;0;0;665;0;52;0;0;255;0;0;0
071;Anhalt;ST;Brief;0;18346;215;18131;7776;2774;549;4839;549;0;191;259;0;0;0;0;0;0;0;0;0;0;68;0;598;0;0;528;0;0;0;0;0;0;0;167;18179;7959;3163;611;4258;651;0;1537;221;271;0;0;29;0;0;0;0;0;0;0;56;0;0;623;0;49;0;0;288;0;0;0
072;Halle;ST;Brief;0;30543;311;30232;10430;7633;741;7500;1552;0;651;226;0;0;0;0;0;0;0;0;0;0;108;0;758;0;0;337;0;0;0;0;0;0;296;250;30293;11145;5711;1068;7017;2899;0;2453;728;238;0;0;109;0;0;0;0;0;0;0;77;0;0;948;0;73;0;0;280;0;0;0
073;Burgenland - Saalekreis;ST;Brief;0;17911;193;17718;8123;2551;277;4432;1009;0;307;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;402;0;0;0;0;0;0;120;163;17748;7752;2958;662;3964;798;0;1614;276;390;0;0;41;0;0;0;0;0;0;0;21;0;0;597;0;75;0;0;214;0;0;0
074;Mansfeld;ST;Brief;0;17842;258;17584;7313;3336;389;4544;678;0;420;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;392;0;0;0;0;0;0;183;185;17657;7203;3245;680;4314;726;0;1489;286;250;0;0;37;0;0;0;0;0;0;0;26;0;0;611;0;57;0;0;222;0;0;0
075;Berlin-Mitte;BE;Brief;0;39589;491;39098;10246;10222;871;5924;7847;0;1392;287;0;0;0;0;0;0;0;0;77;0;46;0;1094;32;0;61;0;454;0;0;74;0;471;440;39149;9838;9205;1948;6465;7612;0;4081;1689;230;0;45;92;0;0;0;0;0;56;0;26;0;22;1325;32;86;0;0;88;0;0;390
076;Berlin-Pankow;BE;Brief;0;47230;547;46683;11333;9740;568;12367;8106;0;1511;491;0;0;0;0;0;0;0;0;107;0;0;0;1620;0;0;260;0;580;0;0;0;0;0;467;46763;11416;10169;1520;10979;7755;0;4924;1714;397;0;59;131;0;0;0;0;0;61;0;30;0;29;1676;18;134;0;0;202;0;0;473
077;Berlin-Reinickendorf;BE;Brief;0;35697;522;35175;16949;9583;985;1658;2789;0;720;422;0;0;0;0;0;0;0;0;0;0;0;0;1436;0;0;193;0;257;0;0;0;0;183;463;35234;15460;8580;1947;2052;3510;0;3685;780;393;0;65;67;0;0;0;0;0;21;0;11;0;11;1691;15;130;0;0;194;0;0;307
078;Berlin-Spandau - Charlottenburg Nord;BE;Brief;0;34175;600;33575;14701;11805;664;1683;1900;0;939;385;0;0;0;0;0;0;0;0;83;0;0;0;1207;69;0;139;0;0;0;0;0;0;0;570;33605;13781;9057;1699;2306;3234;0;3528;898;320;0;63;69;0;0;0;0;0;44;0;26;0;8;1498;43;147;0;0;144;0;0;268
079;Berlin-Steglitz - Zehlendorf;BE;Brief;0;60634;786;59848;27886;15699;2184;2302;7246;0;1243;289;0;0;0;0;0;0;0;0;115;0;0;0;2282;0;0;201;0;401;0;0;0;0;0;688;59946;24539;13847;4763;3225;8388;0;5184;1264;264;0;61;125;0;0;0;0;0;60;0;18;0;11;2716;20;108;0;0;192;0;0;345
080;Berlin-Charlottenburg - Wilmersdorf;BE;Brief;0;50179;558;49621;19878;14035;1775;2302;8012;0;1000;199;0;0;0;0;31;0;0;0;61;0;0;0;1702;47;0;189;0;295;0;0;0;0;95;491;49688;17553;12395;4252;3327;8246;0;3915;1021;168;0;29;74;0;0;0;0;0;41;0;18;0;14;1981;34;80;0;0;175;0;0;280
081;Berlin-Tempelhof - Schöneberg;BE;Brief;0;55135;785;54350;20538;12902;1128;2772;12343;0;1486;464;0;0;0;0;0;0;0;0;142;0;0;0;1757;82;0;317;0;419;0;0;0;0;0;715;54420;18831;13775;2858;4202;9534;0;5220;1553;375;0;65;103;0;0;0;0;0;89;0;14;0;18;2077;70;176;0;0;247;0;0;433
082;Berlin-Neukölln;BE;Brief;0;39182;767;38415;13001;11671;770;3477;5331;0;1599;710;0;0;0;0;0;0;0;0;72;0;45;0;865;0;0;227;0;647;0;0;0;0;0;694;38488;12626;9539;1502;4289;6157;0;4375;1435;570;0;68;69;0;0;0;0;0;44;0;28;0;18;1181;58;144;0;0;197;0;0;563
083;Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost;BE;Brief;0;46596;456;46140;6546;7644;585;6975;20214;0;1628;278;0;0;0;0;0;0;0;0;38;129;0;0;736;59;0;178;0;616;142;0;0;0;372;491;46105;7605;10520;1294;10390;11274;0;5022;2518;220;0;29;142;0;0;0;0;0;34;0;56;0;29;1022;61;77;0;0;166;0;0;668
084;Berlin-Treptow - Köpenick;BE;Brief;0;37176;435;36741;7662;6565;527;16160;2345;0;1045;615;0;0;0;0;0;0;0;0;70;0;67;0;1153;0;0;208;0;324;0;0;0;0;0;394;36782;9115;8076;897;11257;3300;0;4137;1212;520;0;49;111;0;0;0;0;0;64;0;60;0;27;1413;20;115;0;0;208;0;0;338
085;Berlin-Marzahn - Hellersdorf;BE;Brief;0;29055;297;28758;7046;4699;225;12288;1191;0;707;702;0;0;0;0;0;0;0;0;68;0;0;0;1040;0;284;142;0;189;0;0;0;0;177;279;28776;7333;5532;600;10318;1437;0;3556;793;658;0;42;57;0;0;0;0;0;49;0;30;0;19;1284;7;248;0;0;145;0;0;224
086;Berlin-Lichtenberg;BE;Brief;0;34473;361;34112;7206;6615;276;14852;1668;0;1076;665;0;0;0;0;0;0;0;0;62;0;0;0;1027;0;0;281;0;0;0;0;0;0;384;335;34138;7672;6994;629;12634;2309;0;3900;1149;543;0;53;86;0;0;0;0;0;52;0;54;0;27;1279;14;136;0;0;238;0;0;269
087;Aachen I;NW;Brief;0;44076;352;43724;19558;14150;1168;1830;4344;0;1350;136;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;217;0;0;0;0;0;0;0;278;43798;17450;10881;3512;2282;6192;0;3481;1435;120;0;24;81;0;10;0;0;0;3;0;6;65;6;1176;12;46;10;0;162;61;16;248
088;Aachen II;NW;Brief;0;44120;740;43380;20816;14188;1384;2032;3031;0;1202;452;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;43647;19197;13497;2437;2195;3000;0;3321;912;332;0;151;70;0;19;0;0;0;11;0;6;160;7;1101;13;85;7;0;124;102;25;196
089;Heinsberg;NW;Brief;0;29419;389;29030;15949;7514;790;1045;2006;0;656;279;0;0;0;0;0;0;0;0;0;0;0;0;791;0;0;0;0;0;0;0;0;0;0;271;29148;14957;7182;1730;1217;1800;0;2262;546;217;0;44;38;0;19;0;0;0;4;0;3;80;7;930;4;58;3;0;77;67;18;147
090;Düren;NW;Brief;0;40287;645;39642;20626;12630;1002;1601;2360;0;1330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;390;39897;18301;11367;2414;1773;2677;0;3365;908;325;0;32;46;0;23;0;0;0;10;0;6;180;4;1307;12;83;10;0;93;124;15;187
091;Rhein-Erft-Kreis I;NW;Brief;0;51583;997;50586;24798;17306;2142;1532;3078;0;1730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;51026;22634;15266;3409;1847;3546;0;4324;957;379;0;69;74;0;34;0;0;0;20;0;2;214;11;1665;43;195;20;0;200;151;53;237
092;Euskirchen - Rhein-Erft-Kreis II;NW;Brief;0;49300;872;48428;25103;14345;2212;1751;3128;0;1279;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;48804;22885;12587;3713;1934;3654;0;4031;912;363;0;57;57;0;30;0;0;0;2;0;6;208;9;1714;9;131;3;0;142;127;56;205
093;Köln I;NW;Brief;0;44543;438;44105;17712;14803;1466;2161;4984;0;1054;366;0;0;0;0;0;0;0;0;77;0;0;0;1262;0;0;220;0;0;0;0;0;0;0;336;44207;16262;12716;2954;2695;5637;0;3943;1022;257;0;54;62;0;28;0;0;0;30;0;12;99;8;1577;26;156;4;0;151;118;35;304
094;Köln II;NW;Brief;0;69321;590;68731;30179;20227;2202;2604;10258;0;1262;249;0;0;0;0;0;0;0;0;39;0;0;0;1404;0;0;307;0;0;0;0;0;0;0;445;68876;26966;16806;6565;3445;10361;0;4733;1362;193;0;27;127;0;21;0;0;0;14;0;14;123;11;1983;30;84;0;0;162;191;31;360
095;Köln III;NW;Brief;0;46478;542;45936;16409;16607;1514;2896;6275;0;1308;533;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;300;0;0;0;0;0;0;0;378;46100;15583;13941;2655;3289;6752;0;3880;1174;284;0;49;97;0;26;0;0;0;33;0;9;132;11;1187;50;187;1;0;157;136;32;315
096;Bonn;NW;Brief;0;51875;428;51447;20296;17302;4331;1562;5286;0;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;1337;0;0;0;0;291;0;0;0;0;0;333;51542;20187;11931;5127;2333;7828;0;4136;1155;184;0;19;100;0;15;0;0;0;6;0;8;70;2;1908;85;111;1;0;83;87;32;270
097;Rhein-Sieg-Kreis I;NW;Brief;0;43581;437;43144;22196;11794;1397;1511;3157;0;737;335;0;0;0;0;0;0;0;0;0;0;0;423;1384;0;0;210;0;0;0;0;0;0;0;312;43269;19542;11154;3356;1732;3889;0;3596;734;275;0;28;55;0;19;0;0;0;4;0;4;308;8;1679;8;67;5;0;133;83;29;157
098;Rhein-Sieg-Kreis II;NW;Brief;0;43123;533;42590;22805;10549;1813;1000;3635;0;693;259;0;0;0;0;0;0;0;0;0;0;0;241;1271;0;0;324;0;0;0;0;0;0;0;334;42789;20183;9769;4299;1339;3978;0;3221;642;200;0;24;84;0;20;0;0;0;5;0;4;161;5;1652;12;56;2;0;147;65;22;120
099;Oberbergischer Kreis;NW;Brief;0;31378;276;31102;16725;8832;925;957;1998;0;460;199;0;0;0;0;0;0;0;0;0;0;0;0;889;0;0;0;0;0;0;0;0;0;117;254;31124;14615;8145;2243;1265;2510;0;2346;412;165;0;18;70;0;23;0;0;0;2;0;3;103;3;1207;8;74;1;0;58;59;14;126
100;Rheinisch-Bergischer Kreis;NW;Brief;0;47693;353;47340;29351;10565;1022;1346;3432;0;0;258;0;0;0;0;0;0;0;0;0;0;0;0;1192;0;0;0;0;0;0;0;0;0;174;298;47395;21519;11688;4163;1777;4448;0;3800;778;249;0;26;86;0;22;0;0;0;4;0;9;126;7;1930;20;108;6;0;89;119;27;194
101;Leverkusen - Köln IV;NW;Brief;0;41842;539;41303;17014;16563;1307;1614;3204;0;0;565;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;499;0;424;0;0;0;0;0;354;41488;15891;13221;2442;2042;4234;0;3658;880;357;0;44;58;0;11;0;0;0;4;0;42;146;2;1343;35;170;3;0;192;93;22;256
102;Wuppertal I;NW;Brief;0;33665;483;33182;13346;12529;1475;1810;2780;0;800;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334;33331;12412;10214;2400;2063;3632;0;2610;626;253;0;53;56;0;17;0;0;0;5;0;11;97;5;1057;17;77;9;0;73;63;22;169
103;Solingen - Remscheid - Wuppertal II;NW;Brief;0;34817;406;34411;16559;10135;1287;1484;2891;0;779;0;0;0;0;0;0;0;0;0;0;0;56;0;1220;0;0;0;0;0;0;0;0;0;0;276;34541;14750;9612;2782;1703;2849;0;2845;639;222;0;56;55;0;10;0;0;0;7;0;23;102;4;1326;21;92;5;0;48;67;11;157
104;Mettmann I;NW;Brief;0;43991;395;43596;23395;13738;1015;1121;2326;0;673;0;0;0;0;0;0;0;0;0;0;0;0;0;1328;0;0;0;0;0;0;0;0;0;0;333;43658;20375;11468;3452;1560;3399;0;3404;680;211;0;80;78;0;26;0;0;0;12;0;4;77;4;1812;15;80;11;0;79;91;30;114
105;Mettmann II;NW;Brief;0;32244;316;31928;15959;10713;1028;909;1690;0;576;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;0;0;0;0;0;0;0;0;0;0;243;32001;14559;8955;2507;1267;2250;0;2463;526;195;0;42;44;0;16;0;0;0;3;0;4;73;6;1237;7;65;6;0;45;78;16;100
106;Düsseldorf I;NW;Brief;0;48595;377;48218;25459;11806;2545;1674;4278;0;723;141;0;121;0;0;0;0;0;0;0;0;42;0;1429;0;0;0;0;0;0;0;0;0;0;261;48334;21643;11138;5595;2064;4499;0;3395;780;134;0;89;50;0;18;0;0;0;8;0;16;65;4;1829;19;54;6;0;66;71;28;158
107;Düsseldorf II;NW;Brief;0;36326;390;35936;15956;11223;1460;2525;3315;0;887;269;0;202;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;36124;14974;9886;2565;2017;3836;0;2846;747;190;0;92;48;0;15;0;0;0;26;0;5;86;2;1218;14;74;1;0;78;86;26;138
108;Neuss I;NW;Brief;0;45026;448;44578;24560;12339;1256;1282;2158;0;928;403;0;0;0;0;0;0;0;0;0;0;0;0;1275;0;0;377;0;0;0;0;0;0;0;355;44671;21853;11588;3341;1538;2722;0;3629;825;385;0;47;51;0;36;0;0;0;18;0;7;126;9;1514;21;80;7;0;249;84;24;146
109;Mönchengladbach;NW;Brief;0;26123;359;25764;14377;6561;752;1051;1730;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;888;0;0;0;0;181;0;0;0;0;0;298;25825;12570;6484;2001;1063;1722;0;1985;459;167;0;23;37;0;9;0;0;0;2;0;7;70;2;897;10;54;3;0;60;50;16;119
110;Krefeld I - Neuss II;NW;Brief;0;39411;358;39053;20454;10547;2066;1096;2516;0;710;252;0;0;0;0;0;0;0;0;0;0;0;0;1036;0;0;186;0;190;0;0;0;0;0;278;39133;18990;9545;3595;1337;2764;0;2902;649;206;0;39;52;0;19;0;0;0;3;0;8;119;8;1348;14;73;3;0;122;65;24;150
