Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;AfD;BIG;pro Deutschland;FREIE WÄHLER;PARTEI DER VERNUNFT;Die PARTEI;Bergpartei;BGD;DKP;NEIN;WGr/EB;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;Sonstige;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;PSG;AfD;BIG;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;Partei der Nichtwähler;PARTEI DER VERNUNFT;Die PARTEI
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
115;Duisburg I;NW;Urne;171223;92446;1712;90734;28201;42625;1294;7314;4463;0;3068;3769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1225;91221;26230;35969;2775;7898;6114;0;12235;2295;2301;0;258;123;0;56;0;0;0;29;0;158;171;37;5107;307;660;53;0;156;88;66;370
116;Duisburg II;NW;Urne;166103;83087;1642;81445;23069;35672;1164;7554;3827;0;2309;3990;0;0;0;0;0;0;0;0;0;0;282;0;3578;0;0;0;0;0;0;0;0;0;0;1304;81783;20668;35318;2041;7812;4081;0;11863;1966;3030;0;255;53;0;53;0;0;0;25;0;194;168;42;4523;311;671;66;0;103;63;63;277
117;Oberhausen - Wesel III;NW;Urne;208991;114148;1878;112270;34965;51593;1670;8821;8098;0;3659;3464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1471;112677;32426;46841;3453;9833;7221;0;12903;2935;2567;0;192;125;0;83;0;0;0;43;0;77;193;36;5173;139;520;43;0;173;116;98;390
118;Mülheim - Essen I;NW;Urne;191475;106404;1454;104950;36346;45457;2098;6161;6179;0;2419;1909;0;0;0;0;0;0;0;0;0;0;170;0;4211;0;0;0;0;0;0;0;0;0;0;1248;105156;34333;40883;4373;7266;7267;0;11034;2288;1666;0;175;110;0;63;0;0;0;29;0;91;139;33;5221;193;370;45;0;127;78;65;341
119;Essen II;NW;Urne;167962;82564;1312;81252;24414;40043;1163;6295;3742;0;2342;2354;0;0;0;0;0;0;0;0;229;0;189;0;0;0;0;0;0;481;0;0;0;0;0;1114;81450;22212;34348;2571;7120;5587;0;9612;2085;1687;0;287;56;0;39;0;0;0;64;0;129;110;19;3751;213;294;23;0;172;98;67;518
120;Essen III;NW;Urne;195692;107132;1202;105930;40282;43334;1795;5739;7948;0;2342;1190;0;0;0;0;0;0;0;0;115;0;0;0;2864;0;0;0;0;0;0;0;0;0;321;1015;106117;36778;36213;5483;7671;10305;0;9667;2303;1039;0;164;139;0;36;0;0;0;56;0;82;98;22;4422;98;240;12;0;182;112;79;583
121;Recklinghausen I;NW;Urne;172167;92611;1427;91184;30265;42200;1653;5981;4376;0;2234;1482;0;0;0;0;0;0;0;0;0;0;0;0;2993;0;0;0;0;0;0;0;0;0;0;1175;91436;29754;37024;2891;6651;5631;0;9485;2090;1283;0;171;119;0;62;0;0;0;18;0;78;132;30;4400;150;313;32;0;143;101;63;300
122;Recklinghausen II;NW;Urne;191504;100314;1735;98579;34746;45935;1436;5972;4597;0;3014;2077;0;0;0;0;0;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;576;1352;98962;32875;40121;3299;6816;5590;0;10261;2495;1432;0;189;104;0;46;0;0;0;22;0;116;187;54;4344;152;333;56;0;208;92;91;340
123;Gelsenkirchen;NW;Urne;181476;91676;1322;90354;24633;46296;1307;5912;3154;0;2197;2385;0;0;0;0;0;0;0;0;0;0;396;0;3565;0;0;509;0;0;0;0;0;0;0;1264;90412;23556;40183;2484;7413;4946;0;11830;2169;2211;0;391;62;0;56;0;0;0;13;0;324;126;19;4604;443;539;34;0;332;67;94;346
124;Steinfurt I - Borken I;NW;Urne;201091;115816;1233;114583;59384;37123;2848;4652;5432;0;2696;0;0;0;0;0;0;0;0;0;0;0;0;0;2448;0;0;0;0;0;0;0;0;0;0;1046;114770;56466;32782;5456;5506;6763;0;7797;2288;820;0;107;124;0;47;0;0;0;13;0;18;103;20;3318;33;122;27;0;228;99;74;356
125;Bottrop - Recklinghausen III;NW;Urne;206061;117057;1670;115387;41120;53620;1674;6584;3968;0;2945;0;0;0;746;0;0;0;0;0;0;0;256;0;4474;0;0;0;0;0;0;0;0;0;0;1450;115607;39064;46926;3769;7721;6130;0;11997;2543;1940;0;271;341;0;64;0;0;0;28;0;127;198;50;5027;221;436;46;0;141;84;87;393
126;Borken II;NW;Urne;198648;120210;1138;119072;67904;33076;2427;3828;7110;0;2501;0;0;0;0;0;0;0;0;0;0;0;0;0;2226;0;0;0;0;0;0;0;0;0;0;953;119257;63309;31008;5774;4603;7078;0;7485;2079;831;0;82;126;0;44;0;0;0;14;0;16;136;20;3320;19;136;8;0;209;82;70;293
127;Coesfeld - Steinfurt II;NW;Urne;190611;110146;1011;109135;60434;30201;2510;3949;7251;0;2244;0;0;0;0;295;0;0;0;0;0;0;0;0;2251;0;0;0;0;0;0;0;0;0;0;982;109164;53841;28518;5708;4972;8730;0;7395;2048;666;0;90;139;0;50;0;0;0;12;0;19;118;28;3303;16;188;8;0;206;61;79;364
128;Steinfurt III;NW;Urne;193909;118550;1145;117405;55593;43883;1915;4625;6459;0;1980;890;0;0;0;0;0;0;0;0;0;0;0;0;2060;0;0;0;0;0;0;0;0;0;0;1121;117429;50228;40002;5098;5712;8663;0;7726;2133;842;0;83;101;0;40;0;0;0;13;0;23;114;22;3344;66;100;14;0;249;111;76;395
129;Münster;NW;Urne;227762;113847;1146;112701;42715;42037;5489;5510;11575;0;2370;0;0;0;442;0;0;0;0;0;0;0;0;0;2385;0;0;0;0;0;0;0;0;0;178;1004;112843;40992;31608;7009;8163;16933;0;8138;2710;354;0;34;381;0;29;0;0;0;13;0;37;69;23;3570;46;86;16;0;121;123;85;441
130;Warendorf;NW;Urne;210355;119536;1421;118115;59971;38678;2371;4389;6718;0;2536;947;0;0;0;0;0;0;0;0;0;0;0;0;2505;0;0;0;0;0;0;0;0;0;0;1347;118189;54917;35171;5865;5545;8311;0;8380;2560;936;0;100;141;0;42;0;0;0;20;0;17;156;22;3587;44;113;3;0;279;46;56;258
131;Gütersloh I;NW;Urne;233596;129158;1755;127403;63662;43339;2161;5845;6475;0;2482;0;0;0;0;0;238;0;0;0;0;0;0;0;3201;0;0;0;0;0;0;0;0;0;0;1590;127568;58754;37106;5682;6855;9607;0;9564;2449;1051;0;108;273;0;118;0;0;0;17;0;19;147;27;4159;95;182;15;0;368;110;94;332
132;Bielefeld - Gütersloh II;NW;Urne;247179;135106;2096;133010;48441;52285;2157;10020;13299;0;3592;0;0;0;0;0;0;0;0;0;0;0;0;0;3216;0;0;0;0;0;0;0;0;0;0;1742;133364;46040;44408;4653;12204;14916;0;11143;3270;1008;0;103;189;0;43;0;0;0;32;0;82;203;36;4815;168;255;30;0;160;116;78;555
133;Herford - Minden-Lübbecke II;NW;Urne;230975;121596;1985;119611;48062;50414;3500;7077;5887;0;3683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;0;0;0;0;0;0;279;1560;120036;46186;42588;4495;7700;8923;0;10144;2584;1026;0;158;139;0;60;0;0;0;21;0;30;182;25;4578;54;255;16;0;473;93;94;356
134;Minden-Lübbecke I;NW;Urne;206505;113716;1753;111963;51796;45758;1904;4870;4224;0;3005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;0;0;0;0;0;0;0;1404;112312;46378;38747;4776;5843;7731;0;8837;2331;767;0;189;120;0;41;0;0;0;15;0;25;171;26;4187;32;193;21;0;272;83;69;295
135;Lippe I;NW;Urne;172330;96911;1480;95431;38327;39687;1913;4222;5024;0;2282;0;0;0;0;0;0;0;0;0;0;0;0;0;2472;0;0;627;0;0;0;0;0;0;877;1273;95638;37411;33818;3924;5183;6713;0;8589;2040;884;0;107;108;0;38;0;0;0;14;0;20;161;32;3840;53;206;24;0;616;65;76;305
136;Höxter - Lippe II;NW;Urne;213488;123275;1937;121338;61100;38302;2039;5202;6353;0;2258;1087;0;0;477;0;0;0;0;0;0;0;0;0;3174;0;0;792;0;0;0;0;0;0;554;1777;121498;55924;36146;5375;6536;7677;0;9840;2296;1003;0;67;282;0;54;0;0;0;22;0;17;146;22;4581;61;157;15;0;633;82;75;327
137;Paderborn - Gütersloh III;NW;Urne;247138;133158;1777;131381;77871;30887;2266;5722;7715;0;2878;1191;0;0;0;0;0;0;0;0;0;0;0;0;2619;0;0;0;0;0;0;0;0;0;232;1707;131451;67656;30829;6077;7337;8826;0;10726;2780;1125;0;106;206;0;49;0;0;0;23;0;14;168;22;5005;111;207;13;0;346;120;101;330
138;Hagen - Ennepe-Ruhr-Kreis I;NW;Urne;212903;110959;2064;108895;36528;51728;3127;6800;4735;0;3141;2293;0;0;0;0;326;0;0;0;0;0;217;0;0;0;0;0;0;0;0;0;0;0;0;1457;109502;37379;40756;4437;8045;7279;0;11606;2693;1352;0;264;104;0;122;0;0;0;11;0;78;201;27;5071;129;560;27;0;299;125;100;443
139;Ennepe-Ruhr-Kreis II;NW;Urne;181174;96088;1497;94591;33003;40572;1661;5180;7549;0;2266;1232;0;0;0;0;0;0;0;0;0;0;165;0;2963;0;0;0;0;0;0;0;0;0;0;1278;94810;30517;36438;3866;6516;8538;0;8935;2289;1020;0;107;136;0;45;0;0;0;16;0;106;123;25;4018;114;246;30;0;153;89;54;364
140;Bochum I;NW;Urne;210904;109104;1662;107442;36366;48482;1316;8140;7148;0;3523;2245;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;1268;107836;31190;41916;3730;9522;10443;0;11035;2999;1533;0;136;171;0;49;0;0;0;26;0;120;155;27;4476;173;272;40;0;196;110;54;498
141;Herne - Bochum II;NW;Urne;184009;98014;1913;96101;28222;47368;1334;7823;5269;0;2992;2765;0;0;0;0;0;0;0;0;0;0;328;0;0;0;0;0;0;0;0;0;0;0;0;1497;96517;26195;42480;2505;8457;6222;0;10658;2506;1855;0;360;125;0;66;0;0;0;21;0;172;177;31;4024;212;375;44;0;173;94;60;363
142;Dortmund I;NW;Urne;213946;107348;1203;106145;31184;49309;1816;7128;7585;0;2776;1686;0;0;0;0;124;0;0;0;0;0;189;0;3811;0;0;425;0;0;0;0;0;0;112;1218;106130;29101;41078;3985;9393;11178;0;11395;3089;1527;0;137;125;0;89;0;0;0;23;0;117;182;26;4612;149;171;105;0;292;98;112;541
143;Dortmund II;NW;Urne;206701;101749;1450;100299;31324;47551;1273;7549;6553;0;3093;2188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;0;0;0;0;0;0;0;1257;100492;28228;41339;3457;8587;8213;0;10668;2565;1530;0;126;89;0;54;0;0;0;14;0;65;172;29;4452;219;250;38;0;425;74;104;462
144;Unna I;NW;Urne;200068;109886;1405;108481;37723;51423;1649;6263;5927;0;2842;1751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;0;0;0;0;0;0;0;1188;108698;33404;44741;4028;7444;8439;0;10642;2627;1239;0;113;92;0;62;0;0;0;24;0;48;211;26;4429;154;300;18;0;679;95;85;440
145;Hamm - Unna II;NW;Urne;238091;126799;1964;124835;47486;55356;2191;7672;5867;0;3147;2403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713;0;0;0;0;0;0;0;1660;125139;44240;49190;4304;8602;7294;0;11509;2827;1742;0;231;91;0;47;0;0;0;18;0;52;194;26;4526;216;356;82;0;497;90;100;414
146;Soest;NW;Urne;232311;124046;1877;122169;60073;41571;2461;6661;6790;0;3081;1532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1463;122583;54135;37795;5507;6991;8267;0;9888;2694;1055;0;143;143;0;56;0;0;0;26;0;18;206;46;4464;76;274;47;0;162;81;68;329
147;Hochsauerlandkreis;NW;Urne;205948;109023;1576;107447;59744;32898;1790;4777;4118;0;2483;1287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;1294;107729;53075;30710;4950;5465;4883;0;8646;2255;980;0;116;126;0;58;0;0;0;17;0;17;178;31;3902;38;211;16;0;344;55;66;236
148;Siegen-Wittgenstein;NW;Urne;215751;115489;1450;114039;52009;42192;2176;5545;5350;0;2049;1466;0;0;0;0;0;0;0;0;0;0;0;0;3252;0;0;0;0;0;0;0;0;0;0;1358;114131;46893;36796;4911;7120;7101;0;11310;2064;1426;0;211;208;0;34;0;0;0;17;0;34;198;31;5777;381;251;26;0;179;83;73;317
149;Olpe - Märkischer Kreis I;NW;Urne;210836;102561;1214;101347;51572;33968;2108;4281;3220;0;1953;1278;0;0;0;0;0;0;0;0;0;0;0;0;2653;0;0;314;0;0;0;0;0;0;0;1208;101353;47499;29109;4786;5411;5112;0;9436;2051;1220;0;142;128;0;52;0;0;0;16;0;15;162;34;4468;105;194;15;0;330;79;68;357
150;Märkischer Kreis II;NW;Urne;206189;104989;1349;103640;41854;44010;1704;5654;3091;0;2481;1475;0;0;0;0;0;0;0;0;0;0;0;0;3371;0;0;0;0;0;0;0;0;0;0;1343;103646;41272;34222;4156;6856;5624;0;11516;2620;1326;0;230;97;0;71;0;0;0;12;0;42;243;27;5504;134;254;18;0;293;114;83;448
151;Nordsachsen;SN;Urne;168695;96452;2360;94092;43045;19020;1895;20509;2775;0;1766;5082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1772;94680;42547;14380;2392;19491;2548;0;13322;1853;3896;0;0;0;0;0;0;0;0;116;0;82;0;0;6020;0;347;0;0;1008;0;0;0
152;Leipzig I;SN;Urne;210456;112992;1725;111267;44893;23846;1793;26248;5737;0;3253;3946;0;0;0;0;0;0;0;0;1551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1415;111577;41224;20432;3123;24008;7084;0;15706;3602;2888;0;0;0;0;0;0;0;0;330;0;158;0;0;7230;0;405;0;0;1093;0;0;0
153;Leipzig II;SN;Urne;219865;121069;1777;119292;41487;27360;1682;30342;9828;0;3089;2669;0;0;0;0;0;0;0;0;986;0;0;0;0;0;0;0;0;1849;0;0;0;0;0;1517;119552;39205;22249;3459;27495;12357;0;14787;4753;1932;0;0;0;0;0;0;0;0;271;0;184;0;0;6409;0;320;0;0;918;0;0;0
154;Leipzig-Land;SN;Urne;220400;129149;2458;126691;65034;19857;2336;27213;3973;0;2750;5528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2107;127042;58160;19075;3508;25349;3934;0;17016;2498;4125;0;0;0;0;0;0;0;0;148;0;112;0;0;8430;0;442;0;0;1261;0;0;0
155;Meißen;SN;Urne;207261;123302;2443;120859;64862;15122;2868;21429;3727;0;3078;5853;0;0;0;0;0;0;0;0;1352;0;0;0;0;0;2568;0;0;0;0;0;0;0;0;2272;121030;54609;14972;4288;22655;4504;0;20002;2773;5081;0;0;0;0;0;0;0;0;397;0;114;0;0;8942;0;1090;0;0;1605;0;0;0
156;Bautzen I;SN;Urne;223726;136735;2994;133741;66165;15010;3342;28460;3038;0;2673;6783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3904;0;0;0;0;0;0;4366;3037;133698;61087;15960;4020;26648;3538;0;22445;2758;5876;0;0;0;0;0;0;0;0;177;0;120;0;0;9680;0;793;0;0;3041;0;0;0
157;Görlitz;SN;Urne;223614;131980;2992;128988;64147;19412;2029;25397;4007;0;3327;7643;0;0;0;0;0;0;0;0;1824;0;0;0;0;0;0;0;0;0;0;1202;0;0;0;2770;129210;56957;15884;3489;25294;4046;0;23540;2833;5882;0;0;0;0;0;0;0;0;569;0;130;0;0;10951;0;922;0;0;2253;0;0;0
158;Sächsische Schweiz - Osterzgebirge;SN;Urne;207752;126484;2359;124125;62688;13110;2143;23324;3422;0;2399;8830;0;0;0;0;0;0;0;0;1271;0;0;0;0;0;0;6938;0;0;0;0;0;0;0;2227;124257;57176;13278;3827;21183;4138;0;24655;2593;6811;0;0;0;0;0;0;0;0;440;0;85;0;0;10157;0;585;0;0;3984;0;0;0
159;Dresden I;SN;Urne;233382;131910;2339;129571;55966;18942;2301;32514;7091;0;3997;4339;0;0;0;0;0;0;0;0;878;0;0;0;0;0;0;3351;0;0;0;0;0;0;192;1713;130197;52018;19671;3865;25272;9245;0;20126;4616;3243;0;0;0;0;0;0;0;0;312;0;132;0;0;9636;0;339;0;0;1848;0;0;0
160;Dresden II - Bautzen II;SN;Urne;235691;137228;2628;134600;57264;19526;2506;26301;11634;0;6159;5077;0;0;0;0;0;0;0;0;667;0;437;0;0;0;0;5029;0;0;0;0;0;0;0;1983;135245;52749;18488;4084;24979;11577;0;23368;5830;3989;0;0;0;0;0;0;0;0;316;0;205;0;0;10056;0;344;0;0;2628;0;0;0
161;Mittelsachsen;SN;Urne;210677;123196;2301;120895;63090;18205;2707;24657;3628;0;2536;6072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1992;121204;54983;15709;4080;25039;3743;0;17650;2549;4819;0;0;0;0;0;0;0;0;171;0;110;0;0;7861;0;557;0;0;1583;0;0;0
162;Chemnitz;SN;Urne;201249;106567;1439;105128;44155;21661;2036;25197;4659;0;2237;4036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147;0;0;0;0;0;1132;105435;41123;18060;2952;24352;5168;0;13780;2650;2692;0;0;0;0;0;0;0;0;128;0;124;0;0;6906;0;433;0;0;847;0;0;0
163;Chemnitzer Umland - Erzgebirgskreis II;SN;Urne;191550;116767;2805;113962;56314;17769;2512;25252;4009;0;2400;5706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1960;114807;51583;16532;3010;23139;3522;0;17021;2220;3961;0;0;0;0;0;0;0;0;136;0;98;0;0;8637;0;448;0;0;1521;0;0;0
164;Erzgebirgskreis I;SN;Urne;232499;140337;3457;136880;68569;16515;8863;28342;4096;0;2773;7722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2768;137569;63068;17289;4897;26724;3192;0;22399;2646;5864;0;0;0;0;0;0;0;0;151;0;102;0;0;10879;0;534;0;0;2223;0;0;0
165;Zwickau;SN;Urne;217679;126359;2411;123948;55018;19532;3297;30671;3464;0;2377;5430;0;0;0;0;0;0;0;0;887;0;0;0;0;0;0;3272;0;0;0;0;0;0;0;2037;124322;54777;18247;3263;26702;3750;0;17583;2269;4264;0;0;0;0;0;0;0;0;323;0;150;0;0;7856;0;404;0;0;2317;0;0;0
166;Vogtlandkreis;SN;Urne;201934;118673;2322;116351;56342;23923;2852;23040;2849;0;2226;5119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1894;116779;51668;18540;3082;23775;3636;0;16078;2223;3903;0;0;0;0;0;0;0;0;122;0;103;0;0;7955;0;426;0;0;1346;0;0;0
167;Waldeck;HE;Urne;189728;108152;3991;104161;43305;43263;2443;6005;6241;0;2603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;3549;104603;37996;37717;4743;6145;8206;0;9796;1876;990;0;205;0;0;0;0;0;0;38;0;28;0;62;5257;0;121;0;0;788;0;0;431
168;Kassel;HE;Urne;224555;121327;3976;117351;40567;47956;1973;10556;11804;0;3704;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;537;3332;117995;35568;40604;4215;11133;14638;0;11837;2878;1045;0;166;0;0;0;0;0;0;36;0;138;0;70;6135;0;118;0;0;646;0;0;605
169;Werra-Meißner - Hersfeld-Rotenburg;HE;Urne;180203;104013;3802;100211;40344;43357;1836;6070;4669;0;1866;2069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3650;100363;35990;37183;3717;6355;6645;0;10473;1600;1764;0;151;0;0;0;0;0;0;44;0;24;0;49;5573;0;104;0;0;742;0;0;422
170;Schwalm-Eder;HE;Urne;191354;113643;4084;109559;43439;46489;2272;5800;5981;0;2301;1754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1523;0;0;0;0;0;0;0;4106;109537;39044;40128;4829;6251;8123;0;11162;1911;1358;0;195;0;0;0;0;0;0;35;0;25;0;48;5794;0;120;0;0;1239;0;0;437
171;Marburg;HE;Urne;184686;105875;2483;103392;41079;45632;1684;5567;5488;0;2086;1290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;0;0;0;0;0;2709;103166;38047;34996;3892;7168;9990;0;9073;1766;934;0;281;0;0;0;0;0;0;43;0;22;0;47;4906;0;88;0;0;470;0;0;516
172;Lahn-Dill;HE;Urne;210867;120214;3492;116722;55674;40812;2260;5693;6687;0;2761;2504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;3410;116804;48342;35759;4780;6378;8397;0;13148;2112;2013;0;245;0;0;0;0;0;0;49;0;34;0;52;6957;0;183;0;0;1019;0;0;484
173;Gießen;HE;Urne;215246;124083;3616;120467;53381;43560;3235;6584;8030;0;3138;2145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;3365;120718;46523;36346;5554;8252;10910;0;13133;2611;1715;0;239;0;0;0;0;0;0;81;0;52;0;70;6074;0;142;0;0;1558;0;0;591
174;Fulda;HE;Urne;209960;126723;3779;122944;72034;30792;2722;5804;6171;0;2794;2627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3349;123374;63327;27406;5685;5806;7785;0;13365;2246;1956;0;359;0;0;0;0;0;0;52;0;21;0;57;7238;0;138;0;0;833;0;0;465
175;Main-Kinzig - Wetterau II - Schotten;HE;Urne;180491;104005;3440;100565;48883;32816;2166;5538;5130;0;3002;3030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3429;100576;41111;28221;4871;5788;7375;0;13210;2213;2312;0;394;0;0;0;0;0;0;56;0;18;0;59;6464;0;156;0;0;1045;0;0;493
176;Hochtaunus;HE;Urne;182026;103090;2252;100838;48535;29205;3077;4326;7205;0;1700;799;0;371;0;0;0;0;0;0;0;0;0;0;5620;0;0;0;0;0;0;0;0;0;0;2412;100678;42573;25607;6916;5030;9227;0;11325;1807;874;0;375;0;0;0;0;0;0;36;0;9;0;34;7070;0;99;0;0;641;0;0;380
177;Wetterau I;HE;Urne;175085;100506;2891;97615;45492;31641;2407;5046;6990;0;2340;1970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1729;0;0;0;0;0;0;0;2734;97772;39361;26940;5435;5428;8978;0;11630;2086;1567;0;155;0;0;0;0;0;0;97;0;20;0;50;5948;0;140;0;0;1067;0;0;500
178;Rheingau-Taunus - Limburg;HE;Urne;220668;123094;2887;120207;61704;35786;2477;4994;6622;0;2252;1219;0;0;0;0;0;0;0;0;0;0;0;0;5153;0;0;0;0;0;0;0;0;0;0;3113;119981;53471;30774;7069;5856;10242;0;12569;2286;1249;0;243;0;0;0;0;0;0;40;0;35;0;50;7218;0;137;0;0;833;0;0;478
179;Wiesbaden;HE;Urne;189698;97159;2100;95059;40266;34625;2005;4974;6576;0;1713;790;0;0;0;0;0;0;0;0;229;0;0;0;3881;0;0;0;0;0;0;0;0;0;0;2151;95008;35695;27382;5820;6246;10668;0;9197;2006;738;0;277;0;0;0;0;0;0;102;0;38;0;30;5001;0;93;0;0;503;0;0;409
180;Hanau;HE;Urne;177413;101105;3200;97905;43059;35826;2180;5882;5483;0;2443;2232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;2952;98153;38032;28301;4937;6339;8579;0;11965;2097;1650;0;558;0;0;0;0;0;0;57;0;22;0;57;6000;0;162;0;0;663;0;0;699
181;Main-Taunus;HE;Urne;196605;111444;2960;108484;55875;30588;3987;5003;8790;0;2841;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2538;108906;46535;25377;8643;5062;10814;0;12475;2145;810;0;214;0;0;0;0;0;0;32;0;28;0;54;7760;0;122;0;0;864;0;0;446
182;Frankfurt am Main I;HE;Urne;195615;98564;2413;96151;36980;33416;2495;8440;9003;0;2310;939;0;603;0;0;0;0;0;0;135;0;0;0;0;0;0;1162;0;668;0;0;0;0;0;2199;96365;30939;27207;5915;9590;12268;0;10446;2378;791;0;366;0;0;0;0;0;0;61;0;42;0;48;5338;0;104;0;0;661;0;0;657
183;Frankfurt am Main II;HE;Urne;219357;115272;2242;113030;39777;36252;3317;7631;14655;0;2117;802;0;0;0;0;0;0;0;0;74;0;0;0;3853;0;0;711;0;792;0;0;0;0;3049;2307;112965;36857;31151;7097;10192;16886;0;10782;2516;742;0;188;0;0;0;0;0;0;66;0;39;0;57;5668;0;92;0;0;691;0;0;723
184;Groß-Gerau;HE;Urne;174002;100651;3292;97359;40604;37525;1844;6398;7117;0;3871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3122;97529;35192;30072;4247;6426;10102;0;11490;2503;1227;0;419;0;0;0;0;0;0;40;0;68;0;53;5664;0;158;0;0;848;0;0;510
185;Offenbach;HE;Urne;221650;120498;3590;116908;52106;37702;2881;7800;9303;0;3067;2084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1965;0;0;0;0;0;0;0;3185;117313;44406;31216;6843;8436;12465;0;13947;2960;1398;0;503;0;0;0;0;0;0;38;0;31;0;53;7147;0;176;0;0;982;0;0;659
186;Darmstadt;HE;Urne;240017;137991;3324;134667;48285;50541;2806;7415;15215;0;3962;1186;0;0;0;0;0;0;0;0;0;0;0;0;5257;0;0;0;0;0;0;0;0;0;0;3367;134624;46410;38856;6352;9587;18634;0;14785;4344;1153;0;248;0;0;0;0;0;0;44;0;85;0;59;7227;0;115;0;0;717;0;0;793
187;Odenwald;HE;Urne;234360;135584;4770;130814;60571;44751;3032;7074;8697;0;4221;2468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4543;131041;52688;37199;6349;7725;11631;0;15449;3251;1696;0;634;0;0;0;0;0;0;69;0;66;0;69;7779;0;206;0;0;1005;0;0;674
