Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
121;Essen III;NW;Brief;0;41041;311;40730;13642;16343;3730;2327;4214;0;293;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;208;40833;11498;14484;6029;2728;4503;0;188;116;117;285;0;15;52;0;10;66;29;0;0;0;27;0;0;22;452;85;127
122;Recklinghausen I;NW;Brief;0;26230;301;25929;10083;9076;2258;2288;1803;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;149;26081;8520;8784;3080;2492;2006;0;210;73;93;198;0;14;4;0;4;43;12;0;0;0;31;0;0;16;337;48;116
123;Recklinghausen II;NW;Brief;0;34375;308;34067;13438;12189;2992;2764;2250;0;385;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;211;34164;11973;11649;3869;2808;2401;0;239;86;133;272;0;19;6;0;4;65;12;0;0;0;17;0;0;21;376;67;147
124;Gelsenkirchen;NW;Brief;0;25735;434;25301;12720;7941;1952;0;1803;0;606;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;174;25561;10334;7685;2297;2393;1482;0;292;168;66;171;0;66;3;0;1;43;14;0;0;0;10;0;0;14;331;45;146
125;Steinfurt I – Borken I;NW;Brief;0;28339;357;27982;7724;12702;4064;1343;1991;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;28167;6209;12677;4565;1452;2263;0;115;34;97;116;0;2;5;0;4;21;53;0;0;0;6;0;0;21;378;58;91
126;Bottrop – Recklinghausen III;NW;Brief;0;27986;226;27760;10727;10154;2248;2223;1790;0;303;0;0;0;0;34;0;0;0;0;0;0;0;281;0;0;0;0;172;27814;9665;9417;3112;2463;1816;0;188;86;121;224;0;11;4;0;6;33;17;0;0;0;17;0;0;115;308;63;148
127;Borken II;NW;Brief;0;26559;162;26397;5961;14752;2601;930;2031;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;26452;5217;13015;4343;1042;2050;0;92;39;95;119;0;2;2;0;5;20;29;0;0;0;5;0;0;20;260;26;71
128;Coesfeld – Steinfurt II;NW;Brief;0;34587;280;34307;7753;18437;3717;1481;2744;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;34390;6670;15973;5810;1604;3168;0;131;44;123;190;0;1;4;0;5;23;29;0;0;0;9;0;0;32;390;64;120
129;Steinfurt III;NW;Brief;0;24127;229;23898;9085;11022;2349;1319;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;24029;6361;9431;3777;1318;2362;0;99;30;69;117;0;0;5;0;4;19;20;0;0;0;7;0;0;12;297;43;58
130;Münster;NW;Brief;0;53227;329;52898;14600;23045;5803;1904;7231;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;231;52996;11217;20619;8046;2740;8586;0;138;49;118;180;0;11;9;0;6;40;34;0;0;0;7;0;0;114;932;41;109
131;Warendorf;NW;Brief;0;33855;464;33391;9937;17108;4073;2273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;33654;7440;14717;5517;1789;3049;0;118;46;115;163;0;2;3;0;8;50;27;0;0;0;17;0;0;31;398;42;122
132;Gütersloh;NW;Brief;0;33506;250;33256;10101;15418;3486;1463;2534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;128;179;33327;7905;13778;5365;1608;3321;0;162;46;142;235;0;6;5;0;4;63;18;0;0;0;20;0;0;66;413;58;112
133;Bielefeld;NW;Brief;0;43655;317;43338;12740;17413;3303;2533;6873;0;367;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;251;43404;11790;14681;5711;3079;6302;0;266;62;129;262;0;8;21;0;9;41;18;0;0;0;37;0;0;43;720;64;161
134;Herford – Minden-Lübbecke II;NW;Brief;0;38109;377;37732;13025;15565;4329;2084;2729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;37881;11538;13805;5637;2188;3160;0;249;109;135;262;0;2;9;0;5;83;12;0;0;0;22;0;0;33;435;82;115
135;Minden-Lübbecke I;NW;Brief;0;28017;216;27801;10046;12338;2122;1450;1845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;27869;8581;10026;3988;1734;2434;0;125;111;114;183;0;5;7;0;7;47;13;0;0;0;9;0;0;28;318;39;100
136;Lippe I;NW;Brief;0;25799;255;25544;9249;9930;3024;1371;1970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;25625;8049;8784;4035;1526;2187;0;135;63;110;172;0;5;5;0;2;30;15;0;0;0;15;0;0;19;336;47;90
137;Höxter – Lippe II;NW;Brief;0;29613;298;29315;8310;13541;2845;1460;2474;0;218;0;338;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;206;29407;7744;11421;4805;1581;2596;0;159;44;145;184;0;4;3;0;4;47;20;0;0;0;13;0;0;91;413;36;97
138;Paderborn;NW;Brief;0;34500;214;34286;8103;17969;3469;1549;2922;0;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;34341;6417;15447;5945;1692;3281;0;188;61;149;198;0;6;5;0;5;50;29;0;0;0;17;0;0;42;639;32;138
139;Hagen – Ennepe-Ruhr-Kreis I;NW;Brief;0;33652;264;33388;13241;12880;2752;2011;2078;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;33454;10306;11964;4349;2358;2869;0;266;190;103;273;0;11;11;0;4;52;21;0;0;0;7;0;0;17;368;74;211
140;Ennepe-Ruhr-Kreis II;NW;Brief;0;35294;325;34969;13311;11652;3920;2578;3005;0;349;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;98;263;35031;11802;10734;4458;2741;3672;0;284;58;134;333;0;30;6;0;4;46;14;0;0;0;25;0;0;25;402;78;185
141;Bochum I;NW;Brief;0;39935;399;39536;15369;14463;2444;3065;3531;0;459;0;0;0;0;43;162;0;0;0;0;0;0;0;0;0;0;0;299;39636;13696;11969;4376;3358;4323;0;339;72;118;364;0;11;28;0;3;66;24;0;0;0;23;0;0;40;567;84;175
142;Herne – Bochum II;NW;Brief;0;26621;557;26064;12315;8051;1989;0;2731;0;372;396;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;258;26363;10326;7250;2562;2688;2162;0;198;188;102;222;0;20;6;0;6;35;7;0;0;0;21;0;0;12;335;61;162
143;Dortmund I;NW;Brief;0;39064;338;38726;14350;11804;4381;3078;4449;0;446;0;0;0;0;81;137;0;0;0;0;0;0;0;0;0;0;0;213;38851;12029;11540;5003;3408;4851;0;280;41;114;298;0;40;36;0;4;58;17;0;0;0;140;0;0;23;655;90;224
144;Dortmund II;NW;Brief;0;33986;271;33715;13208;10866;2599;2922;3193;0;434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;236;33750;11558;9528;4088;3186;3633;0;311;43;109;271;0;12;8;0;5;62;12;0;0;0;112;0;0;15;393;103;301
145;Unna I;NW;Brief;0;33285;338;32947;12938;12051;2248;2326;3080;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;33008;11934;10203;4076;2444;2892;0;228;54;97;248;0;9;6;0;4;71;13;0;0;0;26;0;0;23;380;60;240
146;Hamm – Unna II;NW;Brief;0;37611;324;37287;15170;13813;4018;1796;1974;0;516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;37392;11250;14037;4899;2626;2847;0;337;89;141;257;0;11;10;0;4;43;20;0;0;0;22;0;0;24;488;87;200
147;Soest;NW;Brief;0;40010;345;39665;10246;19140;4399;2283;3251;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;39744;9210;16117;6751;2427;3460;0;227;86;211;285;0;3;11;0;2;64;43;0;0;0;22;0;0;26;484;104;211
148;Hochsauerlandkreis;NW;Brief;0;38620;311;38309;9186;20335;4081;2100;2285;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;38378;8669;16894;6603;2212;2455;0;248;64;199;245;0;3;6;0;3;62;40;0;0;0;23;0;0;24;402;60;166
149;Siegen-Wittgenstein;NW;Brief;0;35404;451;34953;12754;15272;4055;2402;0;0;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;35189;9334;13091;5673;2295;3100;0;349;133;145;270;0;5;6;0;4;70;23;0;0;0;10;0;0;45;385;82;169
150;Olpe – Märkischer Kreis I;NW;Brief;0;42621;400;42221;11061;20750;4898;2326;2740;0;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;42353;9617;18226;7210;2445;2926;0;310;101;213;320;0;8;7;0;11;74;28;0;0;0;29;0;0;27;419;117;265
151;Märkischer Kreis II;NW;Brief;0;36610;281;36329;13480;14870;3413;1938;1555;0;437;0;0;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;36380;9246;14952;5414;2356;2547;0;322;89;151;358;0;7;9;0;2;86;27;0;0;0;16;0;0;31;382;118;267
152;Nordsachsen;SN;Brief;0;14847;127;14720;2212;6201;1427;3678;808;0;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;14751;2507;5579;1715;3615;835;0;381;30;0;0;0;26;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;Leipzig I;SN;Brief;0;24759;202;24557;4829;8231;2206;6424;2132;0;435;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;154;24605;4432;7916;2718;6046;2731;0;443;44;0;0;0;50;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;Leipzig II;SN;Brief;0;32529;286;32243;7728;8996;2197;7635;4963;0;389;0;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;0;225;32304;6085;8762;3327;7615;5783;0;390;33;0;0;0;67;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Leipzig-Land;SN;Brief;0;21935;234;21701;3480;9098;2313;4783;1330;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;175;21760;3598;8369;2593;5110;1385;0;462;42;0;0;0;64;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;Meißen;SN;Brief;0;21631;224;21407;2653;9914;1758;4492;1783;0;585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;185;21446;2908;8376;2892;4856;1594;0;563;31;0;0;0;59;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;Bautzen I;SN;Brief;0;17719;235;17484;1952;7305;2102;4473;1075;0;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;17547;2216;6901;2279;4349;1028;0;544;39;0;0;0;48;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;Görlitz;SN;Brief;0;20560;217;20343;2427;8662;1930;4987;1457;0;565;0;0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;169;20391;2681;7903;2530;4981;1344;0;606;50;0;0;0;57;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Sächsische Schweiz – Osterzgebirge;SN;Brief;0;18750;205;18545;2235;8163;2139;3866;1285;0;595;0;0;0;0;0;262;0;0;0;0;0;0;0;0;0;0;0;157;18593;2283;7763;2431;3953;1353;0;564;28;0;0;0;26;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;Dresden I;SN;Brief;0;36928;298;36630;5995;13349;3614;8365;4115;0;513;0;0;0;0;0;332;0;0;0;0;0;0;0;0;0;0;347;243;36685;5491;13382;4507;7542;4777;0;529;56;0;0;0;72;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;Dresden II – Bautzen II;SN;Brief;0;31064;286;30778;4168;10729;3684;5749;5264;0;493;0;0;0;0;109;266;0;0;0;0;0;0;0;0;0;0;316;220;30844;4313;10699;3835;5858;5222;0;519;68;0;0;0;65;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;Mittelsachsen;SN;Brief;0;21036;225;20811;3381;9247;1845;4648;1190;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;20851;2962;8429;2598;4913;1262;0;497;44;0;0;0;49;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Chemnitz;SN;Brief;0;30878;299;30579;6140;10287;2642;8596;2369;0;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;30610;5153;9815;3438;8807;2559;0;509;69;0;0;0;79;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;Chemnitzer Umland – Erzgebirgskreis II;SN;Brief;0;17128;178;16950;2419;7214;1963;4033;909;0;412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;17007;2402;6904;2124;4048;955;0;395;43;0;0;0;38;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Erzgebirgskreis I;SN;Brief;0;19834;201;19633;2170;8471;2854;4322;1090;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;164;19670;2472;8113;2678;4572;1072;0;530;45;0;0;0;52;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;Zwickau;SN;Brief;0;20028;222;19806;2771;8038;1941;5250;1199;0;410;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;113;166;19862;2856;7792;2409;5108;1097;0;398;45;0;0;0;45;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;Vogtlandkreis;SN;Brief;0;18903;231;18672;3176;7552;1948;4295;1081;0;408;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;177;18726;2984;7097;2392;4524;1154;0;398;45;0;0;0;39;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;Waldeck;HE;Brief;0;25637;581;25056;8966;9139;2749;1564;2335;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;498;25139;8065;8106;3795;1786;2573;0;164;62;0;224;0;7;34;0;0;0;0;0;0;0;15;0;0;0;308;0;0
169;Kassel;HE;Brief;0;36557;860;35697;12255;12162;3323;2518;4959;0;206;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;203;746;35811;10489;10820;4878;3005;5396;0;175;60;0;296;0;33;47;0;0;0;0;0;0;0;16;0;0;0;596;0;0
170;Werra-Meißner – Hersfeld-Rotenburg;HE;Brief;0;23440;447;22993;8562;8722;2345;1459;1673;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;23100;7314;7710;3386;1751;2109;0;195;57;0;218;0;5;31;0;0;0;0;0;0;0;13;0;0;0;311;0;0
171;Schwalm-Eder;HE;Brief;0;23328;531;22797;8856;8125;2379;1553;1661;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;22843;7415;7321;3286;1822;2210;0;172;53;0;231;0;3;30;0;0;0;0;0;0;0;13;0;0;0;287;0;0
172;Marburg;HE;Brief;0;22847;293;22554;7965;8512;1881;1575;2465;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;22627;5765;7478;3087;1894;3552;0;109;84;0;167;0;5;31;0;0;0;0;0;0;0;6;0;0;0;449;0;0
173;Lahn-Dill;HE;Brief;0;22211;343;21868;6362;9966;2301;1078;1869;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;21966;5545;8491;3635;1420;2031;0;224;83;0;222;0;6;18;0;0;0;0;0;0;0;11;0;0;0;280;0;0
174;Gießen;HE;Brief;0;27545;451;27094;8456;10250;3460;1494;2862;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344;404;27141;6749;9091;4482;2088;3584;0;188;70;0;246;0;7;33;0;0;0;0;0;0;0;21;0;0;0;582;0;0
175;Fulda;HE;Brief;0;25465;384;25081;5733;12696;2602;1490;2238;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;25190;4722;10683;4496;1761;2555;0;216;105;0;248;0;9;26;0;0;0;0;0;0;0;23;0;0;0;346;0;0
176;Hochtaunus;HE;Brief;0;31848;406;31442;6737;15349;4170;1381;3036;0;149;138;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;31503;5823;12820;6569;1700;3527;0;135;125;0;334;0;8;27;0;0;0;0;0;0;0;10;0;0;0;425;0;0
177;Wetterau;HE;Brief;0;33652;564;33088;9899;14471;3451;1724;2528;0;467;0;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;76;484;33168;7664;12138;6234;2129;3540;0;405;77;0;381;0;7;26;0;0;0;0;0;0;0;26;0;0;0;541;0;0
178;Rheingau-Taunus – Limburg;HE;Brief;0;33302;516;32786;7811;16399;3783;1539;2825;0;178;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;32955;6453;14029;6074;1845;3333;0;175;163;0;324;0;3;33;0;0;0;0;0;0;0;25;0;0;0;498;0;0
179;Wiesbaden;HE;Brief;0;29844;336;29508;8283;13252;3536;1350;2634;0;221;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;118;286;29558;6047;10966;5587;1689;4212;0;166;140;0;203;0;6;59;0;0;0;0;0;0;0;11;0;0;0;472;0;0
180;Hanau;HE;Brief;0;31356;551;30805;9744;13027;3039;1729;2172;0;245;271;0;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;30863;6961;11305;5493;2238;3409;0;244;251;0;424;0;4;42;0;0;0;0;0;0;0;14;0;0;0;478;0;0
181;Main-Taunus;HE;Brief;0;37396;510;36886;7257;19127;5062;1470;3667;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;36995;6061;15484;8599;1666;3994;0;189;115;0;307;0;7;30;0;0;0;0;0;0;0;16;0;0;0;527;0;0
182;Frankfurt am Main I;HE;Brief;0;29676;326;29350;6820;11805;3870;1916;4102;0;184;121;0;419;0;31;82;0;0;0;0;0;0;0;0;0;0;0;257;29419;5185;9722;6101;2330;4805;0;168;111;0;280;0;18;51;0;0;0;0;0;0;0;11;0;0;0;637;0;0
183;Frankfurt am Main II;HE;Brief;0;37526;475;37051;8646;15017;4183;2145;6206;0;256;0;0;517;0;0;81;0;0;0;0;0;0;0;0;0;0;0;268;37258;6642;12205;7471;2738;6786;0;199;105;0;320;0;8;43;0;0;0;0;0;0;0;18;0;0;0;723;0;0
184;Groß-Gerau;HE;Brief;0;24198;459;23739;7796;9419;2173;1424;2522;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;363;23835;6216;8243;3671;1715;2960;0;189;144;0;281;0;12;19;0;0;0;0;0;0;0;18;0;0;0;367;0;0
185;Offenbach;HE;Brief;0;32891;580;32311;8277;14194;3883;1794;3203;0;323;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;66;496;32395;6526;11917;6344;2230;3926;0;225;145;0;406;0;12;43;0;0;0;0;0;0;0;18;0;0;0;603;0;0
186;Darmstadt;HE;Brief;0;35600;539;35061;11241;13208;3068;1796;4606;0;278;0;0;0;0;0;0;0;0;0;93;0;0;0;771;0;0;0;434;35166;8078;11246;5684;2448;6183;0;204;114;0;371;0;10;28;0;0;0;0;0;0;0;12;0;0;0;788;0;0
187;Odenwald;HE;Brief;0;35118;830;34288;8899;15099;4068;1845;3446;0;293;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;694;34424;7803;12823;6187;2257;3736;0;246;211;0;418;0;14;51;0;0;0;0;0;0;0;32;0;0;0;646;0;0
188;Bergstraße;HE;Brief;0;28944;422;28522;7889;14160;2601;1404;2188;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;28599;6315;11520;4998;1717;2946;0;192;166;0;319;0;4;33;0;0;0;0;0;0;0;12;0;0;0;377;0;0
189;Eichsfeld – Nordhausen – Unstrut-Hainich-Kreis I;TH;Brief;0;20913;156;20757;3682;9019;1530;4786;1058;0;317;0;0;0;0;0;0;0;0;0;0;0;0;313;0;0;0;52;118;20795;3672;8419;1975;4576;1273;0;304;23;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;199;332;0;0
190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis II;TH;Brief;0;18348;170;18178;4318;6450;1189;4692;883;0;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;124;18224;3458;6220;1667;4820;1199;0;359;45;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;97;325;0;0
191;Kyffhäuserkreis – Sömmerda – Weimarer Land I;TH;Brief;0;17278;147;17131;3234;5882;1356;5231;985;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;132;17146;3129;5596;1631;4979;1093;0;289;44;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;59;298;0;0
192;Gotha – Ilm-Kreis;TH;Brief;0;20924;203;20721;5848;6187;1520;4843;1482;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;133;20791;4251;6771;1812;5265;1550;0;405;46;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;102;567;0;0
193;Erfurt – Weimar – Weimarer Land II;TH;Brief;0;30386;253;30133;7107;9437;1590;7888;3334;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;189;30197;5703;8928;2405;7600;4163;0;297;51;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;132;861;0;0
194;Gera – Jena – Saale-Holzland-Kreis;TH;Brief;0;29108;260;28848;6481;8001;2982;8374;2591;0;419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;28926;5160;8056;2879;8317;3106;0;367;61;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;118;826;0;0
195;Greiz – Altenburger Land;TH;Brief;0;15751;166;15585;2859;6025;1288;4422;658;0;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;15629;2714;5450;1631;4312;834;0;276;34;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;64;293;0;0
196;Sonneberg – Saalfeld-Rudolstadt – Saale-Orla-Kreis;TH;Brief;0;21568;222;21346;4266;7136;1904;6275;984;0;540;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;183;154;21414;3794;7043;2077;6206;1205;0;484;55;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;103;398;0;0
197;Suhl – Schmalkalden-Meiningen – Hildburghausen;TH;Brief;0;18861;170;18691;4077;5716;1662;5807;1120;0;309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;18744;3316;5684;1810;5810;1309;0;282;51;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;85;373;0;0
198;Neuwied;RP;Brief;0;45930;869;45061;15285;18602;5451;2429;2822;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;45431;10099;18182;8086;3452;3810;0;347;148;342;0;190;15;0;0;0;0;0;0;0;0;26;0;0;99;635;0;0
199;Ahrweiler;RP;Brief;0;38520;639;37881;8491;18141;6032;1870;3045;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363;38157;7329;16439;7382;2391;3253;0;235;103;265;0;48;6;0;0;0;0;0;0;0;0;19;0;0;147;540;0;0
200;Koblenz;RP;Brief;0;43182;763;42419;10590;20508;4183;2455;4356;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;42644;9164;17552;7303;2799;4209;0;268;117;307;0;63;12;0;0;0;0;0;0;0;0;25;0;0;121;704;0;0
201;Mosel/Rhein-Hunsrück;RP;Brief;0;27272;655;26617;5645;12986;3572;1723;2416;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336;26936;5123;11235;5182;2009;2342;0;199;92;233;0;66;2;0;0;0;0;0;0;0;0;11;0;0;63;379;0;0
202;Kreuznach;RP;Brief;0;29827;441;29386;7660;14785;2097;2142;2204;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;306;29521;7267;10610;5242;2620;2668;0;249;93;221;0;62;9;0;0;0;0;0;0;0;0;25;0;0;64;391;0;0
203;Bitburg;RP;Brief;0;26902;545;26357;5834;12110;4126;1714;2335;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;26573;4683;11124;5294;2009;2440;0;186;63;286;0;44;4;0;0;0;0;0;0;0;0;15;0;0;64;361;0;0
204;Trier;RP;Brief;0;34016;578;33438;7638;16042;3294;2174;4079;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;33679;6521;13617;5342;2516;4513;0;154;75;232;0;32;11;0;0;0;0;0;0;0;0;13;0;0;87;566;0;0
205;Montabaur;RP;Brief;0;39182;725;38457;9909;17850;4644;2640;2967;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;38710;8142;15215;7391;2960;3362;0;351;124;330;0;138;6;0;0;0;0;0;0;0;0;26;0;0;80;585;0;0
206;Mainz;RP;Brief;0;56579;821;55758;14607;21725;7645;2396;7759;0;449;0;0;0;0;0;86;0;0;0;0;0;236;855;0;0;0;0;526;56053;11482;20703;9078;3204;8836;0;249;537;256;0;72;3;0;0;0;0;0;0;0;0;37;0;0;453;1143;0;0
207;Worms;RP;Brief;0;38577;696;37881;13667;14313;4169;2199;2877;0;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;38017;9889;13436;6331;2658;3718;0;484;314;322;0;98;6;0;0;0;0;0;0;0;0;38;0;0;118;605;0;0
208;Ludwigshafen/Frankenthal;RP;Brief;0;43171;625;42546;13299;17610;3953;3119;2629;0;307;784;0;0;0;53;0;0;0;0;0;0;0;0;792;0;0;0;573;42598;11222;15490;6353;3709;3471;0;339;780;331;0;87;27;0;0;0;0;0;0;0;0;39;0;0;103;647;0;0
209;Neustadt – Speyer;RP;Brief;0;51543;1078;50465;11599;23865;5243;3268;4348;0;663;0;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;747;50796;10746;19970;8873;3531;4917;0;445;446;711;0;153;9;0;0;0;0;0;0;0;0;27;0;0;161;807;0;0
210;Kaiserslautern;RP;Brief;0;38546;822;37724;12715;12637;4241;4462;2920;0;749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;38003;10301;11408;5921;4512;3548;0;541;279;463;0;106;8;0;0;0;0;0;0;0;0;41;0;0;107;768;0;0
