Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
158;Görlitz;SN;Urne;238958;129177;2533;126644;14578;53676;12005;30799;5924;0;7277;0;0;0;0;0;2385;0;0;0;0;0;0;0;0;0;0;0;2421;126756;15888;47112;16693;31250;5660;0;7429;490;0;0;0;356;1878;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Sächsische Schweiz – Osterzgebirge;SN;Urne;215674;122464;2249;120215;13959;54367;13153;24367;5093;0;7388;0;0;0;0;0;1888;0;0;0;0;0;0;0;0;0;0;0;2097;120367;14442;48238;17479;25017;5993;0;7153;384;0;0;0;232;1429;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;Dresden I;SN;Urne;230676;120292;1709;118583;19964;43400;11204;28815;9553;0;3338;0;0;0;0;0;1243;0;0;0;0;0;0;0;0;0;0;1066;1530;118762;18882;39865;16067;26629;12184;0;3451;225;0;0;0;225;1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;Dresden II – Bautzen II;SN;Urne;231247;123545;2042;121503;18100;44672;14520;23930;13607;0;3896;0;0;0;0;327;1331;0;0;0;0;0;0;0;0;0;0;1120;1792;121753;17205;40922;17948;25012;14756;0;3982;298;0;0;0;326;1304;0;0;0;0;0;0;0;0;0;0;0;0;0;0
162;Mittelsachsen;SN;Urne;223149;122654;2069;120585;17419;52332;12187;28096;4731;0;5820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1938;120716;15715;46096;17128;29717;4946;0;5703;439;0;0;0;266;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Chemnitz;SN;Urne;205652;105222;1417;103805;20920;35589;9464;28837;5740;0;3255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1335;103887;17838;31266;13709;29641;6965;0;3142;468;0;0;0;226;632;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;Chemnitzer Umland – Erzgebirgskreis II;SN;Urne;202743;116149;1973;114176;16828;46851;12129;29100;4451;0;4817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1834;114315;16712;42354;14844;29440;4991;0;4580;420;0;0;0;243;731;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Erzgebirgskreis I;SN;Urne;247624;139821;2683;137138;14998;54740;20966;32844;4806;0;7399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1385;2693;137128;16374;52300;19373;34973;4847;0;7346;573;0;0;0;321;1021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
166;Zwickau;SN;Urne;229535;125586;2161;123425;18093;47567;11156;35015;5292;0;4984;0;0;0;0;0;911;0;0;0;0;0;0;0;0;0;0;407;2062;123524;18480;43667;14993;34551;5321;0;4870;472;0;0;0;271;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;Vogtlandkreis;SN;Urne;213732;118427;2190;116237;18217;47576;10807;29291;4768;0;4500;0;0;0;1078;0;0;0;0;0;0;0;0;0;0;0;0;0;2099;116328;17243;42425;14490;30711;5627;0;4374;524;0;0;0;212;722;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;Waldeck;HE;Urne;192360;115171;3220;111951;42771;39275;10431;8836;8874;0;1548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;3015;112156;37278;33003;16415;9871;10925;0;1229;442;0;897;0;41;88;0;0;0;0;0;0;0;100;0;0;0;1867;0;0
169;Kassel;HE;Urne;222636;124476;3394;121082;47366;35481;8865;12935;14287;0;1388;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;512;3157;121319;38625;29314;14942;14651;17924;0;1100;410;0;1078;0;140;112;0;0;0;0;0;0;0;96;0;0;0;2927;0;0
170;Werra-Meißner – Hersfeld-Rotenburg;HE;Urne;184337;112287;3266;109021;44713;36989;9945;9621;5857;0;1896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3290;108997;38087;32256;14140;11176;8570;0;1744;365;0;786;0;30;124;0;0;0;0;0;0;0;82;0;0;0;1637;0;0
171;Schwalm-Eder;HE;Urne;194732;121162;3860;117302;47663;38928;11108;9842;7709;0;2052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3790;117372;40170;33271;16568;11136;10725;0;1641;503;0;1025;0;34;89;0;0;0;0;0;0;0;115;0;0;0;2095;0;0
172;Marburg;HE;Urne;185071;112446;2089;110357;43747;38810;9083;9282;7901;0;1534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1975;110471;32374;33878;14323;11287;13332;0;1181;759;0;949;0;22;120;0;0;0;0;0;0;0;70;0;0;0;2176;0;0
173;Lahn-Dill;HE;Urne;212611;125741;2761;122980;41535;50248;10667;8737;9163;0;2630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2485;123256;34940;41900;17502;10713;11351;0;2012;658;0;1209;0;34;129;0;0;0;0;0;0;0;116;0;0;0;2692;0;0
174;Gießen;HE;Urne;228413;138123;3397;134726;46875;49191;14468;9905;11278;0;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;3180;134943;37473;41185;21205;12517;15269;0;1665;631;0;1282;0;39;160;0;0;0;0;0;0;0;137;0;0;0;3380;0;0
175;Fulda;HE;Urne;239786;151573;3697;147876;35655;73388;14813;10433;10318;0;3269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3385;148188;30061;60057;26098;11616;12172;0;2506;1232;0;1351;0;49;195;0;0;0;0;0;0;0;163;0;0;0;2688;0;0
176;Hochtaunus;HE;Urne;182246;109227;1894;107333;28520;47399;12085;6141;9940;0;932;724;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;107355;23935;37082;21410;7529;12350;0;920;682;0;1138;0;18;100;0;0;0;0;0;0;0;64;0;0;0;2127;0;0
177;Wetterau;HE;Urne;246697;150168;3558;146610;49521;59231;12833;9392;9897;0;3325;0;0;2159;0;0;0;0;0;0;0;0;0;0;0;0;0;252;3518;146650;37421;47900;25378;11552;15702;0;3021;600;0;1688;0;38;156;0;0;0;0;0;0;0;112;0;0;0;3082;0;0
178;Rheingau-Taunus – Limburg;HE;Urne;221226;133154;2884;130270;37316;58825;13680;7527;10316;0;1254;1352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2490;130664;29899;46846;24456;9008;13877;0;1315;970;0;1341;0;29;141;0;0;0;0;0;0;0;81;0;0;0;2701;0;0
179;Wiesbaden;HE;Urne;187479;103581;2038;101543;34468;40164;8814;7666;8336;0;1295;0;0;0;0;0;474;0;0;0;0;0;0;0;0;0;0;326;1935;101646;24845;29865;17607;9644;14348;0;904;909;0;802;0;31;210;0;0;0;0;0;0;0;114;0;0;0;2367;0;0
180;Hanau;HE;Urne;241923;147248;3516;143732;49669;55677;12484;10256;9400;0;2044;1493;0;2709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3552;143696;35193;45529;24875;12901;15915;0;2073;1438;0;2144;0;37;178;0;0;0;0;0;0;0;128;0;0;0;3285;0;0
181;Main-Taunus;HE;Urne;195505;118352;2311;116041;29372;53553;13526;6248;11951;0;1391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1921;116431;23454;41505;24626;7033;14264;0;951;586;0;1130;0;23;135;0;0;0;0;0;0;0;94;0;0;0;2630;0;0
182;Frankfurt am Main I;HE;Urne;190058;102753;1891;100862;32327;34061;9006;10115;11599;0;1143;741;0;1460;0;139;271;0;0;0;0;0;0;0;0;0;0;0;1834;100919;23922;26309;16660;12221;15840;0;1098;713;0;1135;0;74;159;0;0;0;0;0;0;0;70;0;0;0;2718;0;0
183;Frankfurt am Main II;HE;Urne;212140;119022;2196;116826;36428;40010;10153;9853;17197;0;1290;0;0;1560;0;0;335;0;0;0;0;0;0;0;0;0;0;0;1882;117140;26601;30884;19560;12659;21439;0;984;546;0;1183;0;54;147;0;0;0;0;0;0;0;84;0;0;0;2999;0;0
184;Groß-Gerau;HE;Urne;172278;103921;2640;101281;37177;35991;8004;8025;9550;0;2167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;2402;101519;28842;29283;14959;9388;12717;0;1491;954;0;1182;0;48;159;0;0;0;0;0;0;0;91;0;0;0;2405;0;0
185;Offenbach;HE;Urne;221180;125966;3389;122577;36265;48087;11960;9800;12040;0;2111;0;0;2151;0;0;0;0;0;0;0;0;0;0;0;0;0;163;3717;122249;27850;37350;22065;11583;15937;0;1541;923;0;1452;0;29;155;0;0;0;0;0;0;0;132;0;0;0;3232;0;0
186;Darmstadt;HE;Urne;233622;140835;2928;137907;49340;47328;10485;9417;16357;0;1582;0;0;0;0;0;0;0;0;0;303;0;0;0;3095;0;0;0;2616;138219;35527;38678;20855;12421;23544;0;1297;674;0;1279;0;77;145;0;0;0;0;0;0;0;120;0;0;0;3602;0;0
187;Odenwald;HE;Urne;234911;141690;4556;137134;41898;54092;14341;9729;12769;0;1890;1562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853;4265;137425;34953;43854;23510;11146;15643;0;1661;1512;0;1347;0;65;177;0;0;0;0;0;0;0;105;0;0;0;3452;0;0
188;Bergstraße;HE;Urne;199708;119364;2713;116651;37014;50312;10365;7767;9108;0;2085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2363;117001;29433;38755;20221;9174;12737;0;1415;1292;0;1299;0;37;132;0;0;0;0;0;0;0;101;0;0;0;2405;0;0
189;Eichsfeld – Nordhausen – Unstrut-Hainich-Kreis I;TH;Urne;204717;115491;1502;113989;19172;48863;8412;28219;4482;0;3481;0;0;0;0;0;0;0;0;0;0;0;0;1103;0;0;0;257;1427;114064;18669;43444;12407;27815;5234;0;3327;276;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;810;1977;0;0
190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis II;TH;Urne;201700;112699;1814;110885;24788;38453;7022;30974;4038;0;4485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125;1788;110911;20387;35843;10254;31688;5252;0;4248;422;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;392;2191;0;0
191;Kyffhäuserkreis – Sömmerda – Weimarer Land I;TH;Urne;200901;110647;1713;108934;19585;36792;8444;34337;4769;0;4543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464;1710;108937;18563;34100;11030;32944;4971;0;4094;447;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;347;2283;0;0
192;Gotha – Ilm-Kreis;TH;Urne;214510;118995;1909;117086;31184;33876;8536;31099;5909;0;5030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1452;1838;117157;22841;35708;10581;32992;6058;0;4519;467;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;397;3425;0;0
193;Erfurt – Weimar – Weimarer Land II;TH;Urne;225708;120850;1709;119141;26381;36494;7307;35162;8803;0;3800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1194;1449;119401;21194;32849;11024;34201;11467;0;3465;400;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;468;4097;0;0
194;Gera – Jena – Saale-Holzland-Kreis;TH;Urne;245228;135695;2014;133681;28177;38589;12713;40970;8880;0;4352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1711;133984;22874;36895;13953;40407;10137;0;3842;513;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;516;4693;0;0
195;Greiz – Altenburger Land;TH;Urne;182336;101238;1786;99452;17365;36963;7949;29250;3538;0;4387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1621;99617;16292;32391;10926;28705;4085;0;3892;363;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;414;2414;0;0
196;Sonneberg – Saalfeld-Rudolstadt – Saale-Orla-Kreis;TH;Urne;231447;127371;2039;125332;23558;39590;10630;39545;4700;0;6034;0;0;0;0;524;0;0;0;0;0;0;0;0;0;0;0;751;1691;125680;21210;37727;12265;39233;5449;0;5494;560;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;454;2942;0;0
197;Suhl – Schmalkalden-Meiningen – Hildburghausen;TH;Urne;207012;111641;1687;109954;22978;33884;8651;35554;4816;0;4071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1489;110152;19366;32654;10308;35005;5453;0;3659;481;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;329;2736;0;0
198;Neuwied;RP;Urne;242568;126869;3004;123865;46259;47612;12430;8902;6696;0;1966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2236;124633;32180;43125;20668;11908;10195;0;1473;541;1206;0;832;57;0;0;0;0;0;0;0;0;97;0;0;228;2123;0;0
199;Ahrweiler;RP;Urne;195658;100826;2174;98652;25496;44004;14438;6440;7049;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1824;99002;21644;38298;18551;7780;8369;0;957;306;858;0;240;25;0;0;0;0;0;0;0;0;60;0;0;250;1664;0;0
200;Koblenz;RP;Urne;196560;95608;2370;93238;27490;39345;8901;7480;8866;0;1156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;93593;23250;31513;16376;8440;9523;0;920;315;811;0;164;19;0;0;0;0;0;0;0;0;73;0;0;203;1986;0;0
201;Mosel/Rhein-Hunsrück;RP;Urne;179373;102919;3578;99341;24214;47119;12142;7312;7308;0;1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2299;100620;21324;39067;19066;8559;7923;0;938;393;1053;0;320;23;0;0;0;0;0;0;0;0;89;0;0;221;1644;0;0
202;Kreuznach;RP;Urne;190569;103364;2621;100743;29672;46382;6587;9437;6564;0;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597;2152;101212;27717;32690;15948;11577;8397;0;1311;454;937;0;186;27;0;0;0;0;0;0;0;0;133;0;0;196;1639;0;0
203;Bitburg;RP;Urne;168357;93099;2884;90215;22208;41595;12087;6329;6939;0;1057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2061;91038;17736;37146;17206;7633;7482;0;835;291;951;0;105;18;0;0;0;0;0;0;0;0;77;0;0;202;1356;0;0
204;Trier;RP;Urne;191691;104322;2974;101348;27310;45552;7943;9409;10030;0;1104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1991;102331;23827;36593;15012;10554;11943;0;938;272;879;0;122;16;0;0;0;0;0;0;0;0;61;0;0;197;1917;0;0
205;Montabaur;RP;Urne;213225;115161;2530;112631;34507;47365;11897;9244;7718;0;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2226;112935;27980;37863;20713;10226;9685;0;1544;514;1297;0;402;25;0;0;0;0;0;0;0;0;92;0;0;231;2363;0;0
206;Mainz;RP;Urne;251837;134518;2806;131712;42731;46356;14409;8341;15937;0;1594;0;0;0;0;0;218;0;0;0;0;0;597;1529;0;0;0;0;2093;132425;31821;41074;19967;10718;20909;0;904;1728;779;0;173;31;0;0;0;0;0;0;0;0;59;0;0;852;3410;0;0
207;Worms;RP;Urne;202156;108804;2495;106309;40588;37579;9882;8019;7638;0;2603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2228;106576;29236;33395;16417;9440;10891;0;1800;1194;1146;0;323;24;0;0;0;0;0;0;0;0;99;0;0;307;2304;0;0
208;Ludwigshafen/Frankenthal;RP;Urne;217445;110284;2388;107896;35414;40126;8925;9883;6648;0;1500;2847;0;0;0;157;0;0;0;0;0;0;0;0;2396;0;0;0;2171;108113;29103;33295;16039;11748;9448;0;1459;2821;1112;0;227;94;0;0;0;0;0;0;0;0;119;0;0;216;2432;0;0
209;Neustadt – Speyer;RP;Urne;220974;112509;2792;109717;28805;47616;9627;9278;9400;0;2047;0;2183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;2137;110372;25371;37983;18115;9955;11568;0;1490;1472;1506;0;300;35;0;0;0;0;0;0;0;0;89;0;0;265;2223;0;0
210;Kaiserslautern;RP;Urne;235030;124804;3240;121564;42355;39674;10484;17743;7914;0;3394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2623;122181;34061;33804;17011;18158;10388;0;2656;1094;1611;0;308;47;0;0;0;0;0;0;0;0;91;0;0;299;2653;0;0
211;Pirmasens;RP;Urne;184220;97520;3199;94321;26228;36195;9925;12732;6302;0;2939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2588;94932;22133;31531;14011;13333;6257;0;2095;1344;1497;0;292;24;0;0;0;0;0;0;0;0;92;0;0;286;2037;0;0
212;Südpfalz;RP;Urne;214215;112022;2925;109097;31565;43715;13111;8239;8818;0;2465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1184;2380;109642;25651;36418;18420;9781;11293;0;1743;1444;1388;0;408;49;0;0;0;0;0;0;0;0;91;0;0;415;2541;0;0
213;Altötting;BY;Urne;166775;81849;1380;80469;12155;0;6784;4026;5940;49043;1571;0;0;0;0;0;950;0;0;0;0;0;0;0;0;0;0;0;1019;80830;10894;0;10193;4284;6295;41719;1031;852;630;445;77;13;211;909;0;0;0;0;91;0;54;174;0;1080;1467;411;0
214;Erding – Ebersberg;BY;Urne;185961;100264;1649;98615;17674;0;11282;4527;12267;48650;1407;0;0;0;0;0;0;0;0;0;0;0;0;2614;0;0;0;194;924;99340;14017;0;16083;4677;12330;42913;777;1243;750;659;66;24;37;1004;0;0;0;0;71;0;48;179;0;1683;1953;826;0
215;Freising;BY;Urne;205531;105009;1590;103419;15100;0;13241;6075;17558;48648;1950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;0;0;924;104085;14420;0;15631;5978;12830;45417;1386;661;766;661;102;26;32;916;0;0;0;0;71;0;49;221;0;1307;2680;931;0
216;Fürstenfeldbruck;BY;Urne;249131;138256;1755;136501;26608;0;14807;5691;14282;67065;1587;0;0;0;0;0;0;2241;0;0;0;0;0;2222;0;1463;0;535;1306;136950;22225;0;22496;6871;16670;57415;1216;701;848;929;117;30;45;1399;0;0;0;0;95;0;87;273;0;1371;2824;1338;0
217;Ingolstadt;BY;Urne;252615;123759;1830;121929;19000;0;9295;7947;9529;70276;2546;0;0;0;0;0;414;0;0;0;0;0;0;2638;0;0;0;284;1310;122449;19242;0;14810;7844;9709;60553;1979;967;847;636;170;23;76;864;0;0;0;0;77;0;65;147;0;1608;2527;305;0
218;München-Nord;BY;Urne;220785;103620;1053;102567;38513;0;9462;5697;9261;36544;1099;0;0;0;0;94;159;0;0;0;0;0;0;1082;0;0;0;656;882;102738;21717;0;17790;7856;17661;30269;833;361;340;702;69;56;65;476;0;0;0;0;52;0;41;196;0;826;2881;547;0
219;München-Ost;BY;Urne;231017;112774;1063;111711;32498;0;14306;6531;13690;39774;957;0;0;0;0;0;148;991;0;0;0;0;0;1371;0;972;0;473;775;111999;23014;0;20195;8070;18156;34825;770;311;399;752;75;35;89;709;0;0;0;0;46;0;51;215;0;825;2639;823;0
220;München-Süd;BY;Urne;211617;101893;1145;100748;31190;0;10315;5974;12504;37195;933;0;0;0;0;0;304;0;0;0;0;0;0;1284;0;0;0;1049;772;101121;21271;0;16492;7721;16953;31395;776;338;371;683;110;41;101;497;0;0;0;0;66;0;40;217;0;739;2560;750;0
221;München-West/Mitte;BY;Urne;231682;113477;1109;112368;33290;0;12288;6793;15621;40355;1057;0;0;0;0;0;284;0;0;0;0;0;0;1597;0;0;0;1083;822;112655;22487;0;18873;8331;21752;33320;755;356;386;715;109;20;96;588;0;0;0;0;74;0;51;246;0;978;2846;672;0
222;München-Land;BY;Urne;233952;124052;1248;122804;25628;0;15542;5075;15633;55856;1100;0;1457;0;0;0;0;0;0;0;0;0;0;1311;0;815;387;0;867;123185;21682;0;24457;6128;15704;46984;823;573;829;702;69;16;28;646;0;0;0;0;48;0;62;194;0;967;2469;804;0
223;Rosenheim;BY;Urne;226483;116312;1646;114666;16891;0;9917;4551;13778;59294;892;2649;0;0;0;0;279;2579;0;0;0;0;0;2769;0;1067;0;0;1259;115053;15103;0;16556;5388;12840;53057;901;2307;728;670;99;24;138;1916;0;0;0;0;119;0;54;316;0;1903;1925;1009;0
224;Starnberg;BY;Urne;251039;124545;1741;122804;20343;0;16636;5067;13090;66024;1644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1128;123417;16670;0;23368;5490;15290;53259;1082;586;687;767;89;21;42;1295;0;0;0;0;114;0;76;340;0;1182;1952;1107;0
225;Traunstein;BY;Urne;205115;99080;1563;97517;15001;0;6768;4634;10891;53209;1598;0;0;0;0;0;439;2030;0;0;0;0;0;1678;0;797;472;0;1161;97919;12632;0;12559;5288;11118;47205;1283;1066;538;563;166;12;93;1505;0;0;0;0;171;0;46;220;0;1319;1430;705;0
226;Weilheim;BY;Urne;249153;127743;1895;125848;18761;0;12487;5690;14864;65145;1457;0;0;0;0;0;0;2375;0;0;0;0;0;3225;0;1007;0;837;1358;126385;16958;0;19866;6601;14593;56409;1154;631;964;764;169;21;40;1910;0;0;0;0;130;0;74;329;0;2334;2350;1088;0
227;Deggendorf;BY;Urne;154767;64307;1169;63138;10459;0;7213;4772;4367;33703;2117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507;0;844;63463;9206;0;9130;5288;4113;29366;1539;1000;485;317;73;12;16;763;0;0;0;0;70;0;33;123;0;820;844;265;0
228;Landshut;BY;Urne;246833;122961;2121;120840;18736;0;15643;7026;12133;61154;2537;0;0;0;0;0;0;0;0;0;0;0;825;2786;0;0;0;0;1351;121610;17554;0;17283;7219;10720;58055;1839;995;895;825;93;22;28;946;0;0;0;0;95;0;62;510;0;1899;2137;433;0
229;Passau;BY;Urne;186068;76963;1137;75826;11144;0;13341;6228;5741;35823;1789;0;0;0;0;0;0;0;0;0;0;0;0;1760;0;0;0;0;888;76075;12059;0;11607;6284;5808;33578;1438;569;530;392;72;9;23;541;0;0;0;0;81;0;45;140;0;1478;1143;278;0
230;Rottal-Inn;BY;Urne;162109;74818;1589;73229;12866;0;7043;3608;4023;39682;1301;1211;0;0;0;0;330;0;0;0;0;0;0;3165;0;0;0;0;1056;73762;10278;0;10268;4249;4750;36818;1321;988;526;370;36;13;78;773;0;0;0;0;109;0;43;128;0;1735;1019;260;0
231;Straubing;BY;Urne;173068;78098;1251;76847;17071;0;5900;3903;3065;42775;1888;0;0;0;0;0;0;0;0;0;0;0;0;1940;0;0;0;305;1098;77000;11082;0;10700;5217;4061;38183;1519;931;554;364;55;4;19;788;0;0;0;0;69;0;35;109;0;1925;1145;240;0
232;Amberg;BY;Urne;214616;114892;2712;112180;23845;0;13852;8234;10071;52402;3019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757;0;0;1441;113451;19813;0;14289;8310;9284;50562;2253;702;992;694;182;24;45;711;0;0;0;0;129;0;65;140;0;1563;2948;745;0
233;Regensburg;BY;Urne;243083;122513;1535;120978;26217;0;14460;8051;10404;54026;2114;0;0;0;0;0;0;0;0;0;0;0;0;2897;2113;696;0;0;1246;121267;21946;0;16160;8787;12872;50552;1749;831;834;876;111;27;50;700;0;0;0;0;90;0;75;308;0;1872;2694;733;0
234;Schwandorf;BY;Urne;216044;98382;1646;96736;23932;0;7228;6548;4324;49683;2517;0;0;0;0;0;0;0;0;0;0;0;0;1700;0;0;0;804;1589;96793;17448;0;11240;7931;5855;45211;2162;821;843;525;110;14;25;803;0;0;0;0;142;0;67;122;0;1541;1581;352;0
235;Weiden;BY;Urne;172011;86238;1488;84750;16813;0;5713;4791;4101;37998;2263;0;0;0;0;0;0;0;0;0;0;0;0;942;0;0;0;12129;1888;84350;17054;0;9832;6604;5556;37032;2331;519;810;523;76;16;24;690;0;0;0;0;148;0;42;113;0;1037;1614;329;0
236;Bamberg;BY;Urne;177197;89949;1167;88782;18493;0;8962;5634;8088;43364;1435;1596;0;0;0;0;0;1042;0;0;0;0;0;0;0;0;0;168;940;89009;14197;0;12129;6156;9374;39034;1348;1411;751;518;148;52;24;481;0;0;0;0;82;0;39;157;0;515;2193;400;0
237;Bayreuth;BY;Urne;164344;86135;1271;84864;17978;0;7192;4783;9287;42835;1358;1431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;85332;16835;0;11479;5296;7695;37112;1275;1195;625;451;211;16;17;285;0;0;0;0;90;0;41;125;0;416;1832;336;0
238;Coburg;BY;Urne;162834;91119;1510;89609;23293;0;6571;6309;7185;42671;2406;0;0;0;0;0;0;0;0;0;0;0;0;907;0;0;0;267;1128;89991;21671;0;10289;6744;6676;37796;2075;533;617;465;193;29;19;191;0;0;0;0;56;0;48;120;0;507;1760;202;0
239;Hof;BY;Urne;180735;94526;1695;92831;25932;0;7035;8013;6852;42134;2509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;1475;93051;22626;0;10472;8468;6436;37194;2018;727;836;698;404;25;33;369;0;0;0;0;76;0;68;121;0;336;1769;375;0
240;Kulmbach;BY;Urne;173473;92766;963;91803;13863;0;3459;5142;4387;61652;2341;0;0;0;0;0;0;0;0;0;0;0;0;959;0;0;0;0;1148;91618;16251;0;10191;6214;6342;44537;2067;908;794;550;199;16;27;379;0;0;0;0;64;0;54;130;0;766;1767;362;0
241;Ansbach;BY;Urne;243953;125993;2082;123911;27391;0;12274;7194;10109;58699;2999;0;0;0;0;0;0;0;0;0;0;0;0;2408;2368;0;0;469;1792;124201;24481;0;16972;9307;12510;49086;2389;992;1161;695;462;26;28;388;0;0;0;0;137;0;96;266;0;1816;2693;696;0
242;Erlangen;BY;Urne;177261;96125;1026;95099;23642;0;8381;6236;10040;42868;1222;0;1435;0;0;0;0;0;0;0;0;0;0;1091;0;0;0;184;888;95237;20708;0;13884;6708;12378;33672;1051;449;817;548;152;33;23;196;0;0;0;0;51;0;31;150;0;770;3063;553;0
243;Fürth;BY;Urne;249703;136340;2040;134300;34508;0;11196;10896;12736;57658;2831;0;0;0;0;0;0;0;0;0;0;0;0;0;3148;0;1327;0;1692;134648;29212;0;18691;11681;15301;46971;2154;1000;1218;962;285;49;42;358;0;0;0;0;96;0;107;270;0;1250;4020;981;0
