Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BB;12054;Potsdam, Stadt ;125004;89963;2302;87661;25070;17220;5528;29112;9309;0;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1849;88114;22846;16078;7840;25409;10517;0;972;133;0;0;0;127;184;0;0;0;0;0;0;0;491;0;421;0;3096;0;0
BB;12060;Barnim ;150447;99682;2606;97076;20459;22775;6261;37177;5519;0;3290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1595;2393;97289;21387;21196;8533;32515;6280;0;2488;249;0;0;0;107;170;0;0;0;0;0;0;0;872;0;1025;0;2467;0;0
BB;12061;Dahme-Spreewald ;137721;96410;3045;93365;30885;22979;6249;24480;5040;0;3732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2594;93816;24212;22173;8737;25638;5653;0;3074;214;0;0;0;114;217;0;0;0;0;0;0;0;573;0;753;0;2458;0;0
BB;12062;Elbe-Elster ;99931;67228;2606;64622;15204;20110;4993;18342;2112;0;2865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602;394;2211;65017;14701;18562;5992;17837;2174;0;1993;171;0;0;0;70;126;0;0;0;0;0;0;0;1148;0;775;0;1468;0;0
BB;12063;Havelland ;128630;87251;2389;84862;24296;22838;6383;22408;5564;0;2862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;2143;85108;21723;20977;9427;21051;6053;0;2273;182;0;0;0;85;174;0;0;0;0;0;0;0;634;0;530;0;1999;0;0
BB;12064;Märkisch-Oderland ;163003;109348;3085;106263;26425;25328;7032;37392;4615;0;3980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1491;2881;106467;23735;23077;9450;35462;6000;0;2739;248;0;0;0;131;215;0;0;0;0;0;0;0;1600;0;996;0;2814;0;0
BB;12065;Oberhavel ;169577;115300;3346;111954;32951;30204;8395;28372;7594;0;3733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;705;2814;112486;28999;27675;12088;27607;8090;0;2908;334;0;0;0;120;251;0;0;0;0;0;0;0;871;0;936;0;2607;0;0
BB;12066;Oberspreewald-Lausitz ;107772;68631;2469;66162;20696;17329;4012;18649;2083;0;2887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;193;2128;66503;16078;17131;5635;19102;2396;0;2027;118;0;0;0;73;165;0;0;0;0;0;0;0;1348;0;720;0;1710;0;0
BB;12067;Oder-Spree ;157705;106677;3349;103328;30687;22946;7928;32138;5563;0;4066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2767;103910;25287;23419;9593;31886;5622;0;3182;310;0;0;0;162;273;0;0;0;0;0;0;0;792;0;905;0;2479;0;0
BB;12068;Ostprignitz-Ruppin ;89101;54974;1812;53162;15636;11329;4562;17370;2642;0;1623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1529;53445;14404;12534;4624;15840;2698;0;1223;100;0;0;0;42;88;0;0;0;0;0;0;0;455;0;429;0;1008;0;0
BB;12069;Potsdam-Mittelmark ;170167;121773;3256;118517;36326;32440;9023;28565;8471;0;2795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;897;3028;118745;31740;29470;13005;27803;9596;0;2090;192;0;0;0;117;213;0;0;0;0;0;0;0;908;0;776;0;2835;0;0
BB;12070;Prignitz ;72455;46711;1438;45273;15993;10198;3095;12998;1550;0;1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1313;45398;13329;10990;3910;12916;1603;0;1064;55;0;0;0;36;54;0;0;0;0;0;0;0;376;0;361;0;704;0;0
BB;12071;Spree-Neiße ;111037;74141;2741;71400;19467;18099;6410;20625;3066;0;3281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452;2318;71823;16777;18610;6692;20427;3108;0;2548;262;0;0;0;84;150;0;0;0;0;0;0;0;836;0;638;0;1691;0;0
BB;12072;Teltow-Fläming ;136388;92532;3032;89500;28103;22345;7314;23799;5052;0;2755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;2594;89938;23645;20941;9452;23926;5489;0;1966;199;0;0;0;83;220;0;0;0;0;0;0;0;835;0;764;0;2418;0;0
BB;12073;Uckermark ;110999;70491;2308;68183;19231;18272;4218;20745;2432;0;2744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541;2151;68340;18183;16834;5235;20794;2693;0;2277;113;0;0;0;77;131;0;0;0;0;0;0;0;413;0;396;0;1194;0;0
MV;13001;Greifswald, Hansestadt;45233;28841;468;28373;4309;9968;2275;7664;2659;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;408;28433;3883;9318;2950;7502;2781;0;669;59;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;1209;0;0
MV;13002;Neubrandenburg, Stadt;56278;36240;672;35568;6288;10362;2512;12953;1943;0;952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558;544;35696;6197;10804;2909;12094;1779;0;859;63;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;898;0;0
MV;13003;Rostock, Hansestadt;169637;111062;1828;109234;22067;27616;6898;36022;12545;0;2749;0;0;0;0;466;0;0;0;0;0;0;0;0;0;0;0;871;1622;109440;20210;28246;9906;34497;9824;0;2553;143;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;3781;0;0
MV;13004;Schwerin, Landeshauptstadt;78798;51873;830;51043;13281;13463;3736;15608;3707;0;1248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656;51217;10769;14829;4458;14862;3775;0;1135;65;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;1213;0;0
MV;13005;Stralsund, Hansestadt;49186;29911;464;29447;3595;14878;997;7252;1054;0;709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;962;516;29395;3964;11219;2893;8138;1531;0;761;61;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;788;0;0
MV;13006;Wismar, Hansestadt;36362;22489;413;22076;5207;6329;1529;7122;1247;0;534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;386;22103;4726;6285;1925;6683;1354;0;492;32;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;565;0;0
MV;13051;Bad Doberan ;99371;67634;1041;66593;13557;23251;5233;17878;4073;0;1949;0;0;0;0;88;0;0;0;0;0;0;0;207;0;0;0;357;928;66706;11213;22431;7547;18292;3808;0;1712;134;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;1457;0;0
MV;13052;Demmin ;68891;40251;850;39401;4949;15166;2984;12938;1147;0;1627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590;822;39429;4855;14934;3839;12064;1304;0;1595;97;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;676;0;0
MV;13053;Güstrow ;85248;50634;1110;49524;10832;17564;3532;13622;1972;0;1612;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;188;987;49647;8678;17418;4810;13751;2295;0;1615;81;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;899;0;0
MV;13054;Ludwigslust ;104368;68419;1202;67217;16966;21170;5665;18073;2646;0;2697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1072;67347;13695;21824;6947;17761;3058;0;2463;133;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1366;0;0
MV;13055;Mecklenburg-Strelitz ;67853;43584;914;42670;7071;15158;3085;13460;1640;0;1708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;773;42811;6758;14686;3830;13008;1889;0;1628;91;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;848;0;0
MV;13056;Müritz ;55700;34207;794;33413;7390;11262;2339;9618;1392;0;1023;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;275;700;33507;5900;11318;3009;9917;1607;0;988;56;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;603;0;0
MV;13057;Nordvorpommern ;91797;55599;1007;54592;6906;27275;2509;14210;1594;0;1558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;1101;54498;7246;20849;5920;15283;2290;0;1664;100;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;1047;0;0
MV;13058;Nordwestmecklenburg ;97512;61412;1022;60390;12163;20612;4518;18039;2949;0;1823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;873;60539;11005;19953;5893;17166;3335;0;1758;96;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;1229;0;0
MV;13059;Ostvorpommern ;90820;54732;1142;53590;6737;21013;5155;14783;1930;0;3222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;1094;53638;6203;20427;5897;14632;2156;0;3010;145;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;1083;0;0
MV;13060;Parchim ;82915;53022;1013;52009;10220;18442;3922;15258;2324;0;1619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;855;52167;9316;18102;5047;14617;2450;0;1516;67;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;951;0;0
MV;13061;Rügen ;58534;33859;592;33267;3539;15712;2162;9473;1087;0;995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;652;33207;3838;11582;4274;10101;1528;0;1009;75;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;729;0;0
MV;13062;Uecker-Randow ;61795;38407;1105;37302;6337;12582;2418;11438;917;0;3073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;920;37487;5151;13256;3149;11168;1077;0;2796;85;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;721;0;0
SN;14511;Chemnitz, Stadt ;205652;136100;1716;134384;27060;45876;12106;37433;8109;0;3800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1603;134497;22991;41081;17147;38448;9524;0;3651;537;0;0;0;305;813;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14521;Erzgebirgskreis ;321118;207740;3721;204019;23535;83120;28501;49486;7699;0;10098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1580;3599;204141;25439;78230;27995;51937;7864;0;9913;819;0;0;0;474;1470;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14522;Mittelsachsen ;284421;184502;2926;181576;27205;78437;18380;42130;7543;0;7881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2716;181786;24692;70006;24954;44374;8002;0;7709;617;0;0;0;392;1040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14523;Vogtlandkreis ;213732;137330;2421;134909;21393;55128;12755;33586;5849;0;4908;0;0;0;1290;0;0;0;0;0;0;0;0;0;0;0;0;0;2276;135054;20227;49522;16882;35235;6781;0;4772;569;0;0;0;251;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14524;Zwickau ;297512;189994;3065;186929;27339;72903;18160;51692;8426;0;6894;0;0;0;0;0;995;0;0;0;0;0;0;0;0;0;0;520;2848;187146;27842;67419;23198;51011;8625;0;6697;645;0;0;0;419;1290;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14612;Dresden, Stadt ;421639;284894;3858;281036;44566;100968;29697;61755;31089;0;7186;0;0;0;0;372;2891;0;0;0;0;0;0;0;0;0;0;2512;3381;281513;42154;94596;38243;59708;35401;0;7391;564;0;0;0;621;2835;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14625;Bautzen ;278070;181901;3384;178517;20531;75507;21080;43345;7955;0;9417;0;0;0;0;64;281;0;0;0;0;0;0;0;0;0;0;337;2977;178924;22643;69375;25083;42477;7969;0;8687;610;0;0;0;515;1565;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14626;Görlitz ;238958;149737;2750;146987;17005;62338;13935;35786;7381;0;7842;0;0;0;0;0;2700;0;0;0;0;0;0;0;0;0;0;0;2590;147147;18569;55015;19223;36231;7004;0;8035;540;0;0;0;413;2117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14627;Meißen ;216629;140109;2289;137820;17236;62290;12403;29423;8315;0;7050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103;2288;137821;17987;51703;20052;31286;7979;0;6875;404;0;0;0;327;1208;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14628;Sächsische Schweiz-Osterzgebirge ;215674;141214;2454;138760;16194;62530;15292;28233;6378;0;7983;0;0;0;0;0;2150;0;0;0;0;0;0;0;0;0;0;0;2254;138960;16725;56001;19910;28970;7346;0;7717;412;0;0;0;258;1621;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14713;Leipzig, Stadt ;415259;274415;3623;270792;57707;83805;22286;70132;26201;0;7296;0;0;0;0;0;3365;0;0;0;0;0;0;0;0;0;0;0;3309;271106;49203;75775;33461;69193;32472;0;7344;588;0;0;0;670;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14729;Leipzig ;231084;148389;2283;146106;23471;60969;14799;33044;6745;0;5988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090;2081;146308;23354;53735;19240;34826;7533;0;5751;462;0;0;0;375;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SN;14730;Nordsachsen ;178447;109628;1785;107843;15860;44147;10611;27760;4357;0;5108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1672;107956;16927;38440;13747;27765;4783;0;5069;381;0;0;0;261;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ST;15001;Dessau-Roßlau, Stadt ;76666;47282;804;46478;9125;14698;4039;14538;2650;0;960;0;0;0;0;233;0;0;0;0;0;0;0;0;0;0;0;235;674;46608;8015;13511;4833;15016;2963;0;824;0;0;0;0;132;0;0;0;0;0;0;0;0;151;0;0;0;1163;0;0
ST;15002;Halle (Saale), Stadt;193175;120367;2041;118326;19809;35226;9712;40560;10160;0;2000;0;0;0;0;859;0;0;0;0;0;0;0;0;0;0;0;0;1802;118565;19180;30711;13185;38079;11057;0;1805;0;0;0;0;446;0;0;0;0;0;0;0;0;265;0;0;0;3837;0;0
ST;15003;Magdeburg, Landeshauptstadt ;195603;119495;2169;117326;26923;34437;7620;37702;7521;0;1931;0;0;0;0;486;0;0;0;0;0;0;0;0;0;0;0;706;1867;117628;22749;31593;10470;37749;8969;0;1690;0;0;0;0;328;0;0;0;0;0;0;0;0;192;0;0;0;3888;0;0
ST;15081;Altmarkkreis Salzwedel ;77695;48913;1135;47778;9480;16119;3036;15522;1566;0;1069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986;1250;47663;8467;14866;4167;15540;2237;0;1028;0;0;0;0;101;0;0;0;0;0;0;0;0;183;0;0;0;1074;0;0
ST;15082;Anhalt-Bitterfeld ;155465;91851;2265;89586;19521;28810;6559;27344;3478;0;2331;0;0;0;0;642;0;0;0;0;0;0;0;0;0;0;0;901;2182;89669;14969;27682;9353;29342;3449;0;2116;0;0;0;0;346;0;0;0;0;0;0;0;0;331;0;0;0;2081;0;0
ST;15083;Börde ;155528;95191;2250;92941;20589;30630;9632;26217;3073;0;2319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;2180;93011;16706;29485;10209;28088;3796;0;2075;0;0;0;0;228;0;0;0;0;0;0;0;0;294;0;0;0;2130;0;0
ST;15084;Burgenlandkreis ;170595;101689;2082;99607;19038;32575;9081;31418;3119;0;3645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;731;2062;99627;15478;31627;11300;31808;3780;0;3166;0;0;0;0;191;0;0;0;0;0;0;0;0;305;0;0;0;1972;0;0
ST;15085;Harz ;203909;124540;2693;121847;25539;40775;8706;36496;6986;0;3345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2319;122221;21280;38690;11576;38306;6360;0;2837;0;0;0;0;267;0;0;0;0;0;0;0;0;300;0;0;0;2605;0;0
ST;15086;Jerichower Land ;83953;51074;1161;49913;11405;16056;4282;14823;1968;0;1127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;1044;50030;8900;15575;5159;15693;2285;0;958;0;0;0;0;103;0;0;0;0;0;0;0;0;167;0;0;0;1190;0;0
ST;15087;Mansfeld-Südharz ;134240;78638;1853;76785;13171;23816;5700;28562;2898;0;2638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1631;77007;12206;22296;7618;28138;2655;0;2313;0;0;0;0;150;0;0;0;0;0;0;0;0;261;0;0;0;1370;0;0
ST;15088;Saalekreis ;171425;103434;2148;101286;16943;35108;9309;32393;4294;0;2936;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;181;1902;101532;15363;31792;12598;32270;4175;0;2455;0;0;0;0;312;0;0;0;0;0;0;0;0;276;0;0;0;2291;0;0
ST;15089;Salzlandkreis ;184713;104530;2382;102148;19994;32813;8170;34566;3321;0;2522;0;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;376;2198;102332;16764;31283;10440;35240;3865;0;2224;0;0;0;0;261;0;0;0;0;0;0;0;0;261;0;0;0;1994;0;0
ST;15090;Stendal ;104982;64067;1417;62650;12590;18382;3522;21388;2159;0;1392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3217;1492;62575;11049;18464;5558;21494;2975;0;1290;0;0;0;0;131;0;0;0;0;0;0;0;0;266;0;0;0;1348;0;0
ST;15091;Wittenberg ;120623;75650;1544;74106;13062;28726;4771;22271;2354;0;1968;0;0;0;0;311;0;0;0;0;0;0;0;0;0;0;0;643;1446;74204;11724;24736;7781;22693;3168;0;1803;0;0;0;0;185;0;0;0;0;0;0;0;0;277;0;0;0;1837;0;0
TH;16051;Erfurt, Stadt ;168109;111894;1462;110432;25102;33689;6465;32569;8285;0;3043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1279;1205;110689;20367;30696;9811;31877;10454;0;2748;324;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;437;3731;0;0
TH;16052;Gera, Stadt ;85774;54618;786;53832;9161;16053;4020;19853;2857;0;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681;53937;8479;14524;5496;19098;2826;0;1695;139;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;209;1410;0;0
TH;16053;Jena, Stadt ;85182;59917;708;59209;16455;13563;7054;14919;6106;0;1112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553;59364;11576;14719;5945;15035;7785;0;954;199;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;240;2848;0;0
TH;16054;Suhl, Stadt ;34172;21885;299;21586;4453;5580;1436;8327;1128;0;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;21648;3681;5558;1802;8106;1243;0;588;60;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;78;493;0;0
TH;16055;Weimar, Stadt ;51903;35245;444;34801;7623;10830;2096;9392;3613;0;921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;382;34863;5870;9839;3158;8852;4902;0;838;106;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;149;1106;0;0
TH;16056;Eisenach, Stadt ;35698;23476;333;23143;5715;6981;1245;6817;1290;0;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;286;23190;4554;6497;1990;6962;1718;0;764;75;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;104;436;0;0
TH;16061;Eichsfeld ;88017;62024;794;61230;8646;32736;4636;9937;2372;0;1765;0;0;0;0;0;0;0;0;0;0;0;0;1027;0;0;0;111;732;61292;8325;29408;7146;10170;2672;0;1673;138;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;735;988;0;0
TH;16062;Nordhausen ;76624;49247;550;48697;9460;16013;3303;16084;2076;0;1440;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;84;521;48726;9488;14325;4550;15260;2553;0;1403;96;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;160;836;0;0
TH;16063;Wartburgkreis ;113572;74071;1095;72976;17229;25448;4274;19774;2541;0;2940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;770;1073;72998;13585;24085;6385;20540;3434;0;2800;302;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;280;1459;0;0
TH;16064;Unstrut-Hainich-Kreis ;92506;58633;870;57763;10910;21607;4695;16059;2182;0;1679;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;479;845;57788;10234;19611;6232;15967;2581;0;1598;155;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;219;1106;0;0
TH;16065;Kyffhäuserkreis ;71723;44156;652;43504;7775;13445;3010;16079;1458;0;1550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;655;43501;7660;12873;3719;15075;1682;0;1404;124;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;113;775;0;0
TH;16066;Schmalkalden-Meiningen ;113998;71622;1027;70595;14612;22641;6086;21375;3400;0;2481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891;70731;12619;21670;6858;21269;3850;0;2260;310;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;214;1589;0;0
TH;16067;Gotha ;118433;76719;1076;75643;20051;23037;5244;19358;4100;0;2997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;856;1034;75685;15556;23846;6709;20399;3883;0;2672;315;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;265;1937;0;0
TH;16068;Sömmerda ;63252;40282;567;39715;7001;13856;3105;12005;1851;0;1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;568;39714;6609;12835;4051;11580;1881;0;1510;164;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;150;877;0;0
TH;16069;Hildburghausen ;58842;36995;531;36464;7990;11379;2791;11659;1408;0;1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478;36517;6382;11110;3458;11440;1669;0;1093;162;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;122;1027;0;0
TH;16070;Ilm-Kreis ;96077;63200;1036;62164;16981;17026;4812;16584;3291;0;2478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;992;937;62263;11536;18633;5684;17858;3725;0;2252;198;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;234;2055;0;0
TH;16071;Weimarer Land ;71622;47584;697;46887;8806;16785;4021;12573;2684;0;1817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;670;46914;8083;15230;5351;12340;2775;0;1645;224;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;157;1050;0;0
TH;16072;Sonneberg ;52911;32574;553;32021;5492;10222;2231;11122;1218;0;1340;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;171;429;32145;5243;9869;2743;11050;1124;0;1217;126;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;82;552;0;0
TH;16073;Saalfeld-Rudolstadt ;102409;65862;956;64906;12056;20596;5778;19830;2664;0;3373;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;384;811;65051;11159;19336;6443;19427;3255;0;2999;279;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;263;1730;0;0
TH;16074;Saale-Holzland-Kreis ;74272;50268;780;49488;9042;16974;4621;14572;2508;0;1771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;49609;7979;15708;5391;14591;2632;0;1560;236;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;185;1261;0;0
TH;16075;Saale-Orla-Kreis ;76127;50503;752;49751;10276;15908;4525;14868;1802;0;1861;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;379;605;49898;8602;15565;5156;14962;2275;0;1762;210;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;212;1058;0;0
TH;16076;Greiz ;95002;63350;1002;62348;10650;24050;5164;17510;2619;0;2355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;911;62439;10146;20605;7142;17392;3009;0;2036;225;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;308;1489;0;0
TH;16077;Altenburger Land ;87334;53639;950;52689;9574;18938;4073;16162;1577;0;2365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;832;52807;8860;17236;5415;15625;1910;0;2132;172;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;170;1218;0;0
