Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
RP;07141;Rhein-Lahn-Kreis;99023;71248;1810;69438;23105;26739;6871;5449;6299;0;975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1547;69701;19588;21940;11678;6168;6767;0;768;340;738;0;155;19;0;0;0;0;0;0;0;0;61;0;0;186;1293;0;0
RP;07143;Westerwaldkreis;155828;113048;2247;110801;30727;49978;12173;8728;7482;0;1713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1826;111222;24783;40914;20994;9670;9016;0;1389;424;1171;0;429;20;0;0;0;0;0;0;0;0;78;0;0;205;2129;0;0
RP;07211;Trier, Stadt;80780;54963;977;53986;14859;22115;4572;4558;7403;0;479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654;54309;12333;18056;7966;5093;8537;0;420;102;316;0;58;12;0;0;0;0;0;0;0;0;19;0;0;137;1260;0;0
RP;07231;Bernkastel-Wittlich;89788;64311;1927;62384;16077;27990;7790;4670;5062;0;795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1227;63084;12438;25087;11894;5569;5305;0;607;203;717;0;90;17;0;0;0;0;0;0;0;0;51;0;0;140;966;0;0
RP;07232;Eifelkreis Bitburg-Prüm;74202;52901;1541;51360;11160;25720;5781;3542;4629;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1165;51736;9871;21013;9888;4164;4732;0;416;126;564;0;58;10;0;0;0;0;0;0;0;0;29;0;0;104;761;0;0
RP;07233;Vulkaneifel;49987;35682;1035;34647;8748;14480;6540;2315;2207;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685;34997;6665;14449;7061;2910;2497;0;286;133;317;0;54;7;0;0;0;0;0;0;0;0;34;0;0;80;504;0;0
RP;07235;Trier-Saarburg;110911;83375;2575;80800;20089;39479;6665;7025;6706;0;836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1674;81701;18015;32154;12388;7977;7919;0;672;245;795;0;96;15;0;0;0;0;0;0;0;0;55;0;0;147;1223;0;0
RP;07311;Frankenthal (Pfalz), Stadt;34231;23541;534;23007;6403;10204;1812;2144;1306;0;297;390;0;0;0;20;0;0;0;0;0;0;0;0;431;0;0;0;484;23057;5555;8451;3319;2516;1849;0;282;383;198;0;61;12;0;0;0;0;0;0;0;0;28;0;0;24;379;0;0
RP;07312;Kaiserslautern, Stadt;73328;47214;1037;46177;14768;15607;4578;6456;3673;0;1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735;46479;11369;13360;7076;6416;4907;0;847;355;520;0;118;21;0;0;0;0;0;0;0;0;37;0;0;116;1337;0;0
RP;07313;Landau in der Pfalz, Stadt;33488;23182;499;22683;6810;7746;3162;1701;2636;0;353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;367;22815;5270;6902;3845;2097;3314;0;271;121;241;0;85;7;0;0;0;0;0;0;0;0;14;0;0;78;570;0;0
RP;07314;Ludwigshafen am Rhein, Stadt;104383;68793;1268;67525;23603;23544;4853;6587;4218;0;916;2182;0;0;0;137;0;0;0;0;0;0;0;0;1485;0;0;0;1194;67599;19127;20083;9004;7842;5927;0;926;2154;632;0;116;80;0;0;0;0;0;0;0;0;69;0;0;141;1498;0;0
RP;07315;Mainz, Stadt;141588;106408;1816;104592;31675;36465;11157;5991;15942;0;976;0;0;0;0;0;154;0;0;0;0;0;390;1842;0;0;0;0;1302;105106;23139;32946;15287;7858;19596;0;463;1510;444;0;131;18;0;0;0;0;0;0;0;0;38;0;0;903;2773;0;0
RP;07316;Neustadt an der Weinstraße, Stadt;41794;30440;685;29755;7163;14098;2549;2011;2846;0;444;0;488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;530;29910;6087;11455;4919;2255;3438;0;366;195;347;0;128;8;0;0;0;0;0;0;0;0;18;0;0;70;624;0;0
RP;07317;Pirmasens, Stadt;33312;21071;747;20324;5648;7564;1974;3138;1258;0;742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;20512;4845;6493;3022;3081;1290;0;387;604;260;0;66;4;0;0;0;0;0;0;0;0;20;0;0;45;395;0;0
RP;07318;Speyer, Stadt;36786;25579;638;24941;6408;9902;2180;2336;2785;0;391;0;448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;464;25115;5535;8245;3764;2506;3303;0;224;478;316;0;70;3;0;0;0;0;0;0;0;0;15;0;0;121;535;0;0
RP;07319;Worms, Stadt;60090;39626;913;38713;15203;13634;3352;2978;2538;0;1008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;861;38765;10742;12500;5746;3541;3589;0;700;425;413;0;115;8;0;0;0;0;0;0;0;0;42;0;0;87;857;0;0
RP;07320;Zweibrücken, Stadt;27486;18372;446;17926;5675;5472;2040;2672;1617;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376;17996;4565;4941;2671;2914;1494;0;411;67;257;0;42;3;0;0;0;0;0;0;0;0;11;0;0;120;500;0;0
RP;07331;Alzey-Worms;97060;72285;1612;70673;27012;25103;6939;5154;4712;0;1753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1409;70876;19727;22500;11349;5973;6659;0;1297;684;742;0;244;14;0;0;0;0;0;0;0;0;77;0;0;191;1419;0;0
RP;07332;Bad Dürkheim;105251;79828;1866;77962;20976;34321;7141;6291;5770;0;1406;0;1683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;1364;78464;19104;27161;13676;6729;7010;0;1082;752;1185;0;198;16;0;0;0;0;0;0;0;0;57;0;0;167;1327;0;0
RP;07333;Donnersbergkreis;59946;42441;1080;41361;15513;13193;4146;4529;2655;0;1325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857;41584;11818;12071;6276;4952;3462;0;1075;338;530;0;100;16;0;0;0;0;0;0;0;0;42;0;0;118;786;0;0
RP;07334;Germersheim;93625;67432;1531;65901;17787;29114;6903;4684;4930;0;1631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;852;1274;66158;15198;23306;10887;5617;5844;0;1037;1303;793;0;237;37;0;0;0;0;0;0;0;0;55;0;0;342;1502;0;0
RP;07335;Kaiserslautern;83171;59929;1598;58331;17704;22320;5946;7243;3609;0;1509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1195;58734;14831;19671;8626;7346;4320;0;1126;533;857;0;176;15;0;0;0;0;0;0;0;0;50;0;0;141;1042;0;0
RP;07336;Kusel;60380;43499;1182;42317;14734;13306;3128;7265;2850;0;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;42505;12981;10740;5197;7569;3164;0;751;440;632;0;113;15;0;0;0;0;0;0;0;0;35;0;0;88;780;0;0
RP;07337;Südliche Weinstraße;87102;65535;1689;63846;17690;25134;9366;4541;5071;0;1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798;1388;64147;14322;22309;11469;5423;6477;0;964;556;855;0;253;15;0;0;0;0;0;0;0;0;65;0;0;189;1250;0;0
RP;07338;Rhein-Pfalz-Kreis;115974;89326;1892;87434;24564;37148;9213;6179;6100;0;1063;1059;521;0;0;53;0;0;0;0;0;0;0;0;1272;0;0;262;1592;87734;21034;31343;14698;7095;7877;0;853;1557;982;0;194;46;0;0;0;0;0;0;0;0;87;0;0;222;1746;0;0
RP;07339;Mainz-Bingen;155255;120159;2477;117682;37703;44771;14657;6832;11019;0;1565;0;0;0;0;0;150;0;0;0;0;0;443;542;0;0;0;0;1835;118324;28820;40662;19411;8648;14510;0;977;1154;904;0;176;24;0;0;0;0;0;0;0;0;76;0;0;549;2413;0;0
RP;07340;Südwestpfalz;81627;61889;2128;59761;15370;24884;7018;6891;4012;0;1586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1655;60234;12935;22079;9669;7369;3827;0;1133;698;963;0;186;13;0;0;0;0;0;0;0;0;51;0;0;169;1142;0;0
BW;08111;Stuttgart, Landeshauptstadt;365542;271763;3316;268447;58889;92520;27841;17503;63569;0;2741;0;0;0;0;322;819;0;0;0;0;0;0;0;4243;0;0;0;2659;269104;53331;76633;49616;20876;53992;0;1690;2123;0;1423;513;397;278;0;0;360;0;73;0;0;122;697;0;938;6042;0;0
BW;08115;Böblingen;255039;192919;2831;190088;38423;85644;24797;10023;25008;0;3067;0;0;0;0;328;0;0;0;0;0;0;0;0;2798;0;0;0;2592;190327;36314;64441;39911;11537;26427;0;2341;1378;0;1136;1131;200;75;0;0;367;0;53;0;0;96;367;0;561;3992;0;0
BW;08116;Esslingen;359181;272764;4041;268723;70433;116645;27507;13832;35745;0;4262;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0;3343;269421;53341;90295;52773;15922;41241;0;2404;4147;0;1322;930;233;155;0;0;720;0;146;0;0;91;474;0;755;4472;0;0
BW;08117;Göppingen;180442;129901;2288;127613;33916;55049;13177;8157;14009;0;2385;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0;2045;127856;26524;42318;24408;9327;17018;0;1730;1377;0;956;465;79;60;0;0;261;0;46;0;0;68;325;0;523;2371;0;0
BW;08118;Ludwigsburg;356724;269888;4172;265716;61909;107020;35707;15955;37233;0;4066;0;0;0;971;0;0;0;0;0;0;0;0;1764;0;0;0;1091;3334;266554;54047;87127;52145;17792;39329;0;2594;2945;0;1745;1156;149;122;0;0;455;0;103;0;0;135;621;0;1121;4968;0;0
BW;08119;Rems-Murr-Kreis;293343;216799;3494;213305;57497;91204;25326;11521;21298;0;3866;0;0;0;608;319;0;0;0;0;0;0;0;1477;0;0;0;189;2947;213852;41668;71037;43751;13775;29633;0;2589;2101;0;1305;1315;171;116;0;0;427;0;147;0;0;134;678;0;1187;3818;0;0
BW;08121;Heilbronn, Stadt;78100;52380;962;51418;13460;21766;6193;3707;4672;0;1013;0;0;0;0;137;0;0;0;0;0;0;0;470;0;0;0;0;826;51554;11709;16977;9662;4210;5543;0;717;551;0;290;194;82;15;0;0;95;0;11;0;0;48;67;0;288;1095;0;0
BW;08125;Heilbronn;237106;173386;3290;170096;40263;76456;22137;10000;15281;0;3812;0;0;0;0;235;0;0;0;0;0;0;0;1562;0;0;0;350;2720;170666;34365;59677;34945;11488;17908;0;2790;1859;0;1200;1075;124;82;0;0;371;0;75;0;0;155;289;0;1044;3219;0;0
BW;08126;Hohenlohekreis;81788;57616;1068;56548;11726;26241;7668;3713;5547;0;1297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;889;56727;10019;21265;11344;3958;6111;0;941;588;0;436;345;20;30;0;0;185;0;25;0;0;65;118;0;232;1045;0;0
BW;08127;Schwäbisch Hall;141446;96735;1962;94773;20880;39233;12171;7225;12585;0;2031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;1672;95063;17888;31480;17344;7596;13718;0;1488;856;0;634;828;66;48;0;0;216;0;32;0;0;92;199;0;673;1905;0;0
BW;08128;Main-Tauber-Kreis;104567;75437;1640;73797;13869;36523;9193;5064;6653;0;1447;0;0;0;0;0;0;0;0;0;0;0;0;1048;0;0;0;0;1396;74041;12653;30832;12930;5114;7446;0;989;743;0;507;239;31;53;0;0;146;0;26;0;0;53;138;0;776;1365;0;0
BW;08135;Heidenheim;96561;67899;1397;66502;18607;27157;6724;5298;6791;0;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;1224;66675;15104;22348;10721;5672;8003;0;846;1023;0;412;289;32;49;0;0;165;0;33;0;0;42;134;0;488;1314;0;0
BW;08136;Ostalbkreis;231115;166360;3391;162969;38820;77305;16169;11760;14265;0;2904;0;0;0;632;0;0;0;0;0;0;0;0;0;0;0;0;1114;3029;163331;31143;62425;28756;12255;18536;0;1785;2238;0;909;856;84;70;0;0;392;0;66;0;0;124;334;0;566;2792;0;0
BW;08211;Baden-Baden, Stadt;40129;28536;466;28070;5943;12958;3500;1614;3727;0;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;28189;4870;10662;5666;1911;3830;0;235;139;0;190;57;4;10;0;0;57;0;8;0;0;14;75;0;71;390;0;0
BW;08212;Karlsruhe, Stadt;201833;143521;2030;141491;37845;53872;11845;10034;21452;0;1534;0;0;0;0;234;0;0;0;0;0;0;0;0;4359;0;0;316;1855;141666;29227;40566;24654;11807;26051;0;1295;544;0;894;444;133;75;0;0;205;0;28;0;0;76;254;0;405;5008;0;0
BW;08215;Karlsruhe;321271;236693;5135;231558;55542;108215;26886;13990;22332;0;4087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;4018;232675;45504;85885;44633;15689;25769;0;2687;2364;0;1798;1169;108;103;0;0;612;0;76;0;0;146;409;0;627;5096;0;0
BW;08216;Rastatt;168535;117624;2753;114871;27336;55694;10735;7321;11677;0;2108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2320;115304;22506;45144;19887;8182;12819;0;1492;874;0;905;291;54;73;0;0;259;0;50;0;0;67;246;0;307;2148;0;0
BW;08221;Heidelberg, Stadt;94575;71160;845;70315;22459;22323;8048;3807;13207;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;70460;14774;19465;11651;5550;15750;0;376;173;0;327;132;27;18;0;0;72;0;15;0;0;27;104;0;191;1808;0;0
BW;08222;Mannheim, Universitätsstadt;198437;134143;2149;131994;39845;48137;11782;12520;16648;0;2418;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;311;1785;132358;32627;38435;19900;14936;18052;0;1772;987;0;1090;238;121;60;0;0;286;0;48;0;0;73;239;0;236;3258;0;0
BW;08225;Neckar-Odenwald-Kreis;111343;77859;1735;76124;16108;38814;8006;4757;6520;0;1429;0;0;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;1644;76215;15087;32288;12525;5243;6324;0;1026;672;0;632;263;28;45;0;0;186;0;25;0;0;72;136;0;380;1283;0;0
BW;08226;Rhein-Neckar-Kreis;394890;296205;5729;290476;76654;120790;35666;20348;31986;0;5032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4441;291764;63509;99184;54244;22320;35703;0;3541;1998;0;2301;757;103;147;0;0;646;0;111;0;0;173;556;0;726;5745;0;0
BW;08231;Pforzheim, Stadt;78606;50184;1026;49158;11168;20799;7107;4007;4637;0;1015;0;0;0;425;0;0;0;0;0;0;0;0;0;0;0;0;0;1004;49180;9977;17636;9151;4322;5009;0;688;375;0;366;245;24;22;0;0;121;0;10;0;0;42;102;0;95;995;0;0
BW;08235;Calw;111140;80992;1562;79430;16580;36282;9741;5442;7850;0;1073;1106;0;0;1356;0;0;0;0;0;0;0;0;0;0;0;0;0;1344;79648;14149;30023;15970;5445;8313;0;981;964;0;641;967;45;37;0;0;204;0;27;0;0;41;184;0;225;1432;0;0
BW;08236;Enzkreis;142271;105723;2094;103629;23776;41425;17533;6346;10599;0;2157;0;0;0;1793;0;0;0;0;0;0;0;0;0;0;0;0;0;1801;103922;20675;35135;21041;6957;12547;0;1341;1064;0;845;1129;49;45;0;0;329;0;54;0;0;106;235;0;317;2053;0;0
BW;08237;Freudenstadt;87783;61820;1315;60505;11675;28526;7787;3694;5610;0;842;1066;0;0;1305;0;0;0;0;0;0;0;0;0;0;0;0;0;1193;60627;10301;23335;12290;4092;6151;0;832;991;0;382;731;27;31;0;0;121;0;24;0;0;29;93;0;239;958;0;0
BW;08311;Freiburg im Breisgau, Stadt;146846;108805;1572;107233;37543;27193;7749;7421;25440;0;557;587;0;0;0;0;0;0;0;0;0;0;743;0;0;0;0;0;1244;107561;23208;25980;13787;10745;27267;0;473;518;0;738;289;78;33;0;0;218;0;32;0;0;43;497;0;313;3342;0;0
BW;08315;Breisgau-Hochschwarzwald;187070;139745;2582;137163;38281;54192;15034;7584;19370;0;1304;476;0;0;325;0;0;0;0;0;0;0;280;268;0;0;0;49;2047;137698;27279;46939;23972;8871;22950;0;850;1088;0;1082;596;37;49;0;0;362;0;54;0;0;82;432;0;464;2591;0;0
BW;08316;Emmendingen;119552;86756;1830;84926;22156;33545;8528;5484;14042;0;1171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1720;85036;18046;27517;14207;6241;13580;0;755;597;0;907;332;25;32;0;0;243;0;47;0;0;47;242;0;315;1903;0;0
BW;08317;Ortenaukreis;314001;216486;5445;211041;42657;98884;22702;15514;27161;0;3093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;5285;211201;38629;79617;36934;16315;27400;0;2205;1348;0;1568;728;58;105;0;0;637;0;354;0;0;147;547;0;684;3925;0;0
BW;08325;Rottweil;104415;73826;2149;71677;12087;34652;11542;4076;6092;0;1651;0;0;0;0;0;0;0;0;0;0;0;0;1577;0;0;0;0;1675;72151;12111;27625;15259;4405;6726;0;1239;628;0;553;492;26;61;0;0;288;0;72;0;0;74;143;0;1193;1256;0;0
BW;08326;Schwarzwald-Baar-Kreis;151537;105430;2570;102860;19413;48506;13986;6527;11720;0;2708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2235;103195;18101;37237;21693;7157;11943;0;1834;508;0;861;662;77;55;0;0;259;0;156;0;0;89;237;0;409;1917;0;0
BW;08327;Tuttlingen;96311;67565;1667;65898;10301;31452;12853;4064;5411;0;1355;0;0;0;0;0;0;0;0;0;0;0;0;462;0;0;0;0;1349;66216;10439;25922;14990;4348;6198;0;1059;498;0;469;290;19;49;0;0;214;0;68;0;0;57;151;0;305;1140;0;0
BW;08335;Konstanz;197671;140167;2793;137374;29713;59256;20335;8943;17439;0;1688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2480;137687;26047;43844;29372;9344;20482;0;1309;533;0;1319;419;62;60;0;0;490;0;116;0;0;83;444;0;465;3298;0;0
BW;08336;Lörrach;160864;109586;2111;107475;35899;39678;11487;6604;11002;0;1632;0;0;0;1173;0;0;0;0;0;0;0;0;0;0;0;0;0;1926;107660;24327;33877;18364;7723;16522;0;1012;947;0;795;814;45;46;0;0;407;0;35;0;0;56;190;0;306;2194;0;0
BW;08337;Waldshut;119343;81655;1825;79830;24086;32935;9022;4434;7308;0;1170;0;0;0;0;0;0;0;0;0;0;0;0;575;0;0;0;300;1424;80231;14888;30336;15182;5021;9672;0;641;951;0;543;443;23;43;0;0;260;0;34;0;0;48;200;0;424;1522;0;0
BW;08415;Reutlingen;198466;145837;3394;142443;31395;60753;18203;8452;19871;0;2491;0;0;0;0;491;0;0;0;0;0;0;0;0;0;0;0;787;2562;143275;25770;48400;28740;10060;21392;0;1820;1283;0;854;585;190;75;0;0;466;0;81;0;0;96;264;0;406;2793;0;0
BW;08416;Tübingen;152783;118349;1651;116698;23892;43264;10727;7920;27810;0;1463;0;0;0;0;0;0;0;0;0;0;0;0;660;0;0;0;962;1370;116979;22372;34581;19149;9126;24337;0;993;851;0;640;441;116;47;0;0;301;0;33;0;0;58;249;0;524;3161;0;0
BW;08417;Zollernalbkreis;141075;98459;2309;96150;18185;45142;12833;6715;9585;0;2422;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;1114;1863;96596;16294;34846;21076;7315;9836;0;1814;989;0;773;497;139;44;0;0;263;0;59;0;0;76;245;0;366;1964;0;0
BW;08421;Ulm, Universitätsstadt;80608;58340;1048;57292;15278;21322;6048;3990;8910;0;732;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;874;753;57587;11537;17519;9866;4462;10139;0;541;260;0;379;135;83;27;0;0;155;0;19;0;0;33;180;0;261;1991;0;0
BW;08425;Alb-Donau-Kreis;138259;103333;2220;101113;20597;46476;12225;5615;12567;0;1778;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;1684;1813;101520;16889;39639;18842;6182;12750;0;1251;950;0;708;511;78;70;0;0;370;0;58;0;0;97;212;0;598;2315;0;0
BW;08426;Biberach;141854;102381;2891;99490;23920;41910;15240;5198;9310;0;2100;0;0;0;0;0;0;0;0;0;0;0;0;1428;0;0;0;384;2035;100346;14003;43634;18847;5648;10676;0;1230;1148;0;776;347;36;67;0;0;332;0;53;0;0;78;238;0;1179;2054;0;0
BW;08435;Bodenseekreis;152612;112407;1997;110410;22304;48403;15427;6492;16159;0;1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1565;110842;18811;40104;22428;7085;15656;0;1172;547;0;753;306;56;47;0;0;375;0;144;0;0;62;393;0;656;2247;0;0
BW;08436;Ravensburg;202016;145036;3482;141554;24885;63683;19939;8837;20505;0;2295;0;0;0;0;0;0;0;0;0;0;0;0;332;0;0;0;1078;2234;142802;21708;54200;26815;9416;20256;0;1421;1085;0;986;559;78;96;0;0;530;0;122;0;0;98;483;0;2322;2627;0;0
BW;08437;Sigmaringen;96768;67772;1666;66106;9402;35406;8434;4043;6157;0;1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1430;1445;66327;9427;28051;13517;4197;6643;0;786;890;0;473;225;23;47;0;0;220;0;40;0;0;58;172;0;364;1194;0;0
BY;09161;Ingolstadt, Stadt;88713;56446;798;55648;9631;0;4733;4458;5631;28585;1037;0;0;0;0;0;208;0;0;0;0;0;0;1241;0;0;0;124;503;55943;9416;0;7194;4193;5364;25054;735;434;323;345;101;21;35;287;0;0;0;0;36;0;27;83;0;773;1316;206;0
BY;09162;München, Landeshauptstadt;895101;657183;6035;651148;191544;0;77263;34813;82503;240497;5519;0;0;0;0;123;1310;1574;0;0;0;0;0;8599;0;1616;0;5787;4237;652946;125887;0;114675;43891;114430;209354;4257;1922;2028;4243;515;208;510;3572;0;0;0;0;396;0;279;1344;0;5352;15548;4535;0
BY;09163;Rosenheim, Stadt;41252;26940;408;26532;4705;0;2432;1256;3687;12109;212;765;0;0;0;0;70;415;0;0;0;0;0;531;0;350;0;0;296;26644;4148;0;3803;1497;3307;11039;219;634;125;174;28;11;32;302;0;0;0;0;26;0;6;64;0;349;568;312;0
BY;09171;Altötting;82825;56115;931;55184;8834;0;4177;2613;3931;33811;1002;0;0;0;0;0;816;0;0;0;0;0;0;0;0;0;0;0;659;55456;8162;0;6839;2870;4400;28369;667;530;369;288;46;11;187;532;0;0;0;0;69;0;29;111;0;678;955;344;0
BY;09172;Berchtesgadener Land;74137;50534;750;49784;7442;0;3626;2073;5582;28270;775;0;0;0;0;0;150;639;0;0;0;0;0;695;0;363;169;0;537;49997;6127;0;6586;2468;5280;25365;559;634;245;328;78;5;34;491;0;0;0;0;95;0;36;85;0;588;642;351;0
BY;09173;Bad Tölz-Wolfratshausen;90310;66019;955;65064;10059;0;8092;2849;6239;36937;888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;65424;7873;0;11184;2992;7323;30544;541;363;388;384;58;13;24;904;0;0;0;0;58;0;43;181;0;681;961;909;0
BY;09174;Dachau;98431;73955;878;73077;12661;0;8562;2813;6638;37484;873;0;0;0;0;0;0;1303;0;0;0;0;0;1648;0;898;0;197;666;73289;10764;0;11333;3396;7757;33612;633;406;444;509;61;19;25;863;0;0;0;0;60;0;43;175;0;928;1414;847;0
BY;09175;Ebersberg;93017;72268;961;71307;14106;0;8988;2770;9351;33210;774;0;0;0;0;0;0;0;0;0;0;0;0;1937;0;0;0;171;553;71715;10707;0;12140;3037;9371;30392;458;357;445;493;49;14;32;672;0;0;0;0;51;0;36;148;0;1125;1463;725;0
BY;09176;Eichstätt;94458;71159;956;70203;10751;0;4869;3681;5076;42130;1360;0;0;0;0;0;274;0;0;0;0;0;0;1941;0;0;0;121;680;70479;11095;0;7864;3765;5463;36220;1128;459;490;375;75;8;52;590;0;0;0;0;78;0;36;88;0;1159;1302;232;0
BY;09177;Erding;92944;68092;1267;66825;10296;0;7445;3303;8222;34308;1063;0;0;0;0;0;0;0;0;0;0;0;0;2032;0;0;0;156;604;67488;8399;0;9954;3228;8087;30696;560;1354;551;466;42;21;22;762;0;0;0;0;63;0;24;141;0;1328;1099;691;0
BY;09178;Freising;117218;86492;1299;85193;11563;0;10125;4665;18460;37984;1241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155;0;0;709;85783;11308;0;12991;4615;12688;36047;861;452;614;570;85;18;28;764;0;0;0;0;63;0;34;222;0;1187;2086;1150;0
BY;09179;Fürstenfeldbruck;150700;116343;1293;115050;23190;0;12435;4498;13706;54463;1180;0;0;0;0;0;0;1869;0;0;0;0;0;1549;0;1564;0;596;904;115439;18970;0;18986;5573;15826;46905;903;489;642;841;96;18;49;1164;0;0;0;0;81;0;62;242;0;974;2235;1383;0
BY;09180;Garmisch-Partenkirchen;65324;47088;604;46484;5148;0;5052;1488;4188;27533;400;0;0;0;0;0;0;699;0;0;0;0;0;994;0;725;0;257;419;46669;4753;0;7974;1762;4061;24065;331;169;265;271;47;9;9;638;0;0;0;0;39;0;30;116;0;841;546;743;0
BY;09181;Landsberg am Lech;85145;63735;818;62917;8859;0;6830;2526;8669;31124;649;0;0;0;0;0;0;1516;0;0;0;0;0;2005;0;329;0;410;562;63173;8182;0;10263;3005;8370;27610;511;269;390;395;89;7;21;1075;0;0;0;0;78;0;24;198;0;1111;1239;336;0
BY;09182;Miesbach;71453;52726;831;51895;7224;0;5915;1895;5041;31098;722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;52207;6347;0;9207;2053;5324;25129;470;264;280;370;38;10;20;662;0;0;0;0;65;0;25;159;0;478;648;658;0
BY;09183;Mühldorf a.Inn;83950;56392;807;55585;7890;0;5331;2749;4546;33473;1043;0;0;0;0;0;553;0;0;0;0;0;0;0;0;0;0;0;562;55830;6669;0;7153;2771;4523;29343;680;556;420;362;53;9;122;765;0;0;0;0;74;0;34;140;0;839;941;376;0
BY;09184;München;228444;180591;1678;178913;35023;0;23944;6799;23648;81868;1444;0;1926;0;0;0;0;0;0;0;0;0;0;1986;0;1601;674;0;1092;179499;30065;0;35216;8157;22785;71526;1080;763;1071;1068;101;19;56;992;0;0;0;0;78;0;85;318;0;1436;3277;1406;0
