Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
289;Reutlingen;BW;Urne;199189;78393;921;77472;24542;13899;9893;10393;3211;11162;0;1422;1226;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;1613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;960;77433;19455;15748;10084;12825;2818;10419;0;1117;737;816;87;308;175;0;50;0;0;51;93;0;10;0;0;106;0;0;0;1463;228;89;0;32;0;22;0;0;0;481;0;219
290;Tübingen;BW;Urne;198791;79110;746;78364;20590;14343;7892;8079;3841;17877;0;1194;1043;1176;0;0;313;0;207;0;0;60;0;0;0;0;0;0;0;0;1749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;755;78355;16744;16059;8007;11334;4363;15798;0;893;721;867;87;279;224;0;102;0;0;33;73;0;20;0;0;102;0;0;0;1582;156;65;0;12;0;22;0;0;0;550;0;262
291;Ulm;BW;Urne;223376;94099;974;93125;30454;17390;10764;10635;2704;14709;0;2426;1195;1590;0;840;0;0;0;0;0;78;0;0;0;0;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;1025;93074;24677;18905;10732;13696;3085;13964;0;1849;876;1263;110;482;242;0;52;0;0;51;117;0;18;0;0;150;0;0;0;1628;162;98;0;39;0;31;0;0;0;583;0;264
292;Biberach;BW;Urne;169147;65310;709;64601;22750;11066;8779;6897;1090;7159;0;1874;759;1091;0;361;972;0;0;0;0;0;0;0;0;0;0;0;0;0;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;64544;19425;10617;9279;9613;1502;7137;0;1764;647;942;95;297;522;0;56;0;0;7;78;0;6;0;0;66;0;0;0;1855;101;99;0;20;0;17;0;0;0;266;0;133
293;Bodensee;BW;Urne;174430;67730;681;67049;19839;13842;8164;8660;1952;9395;0;1380;1112;0;0;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;2293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;723;67007;17464;12918;7854;10773;2053;9631;0;1159;742;682;49;259;216;0;71;0;0;16;58;0;24;0;0;58;0;0;0;2186;112;56;0;16;0;24;0;0;0;373;0;213
294;Ravensburg;BW;Urne;187817;72326;695;71631;21541;10109;7920;10465;2307;12690;0;1953;1044;0;0;0;748;0;0;0;0;60;0;100;0;0;0;0;0;0;2694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764;71562;18586;13086;8468;11004;2439;10522;0;1712;740;797;56;305;471;0;64;0;0;25;75;0;13;0;0;61;0;0;0;2338;110;74;0;16;0;21;0;0;0;388;0;191
295;Zollernalb – Sigmaringen;BW;Urne;182648;74268;1093;73175;21577;13526;10539;10148;1624;10440;0;1583;1057;0;0;0;335;0;0;0;0;127;0;0;0;0;0;0;0;0;2219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1171;73097;20232;13938;11080;12498;1999;6931;0;1286;800;944;128;309;215;0;41;0;0;79;88;0;13;0;0;59;0;0;0;1723;120;72;0;23;0;15;0;0;0;378;0;126
296;Saarbrücken;SL;Urne;192929;79389;1390;77999;18219;28973;8729;6391;5356;4955;0;1447;2052;0;0;0;312;0;0;0;0;124;0;0;0;0;0;0;0;0;1305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;1392;77997;14807;28767;9009;8979;7945;0;0;1192;1573;2107;227;571;318;0;0;0;0;80;0;0;0;0;0;0;0;0;0;1191;0;0;0;0;0;0;0;0;0;461;0;770
297;Saarlouis;SL;Urne;203279;100139;1979;98160;26349;35924;11203;8231;5450;3746;0;2648;2532;0;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;1676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1920;98219;23048;34617;11658;12031;6722;0;0;1955;1754;2775;254;558;283;0;0;0;0;46;0;0;0;0;0;0;0;0;0;1496;0;0;0;0;0;0;0;0;0;398;0;624
298;St. Wendel;SL;Urne;173074;85648;1722;83926;26245;29147;8891;6971;3744;2945;0;2052;2106;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;1488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1740;83908;21337;30463;9302;9173;5059;0;0;1653;1472;2316;201;490;331;0;0;0;0;35;0;0;0;0;0;0;0;0;0;1427;0;0;0;0;0;0;0;0;0;220;0;429
299;Homburg;SL;Urne;185941;83698;1627;82071;20427;29527;11387;6585;4753;3187;0;2539;1989;0;0;0;404;0;0;0;0;0;0;0;0;0;0;0;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;82231;17714;29473;11338;9321;5705;0;0;1927;1327;2323;233;540;303;0;0;0;0;46;0;0;0;0;0;0;0;0;0;1185;0;0;0;0;0;0;0;0;0;311;0;485
001;Flensburg – Schleswig;SH;Brief;0;52414;267;52147;11978;9339;1832;3265;1843;18480;0;694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;831;0;0;0;0;0;55;3740;0;0;0;0;0;0;0;0;0;0;0;221;52193;10859;12607;2024;5745;2077;11910;0;467;492;537;32;0;54;81;0;0;0;7;0;0;15;0;0;43;0;40;0;706;0;0;0;0;0;28;0;0;4248;80;0;141
002;Nordfriesland – Dithmarschen Nord;SH;Brief;0;47684;335;47349;14003;12666;1991;4363;1359;8245;0;494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;706;0;0;0;0;0;72;3450;0;0;0;0;0;0;0;0;0;0;0;266;47418;11155;12049;2096;6027;1491;9306;0;347;380;599;43;0;46;57;0;0;0;10;0;0;16;0;0;47;0;22;0;576;0;0;0;0;0;23;0;0;2937;97;0;94
003;Steinburg – Dithmarschen Süd;SH;Brief;0;37486;282;37204;10725;10610;2067;5492;1237;5470;0;767;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;509;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;202;37284;8990;10133;2272;5068;1280;6392;0;521;361;496;35;0;27;110;0;0;0;9;0;0;6;0;0;26;0;29;0;432;0;0;0;0;0;33;0;0;930;72;0;62
004;Rendsburg-Eckernförde;SH;Brief;0;50092;318;49774;15139;14583;2232;3922;1342;8486;0;513;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772;0;0;0;0;0;0;2214;0;0;0;0;0;0;0;0;0;0;0;204;49888;12046;12603;2296;6173;1595;10651;0;381;410;545;30;0;44;56;0;0;0;12;0;0;6;0;0;32;0;36;0;689;0;0;0;0;0;16;0;0;2119;62;0;86
005;Kiel;SH;Brief;0;62095;317;61778;12110;17145;1818;4329;2654;19160;0;449;1081;0;0;0;0;0;0;0;0;31;0;0;42;0;0;0;0;117;627;0;0;0;0;0;0;1894;0;0;321;0;0;0;0;0;0;0;0;190;61905;10124;15208;2001;6504;3357;19799;0;348;735;634;34;0;54;83;0;0;0;13;0;0;33;0;0;118;0;54;0;565;0;0;0;0;0;15;0;0;1831;162;0;233
006;Plön – Neumünster;SH;Brief;0;42889;452;42437;12366;13174;2063;3724;1168;7536;0;876;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;254;42635;9988;12229;2110;5117;1271;8550;0;448;376;456;61;0;30;34;0;0;0;10;0;0;13;0;0;32;0;32;0;568;0;0;0;0;0;38;0;0;1103;88;0;81
007;Pinneberg;SH;Brief;0;68635;483;68152;18452;21006;3063;7311;1956;12495;0;920;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;947;0;0;0;0;0;65;1205;0;0;0;0;0;0;0;0;0;0;0;391;68244;15372;19822;3276;9420;2116;13635;0;657;582;846;54;0;91;85;0;0;0;9;0;0;24;0;0;70;0;44;0;723;0;0;0;0;0;43;0;0;1011;194;0;170
008;Segeberg – Stormarn-Mitte;SH;Brief;0;66746;492;66254;18876;21760;3159;6411;2087;10071;0;1791;1052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;66490;14704;19427;3189;9188;2090;12857;0;840;652;892;43;0;82;87;0;0;0;11;0;0;19;0;0;49;0;37;0;813;0;0;0;0;0;14;0;0;1134;180;0;182
009;Ostholstein – Stormarn-Nord;SH;Brief;0;47837;377;47460;14757;15565;2366;4401;1346;7357;0;858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;239;47598;12281;13866;2475;6090;1258;8605;0;507;334;559;54;0;38;55;0;0;0;3;0;0;11;0;0;36;0;24;0;478;0;0;0;0;0;13;0;0;757;63;0;91
010;Herzogtum Lauenburg – Stormarn-Süd;SH;Brief;0;67911;396;67515;18261;20968;3476;6903;1693;13100;0;1240;1045;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;67671;15701;19452;3626;9718;2136;12720;0;779;588;784;80;0;85;81;0;0;0;7;0;0;33;0;0;50;0;47;0;681;0;0;0;0;0;24;0;0;682;244;0;153
011;Lübeck;SH;Brief;0;44929;384;44545;10450;14834;1935;2975;1142;10786;0;521;732;0;0;0;0;0;0;0;0;60;0;0;41;0;0;0;0;127;500;0;0;0;0;0;31;0;0;0;328;0;0;0;0;0;0;0;83;253;44676;8471;13101;1950;4530;1947;11673;0;366;420;508;42;0;48;47;0;0;0;21;0;0;19;0;0;73;0;37;0;473;0;0;0;0;0;22;0;0;598;128;0;202
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;MV;Brief;0;54441;638;53803;11440;15927;5710;4217;7525;5476;0;1445;687;0;0;462;0;0;0;0;0;99;0;0;0;0;0;0;0;0;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436;54005;9416;17890;5488;4791;6902;5521;0;916;401;932;184;306;56;0;0;0;0;50;0;0;39;0;0;77;0;0;0;737;0;0;0;0;0;0;0;0;0;161;0;138
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;MV;Brief;0;49321;431;48890;9148;18022;5534;3635;5660;3412;0;1274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1276;332;48989;8668;16619;5634;4142;5841;4299;0;901;344;836;172;208;111;0;0;0;0;32;0;0;38;0;0;65;0;0;0;841;0;0;0;0;0;0;0;0;0;135;0;103
014;Rostock – Landkreis Rostock II;MV;Brief;0;65767;608;65159;11027;16986;4939;4992;13777;8110;0;961;0;1822;0;538;0;0;0;0;0;141;0;0;0;0;0;0;0;0;1866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507;65260;9150;19340;5310;6102;9349;10232;0;814;835;1501;142;341;143;0;0;0;0;64;0;0;65;0;0;128;0;0;0;1296;0;0;0;0;0;0;0;0;0;190;0;258
015;Vorpommern-Rügen – Vorpommern-Greifswald I;MV;Brief;0;57799;550;57249;11559;14118;7606;4082;9600;5681;0;758;687;1744;0;414;0;0;0;0;0;94;0;0;0;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;57300;10606;14871;7027;5281;7600;6805;0;798;601;1665;138;276;89;0;0;0;0;62;0;0;54;0;0;110;0;0;0;976;0;0;0;0;0;0;0;0;0;186;0;155
016;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;MV;Brief;0;50535;645;49890;10959;13057;8124;4278;6479;2704;0;933;0;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;0;0;0;0;0;0;0;0;491;0;0;0;0;0;0;0;0;271;562;49973;10040;14159;7916;4388;6194;2889;0;841;340;1298;364;184;54;0;0;0;0;39;0;0;54;0;0;96;0;0;0;875;0;0;0;0;0;0;0;0;0;154;0;88
017;Mecklenburgische Seenplatte II – Landkreis Rostock III;MV;Brief;0;48174;640;47534;10691;15437;6973;3418;5701;3429;0;1687;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;47676;9355;15035;6924;3785;5842;3065;0;959;352;867;159;138;111;0;0;0;0;66;0;0;33;0;0;41;0;0;0;763;0;0;0;0;0;0;0;0;0;107;0;74
018;Hamburg-Mitte;HH;Brief;0;89006;569;88437;12273;28278;2941;7357;7635;25237;0;709;2039;0;63;0;374;0;0;0;0;73;0;0;0;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;326;88680;10403;24319;3167;9809;7030;27587;0;508;1217;1253;60;425;184;159;0;0;0;24;0;0;56;0;0;131;0;197;0;893;0;0;0;41;0;24;0;0;0;586;0;607
019;Hamburg-Altona;HH;Brief;0;81405;372;81033;15063;22574;1978;6874;7076;24746;0;422;0;0;0;708;293;0;0;0;0;94;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;223;81182;13316;20274;1890;9218;6505;25473;0;294;816;726;19;302;135;93;0;0;0;36;0;0;51;0;0;62;0;125;0;964;0;0;0;29;0;13;0;0;0;318;0;523
020;Hamburg-Eimsbüttel;HH;Brief;0;86835;415;86420;16229;24827;2110;7006;5745;26677;0;550;1137;0;0;0;240;0;0;0;0;66;0;0;0;0;0;0;0;0;988;0;0;0;0;0;0;0;0;0;845;0;0;0;0;0;0;0;0;242;86593;13982;23747;2177;10093;5331;26986;0;435;649;901;19;249;115;84;0;0;0;16;0;0;56;0;0;69;0;100;0;744;0;0;0;16;0;11;0;0;0;311;0;502
021;Hamburg-Nord;HH;Brief;0;102372;657;101715;26250;30363;2514;8480;4655;26995;0;910;0;0;37;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;1361;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;310;102062;20657;28295;2749;14668;4381;26079;0;562;775;1045;37;314;154;130;0;0;0;16;0;0;38;0;0;85;0;89;0;1062;0;0;0;20;0;38;0;0;0;338;0;530
022;Hamburg-Wandsbek;HH;Brief;0;87218;679;86539;17951;33767;4196;7928;5107;13746;0;0;0;0;103;1005;477;0;0;0;0;49;0;0;0;0;0;0;0;0;1201;0;0;0;0;0;0;0;0;0;1009;0;0;0;0;0;0;0;0;387;86831;15778;30164;4139;9795;4148;16888;0;566;784;1301;76;510;243;118;0;0;0;30;0;0;31;0;0;96;0;93;0;1007;0;0;0;49;0;24;0;0;0;579;0;412
023;Hamburg-Bergedorf – Harburg;HH;Brief;0;71551;609;70942;12990;28524;3934;5955;4280;12032;0;953;0;0;98;0;506;0;0;0;0;54;0;0;0;0;0;0;0;0;1032;0;0;0;0;0;0;0;0;0;584;0;0;0;0;0;0;0;0;336;71215;12474;24585;3900;7178;4069;13825;0;653;742;1078;64;305;212;97;0;0;0;19;0;0;31;0;0;101;0;104;0;846;0;0;0;36;0;20;0;0;0;529;0;347
024;Aurich – Emden;NI;Brief;0;40548;454;40094;7526;20512;0;3431;1292;4532;0;1104;0;1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;276;40272;7807;16614;2308;3610;1373;6214;0;592;330;783;26;104;26;25;0;0;0;2;0;0;11;0;0;26;0;34;0;268;0;0;0;0;0;11;0;0;0;38;0;70
025;Unterems;NI;Brief;0;49849;519;49330;22310;14036;2724;2815;1231;5660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;314;49535;14833;17075;2939;4571;1324;6407;0;275;430;748;38;150;24;52;0;0;0;3;0;0;11;0;0;25;0;39;0;420;0;0;0;0;0;10;0;0;0;51;0;110
026;Friesland – Wilhelmshaven – Wittmund;NI;Brief;0;41231;289;40942;9480;18868;2163;2756;1025;4629;0;898;754;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;40977;9509;15363;2352;4101;1215;6016;0;493;449;699;22;108;27;37;0;0;0;14;0;0;6;0;0;20;0;31;0;355;0;0;0;0;0;4;0;0;0;74;0;82
027;Oldenburg – Ammerland;NI;Brief;0;63525;343;63182;13036;23251;2044;4766;3791;14380;0;491;0;0;0;555;187;0;0;0;0;32;0;0;0;0;0;0;0;0;594;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;215;63310;12043;19530;2097;6502;2862;16869;0;405;500;817;38;278;98;76;0;0;0;8;0;0;23;0;0;61;0;41;0;531;0;0;0;0;0;29;0;0;0;99;0;403
028;Delmenhorst – Wesermarsch – Oldenburg-Land;NI;Brief;0;48230;331;47899;11849;17849;2202;5360;1393;7317;0;709;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;233;47997;10963;16555;2424;5599;1438;8387;0;521;396;715;30;147;34;40;0;0;0;4;0;0;7;0;0;39;0;27;0;448;0;0;0;0;0;23;0;0;0;89;0;111
029;Cuxhaven – Stade II;NI;Brief;0;41932;257;41675;12727;15166;2125;2693;768;5592;0;699;515;981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;41711;10959;14599;2347;4042;1079;6218;0;537;315;801;40;111;37;39;0;0;0;4;0;0;2;0;0;27;0;26;0;393;0;0;0;0;0;14;0;0;0;33;0;88
030;Stade I – Rotenburg II;NI;Brief;0;48963;337;48626;16645;15724;2370;3535;1400;7805;0;0;0;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;48776;12784;15956;2438;5045;1361;8403;0;564;431;644;39;222;58;51;0;0;0;7;0;0;5;0;0;37;0;29;0;468;0;0;0;0;0;14;0;0;0;86;0;134
031;Mittelems;NI;Brief;0;46945;326;46619;18214;13380;1618;4633;1008;7390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;46762;15647;14051;1696;5303;1086;7218;0;212;376;506;24;106;24;31;0;0;0;7;0;0;5;0;0;46;0;34;0;247;0;0;0;0;0;5;0;0;0;57;0;81
032;Cloppenburg – Vechta;NI;Brief;0;43567;308;43259;21988;8564;1984;3668;868;5786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;43372;17353;10428;2009;5092;898;5845;0;210;287;519;22;126;21;32;0;0;0;2;0;0;4;0;0;30;0;41;0;304;0;0;0;0;0;15;0;0;0;50;0;84
033;Diepholz – Nienburg I;NI;Brief;0;46160;392;45768;16100;14476;2020;4096;1171;6942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;213;45947;12006;15132;2227;5443;1177;7581;0;432;363;603;42;143;45;41;0;0;0;8;0;0;6;0;0;37;0;27;0;457;0;0;0;0;0;15;0;0;0;88;0;74
034;Osterholz – Verden;NI;Brief;0;50885;473;50412;17154;16460;0;4117;2057;8275;0;1376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;50650;12460;17068;2334;4947;1723;9342;0;590;344;726;24;125;46;43;0;0;0;9;0;0;10;0;0;37;0;38;0;531;0;0;0;0;0;27;0;0;0;102;0;124
035;Rotenburg I – Heidekreis;NI;Brief;0;40198;234;39964;10294;19840;1920;2189;869;3876;0;976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;39997;9912;14365;2132;3740;1040;6522;0;573;299;587;59;103;49;45;0;0;0;3;0;0;6;0;0;27;0;27;0;326;0;0;0;0;0;17;0;0;0;51;0;114
036;Harburg;NI;Brief;0;57543;329;57214;17156;17731;2748;5039;1428;9227;0;1526;0;1368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;213;57330;14593;16740;2907;7243;1575;10451;0;1063;374;901;46;190;49;44;0;0;0;8;0;0;11;0;0;38;0;39;0;753;0;0;0;0;0;75;0;0;0;114;0;116
037;Lüchow-Dannenberg – Lüneburg;NI;Brief;0;50860;375;50485;12622;13244;2091;3404;1977;14867;0;607;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;932;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;21;202;50658;10772;14617;2256;4635;2356;12840;0;470;496;666;58;136;54;51;0;0;0;7;0;0;42;0;0;49;0;42;0;869;0;0;0;0;0;25;0;0;0;62;0;155
038;Osnabrück-Land;NI;Brief;0;46633;266;46367;17797;13247;1674;3797;1031;7852;0;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;46400;14112;14824;1826;4887;1106;7696;0;259;299;525;27;100;35;36;0;0;0;4;0;0;14;0;0;20;0;24;0;461;0;0;0;0;0;6;0;0;0;73;0;66
039;Stadt Osnabrück;NI;Brief;0;58143;370;57773;17596;16511;1471;3884;2608;15031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;57967;14054;16718;1581;5652;2207;15326;0;236;468;533;17;149;51;43;0;0;0;8;0;0;13;0;0;62;0;39;0;443;0;0;0;0;0;13;0;0;0;116;0;238
040;Nienburg II – Schaumburg;NI;Brief;0;46641;288;46353;14543;16667;2574;2775;851;6874;0;579;0;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;217;46424;11584;16635;2816;4443;1097;7408;0;472;320;735;43;141;24;41;0;0;0;5;0;0;6;0;0;37;0;30;0;399;0;0;0;0;0;17;0;0;0;87;0;84
041;Stadt Hannover I;NI;Brief;0;51317;330;50987;11469;16598;1819;3881;1652;13149;0;363;647;614;0;299;67;0;0;0;0;54;0;0;0;0;0;0;0;0;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;51069;9621;14972;1903;5516;2110;14245;0;304;467;521;22;267;46;57;0;0;0;22;0;0;27;0;0;76;0;27;0;338;0;0;0;0;0;3;0;0;0;193;0;332
042;Stadt Hannover II;NI;Brief;0;58506;312;58194;11264;18306;1560;4015;2723;17188;0;366;972;779;0;363;0;0;0;0;0;61;0;0;0;0;0;132;0;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;58289;9573;15517;1664;5781;3302;19152;0;282;663;595;23;287;63;99;0;0;0;28;0;0;37;0;0;88;0;54;0;416;0;0;0;0;0;13;0;0;0;201;0;451
043;Hannover-Land I;NI;Brief;0;63598;391;63207;21588;20852;3285;4266;1263;9238;0;0;525;1192;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;35;374;63224;17421;20201;3348;7035;1475;10619;0;419;447;987;39;239;38;51;0;0;0;12;0;0;11;0;0;51;0;39;0;487;0;0;0;0;0;34;0;0;0;165;0;106
044;Celle – Uelzen;NI;Brief;0;53805;396;53409;17738;17501;3395;4340;1314;7874;0;1213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;282;53523;14319;16740;3307;5921;1472;8834;0;643;480;753;46;180;51;65;0;0;0;4;0;0;12;0;0;23;0;33;0;462;0;0;0;0;0;10;0;0;0;64;0;104
045;Gifhorn – Peine;NI;Brief;0;53418;239;53179;13121;24246;3186;3194;1096;5985;0;744;0;977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;36;258;53160;12381;19772;3355;5035;1292;8282;0;593;405;811;40;186;65;51;0;0;0;8;0;0;16;0;0;38;0;56;0;495;0;0;0;0;0;34;0;0;0;101;0;144
046;Hameln-Pyrmont – Holzminden;NI;Brief;0;47307;367;46940;12734;20671;2739;2912;1251;5324;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;47004;11241;17483;2891;4665;1243;7039;0;457;279;757;34;145;27;45;0;0;0;4;0;0;6;0;0;35;0;31;0;419;0;0;0;0;0;15;0;0;0;118;0;70
