© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
119;Essen III;NW;Urne;186492;98828;1012;97816;24257;32837;14334;3053;14110;0;7987;1002;0;0;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;466;98362;20363;27034;14987;5002;14408;0;9741;267;1062;152;592;117;0;685;0;0;0;0;0;0;70;0;128;0;0;81;3607;30;36
120;Recklinghausen I;NW;Urne;161611;83228;742;82486;26322;21485;4787;2215;20165;0;5576;581;0;0;1190;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;569;82659;18129;20253;7001;3123;20068;0;7043;320;1191;204;504;187;0;333;0;0;0;0;0;0;64;0;116;0;0;113;3918;39;53
121;Recklinghausen II;NW;Urne;182424;94831;942;93889;26058;26823;5971;2298;23905;0;6400;1009;0;0;0;0;0;0;0;0;0;0;0;253;0;0;0;442;0;0;0;730;692;94139;20559;24067;7224;3444;24009;0;7192;411;1422;174;435;216;0;367;0;0;0;0;0;0;75;0;124;0;0;168;4158;45;49
122;Gelsenkirchen;NW;Urne;164673;86260;939;85321;25720;17538;4374;2771;25161;0;8184;1120;0;0;0;0;0;0;0;0;0;0;0;453;0;0;0;0;0;0;0;0;713;85547;19193;16928;4813;2633;24355;0;9150;372;1597;148;473;343;0;269;0;0;0;0;0;0;186;0;109;0;0;100;4775;65;38
123;Steinfurt I – Borken I;NW;Urne;201685;112887;777;112110;24835;44232;9528;3768;20584;0;7633;1530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;704;112183;20231;40633;10700;4807;20163;0;7962;654;1184;231;551;120;0;568;0;0;0;0;0;0;14;0;196;0;0;117;3954;56;42
124;Bottrop – Recklinghausen III;NW;Urne;195336;108524;983;107541;30799;31190;6082;2857;26736;0;7049;1146;0;0;1515;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;768;107756;23610;28512;8074;3798;26607;0;8230;508;1622;173;597;213;0;423;0;0;0;0;0;0;71;0;146;0;0;154;4929;30;59
125;Borken II;NW;Urne;200973;114482;884;113598;21793;52384;9891;3505;17696;0;6480;1849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;113831;19190;45818;11131;5266;18158;0;6850;763;1069;210;527;121;0;595;0;0;0;0;0;0;30;0;205;0;0;124;3686;34;54
126;Coesfeld – Steinfurt II;NW;Urne;194072;101304;802;100502;20007;43107;12257;3223;15564;0;5153;0;0;0;0;0;0;1191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;100729;17389;37657;13034;4448;15991;0;6140;418;912;156;454;81;0;580;0;0;0;0;0;0;10;0;187;0;0;105;3101;21;45
127;Steinfurt III;NW;Urne;194178;117310;834;116476;28826;41767;12476;3585;21541;0;7636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;645;725;116585;25051;36322;12816;4759;20985;0;8177;527;1231;244;609;183;0;648;0;0;0;0;0;0;15;0;164;0;0;117;4640;33;64
128;Münster;NW;Urne;237654;115287;800;114487;23149;31198;34093;3657;10217;0;8894;0;0;0;1491;0;0;1788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;114745;20455;27746;28345;5395;10637;0;15432;202;689;136;555;89;0;1051;0;0;0;0;0;0;14;0;141;0;0;85;3686;49;38
129;Warendorf;NW;Urne;207690;112420;1109;111311;22366;43140;11134;3278;22226;0;7085;2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;111582;19672;37571;11642;4602;22106;0;7830;735;1088;243;476;146;0;556;0;0;0;0;0;0;24;0;173;0;0;145;4487;26;60
130;Gütersloh I;NW;Urne;232757;129255;1398;127857;25778;49803;10571;4008;26990;0;7841;1429;0;0;0;0;0;1188;0;0;0;0;0;0;0;0;0;0;0;0;0;249;1053;128202;21965;39799;13485;5656;28328;0;8990;639;1161;295;577;190;0;727;0;0;0;0;0;0;14;0;189;0;0;162;5907;37;81
131;Bielefeld – Gütersloh II;NW;Urne;240475;129101;1270;127831;34585;30756;17829;3753;22553;0;14403;0;0;0;1911;1024;0;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901;128200;25197;27335;18966;5322;22602;0;18125;311;1139;279;796;399;0;702;0;0;0;0;0;0;35;0;194;0;0;144;6507;71;76
132;Herford – Minden-Lübbecke II;NW;Urne;223060;120106;1300;118806;32632;32820;7721;3758;30694;0;8000;1297;0;0;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0;1000;119106;23642;29732;10623;4888;30615;0;9425;657;1254;317;667;169;0;481;0;0;0;0;0;0;28;0;185;0;0;186;6102;23;112
133;Minden-Lübbecke I;NW;Urne;199147;109963;1407;108556;25300;32631;8981;3578;28561;0;6631;1804;0;0;0;0;0;693;0;0;0;0;0;0;0;0;0;0;0;0;377;0;1023;108940;22421;27740;9342;4428;28389;0;7606;792;1090;294;603;144;0;333;0;0;0;0;0;0;12;0;171;0;0;177;5210;25;163
134;Lippe I;NW;Urne;221604;120815;1504;119311;26529;34698;12574;3584;31816;0;7872;2238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130;119685;23038;29711;11396;4998;31692;0;8631;843;1349;408;685;190;0;485;0;0;0;0;0;0;24;0;193;0;0;167;5670;37;168
135;Höxter – Gütersloh III – Lippe II;NW;Urne;169491;97180;1109;96071;16998;39563;6343;2983;23349;0;5387;1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;893;96287;15369;33215;7155;4175;23393;0;5754;610;1049;277;464;130;0;317;0;0;0;0;0;0;11;0;140;0;0;130;3975;17;106
136;Paderborn;NW;Urne;231585;120310;1155;119155;17147;50722;10600;2905;27898;0;8034;0;0;0;1849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895;119415;15359;41383;11737;5094;28491;0;8773;352;1025;326;629;138;0;505;0;0;0;0;0;0;15;0;137;0;0;148;5188;32;83
137;Hagen – Ennepe-Ruhr-Kreis I;NW;Urne;195958;102674;1080;101594;25230;26686;7420;3319;25658;0;6931;978;0;0;0;969;0;0;0;0;0;0;0;172;0;0;0;0;4231;0;0;0;795;101879;20468;25872;8070;4022;25352;0;9103;418;1490;222;487;409;0;369;0;0;0;0;0;0;69;0;137;0;0;119;5151;39;82
138;Ennepe-Ruhr-Kreis II;NW;Urne;170960;92228;858;91370;26102;26506;8525;2752;18519;0;6220;790;0;0;1362;0;0;0;0;0;0;0;0;180;0;0;0;414;0;0;0;0;629;91599;20136;23151;10726;3810;18730;0;7580;350;1299;207;622;138;0;438;0;0;0;0;0;0;88;0;139;0;0;158;3957;28;42
139;Bochum I;NW;Urne;200128;101487;959;100528;32361;22581;12255;2880;17248;0;10710;0;0;0;1537;0;0;0;0;0;0;0;0;281;0;0;0;675;0;0;0;0;664;100823;23333;21441;13466;3716;17057;0;13620;277;1298;162;575;216;0;636;0;0;0;0;0;0;97;0;146;0;0;201;4492;44;46
140;Herne – Bochum II;NW;Urne;170434;90519;1140;89379;28646;19355;6620;2051;22425;0;8493;0;0;0;0;0;0;716;0;0;0;0;0;256;0;0;0;817;0;0;0;0;819;89700;21717;18446;7069;2725;22024;0;9648;306;1495;161;480;184;0;403;0;0;0;0;0;0;119;0;137;0;0;191;4500;45;50
141;Dortmund I;NW;Urne;203655;100623;985;99638;29912;21617;12429;2826;19340;0;10306;0;0;0;1672;0;0;1007;0;0;0;0;0;259;0;0;0;0;0;0;0;270;729;99894;21877;19967;13807;3536;19105;0;12949;285;1333;194;753;197;0;614;0;0;0;0;0;0;84;0;119;0;0;130;4829;58;57
142;Dortmund II;NW;Urne;195508;97894;1169;96725;30129;21800;8742;2558;21305;0;10198;0;0;0;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804;97090;22367;20458;9753;3502;20787;0;11314;271;1485;224;710;234;0;458;0;0;0;0;0;0;58;0;117;0;0;111;5148;48;45
143;Unna I;NW;Urne;190464;107167;1093;106074;32207;29404;8532;2738;23810;0;7323;0;0;0;0;0;0;1142;0;0;0;0;0;0;0;0;0;918;0;0;0;0;788;106379;24593;26693;9982;3718;24007;0;8684;454;1652;223;619;162;0;558;0;0;0;0;0;0;40;0;144;0;0;215;4556;30;49
144;Hamm – Unna II;NW;Urne;227760;123793;1303;122490;37886;33332;6702;3269;31551;0;9750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975;122818;27057;31231;8724;4181;30952;0;10315;460;1737;217;590;335;0;514;0;0;0;0;0;0;32;0;187;0;0;156;5997;73;60
145;Soest;NW;Urne;229384;120084;1060;119024;25273;40993;10343;4358;28862;0;7789;1406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789;119295;20472;37881;10873;4821;28204;0;8021;547;1328;355;601;158;0;525;0;0;0;0;0;0;16;0;187;0;0;154;5061;30;61
146;Hochsauerlandkreis;NW;Urne;196716;98863;718;98145;19735;43961;5417;2434;19970;0;5227;1401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627;98236;14918;39674;6590;3818;20652;0;5985;559;1076;215;523;113;0;425;0;0;0;0;0;0;16;0;106;0;0;121;3388;16;41
147;Siegen-Wittgenstein;NW;Urne;202346;105267;944;104323;23687;33026;7149;3319;25925;0;7568;1254;0;0;1263;0;0;765;0;0;0;0;0;0;0;0;0;0;0;0;367;0;669;104598;19188;29881;8353;4130;25767;0;8365;721;1093;275;580;132;0;547;0;0;0;0;0;0;23;0;127;0;0;136;5065;27;188
148;Olpe – Märkischer Kreis I;NW;Urne;198932;93731;981;92750;17790;34739;5281;3148;24295;0;5741;1039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;757;92974;13830;31327;6023;3660;24680;0;6113;453;1027;260;392;149;0;347;0;0;0;0;0;0;25;0;118;0;0;140;4335;21;74
149;Märkischer Kreis II;NW;Urne;191152;97899;922;96977;20724;33826;5492;2982;25213;0;7458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;0;0;0;473;721;97178;16356;28931;6399;3976;25660;0;7710;375;1461;286;429;214;0;308;0;0;0;0;0;0;27;0;131;0;0;244;4562;45;64
150;Nordsachsen;SN;Urne;158475;91394;856;90538;7857;19925;1786;2022;45005;0;7317;4386;0;0;992;0;0;546;0;0;0;0;0;0;0;0;0;702;0;0;0;0;692;90702;6681;16557;2440;2880;44099;0;7111;1681;992;0;438;0;101;277;0;0;0;58;0;0;38;0;0;0;0;257;7092;0;0
151;Leipzig I;SN;Urne;225020;118424;732;117692;12215;23990;7348;2417;36589;0;23612;1208;0;0;1277;0;0;927;0;0;0;0;0;191;0;0;0;235;7211;0;0;472;749;117675;10911;19211;10360;3842;36826;0;23000;935;1415;0;840;0;195;786;0;0;0;116;0;0;95;0;0;0;0;201;8942;0;0
152;Leipzig II;SN;Urne;232750;118664;598;118066;9193;18080;9357;2312;28573;0;41679;1107;0;0;1155;0;0;0;0;0;228;0;0;0;0;0;0;260;6122;0;0;0;562;118102;12166;17536;16011;3819;28395;0;27343;805;1166;0;842;0;183;858;0;0;0;153;0;0;70;0;0;0;0;207;8548;0;0
153;Leipzig-Land;SN;Urne;210845;123350;970;122380;11643;27422;3436;3002;53873;0;10637;5374;0;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;6694;0;0;0;890;122460;9555;24444;4490;4067;54105;0;10534;2721;1317;0;459;0;151;481;0;0;0;135;0;0;51;0;0;0;0;205;9745;0;0
154;Meißen;SN;Urne;193052;108747;1014;107733;6748;21829;3349;4879;56962;0;9615;3388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;963;0;0;0;0;756;107991;6402;18198;3721;3819;55083;0;8127;1321;1200;0;421;0;162;435;0;0;0;59;0;0;32;0;0;0;0;407;8604;0;0
155;Bautzen I;SN;Urne;200639;122402;1197;121205;7395;26100;2069;2935;65167;0;11025;5562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952;0;0;0;0;991;121411;6811;21759;2740;3620;62388;0;8929;2059;1346;0;546;0;158;279;0;0;0;69;0;0;34;0;0;0;0;420;10253;0;0
156;Görlitz;SN;Urne;196873;114042;1008;113034;6062;23711;2635;2048;62638;0;6930;2419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582;6009;0;0;0;915;113127;6178;19343;2910;3170;59964;0;8196;1502;1337;0;444;0;183;243;0;0;0;90;0;0;40;0;0;0;0;377;9150;0;0
157;Sächsische Schweiz-Osterzgebirge;SN;Urne;196612;116119;1170;114949;7480;22456;2582;3002;64140;0;9809;4630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;0;0;0;0;799;115320;5578;19179;3405;3506;61272;0;8069;1786;1236;0;393;0;141;465;0;0;0;73;0;0;24;0;0;0;0;373;9820;0;0
158;Dresden I;SN;Urne;225103;108479;1128;107351;10396;26069;9139;3409;40619;0;14880;0;0;0;0;0;0;1680;0;0;0;0;0;0;0;0;0;1159;0;0;0;0;640;107839;9220;18753;10498;4113;38269;0;14182;741;1070;0;568;0;244;998;0;0;0;117;0;0;49;0;0;0;0;362;8655;0;0
159;Dresden II – Bautzen II;SN;Urne;233483;116239;958;115281;8994;24997;9902;2911;44682;0;17614;1737;0;0;1705;0;0;1616;0;0;0;0;0;198;0;0;0;925;0;0;0;0;641;115598;8250;18577;11761;4158;43088;0;16704;961;1132;0;762;0;250;953;0;0;0;112;0;0;67;0;0;0;0;362;8461;0;0
160;Mittelsachsen;SN;Urne;188107;107012;951;106061;7994;25702;1991;2836;54450;0;9131;3957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;106305;6851;19519;2844;3237;52515;0;8165;1765;1026;0;343;0;120;344;0;0;0;95;0;0;29;0;0;0;0;198;9254;0;0
161;Chemnitz;SN;Urne;183295;97277;595;96682;13944;18454;3525;2206;37829;0;9650;1184;0;0;942;0;0;473;0;0;220;0;0;0;0;0;0;387;7868;0;0;0;527;96750;9115;16414;5191;3059;38122;0;11716;781;1151;0;567;0;140;446;0;0;0;120;0;0;40;0;0;0;0;300;9588;0;0
162;Chemnitzer Umland – Erzgebirgskreis II;SN;Urne;172020;100922;1293;99629;10187;24556;2230;3103;49668;0;9885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;100222;7582;18973;2631;3053;46817;0;7645;1765;1089;0;397;0;128;263;0;0;0;78;0;0;21;0;0;0;0;279;9501;0;0
163;Erzgebirgskreis I;SN;Urne;202990;119356;1395;117961;6828;26452;1502;2492;61803;0;7877;3711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5993;0;0;1303;1270;118086;6776;21612;2088;3324;61054;0;7871;2388;1321;0;398;0;133;241;0;0;0;67;0;0;37;0;0;0;0;384;10392;0;0
164;Zwickau;SN;Urne;189565;109517;905;108612;9520;23160;2059;2976;49300;0;8225;3067;0;0;1211;0;0;0;0;0;0;0;0;102;0;0;0;318;8674;0;0;0;766;108751;8654;20674;2816;3194;49788;0;9247;1611;1240;0;538;0;97;299;0;0;0;54;0;0;56;0;0;0;0;253;10230;0;0
165;Vogtlandkreis;SN;Urne;177951;97855;1099;96756;8386;23136;2445;2193;47866;0;8885;3845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;694;97161;7451;18481;2370;2743;45414;0;7357;1320;1129;0;441;0;112;198;0;0;0;48;0;0;39;0;0;0;0;194;9864;0;0
166;Waldeck;HE;Urne;180475;98697;1122;97575;26001;28488;6151;3244;24907;0;5986;2798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;97686;20880;26084;7603;3960;24543;0;6456;1435;1316;0;397;0;0;380;0;0;0;76;0;0;27;0;0;0;0;155;4374;0;0
167;Kassel;HE;Urne;214132;112370;1449;110921;29589;25015;13805;3039;22220;0;13923;1733;0;0;0;0;0;1351;0;0;0;0;0;246;0;0;0;0;0;0;0;0;1156;111214;23540;22807;14403;4066;21577;0;14475;886;1359;0;512;0;0;697;0;0;0;71;0;0;88;0;0;0;0;170;6563;0;0
168;Werra-Meißner – Hersfeld-Rotenburg;HE;Urne;167770;90866;1198;89668;23576;26966;4313;2225;24053;0;5085;2326;0;0;0;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;316;1068;89798;18715;23560;5921;3511;24588;0;6004;1621;1034;0;351;0;0;560;0;0;0;39;0;0;17;0;0;0;0;141;3736;0;0
169;Schwalm-Eder;HE;Urne;182420;102478;1296;101182;26985;28782;5208;2973;28254;0;5616;3364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1160;101318;21313;25914;7244;4194;28010;0;6138;1716;1377;0;454;0;0;348;0;0;0;59;0;0;17;0;0;0;0;142;4392;0;0
170;Marburg;HE;Urne;179872;101303;870;100433;29272;27989;7782;2413;21898;0;7852;1835;0;0;0;0;0;831;0;0;0;0;0;0;0;0;0;0;0;0;0;561;772;100531;19825;25124;11442;4033;21750;0;10666;1270;1010;0;414;0;0;530;0;0;0;76;0;0;17;0;0;0;0;146;4228;0;0
171;Lahn-Dill;HE;Urne;203567;111537;1171;110366;25149;35433;6664;3085;29843;0;6571;2353;0;0;0;0;0;1268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1057;110480;19531;30710;8700;4549;29485;0;7998;1423;1397;0;709;0;0;704;0;0;0;61;0;0;27;0;0;0;0;198;4988;0;0
172;Gießen;HE;Urne;215142;116189;1315;114874;30368;33102;8773;3169;26372;0;8669;2974;0;0;0;0;0;1447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;115068;20397;28634;12622;4810;26497;0;11582;1743;1311;0;691;0;0;888;0;0;0;128;0;0;38;0;0;0;0;191;5536;0;0
173;Fulda;HE;Urne;206544;114970;1068;113902;14864;46493;6555;3797;30954;0;5054;3820;0;0;899;0;0;996;0;0;0;0;0;0;0;0;0;470;0;0;0;0;1002;113968;13903;40170;7522;5595;31578;0;6113;2515;949;0;462;0;0;678;0;0;0;76;0;0;16;0;0;0;0;238;4153;0;0
174;Main-Kinzig – Wetterau II – Schotten;HE;Urne;175443;94484;1094;93390;18017;29611;6131;3119;27506;0;4977;2597;0;0;0;0;0;926;0;0;0;0;0;0;0;0;0;506;0;0;0;0;961;93523;14346;26110;7387;4506;27337;0;5785;1564;1256;0;462;0;0;526;0;0;0;55;0;0;22;0;0;0;0;219;3948;0;0
175;Hochtaunus;HE;Urne;178433;93936;813;93123;17817;32769;10747;4378;18618;0;5641;1819;0;0;0;0;0;1334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661;93275;14988;28731;11536;6138;18443;0;6350;966;1015;0;388;0;0;709;0;0;0;73;0;0;21;0;0;0;0;140;3777;0;0
176;Wetterau I;HE;Urne;176870;93475;915;92560;23349;29220;8393;3537;19088;0;5482;2167;0;0;0;0;0;1324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;92657;15555;26294;11559;5126;19113;0;7413;1285;1125;0;485;0;0;743;0;0;0;77;0;0;17;0;0;0;0;146;3719;0;0
177;Rheingau-Taunus – Limburg;HE;Urne;217091;110947;1028;109919;23889;37517;10963;4555;23139;0;6281;2007;0;0;0;0;0;1568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843;110104;18069;33587;12608;6331;23343;0;7751;1043;1326;0;543;0;0;898;0;0;0;86;0;0;18;0;0;0;0;187;4314;0;0
178;Wiesbaden;HE;Urne;186038;90606;1023;89583;19692;24873;12057;3638;15643;0;10813;1256;0;0;0;0;0;1611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;89856;15179;21289;12729;5073;15714;0;11739;624;856;0;406;0;0;886;0;0;0;91;0;0;37;0;0;0;0;140;5093;0;0
179;Hanau;HE;Urne;175243;96155;1076;95079;23379;28465;7389;3485;21141;0;8085;1907;0;0;0;0;0;1228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885;95270;16753;25207;9385;4866;21172;0;9123;941;1245;0;458;0;0;712;0;0;0;83;0;0;33;0;0;0;0;152;5140;0;0
180;Main-Taunus;HE;Urne;193390;101523;866;100657;17876;37289;13267;5381;16026;0;7225;1581;0;0;0;0;0;1424;0;0;0;0;0;0;0;0;0;588;0;0;0;0;737;100786;15566;32278;13770;7656;16178;0;7760;821;930;0;427;0;0;823;0;0;0;76;0;0;30;0;0;0;0;241;4230;0;0
181;Frankfurt am Main I;HE;Urne;202372;101938;1202;100736;27024;23667;14716;4396;12917;0;14872;812;0;0;980;0;0;1149;0;0;0;0;0;203;0;0;0;0;0;0;0;0;973;100965;17900;21187;16116;6348;12813;0;17572;473;801;0;483;0;0;894;0;0;0;91;0;0;62;0;0;0;0;137;6088;0;0
182;Frankfurt am Main II;HE;Urne;230870;116660;1071;115589;22228;29277;28599;5079;12715;0;13472;777;0;0;1105;0;0;1505;0;0;0;0;0;138;0;0;0;387;0;0;0;307;854;115806;20379;26247;21845;7447;12814;0;17769;484;787;0;563;0;0;1073;0;0;0;104;0;0;48;0;0;0;0;206;6040;0;0
183;Groß-Gerau;HE;Urne;172314;90634;1146;89488;25521;24931;6440;2946;17136;0;9468;1866;0;0;0;0;0;983;0;0;0;0;0;197;0;0;0;0;0;0;0;0;946;89688;17222;22169;9296;4075;17502;0;10436;933;1086;0;487;0;0;526;0;0;0;91;0;0;66;0;0;0;0;149;5650;0;0
184;Offenbach;HE;Urne;218352;115593;1332;114261;25606;32953;15129;4354;20316;0;13517;2386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1105;114488;19489;28842;13785;6233;20159;0;14783;979;1350;0;528;0;0;831;0;0;0;93;0;0;38;0;0;0;0;177;7201;0;0
185;Darmstadt;HE;Urne;239490;126070;1198;124872;25352;31249;26186;4055;20416;0;11017;1058;1551;0;1115;0;0;2713;0;0;0;0;0;160;0;0;0;0;0;0;0;0;932;125138;22127;27864;22233;6052;20374;0;15475;716;1292;0;686;0;0;1690;0;0;0;145;0;0;60;0;0;0;0;195;6229;0;0
186;Odenwald;HE;Urne;230672;118996;1386;117610;28170;36371;9862;4212;26546;0;8207;2810;0;0;0;0;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;117909;20220;32644;12420;5971;26647;0;9546;1388;1656;0;602;0;0;891;0;0;0;88;0;0;43;0;0;0;0;202;5591;0;0
187;Bergstraße;HE;Urne;195419;103862;1063;102799;20962;34446;8726;3961;24866;0;6372;1975;0;0;0;0;0;1491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;876;102986;17156;29203;10741;5486;24570;0;7066;1076;1388;0;533;0;0;849;0;0;0;70;0;0;31;0;0;0;0;184;4633;0;0
188;Eichsfeld – Nordhausen – Kyffhäuserkreis;TH;Urne;206544;125747;1078;124669;9604;32210;1854;2833;55479;0;13902;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;8544;0;0;0;981;124766;9633;26850;2727;3751;54806;0;15201;1204;0;0;0;0;0;309;0;0;0;0;0;0;122;0;0;0;0;277;9886;0;0
189;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;TH;Urne;201183;119269;1072;118197;12064;24707;2271;1750;51669;0;11349;2550;0;0;0;0;0;0;0;0;0;0;0;236;0;0;0;0;8766;0;0;2835;1052;118217;9681;21297;2864;3030;54096;0;14010;1964;0;0;0;0;0;431;0;0;0;0;0;0;172;0;0;0;0;278;10394;0;0
190;Jena – Sömmerda – Weimarer Land I;TH;Urne;194202;114124;854;113270;11235;19772;5168;2527;43826;0;20263;2314;0;0;0;0;0;0;0;0;0;0;0;226;0;0;0;0;7939;0;0;0;748;113376;9097;18237;6802;3528;43757;0;19136;1564;0;0;0;0;0;777;0;0;0;0;0;0;168;0;0;0;0;262;10048;0;0
191;Gotha – Ilm-Kreis;TH;Urne;184279;112435;1125;111310;9809;20420;2768;2272;51242;0;13656;2383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7934;0;0;826;985;111450;8744;18003;3370;3019;50614;0;15385;1764;0;0;0;0;0;457;0;0;0;0;0;0;135;0;0;0;0;358;9601;0;0
192;Erfurt – Weimar – Weimarer Land II;TH;Urne;214387;124113;885;123228;9127;19005;3072;2399;39055;0;41903;1283;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;7141;0;0;0;920;123193;11623;20090;9018;3665;39168;0;26445;1146;0;0;0;0;0;930;0;0;0;0;0;0;200;0;0;0;0;279;10629;0;0
193;Gera – Greiz – Altenburger Land;TH;Urne;220281;133074;1159;131915;12569;23686;2162;2972;66017;0;14777;2533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7199;0;0;0;1112;131962;9290;20845;3264;3972;63984;0;15669;1629;0;0;0;0;0;471;0;0;0;0;0;0;161;0;0;0;0;458;12219;0;0
194;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;TH;Urne;211519;131501;1028;130473;9415;24332;2730;2867;65076;0;15358;2914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7781;0;0;0;972;130529;8682;20981;3303;3721;62933;0;16025;2041;0;0;0;0;0;508;0;0;0;0;0;0;130;0;0;0;0;363;11842;0;0
