© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
127;Steinfurt III;NW;Brief;0;48252;260;47992;12571;20486;6907;1289;3943;0;2232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;564;148;48104;11427;18227;7090;1813;3974;0;2435;271;552;84;251;101;0;349;0;0;0;0;0;0;7;0;103;0;0;57;1329;12;22
128;Münster;NW;Brief;0;92704;376;92328;19404;27798;30435;3122;3209;0;5189;0;0;0;1151;0;0;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;92478;16982;25567;26799;4234;3573;0;10495;206;672;71;496;71;0;1191;0;0;0;0;0;0;12;0;162;0;0;43;1839;44;21
129;Warendorf;NW;Brief;0;63506;290;63216;13881;29580;7806;1841;5709;0;2713;1686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;63346;12861;26521;8073;2531;5849;0;3116;622;705;117;347;105;0;434;0;0;0;0;0;0;4;0;134;0;0;53;1828;18;28
130;Gütersloh I;NW;Brief;0;63414;369;63045;14451;29570;6697;1934;5683;0;2648;1060;0;0;0;0;0;778;0;0;0;0;0;0;0;0;0;0;0;0;0;224;244;63170;12699;24103;8704;2821;6784;0;3249;485;747;130;379;133;0;502;0;0;0;0;0;0;16;0;129;0;0;68;2158;17;46
131;Bielefeld – Gütersloh II;NW;Brief;0;67872;309;67563;18545;19986;13445;2177;5442;0;5399;0;0;0;1180;524;0;865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;67684;14642;18379;13408;2846;5541;0;7685;206;775;132;568;198;0;594;0;0;0;0;0;0;25;0;133;0;0;66;2411;27;48
132;Herford – Minden-Lübbecke II;NW;Brief;0;61644;355;61289;19944;21433;5178;2109;7647;0;2740;925;0;0;1129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;216;61428;15159;20396;6885;2561;7818;0;3428;467;846;130;467;107;0;288;0;0;0;0;0;0;10;0;114;0;0;62;2609;6;75
133;Minden-Lübbecke I;NW;Brief;0;53460;324;53136;14631;19344;6027;1854;6838;0;2430;1171;0;0;0;0;0;553;0;0;0;0;0;0;0;0;0;0;0;0;288;0;181;53279;13505;16854;6037;2356;6895;0;3155;520;682;163;374;85;0;303;0;0;0;0;0;0;13;0;131;0;0;49;2049;11;97
134;Lippe I;NW;Brief;0;61864;418;61446;16023;21942;9337;1890;7611;0;3024;1619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;61670;14888;19493;7849;2715;7825;0;3693;597;906;167;374;122;0;340;0;0;0;0;0;0;9;0;131;0;0;77;2399;14;71
135;Höxter – Gütersloh III – Lippe II;NW;Brief;0;44705;339;44366;9228;21018;4139;1408;5505;0;2034;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;44492;8512;18105;4602;1901;5652;0;2151;457;620;122;238;88;0;203;0;0;0;0;0;0;6;0;102;0;0;79;1588;12;54
136;Paderborn;NW;Brief;0;72027;312;71715;11950;36111;9543;1623;7030;0;3915;0;0;0;1543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;71850;10949;29990;10261;2955;7742;0;4777;315;842;184;542;146;0;474;0;0;0;0;0;0;12;0;143;0;0;78;2379;9;52
137;Hagen – Ennepe-Ruhr-Kreis I;NW;Brief;0;51593;315;51278;13958;17484;5164;1897;6985;0;2164;806;0;0;0;476;0;0;0;0;0;0;0;60;0;0;0;0;2284;0;0;0;177;51416;12307;17607;5423;1888;6742;0;2801;361;878;82;319;232;0;305;0;0;0;0;0;0;22;0;96;0;0;68;2248;14;23
138;Ennepe-Ruhr-Kreis II;NW;Brief;0;50630;315;50315;16474;17269;6062;1513;4969;0;2397;618;0;0;765;0;0;0;0;0;0;0;0;77;0;0;0;171;0;0;0;0;188;50442;13594;15653;7087;1977;5083;0;3080;322;781;104;327;92;0;347;0;0;0;0;0;0;32;0;111;0;0;85;1730;13;24
139;Bochum I;NW;Brief;0;62018;418;61600;20646;17344;9926;1800;5549;0;4563;0;0;0;1258;0;0;0;0;0;0;0;0;139;0;0;0;375;0;0;0;0;210;61808;16031;16816;10755;2225;5426;0;6033;200;860;89;503;123;0;536;0;0;0;0;0;0;35;0;123;0;0;121;1882;27;23
140;Herne – Bochum II;NW;Brief;0;41648;346;41302;15186;11677;4491;897;5663;0;2385;0;0;0;0;0;0;551;0;0;0;0;0;110;0;0;0;342;0;0;0;0;184;41464;12192;11394;4650;1168;5429;0;2928;178;832;68;312;108;0;305;0;0;0;0;0;0;29;0;108;0;0;109;1610;16;28
141;Dortmund I;NW;Brief;0;64815;366;64449;20348;17312;10565;2031;6717;0;4742;0;0;0;1381;0;0;882;0;0;0;0;0;142;0;0;0;0;0;0;0;329;214;64601;15984;16379;11373;2377;6747;0;6511;191;1092;98;623;149;0;521;0;0;0;0;0;0;38;0;139;0;0;53;2262;34;30
142;Dortmund II;NW;Brief;0;56414;369;56045;19424;16091;7000;1489;6935;0;3596;0;0;0;1510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;56240;15144;15567;7538;1904;6810;0;4302;220;1157;106;537;134;0;394;0;0;0;0;0;0;22;0;109;0;0;65;2182;30;19
143;Unna I;NW;Brief;0;50300;315;49985;17478;17105;5527;1236;5260;0;2168;0;0;0;0;0;0;806;0;0;0;0;0;0;0;0;0;405;0;0;0;0;184;50116;14045;16152;6294;1719;5398;0;2585;262;837;66;304;83;0;390;0;0;0;0;0;0;14;0;85;0;0;113;1730;15;24
144;Hamm – Unna II;NW;Brief;0;58131;383;57748;20211;20854;4774;1517;7277;0;3115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;57961;14792;20028;6053;1917;7141;0;3230;280;1031;107;354;174;0;357;0;0;0;0;0;0;13;0;112;0;0;58;2269;23;22
145;Soest;NW;Brief;0;70382;385;69997;17271;29494;7790;3091;7865;0;3355;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;70175;14362;28480;8165;2860;7619;0;3556;460;941;168;412;112;0;383;0;0;0;0;0;0;19;0;164;0;0;78;2345;15;36
146;Hochsauerlandkreis;NW;Brief;0;66143;290;65853;15345;34298;4607;1686;6117;0;2428;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;65948;11957;31940;5435;2419;6801;0;2788;585;882;121;385;112;0;360;0;0;0;0;0;0;11;0;107;0;0;62;1926;12;45
147;Siegen-Wittgenstein;NW;Brief;0;62807;338;62469;17137;23801;5337;1981;8213;0;3167;1090;0;0;916;0;0;523;0;0;0;0;0;0;0;0;0;0;0;0;304;0;193;62614;14127;22886;5985;2500;8140;0;3734;576;817;142;424;112;0;378;0;0;0;0;0;0;4;0;96;0;0;73;2461;16;143
148;Olpe – Märkischer Kreis I;NW;Brief;0;69563;381;69182;15850;33502;4910;2502;8063;0;2490;1063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;802;230;69333;12858;31790;5693;2756;8609;0;2788;548;868;151;316;103;0;244;0;0;0;0;0;0;8;0;132;0;0;78;2307;25;59
149;Märkischer Kreis II;NW;Brief;0;55143;320;54823;13798;25142;4386;1596;6445;0;2459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;0;0;0;488;173;54970;11432;22854;5035;2051;6813;0;2577;275;888;131;272;113;0;238;0;0;0;0;0;0;10;0;98;0;0;143;1991;10;39
150;Nordsachsen;SN;Brief;0;35511;323;35188;4697;11473;1304;662;10019;0;3185;2706;0;0;531;0;0;360;0;0;0;0;0;0;0;0;0;251;0;0;0;0;159;35352;3879;9614;1868;1132;9812;0;2970;1072;492;0;229;0;72;206;0;0;0;46;0;0;14;0;0;0;0;93;3853;0;0
151;Leipzig I;SN;Brief;0;65508;238;65270;9257;15296;6448;1411;9141;0;15765;978;0;0;1002;0;0;882;0;0;0;0;0;99;0;0;0;147;4516;0;0;328;183;65325;7545;12690;9387;1984;9462;0;15513;740;1016;0;575;0;146;764;0;0;0;84;0;0;46;0;0;0;0;108;5265;0;0
152;Leipzig II;SN;Brief;0;77316;219;77097;7422;13190;10597;1675;7976;0;30132;898;0;0;903;0;0;0;0;0;179;0;0;0;0;0;0;134;3991;0;0;0;175;77141;9767;13217;15706;2311;8030;0;19351;677;824;0;623;0;113;989;0;0;0;103;0;0;26;0;0;0;0;129;5275;0;0
153;Leipzig-Land;SN;Brief;0;48894;250;48644;7033;14624;2617;1393;11445;0;4307;2833;0;0;0;0;0;0;0;0;187;0;0;0;0;0;0;0;4205;0;0;0;174;48720;5543;13669;3379;1787;11762;0;4470;1648;656;0;237;0;67;345;0;0;0;71;0;0;21;0;0;0;0;102;4963;0;0
154;Meißen;SN;Brief;0;48437;472;47965;4665;15220;3180;3344;13610;0;5080;2222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;0;0;0;0;192;48245;4623;12985;3408;2100;13068;0;4109;1007;624;0;253;0;87;385;0;0;0;52;0;0;25;0;0;0;0;257;5262;0;0
155;Bautzen I;SN;Brief;0;39372;361;39011;3989;12543;1415;1264;12172;0;4629;2488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;0;0;0;0;156;39216;3562;10431;1952;1382;11524;0;3539;999;577;0;255;0;77;193;0;0;0;43;0;0;19;0;0;0;0;222;4441;0;0
156;Görlitz;SN;Brief;0;41015;272;40743;3564;13486;2024;904;12509;0;2865;1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;3823;0;0;0;202;40813;3637;11064;2250;1314;11891;0;3704;852;623;0;234;0;64;197;0;0;0;46;0;0;22;0;0;0;0;241;4674;0;0
157;Sächsische Schweiz-Osterzgebirge;SN;Brief;0;44253;460;43793;5286;13505;2169;1476;13761;0;4714;2378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;0;0;0;156;44097;3927;11641;2913;1664;12902;0;3647;1066;539;0;224;0;88;357;0;0;0;55;0;0;24;0;0;0;0;227;4823;0;0
158;Dresden I;SN;Brief;0;76443;729;75714;11061;23971;10760;2820;13234;0;11205;0;0;0;0;0;0;1802;0;0;0;0;0;0;0;0;0;861;0;0;0;0;206;76237;9021;17832;12047;2969;12117;0;11263;767;890;0;562;0;207;1271;0;0;0;117;0;0;38;0;0;0;0;317;6819;0;0
159;Dresden II – Bautzen II;SN;Brief;0;80094;597;79497;9251;22110;12238;2219;13556;0;14347;1516;0;0;1440;0;0;2108;0;0;0;0;0;139;0;0;0;573;0;0;0;0;236;79858;8351;16729;13756;2789;12812;0;14297;922;914;0;650;0;264;1189;0;0;0;110;0;0;35;0;0;0;0;252;6788;0;0
160;Mittelsachsen;SN;Brief;0;41342;375;40967;5327;13963;1689;1448;12238;0;4103;2199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;41182;4294;10884;2328;1439;11579;0;3635;1201;499;0;218;0;62;231;0;0;0;51;0;0;14;0;0;0;0;77;4670;0;0
161;Chemnitz;SN;Brief;0;47644;179;47465;10184;12414;3029;1108;8572;0;4699;882;0;0;569;0;0;372;0;0;145;0;0;0;0;0;0;169;5322;0;0;0;165;47479;6873;11587;4388;1465;8990;0;5932;623;666;0;342;0;66;357;0;0;0;93;0;0;33;0;0;0;0;141;5923;0;0
162;Chemnitzer Umland – Erzgebirgskreis II;SN;Brief;0;39133;580;38553;5952;13748;1598;1552;11359;0;4344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;38983;4317;10565;1892;1363;10422;0;3219;1048;517;0;184;0;51;187;0;0;0;48;0;0;11;0;0;0;0;113;5046;0;0
163;Erzgebirgskreis I;SN;Brief;0;44964;288;44676;3913;14264;1095;1087;14073;0;3244;1833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4295;0;0;872;233;44731;3964;11972;1558;1474;14099;0;3489;1392;576;0;176;0;44;151;0;0;0;35;0;0;16;0;0;0;0;146;5639;0;0
164;Zwickau;SN;Brief;0;41321;293;41028;5317;12346;1426;1303;10425;0;2989;1645;0;0;561;0;0;0;0;0;0;0;0;43;0;0;0;140;4833;0;0;0;194;41127;4723;11212;2094;1306;11007;0;3550;957;522;0;294;0;62;199;0;0;0;34;0;0;25;0;0;0;0;116;5026;0;0
165;Vogtlandkreis;SN;Brief;0;43731;497;43234;5589;14634;2081;1220;12806;0;4451;2453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;43566;4937;11925;2067;1353;11725;0;3578;1026;641;0;239;0;50;154;0;0;0;40;0;0;25;0;0;0;0;115;5691;0;0
166;Waldeck;HE;Brief;0;51385;520;50865;15882;17678;4408;1619;6794;0;2476;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;51026;13115;16693;5115;1961;6817;0;2660;1059;838;0;260;0;0;244;0;0;0;43;0;0;11;0;0;0;0;79;2131;0;0
167;Kassel;HE;Brief;0;62795;621;62174;18311;16989;10533;1696;5906;0;6280;1201;0;0;0;0;0;1138;0;0;0;0;0;120;0;0;0;0;0;0;0;0;415;62380;15226;16182;10823;2172;5782;0;6855;632;1005;0;344;0;0;579;0;0;0;47;0;0;38;0;0;0;0;66;2629;0;0
168;Werra-Meißner – Hersfeld-Rotenburg;HE;Brief;0;47741;441;47300;14434;17207;3044;1101;6873;0;2161;1635;0;0;0;0;0;559;0;0;0;0;0;0;0;0;0;0;0;0;0;286;351;47390;11732;15424;4027;1741;7269;0;2566;1158;710;0;242;0;0;399;0;0;0;39;0;0;10;0;0;0;0;67;2006;0;0
169;Schwalm-Eder;HE;Brief;0;51111;575;50536;15958;16865;3497;1356;8103;0;2358;2399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388;50723;12750;15765;4631;1977;8100;0;2487;1357;894;0;271;0;0;261;0;0;0;33;0;0;9;0;0;0;0;58;2130;0;0
170;Marburg;HE;Brief;0;51050;316;50734;16502;16025;5956;1068;5735;0;3600;807;0;0;0;0;0;665;0;0;0;0;0;0;0;0;0;0;0;0;0;376;195;50855;11279;14675;8157;1877;5771;0;5340;607;679;0;237;0;0;416;0;0;0;40;0;0;15;0;0;0;0;67;1695;0;0
171;Lahn-Dill;HE;Brief;0;54512;484;54028;14384;20991;4537;1459;8155;0;2106;1454;0;0;0;0;0;942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;54196;11553;18957;5767;2151;8000;0;2934;992;855;0;314;0;0;475;0;0;0;36;0;0;11;0;0;0;0;75;2076;0;0
172;Gießen;HE;Brief;0;62467;403;62064;18836;20749;6503;1737;7169;0;3775;2148;0;0;0;0;0;1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;62180;12837;18442;9304;2600;7420;0;5777;1300;883;0;389;0;0;663;0;0;0;82;0;0;13;0;0;0;0;93;2377;0;0
173;Fulda;HE;Brief;0;59978;383;59595;8811;28546;4905;2172;8836;0;2208;2273;0;0;708;0;0;906;0;0;0;0;0;0;0;0;0;230;0;0;0;0;268;59710;8397;25073;5673;2922;9373;0;2980;1428;699;0;328;0;0;585;0;0;0;39;0;0;6;0;0;0;0;117;2090;0;0
174;Main-Kinzig – Wetterau II – Schotten;HE;Brief;0;52430;516;51914;11778;20000;4607;1636;8725;0;2087;1914;0;0;0;0;0;796;0;0;0;0;0;0;0;0;0;371;0;0;0;0;326;52104;9401;18361;5437;2269;8834;0;2572;1205;944;0;331;0;0;453;0;0;0;46;0;0;15;0;0;0;0;126;2110;0;0
175;Hochtaunus;HE;Brief;0;58769;533;58236;11641;24492;7671;2897;6427;0;2467;1480;0;0;0;0;0;1161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;58429;10263;22203;8278;3825;6412;0;3003;862;758;0;241;0;0;583;0;0;0;47;0;0;10;0;0;0;0;76;1868;0;0
176;Wetterau I;HE;Brief;0;56321;526;55795;14843;20709;6014;2229;6842;0;2244;1663;0;0;0;0;0;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;55976;10589;19410;8127;2837;6715;0;3185;1092;865;0;339;0;0;682;0;0;0;53;0;0;12;0;0;0;0;75;1995;0;0
177;Rheingau-Taunus – Limburg;HE;Brief;0;71835;690;71145;16212;29131;8509;3105;8240;0;2745;1883;0;0;0;0;0;1320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;71477;12771;27110;9533;3846;8604;0;3702;1131;1037;0;372;0;0;749;0;0;0;61;0;0;18;0;0;0;0;126;2417;0;0
178;Wiesbaden;HE;Brief;0;57609;430;57179;13005;20124;9819;2306;4763;0;4595;1061;0;0;0;0;0;1506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;57353;10532;17901;10765;3161;5023;0;5200;620;648;0;288;0;0;889;0;0;0;82;0;0;24;0;0;0;0;63;2157;0;0
179;Hanau;HE;Brief;0;47274;454;46820;12527;16881;4745;1692;6009;0;2660;1433;0;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;46990;9296;15671;6097;2158;6237;0;3046;774;826;0;275;0;0;499;0;0;0;33;0;0;12;0;0;0;0;84;1982;0;0
180;Main-Taunus;HE;Brief;0;64362;455;63907;11362;28206;9734;3466;5515;0;2635;1381;0;0;0;0;0;1267;0;0;0;0;0;0;0;0;0;341;0;0;0;0;291;64071;10272;25619;10119;4534;5716;0;3141;840;725;0;272;0;0;775;0;0;0;56;0;0;22;0;0;0;0;177;1803;0;0
181;Frankfurt am Main I;HE;Brief;0;58241;345;57896;13808;17565;11040;3022;4150;0;5457;653;0;0;713;0;0;1368;0;0;0;0;0;120;0;0;0;0;0;0;0;0;186;58055;9289;16197;12581;4193;4279;0;6904;383;569;0;318;0;0;998;0;0;0;65;0;0;39;0;0;0;0;55;2185;0;0
182;Frankfurt am Main II;HE;Brief;0;74872;396;74476;12873;22733;21608;3694;4734;0;5308;723;0;0;744;0;0;1696;0;0;0;0;0;87;0;0;0;147;0;0;0;129;246;74626;12372;21198;17610;5084;4980;0;7992;479;621;0;414;0;0;1273;0;0;0;66;0;0;19;0;0;0;0;73;2445;0;0
183;Groß-Gerau;HE;Brief;0;50046;536;49510;14600;17250;4755;1721;5680;0;2922;1576;0;0;0;0;0;913;0;0;0;0;0;93;0;0;0;0;0;0;0;0;307;49739;10754;15731;6535;2192;6106;0;3440;882;852;0;325;0;0;550;0;0;0;55;0;0;19;0;0;0;0;60;2238;0;0
184;Offenbach;HE;Brief;0;58780;514;58266;12778;20868;10287;2252;5984;0;4324;1773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;58477;10689;19132;8861;3127;6073;0;5110;860;870;0;330;0;0;708;0;0;0;54;0;0;29;0;0;0;0;66;2568;0;0
185;Darmstadt;HE;Brief;0;76917;528;76389;17046;22553;17443;2571;6975;0;4367;980;1221;0;740;0;0;2409;0;0;0;0;0;84;0;0;0;0;0;0;0;0;320;76597;15241;20856;16262;3612;7069;0;7066;672;954;0;456;0;0;1425;0;0;0;104;0;0;26;0;0;0;0;92;2762;0;0
186;Odenwald;HE;Brief;0;75835;821;75014;19560;29099;7465;2613;9018;0;3497;2454;0;0;0;0;0;1308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;75305;14816;26694;9336;3569;9590;0;4193;1348;1326;0;420;0;0;847;0;0;0;56;0;0;23;0;0;0;0;100;2987;0;0
187;Bergstraße;HE;Brief;0;61015;613;60402;13257;24763;6191;2328;8462;0;2450;1675;0;0;0;0;0;1276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;60661;11283;21893;7605;2989;8401;0;2905;984;1092;0;304;0;0;653;0;0;0;68;0;0;16;0;0;0;0;89;2379;0;0
188;Eichsfeld – Nordhausen – Kyffhäuserkreis;TH;Brief;0;40126;277;39849;4757;13518;1146;982;9554;0;5625;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;4168;0;0;0;179;39947;4461;11595;1702;1134;9340;0;6693;498;0;0;0;0;0;176;0;0;0;0;0;0;52;0;0;0;0;97;4199;0;0
189;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;TH;Brief;0;40686;234;40452;6828;11229;1611;595;9426;0;4681;1215;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;4058;0;0;707;195;40491;5145;9921;1869;1023;9965;0;6753;948;0;0;0;0;0;244;0;0;0;0;0;0;63;0;0;0;0;101;4459;0;0
190;Jena – Sömmerda – Weimarer Land I;TH;Brief;0;47083;265;46818;7499;9889;4419;1128;8177;0;10984;1101;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;3514;0;0;0;178;46905;5399;9562;5355;1393;8263;0;10782;674;0;0;0;0;0;645;0;0;0;0;0;0;71;0;0;0;0;105;4656;0;0
191;Gotha – Ilm-Kreis;TH;Brief;0;35550;228;35322;4872;8925;1635;726;9112;0;5097;853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3726;0;0;376;172;35378;4214;7905;1781;885;8943;0;6580;685;0;0;0;0;0;241;0;0;0;0;0;0;43;0;0;0;0;106;3995;0;0
192;Erfurt – Weimar – Weimarer Land II;TH;Brief;0;51827;188;51639;4773;9582;2386;951;7557;0;22487;635;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;3158;0;0;0;175;51652;6784;10624;6295;1370;7831;0;12222;614;0;0;0;0;0;663;0;0;0;0;0;0;76;0;0;0;0;116;5057;0;0
193;Gera – Greiz – Altenburger Land;TH;Brief;0;40626;263;40363;6129;10720;1161;946;11144;0;5664;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3716;0;0;0;227;40399;4332;9785;1660;1164;10777;0;6781;647;0;0;0;0;0;250;0;0;0;0;0;0;48;0;0;0;0;109;4846;0;0
194;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;TH;Brief;0;41101;240;40861;4846;10892;1610;968;11128;0;5756;1027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4634;0;0;0;189;40912;4225;9775;1753;1090;10644;0;7054;783;0;0;0;0;0;264;0;0;0;0;0;0;46;0;0;0;0;107;5171;0;0
195;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;TH;Brief;0;44692;246;44446;6397;10778;1173;1283;11904;0;5737;1704;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;4880;0;0;499;192;44500;5025;9785;1711;1160;12299;0;7264;1313;0;0;0;0;0;223;0;0;0;0;0;0;63;0;0;0;0;112;5545;0;0
196;Neuwied;RP;Brief;0;89265;685;88580;21160;36736;6178;3311;11305;0;3646;2273;0;0;0;0;0;1054;0;0;0;0;0;0;0;0;0;0;2917;0;0;0;325;88940;18319;34035;8157;3862;12050;0;4504;1780;1217;0;413;0;0;626;118;0;0;0;0;0;15;0;0;0;0;117;3727;0;0
197;Ahrweiler;RP;Brief;0;78272;743;77529;15586;34373;7802;2449;8807;0;3375;3181;0;0;0;0;0;1151;474;0;0;0;0;0;0;0;0;331;0;0;0;0;293;77979;15147;31009;8353;3532;9125;0;3785;1924;997;0;346;0;0;635;185;0;0;0;0;0;16;0;0;0;0;148;2777;0;0
198;Koblenz;RP;Brief;0;76270;662;75608;19161;30696;8075;2243;7362;0;3493;3341;0;0;0;0;0;1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;75962;15999;27667;9573;3486;7691;0;4974;1858;926;0;396;0;0;650;100;0;0;0;0;0;41;0;0;0;0;81;2520;0;0
199;Mosel/Rhein-Hunsrück;RP;Brief;0;64414;823;63591;13360;26687;5097;3572;7856;0;2637;3109;0;0;0;0;0;666;607;0;0;0;0;0;0;0;0;0;0;0;0;0;291;64123;12615;24913;5403;3493;8164;0;3061;1949;909;0;311;0;0;418;218;0;0;0;0;0;12;0;0;0;0;99;2558;0;0
200;Kreuznach;RP;Brief;0;60051;536;59515;16847;21603;3805;1957;8123;0;2185;2141;0;0;0;0;0;709;0;0;0;0;0;0;0;0;0;0;2145;0;0;0;279;59772;13314;20768;5379;2641;8845;0;3028;1362;871;0;266;0;0;471;109;0;0;0;0;0;15;0;0;0;0;74;2629;0;0
201;Bitburg;RP;Brief;0;65616;659;64957;13870;28336;3961;2083;7258;0;1988;6339;0;0;0;0;0;1122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;65322;11775;26234;5310;2865;7978;0;2935;3989;827;0;281;0;0;501;139;0;0;0;0;0;5;0;0;0;0;81;2402;0;0
202;Trier;RP;Brief;0;77881;543;77338;24377;26261;6774;3241;7224;0;3231;2360;0;0;0;0;0;876;356;0;0;0;0;0;0;0;0;0;2638;0;0;0;276;77605;16592;26540;9841;3529;8207;0;5240;1977;929;0;426;0;0;812;174;0;0;0;0;0;8;0;0;0;0;97;3233;0;0
203;Montabaur;RP;Brief;0;77340;845;76495;19686;31011;5312;2370;9857;0;3158;3003;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458;76882;15575;28982;7099;3383;10387;0;3922;1981;1280;0;334;0;0;627;122;0;0;0;0;0;13;0;0;0;0;118;3059;0;0
