# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
BY;Summe;1991-2000;Sonstige;154794;1475;10617;;7999;5785;9458;23789;16170;79502;48464;3042
BY;Summe;1991-2000;dar. FREIE WÄHLER;51190;39;1490;;400;1021;1335;10648;593;35664;34692;14
BY;Summe;1991-2000;dar. BSW;44450;984;4790;;1581;2543;4932;7212;8773;13635;6383;2900
BY;Summe;1981-1990;Summe;1237659;5487;127864;;188156;36972;270675;423985;58173;126347;79426;3679
BY;Summe;1981-1990;ungültig;1732;899;37;;107;80;255;207;68;80;53;
BY;Summe;1981-1990;SPD;109288;323;78773;;12216;816;240;9695;2780;4445;2539;15
BY;Summe;1981-1990;CDU;;;;;;;;;;;;
BY;Summe;1981-1990;GRÜNE;187163;112;19130;;147718;523;84;9336;3429;6832;1413;
BY;Summe;1981-1990;FDP;46869;54;1706;;1447;22751;962;15956;300;3693;2728;
BY;Summe;1981-1990;AfD;298700;1892;1293;;80;2316;252081;25881;1435;13722;9986;230
BY;Summe;1981-1990;CSU;375619;251;8329;;5141;5324;4931;334238;559;16845;13716;142
BY;Summe;1981-1990;Die Linke;69699;171;9719;;14912;352;420;2561;37710;3854;1916;59
BY;Summe;1981-1990;Sonstige;148589;1784;8879;;6534;4810;11701;26111;11893;76877;47075;3233
BY;Summe;1981-1990;dar. FREIE WÄHLER;53372;144;1317;;914;1314;1525;12003;252;35903;34687;102
BY;Summe;1981-1990;dar. BSW;46700;1127;3898;;1144;2226;7067;8781;7733;14723;6500;2935
BY;Summe;1966-1980;Summe;1970092;9653;203991;;232211;51970;422684;803858;64052;181672;123106;4858
BY;Summe;1966-1980;ungültig;2967;1729;319;;15;23;173;583;86;39;;
BY;Summe;1966-1980;SPD;190948;524;141322;;17193;859;566;19065;2877;8542;4731;157
BY;Summe;1966-1980;CDU;;;;;;;;;;;;
BY;Summe;1966-1980;GRÜNE;240113;189;23993;;189731;880;;14630;3627;7062;2243;
BY;Summe;1966-1980;FDP;74204;92;1897;;1146;35437;2174;28936;343;4178;3470;48
BY;Summe;1966-1980;AfD;463558;3370;1904;;235;3618;393372;36219;1753;23088;16071;282
BY;Summe;1966-1980;CSU;725257;1042;14020;;7588;6559;8383;657603;1802;28260;23456;127
BY;Summe;1966-1980;Die Linke;69988;158;9679;;10301;467;791;4460;40539;3594;1972;26
BY;Summe;1966-1980;Sonstige;203056;2548;10858;;6000;4127;17225;42362;13026;106909;71164;4219
BY;Summe;1966-1980;dar. FREIE WÄHLER;88187;114;2267;;704;1241;3551;22703;758;56849;55563;77
BY;Summe;1966-1980;dar. BSW;62486;1664;5203;;1299;1751;10208;12464;9169;20727;9509;3975
BY;Summe;1956-1965;Summe;1537890;10946;212237;;161180;39838;258334;695879;37562;121915;88056;3681
BY;Summe;1956-1965;ungültig;6120;3926;364;;38;196;560;831;41;164;71;
BY;Summe;1956-1965;SPD;201561;285;161200;;14585;750;362;15743;2892;5744;3547;54
BY;Summe;1956-1965;CDU;;;;;;;;;;;;
BY;Summe;1956-1965;GRÜNE;167531;126;19725;;129872;550;103;11094;1598;4462;1587;
BY;Summe;1956-1965;FDP;58714;126;1698;;339;27852;1951;22717;300;3729;3296;
BY;Summe;1956-1965;AfD;276853;2551;1497;;293;2012;238688;17900;1573;12339;8286;223
BY;Summe;1956-1965;CSU;649876;1459;13330;;6257;5654;4442;596116;1107;21510;18455;203
BY;Summe;1956-1965;Die Linke;40138;36;6002;;6565;204;245;1917;23190;1979;800;
BY;Summe;1956-1965;Sonstige;137097;2436;8421;;3230;2620;11982;29560;6860;71987;52014;3201
BY;Summe;1956-1965;dar. FREIE WÄHLER;67466;158;2351;;538;888;2544;17191;409;43387;41909;67
BY;Summe;1956-1965;dar. BSW;41881;1650;4321;;1167;1228;7546;7797;4868;13305;6670;3092
BY;Summe;<=1955;Summe;1609881;15314;275423;;105834;46969;136092;923769;22204;84276;66083;2263
BY;Summe;<=1955;ungültig;11746;7041;584;;146;115;726;2824;67;243;142;
BY;Summe;<=1955;SPD;265790;920;224695;;10508;1642;553;21440;1310;4722;3577;
BY;Summe;<=1955;CDU;;;;;;;;;;;;
BY;Summe;<=1955;GRÜNE;112312;117;16424;;84386;363;68;8341;1049;1565;591;
BY;Summe;<=1955;FDP;68281;142;1380;;473;32293;1126;29617;78;3171;2646;100
BY;Summe;<=1955;AfD;145394;1707;1013;;63;1454;124007;11231;420;5499;4159;140
BY;Summe;<=1955;CSU;871699;2405;16252;;3774;7803;3158;819846;747;17715;15231;
BY;Summe;<=1955;Die Linke;27471;144;5532;;4161;163;43;1928;14421;1079;349;69
BY;Summe;<=1955;Sonstige;107189;2838;9544;;2323;3136;6413;28541;4113;50282;39387;1954
BY;Summe;<=1955;dar. FREIE WÄHLER;64907;140;3799;;250;1584;1709;20845;159;36421;35821;12
BY;Summe;<=1955;dar. BSW;27602;2098;4058;;1019;1322;4137;4734;3516;6718;2593;1888
BY;m|d|o;Summe;Summe;3974444;23568;463485;;444036;132992;819166;1616071;150110;325016;218931;8183
BY;m|d|o;Summe;ungültig;11879;7081;548;;223;122;873;2540;214;279;157;
BY;m|d|o;Summe;SPD;419098;989;328893;;28573;2511;1313;35894;6381;14544;8370;44
BY;m|d|o;Summe;CDU;;;;;;;;;;;;
BY;m|d|o;Summe;GRÜNE;445514;345;46526;;348442;2147;179;25621;7072;15182;3678;
BY;m|d|o;Summe;FDP;185665;202;4902;;2937;91781;4783;68909;1061;11091;9022;144
BY;m|d|o;Summe;AfD;907166;6559;3937;;617;8358;769124;72836;3231;42504;30387;547
BY;m|d|o;Summe;CSU;1461963;2893;27415;;14059;16070;14484;1334505;2368;50170;41918;345
BY;m|d|o;Summe;Die Linke;185186;365;27243;;36181;1153;848;6453;104439;8504;3479;180
BY;m|d|o;Summe;Sonstige;357973;5136;24022;;13004;10850;27560;69315;25345;182741;121921;6924
BY;m|d|o;Summe;dar. FREIE WÄHLER;152933;317;4961;;662;2488;5395;38953;1016;99141;96833;70
BY;m|d|o;Summe;dar. BSW;105537;3615;11454;;2777;5340;16772;18800;16632;30148;13831;6535
BY;m|d|o;2001-2007;Summe;284787;841;33959;;37463;16833;58155;79313;28096;30126;16965;793
BY;m|d|o;2001-2007;ungültig;387;250;;;;;;99;6;31;;
BY;m|d|o;2001-2007;SPD;26059;63;16988;;2623;789;102;3087;1112;1293;735;
BY;m|d|o;2001-2007;CDU;;;;;;;;;;;;
BY;m|d|o;2001-2007;GRÜNE;34608;;4492;;23769;569;;2269;1421;2087;438;
BY;m|d|o;2001-2007;FDP;20890;;662;;432;11097;444;6920;136;1200;1123;
BY;m|d|o;2001-2007;AfD;67291;193;733;;;1134;54431;6769;181;3851;2252;94
BY;m|d|o;2001-2007;CSU;60259;30;1680;;1021;1364;1539;50962;384;3279;2893;
BY;m|d|o;2001-2007;Die Linke;38553;38;6078;;7444;133;53;1185;22075;1547;395;133
BY;m|d|o;2001-2007;Sonstige;36740;268;3325;;2173;1746;1587;8021;2781;16837;9128;566
BY;m|d|o;2001-2007;dar. FREIE WÄHLER;10865;;197;;;276;135;3391;53;6814;6500;70
BY;m|d|o;2001-2007;dar. BSW;11118;206;1673;;404;974;743;2363;1638;3117;1128;454
BY;m|d|o;1991-2000;Summe;559863;2073;57010;;92229;27214;127594;152936;40919;59888;36718;1661
BY;m|d|o;1991-2000;ungültig;495;390;;;37;;61;;;8;;
BY;m|d|o;1991-2000;SPD;46998;96;34047;;3883;277;228;5025;1299;2144;1035;
BY;m|d|o;1991-2000;CDU;;;;;;;;;;;;
BY;m|d|o;1991-2000;GRÜNE;86037;8;7599;;68864;488;;3962;1891;3226;716;
BY;m|d|o;1991-2000;FDP;34115;38;1161;;802;19085;786;9867;257;2118;1453;37
BY;m|d|o;1991-2000;AfD;143987;792;434;;103;2008;120929;12410;230;7081;5086;91
BY;m|d|o;1991-2000;CSU;124629;87;2747;;1936;2021;1473;110042;354;5970;4763;119
BY;m|d|o;1991-2000;Die Linke;53921;144;6499;;12840;515;113;1149;30427;2234;869;46
BY;m|d|o;1991-2000;Sonstige;69680;518;4522;;3764;2821;4004;10482;6461;37106;22797;1368
BY;m|d|o;1991-2000;dar. FREIE WÄHLER;23886;;526;;14;342;813;4948;292;16952;16552;
BY;m|d|o;1991-2000;dar. BSW;17974;356;1981;;568;1260;1864;3050;3419;5475;2594;1240
BY;m|d|o;1981-1990;Summe;633476;2958;59565;;87637;19831;162351;215907;25757;59471;37794;1454
BY;m|d|o;1981-1990;ungültig;979;632;37;;64;;91;46;56;53;53;
BY;m|d|o;1981-1990;SPD;49128;112;35937;;5041;474;148;4365;963;2088;1062;
BY;m|d|o;1981-1990;CDU;;;;;;;;;;;;
BY;m|d|o;1981-1990;GRÜNE;88913;60;9140;;69737;320;44;4405;1463;3743;712;
BY;m|d|o;1981-1990;FDP;27026;;966;;729;12824;518;9652;205;2133;1716;
BY;m|d|o;1981-1990;AfD;181181;1221;611;;73;1372;153510;15568;645;8183;5974;116
BY;m|d|o;1981-1990;CSU;191672;176;4136;;2831;2814;2763;170661;160;8132;6509;56
BY;m|d|o;1981-1990;Die Linke;31402;36;4518;;6374;173;173;958;17258;1911;1105;
BY;m|d|o;1981-1990;Sonstige;63175;722;4220;;2788;1854;5105;10251;5007;33228;20662;1282
BY;m|d|o;1981-1990;dar. FREIE WÄHLER;23078;;653;;137;518;676;5196;126;15771;15417;
BY;m|d|o;1981-1990;dar. BSW;18558;577;1656;;540;719;3388;2936;3150;5593;2549;1219
BY;m|d|o;1966-1980;Summe;988803;4637;92077;;105097;26149;249116;406728;25449;79550;53954;1824
BY;m|d|o;1966-1980;ungültig;1340;852;132;;;;94;180;44;39;;
BY;m|d|o;1966-1980;SPD;86850;238;66312;;6661;338;244;8410;1011;3636;1915;44
BY;m|d|o;1966-1980;CDU;;;;;;;;;;;;
BY;m|d|o;1966-1980;GRÜNE;108513;92;9902;;87440;357;;6551;1170;3000;737;
BY;m|d|o;1966-1980;FDP;37822;37;884;;498;18146;884;15261;181;1932;1506;6
BY;m|d|o;1966-1980;AfD;275759;1847;837;;156;1948;234873;21518;867;13715;9814;140
BY;m|d|o;1966-1980;CSU;368555;512;5929;;3564;3344;4841;336546;565;13254;11134;63
BY;m|d|o;1966-1980;Die Linke;27608;42;4165;;4475;169;316;1374;15999;1069;440;
BY;m|d|o;1966-1980;Sonstige;82356;1017;3917;;2304;1848;7864;16889;5612;42905;28407;1570
BY;m|d|o;1966-1980;dar. FREIE WÄHLER;36587;70;829;;139;562;1674;9545;261;23506;23014;
BY;m|d|o;1966-1980;dar. BSW;25693;691;2009;;496;908;4868;4847;4191;7683;3507;1484
BY;m|d|o;1956-1965;Summe;770092;5805;99616;;72763;19985;149893;345384;18408;58238;43527;1588
BY;m|d|o;1956-1965;ungültig;2984;1872;177;;38;87;239;520;41;9;;
BY;m|d|o;1956-1965;SPD;94522;133;76480;;5756;194;220;7115;1535;3089;2002;
BY;m|d|o;1956-1965;CDU;;;;;;;;;;;;
BY;m|d|o;1956-1965;GRÜNE;76690;78;8704;;59407;213;95;5225;796;2171;731;
BY;m|d|o;1956-1965;FDP;30729;45;606;;218;14123;1358;12173;256;1950;1762;
BY;m|d|o;1956-1965;AfD;162656;1477;835;;223;1244;139797;10678;1141;7261;5224;44
BY;m|d|o;1956-1965;CSU;323330;953;6173;;2783;2755;2195;296710;536;11226;9645;107
BY;m|d|o;1956-1965;Die Linke;19114;;2835;;3087;99;163;857;10806;1268;493;
BY;m|d|o;1956-1965;Sonstige;60067;1247;3807;;1251;1270;5826;12106;3297;31264;23670;1437
BY;m|d|o;1956-1965;dar. FREIE WÄHLER;30663;158;1039;;309;410;1242;7286;182;20038;19453;
BY;m|d|o;1956-1965;dar. BSW;19136;757;2180;;363;665;3759;3325;2332;5755;3073;1437
BY;m|d|o;<=1955;Summe;737424;7255;121258;;48847;22980;72056;415803;11480;37744;29973;864
BY;m|d|o;<=1955;ungültig;5694;3085;203;;84;35;388;1695;67;139;104;
BY;m|d|o;<=1955;SPD;115540;346;99129;;4609;440;371;7891;460;2294;1620;
BY;m|d|o;<=1955;CDU;;;;;;;;;;;;
BY;m|d|o;<=1955;GRÜNE;50753;107;6687;;39225;200;40;3209;330;955;344;
BY;m|d|o;<=1955;FDP;35083;82;623;;258;16506;794;15036;26;1757;1460;100
BY;m|d|o;<=1955;AfD;76290;1030;487;;63;652;65585;5893;167;2413;2037;63
BY;m|d|o;<=1955;CSU;393519;1136;6751;;1923;3771;1674;369584;369;8310;6973;
BY;m|d|o;<=1955;Die Linke;14588;105;3148;;1963;64;30;930;7874;474;177;
BY;m|d|o;<=1955;Sonstige;45955;1364;4230;;723;1311;3174;11565;2186;21401;17256;702
BY;m|d|o;<=1955;dar. FREIE WÄHLER;27855;89;1718;;64;380;855;8587;103;16060;15896;
BY;m|d|o;<=1955;dar. BSW;13059;1028;1955;;406;814;2151;2278;1902;2526;979;702
BY;w;Summe;Summe;4022113;23789;553356;;525699;113708;565465;1655993;216039;368064;242267;11746
BY;w;Summe;ungültig;12624;7731;756;;120;292;920;2377;104;324;147;
BY;w;Summe;SPD;501577;1224;381295;;41854;3744;927;46632;9402;16500;9600;326
BY;w;Summe;CDU;;;;;;;;;;;;
BY;w;Summe;GRÜNE;511921;318;58450;;396053;1860;114;28696;12282;14145;4084;40
BY;w;Summe;FDP;147592;282;4882;;2903;72011;3352;53552;1360;9249;7464;53
BY;w;Summe;AfD;608565;4644;3680;;234;5880;513776;47294;2909;30149;20125;589
BY;w;Summe;CSU;1502065;2479;32837;;14196;15239;11950;1370446;3469;51448;42779;343
BY;w;Summe;Die Linke;271749;477;41280;;53764;2141;1101;11458;150471;11057;4393;325
BY;w;Summe;Sonstige;466020;6634;30174;;16575;12540;33324;95539;36042;235192;153676;10071
BY;w;Summe;dar. FREIE WÄHLER;192907;278;6884;;2287;4134;5781;50332;1532;121677;117856;305
BY;w;Summe;dar. BSW;140981;4359;13758;;3955;5078;18912;27192;21894;45833;20243;9449
BY;w;2001-2007;Summe;263097;863;40639;;47631;8022;30163;53787;55948;26044;13952;971
BY;w;2001-2007;ungültig;373;166;;;;;18;188;;;;
BY;w;2001-2007;SPD;27796;;17205;;3371;418;120;3142;1683;1858;1025;41
BY;w;2001-2007;CDU;;;;;;;;;;;;
BY;w;2001-2007;GRÜNE;37428;40;4450;;27569;230;;1544;2347;1247;160;
BY;w;2001-2007;FDP;9710;;379;;172;4358;351;2989;574;887;791;
BY;w;2001-2007;AfD;31749;204;253;;76;347;26357;2241;263;2007;1265;68
BY;w;2001-2007;CSU;40541;;1483;;710;727;693;34644;353;1929;1481;
BY;w;2001-2007;Die Linke;78973;33;14318;;14415;774;104;2568;44183;2577;865;80
BY;w;2001-2007;Sonstige;36528;420;2552;;1318;1167;2519;6469;6544;15538;8365;782
BY;w;2001-2007;dar. FREIE WÄHLER;9853;;424;;143;299;378;2505;324;5780;5516;34
BY;w;2001-2007;dar. BSW;12281;245;1269;;116;374;1051;2640;2828;3755;1291;740
BY;w;1991-2000;Summe;533288;2181;65717;;105029;18882;80934;138537;59194;62813;36894;2023
BY;w;1991-2000;ungültig;683;411;;;;;;185;50;38;38;
BY;w;1991-2000;SPD;52235;;35959;;6047;704;69;5329;1831;2297;780;101
BY;w;1991-2000;CDU;;;;;;;;;;;;
BY;w;1991-2000;GRÜNE;92243;71;9163;;72585;405;39;3140;3993;2847;614;40
BY;w;1991-2000;FDP;20473;32;902;;1027;10918;341;5458;432;1363;980;12
BY;w;1991-2000;AfD;88198;494;489;;;1349;73036;7478;285;5067;3407;8
BY;w;1991-2000;CSU;116148;97;2413;;1827;1856;1815;101499;530;6111;4703;96
BY;w;1991-2000;Die Linke;78193;118;10697;;19307;687;180;2142;42365;2697;706;92
BY;w;1991-2000;Sonstige;85114;956;6095;;4235;2964;5454;13307;9708;42395;25667;1674
BY;w;1991-2000;dar. FREIE WÄHLER;27304;39;965;;387;678;522;5700;301;18712;18139;14
BY;w;1991-2000;dar. BSW;26477;628;2808;;1013;1283;3068;4162;5354;8161;3789;1660
BY;w;1981-1990;Summe;604183;2529;68299;;100520;17140;108324;208078;32416;66876;41632;2226
BY;w;1981-1990;ungültig;754;267;;;42;80;164;161;12;28;;
BY;w;1981-1990;SPD;60160;211;42836;;7176;342;92;5329;1816;2357;1477;15
BY;w;1981-1990;CDU;;;;;;;;;;;;
BY;w;1981-1990;GRÜNE;98251;52;9989;;77981;203;40;4930;1966;3089;700;
BY;w;1981-1990;FDP;19843;54;740;;719;9927;444;6305;95;1559;1012;
BY;w;1981-1990;AfD;117519;671;682;;8;944;98572;10313;790;5539;4012;115
BY;w;1981-1990;CSU;183947;76;4193;;2310;2510;2169;163577;399;8713;7206;86
BY;w;1981-1990;Die Linke;38297;135;5201;;8538;178;247;1603;20451;1942;811;59
BY;w;1981-1990;Sonstige;85414;1062;4659;;3746;2956;6596;15860;6886;43649;26412;1951
BY;w;1981-1990;dar. FREIE WÄHLER;30295;144;664;;777;795;849;6806;126;20132;19270;102
BY;w;1981-1990;dar. BSW;28142;550;2242;;604;1507;3680;5845;4583;9131;3951;1716
BY;w;1966-1980;Summe;981289;5016;111914;;127114;25821;173568;397130;38603;102122;69152;3035
BY;w;1966-1980;ungültig;1627;877;188;;15;23;79;403;42;;;
BY;w;1966-1980;SPD;104098;286;75010;;10532;521;322;10656;1866;4906;2815;113
BY;w;1966-1980;CDU;;;;;;;;;;;;
BY;w;1966-1980;GRÜNE;131600;97;14090;;102292;523;;8079;2456;4062;1506;
BY;w;1966-1980;FDP;36383;56;1013;;649;17292;1290;13675;162;2247;1963;41
BY;w;1966-1980;AfD;187799;1523;1067;;79;1670;158499;14701;885;9373;6257;141
BY;w;1966-1980;CSU;356703;530;8091;;4024;3215;3542;321057;1237;15005;12321;64
BY;w;1966-1980;Die Linke;42380;117;5513;;5827;298;474;3086;24540;2524;1532;26
BY;w;1966-1980;Sonstige;120700;1531;6941;;3696;2279;9361;25473;7414;64005;42757;2649
BY;w;1966-1980;dar. FREIE WÄHLER;51601;44;1439;;565;679;1877;13158;497;33343;32549;77
BY;w;1966-1980;dar. BSW;36793;974;3194;;804;842;5340;7617;4978;13045;6002;2491
BY;w;1956-1965;Summe;767798;5141;112621;;88417;19853;108440;350495;19154;63677;44528;2093
BY;w;1956-1965;ungültig;3136;2054;187;;;109;321;311;;154;71;
BY;w;1956-1965;SPD;107039;153;84720;;8829;556;142;8628;1357;2655;1545;54
BY;w;1956-1965;CDU;;;;;;;;;;;;
BY;w;1956-1965;GRÜNE;90841;48;11021;;70465;336;8;5870;802;2291;856;
BY;w;1956-1965;FDP;27985;81;1092;;121;13730;593;10545;45;1779;1533;
BY;w;1956-1965;AfD;114197;1074;662;;70;768;98891;7222;432;5078;3062;179
BY;w;1956-1965;CSU;326546;506;7157;;3474;2899;2248;299406;572;10285;8810;96
BY;w;1956-1965;Die Linke;21024;36;3167;;3479;105;82;1060;12384;711;306;
BY;w;1956-1965;Sonstige;77030;1189;4615;;1980;1350;6156;17454;3563;40723;28344;1763
BY;w;1956-1965;dar. FREIE WÄHLER;36802;;1312;;229;478;1302;9905;228;23349;22457;67
BY;w;1956-1965;dar. BSW;22745;892;2141;;805;563;3786;4472;2536;7550;3597;1655
BY;w;<=1955;Summe;872457;8058;154165;;56987;23989;64036;507966;10724;46532;36109;1398
BY;w;<=1955;ungültig;6051;3956;381;;63;80;338;1129;;104;38;
BY;w;<=1955;SPD;150249;574;125566;;5899;1202;182;13549;850;2427;1957;
BY;w;<=1955;CDU;;;;;;;;;;;;
BY;w;<=1955;GRÜNE;61559;10;9737;;45161;163;28;5133;718;609;247;
BY;w;<=1955;FDP;33198;60;756;;215;15787;332;14581;52;1414;1185;
BY;w;<=1955;AfD;69104;677;526;;;802;58421;5339;253;3086;2122;77
BY;w;<=1955;CSU;478180;1269;9500;;1851;4032;1484;450261;378;9405;8258;
BY;w;<=1955;Die Linke;12883;39;2384;;2198;99;13;998;6547;605;172;69
BY;w;<=1955;Sonstige;61234;1475;5313;;1600;1824;3238;16976;1927;28881;22131;1252
BY;w;<=1955;dar. FREIE WÄHLER;37052;51;2080;;187;1204;854;12258;56;20361;19924;12
BY;w;<=1955;dar. BSW;14543;1070;2103;;613;509;1987;2456;1614;4192;1613;1186
SL;Summe;Summe;Summe;605293;8051;178745;177003;30477;20611;129177;;41215;20014;19458;
SL;Summe;Summe;ungültig;5570;4108;290;614;28;77;325;;40;88;88;
SL;Summe;Summe;SPD;131136;225;120178;4877;2136;504;621;;1942;653;653;
SL;Summe;Summe;CDU;161113;788;10032;143562;695;1895;2007;;834;1301;1291;
SL;Summe;Summe;GRÜNE;43371;148;15549;2746;22988;355;26;;1324;236;236;
SL;Summe;Summe;FDP;25725;46;1959;8523;98;13610;706;;288;495;495;
SL;Summe;Summe;AfD;129294;284;2489;6520;52;1220;116794;;726;1209;1174;
SL;Summe;Summe;CSU;;;;;;;;;;;;
SL;Summe;Summe;Die Linke;44080;90;13681;1253;2238;135;411;;25909;363;277;
SL;Summe;Summe;Sonstige;65004;2363;14568;8908;2243;2814;8288;;10151;15669;15245;
SL;Summe;Summe;dar. FREIE WÄHLER;8476;3;839;635;32;62;238;;266;6401;6395;
SL;Summe;Summe;dar. BSW;37001;1391;9807;5509;404;1816;6148;;7102;4824;4671;
SL;Summe;2001-2007;Summe;37116;461;11215;5505;2038;1784;7858;;7296;958;936;
SL;Summe;2001-2007;ungültig;287;270;7;;;;;;10;;;
SL;Summe;2001-2007;SPD;5069;;4358;240;40;120;94;;211;7;7;
SL;Summe;2001-2007;CDU;3928;15;573;3125;34;78;51;;44;8;8;
SL;Summe;2001-2007;GRÜNE;3149;;1346;191;1272;;;;340;;;
SL;Summe;2001-2007;FDP;2109;;175;671;;1064;11;;96;93;93;
SL;Summe;2001-2007;AfD;8077;7;292;379;;101;7128;;17;153;153;
SL;Summe;2001-2007;CSU;;;;;;;;;;;;
SL;Summe;2001-2007;Die Linke;9141;33;3036;43;493;64;60;;5352;60;45;
SL;Summe;2001-2007;Sonstige;5355;136;1431;855;199;357;514;;1226;637;630;
SL;Summe;2001-2007;dar. FREIE WÄHLER;204;;61;38;;25;10;;;70;70;
SL;Summe;2001-2007;dar. BSW;3172;132;881;562;25;201;371;;678;322;322;
SL;Summe;1991-2000;Summe;71001;699;19847;11968;4827;3214;17553;;9656;3236;3119;
SL;Summe;1991-2000;ungültig;617;556;;;;3;58;;;;;
SL;Summe;1991-2000;SPD;10321;4;9174;309;402;7;15;;302;109;109;
SL;Summe;1991-2000;CDU;9413;;1142;7738;82;126;144;;118;63;63;
SL;Summe;1991-2000;GRÜNE;6950;;2951;334;3342;4;11;;255;53;53;
SL;Summe;1991-2000;FDP;3646;;431;865;35;2213;44;;44;14;14;
SL;Summe;1991-2000;AfD;18099;;323;1038;;210;16113;;158;257;257;
SL;Summe;1991-2000;CSU;;;;;;;;;;;;
SL;Summe;1991-2000;Die Linke;11158;;3607;335;468;34;65;;6592;57;15;
SL;Summe;1991-2000;Sonstige;10797;140;2219;1349;498;618;1103;;2188;2683;2609;
SL;Summe;1991-2000;dar. FREIE WÄHLER;1287;3;143;14;;4;27;;;1097;1097;
SL;Summe;1991-2000;dar. BSW;5275;14;1188;943;97;320;618;;1294;801;801;
SL;Summe;1981-1990;Summe;86184;913;20809;19022;5580;2667;27086;;6636;3470;3397;
SL;Summe;1981-1990;ungültig;613;486;22;;28;74;4;;;;;
SL;Summe;1981-1990;SPD;13532;;12094;596;378;20;174;;255;15;15;
SL;Summe;1981-1990;CDU;16475;106;1243;13906;131;254;440;;136;259;252;
SL;Summe;1981-1990;GRÜNE;7618;;2606;536;4130;70;;;220;55;55;
SL;Summe;1981-1990;FDP;3072;;394;947;31;1533;71;;89;7;7;
SL;Summe;1981-1990;AfD;26870;10;371;1249;;235;24780;;119;105;105;
SL;Summe;1981-1990;CSU;;;;;;;;;;;;
SL;Summe;1981-1990;Die Linke;7066;;2221;194;373;26;50;;4114;89;82;
SL;Summe;1981-1990;Sonstige;10939;311;1858;1594;509;455;1568;;1703;2940;2881;
SL;Summe;1981-1990;dar. FREIE WÄHLER;1825;;112;251;7;15;157;;26;1258;1258;
SL;Summe;1981-1990;dar. BSW;5429;108;1137;717;11;278;1104;;1148;926;919;
SL;Summe;1966-1980;Summe;135057;1326;33778;38365;6311;4451;36766;;8000;6060;5896;
SL;Summe;1966-1980;ungültig;823;627;29;37;;;11;;30;88;88;
SL;Summe;1966-1980;SPD;23535;14;21073;1217;433;44;172;;428;153;153;
SL;Summe;1966-1980;CDU;33907;45;2356;29826;135;384;485;;189;486;486;
SL;Summe;1966-1980;GRÜNE;9550;28;3457;717;4855;236;;;214;45;45;
SL;Summe;1966-1980;FDP;5670;35;262;1979;25;2891;236;;42;200;200;
SL;Summe;1966-1980;AfD;37121;74;714;1765;11;324;33450;;341;442;442;
SL;Summe;1966-1980;CSU;;;;;;;;;;;;
SL;Summe;1966-1980;Die Linke;7725;4;2335;309;384;7;201;;4472;13;13;
SL;Summe;1966-1980;Sonstige;16727;498;3553;2514;468;564;2211;;2285;4633;4469;
SL;Summe;1966-1980;dar. FREIE WÄHLER;2667;;386;240;3;10;14;;58;1956;1949;
SL;Summe;1966-1980;dar. BSW;9334;256;2325;1523;107;433;1785;;1682;1223;1137;
SL;Summe;1956-1965;Summe;129323;2000;42554;39077;7581;3777;25191;;5358;3785;3647;
SL;Summe;1956-1965;ungültig;1215;1112;;74;;;29;;;;;
SL;Summe;1956-1965;SPD;33865;67;31420;1183;580;63;105;;282;164;164;
SL;Summe;1956-1965;CDU;37074;130;2602;32997;264;273;374;;186;246;243;
SL;Summe;1956-1965;GRÜNE;9546;80;2854;415;5988;37;15;;150;8;8;
SL;Summe;1956-1965;FDP;4843;;325;1510;7;2779;108;;15;100;100;
SL;Summe;1956-1965;AfD;24913;133;491;1182;41;213;22578;;42;235;199;
SL;Summe;1956-1965;CSU;;;;;;;;;;;;
SL;Summe;1956-1965;Die Linke;4957;;1626;141;309;;32;;2805;43;21;
SL;Summe;1956-1965;Sonstige;12910;478;3235;1576;393;412;1949;;1878;2989;2911;
SL;Summe;1956-1965;dar. FREIE WÄHLER;1498;;65;52;;7;7;;95;1272;1272;
SL;Summe;1956-1965;dar. BSW;8497;434;2521;1097;134;257;1492;;1605;957;931;
