# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
HB;m|d|o;1956-1965;Sonstige;1916;195;283;136;113;72;172;;324;621;85;
HB;m|d|o;1956-1965;dar. FREIE WÄHLER;108;;;;;;;;32;76;57;
HB;m|d|o;1956-1965;dar. BSW;1255;195;259;134;84;44;169;;226;145;28;
HB;m|d|o;<=1955;Summe;34781;480;12679;12063;3038;1202;2505;;2436;377;35;
HB;m|d|o;<=1955;ungültig;231;172;6;15;;;22;;;15;15;
HB;m|d|o;<=1955;SPD;11887;88;10767;478;274;62;34;;152;32;;
HB;m|d|o;<=1955;CDU;11377;47;386;10516;46;174;111;;38;58;;
HB;m|d|o;<=1955;GRÜNE;3215;8;595;62;2370;;2;;174;4;;
HB;m|d|o;<=1955;FDP;1937;;87;828;40;953;28;;;;;
HB;m|d|o;<=1955;AfD;2475;61;77;64;;8;2221;;31;11;;
HB;m|d|o;<=1955;CSU;;;;;;;;;;;;
HB;m|d|o;<=1955;Die Linke;2563;14;570;28;210;;;;1729;11;;
HB;m|d|o;<=1955;Sonstige;1095;90;190;70;97;4;87;;311;246;20;
HB;m|d|o;<=1955;dar. FREIE WÄHLER;23;;;;;;;;;23;20;
HB;m|d|o;<=1955;dar. BSW;828;90;138;67;32;4;87;;311;98;;
HB;w;Summe;Summe;182532;1636;51742;39877;30682;4697;22351;;25452;6095;1106;
HB;w;Summe;ungültig;1263;806;255;102;;;71;;29;;;
HB;w;Summe;SPD;44108;140;37393;1847;2612;195;79;;1404;437;72;
HB;w;Summe;CDU;36292;19;2004;32392;561;426;443;;200;246;53;
HB;w;Summe;GRÜNE;30216;31;4382;736;23121;17;;;1412;517;3;
HB;w;Summe;FDP;5706;;504;1571;93;3259;103;;88;87;;
HB;w;Summe;AfD;21986;16;241;1032;;159;20118;;194;226;49;
HB;w;Summe;CSU;;;;;;;;;;;;
HB;w;Summe;Die Linke;30296;149;5067;738;3842;114;154;;19729;503;30;
HB;w;Summe;Sonstige;12666;473;1897;1458;453;527;1382;;2397;4079;899;
HB;w;Summe;dar. FREIE WÄHLER;875;16;71;134;;3;18;;59;573;475;
HB;w;Summe;dar. BSW;7861;391;1353;1062;182;506;1219;;2010;1137;182;
HB;w;2001-2007;Summe;12245;45;2690;640;1889;465;755;;5416;344;81;
HB;w;2001-2007;ungültig;25;25;;;;;;;;;;
HB;w;2001-2007;SPD;1360;;1026;99;57;33;;;137;8;;
HB;w;2001-2007;CDU;573;;46;393;44;48;;;38;4;;
HB;w;2001-2007;GRÜNE;1415;;294;2;843;;;;211;65;;
HB;w;2001-2007;FDP;383;;48;23;3;290;;;19;;;
HB;w;2001-2007;AfD;735;;3;20;;15;681;;15;;;
HB;w;2001-2007;CSU;;;;;;;;;;;;
HB;w;2001-2007;Die Linke;6968;;1190;38;870;15;60;;4745;50;15;
HB;w;2001-2007;Sonstige;788;20;82;65;74;65;14;;250;218;65;
HB;w;2001-2007;dar. FREIE WÄHLER;68;;;17;;;;;28;24;24;
HB;w;2001-2007;dar. BSW;493;20;82;14;42;62;14;;195;63;2;
HB;w;1991-2000;Summe;24150;68;4363;2820;5098;621;2867;;7029;1284;111;
HB;w;1991-2000;ungültig;14;14;;;;;;;;;;
HB;w;1991-2000;SPD;3019;;2128;241;295;;28;;244;84;29;
HB;w;1991-2000;CDU;2275;;94;1943;34;59;113;;3;30;;
HB;w;1991-2000;GRÜNE;4778;;675;48;3449;13;;;457;134;;
HB;w;1991-2000;FDP;620;;11;164;;376;14;;26;28;;
HB;w;1991-2000;AfD;2715;;60;189;;2;2443;;13;9;4;
HB;w;1991-2000;CSU;;;;;;;;;;;;
HB;w;1991-2000;Die Linke;8456;14;1078;61;1259;28;40;;5719;257;4;
HB;w;1991-2000;Sonstige;2272;40;318;173;61;143;229;;567;741;74;
HB;w;1991-2000;dar. FREIE WÄHLER;20;;;;;;;;;20;2;
HB;w;1991-2000;dar. BSW;1337;26;207;169;7;138;189;;464;137;22;
HB;w;1981-1990;Summe;24214;240;4510;4374;5046;561;4381;;3847;1255;296;
HB;w;1981-1990;ungültig;87;87;;;;;;;;;;
HB;w;1981-1990;SPD;3462;32;2684;121;326;15;;;266;18;;
HB;w;1981-1990;CDU;3816;;127;3430;48;18;115;;30;48;24;
HB;w;1981-1990;GRÜNE;4494;;430;79;3751;;;;126;107;3;
HB;w;1981-1990;FDP;629;;44;79;2;429;29;;10;36;;
HB;w;1981-1990;AfD;4039;;21;127;;;3774;;23;93;32;
HB;w;1981-1990;CSU;;;;;;;;;;;;
HB;w;1981-1990;Die Linke;4886;24;740;209;808;21;32;;2929;123;;
HB;w;1981-1990;Sonstige;2801;97;462;328;111;78;432;;463;830;238;
HB;w;1981-1990;dar. FREIE WÄHLER;156;;17;3;;;;;;137;107;
HB;w;1981-1990;dar. BSW;1818;69;337;280;3;71;378;;424;256;81;
HB;w;1966-1980;Summe;39510;403;10187;8896;7008;986;6270;;4074;1685;312;
HB;w;1966-1980;ungültig;237;192;25;;;;16;;5;;;
HB;w;1966-1980;SPD;8576;49;7241;317;378;60;;;335;195;43;
HB;w;1966-1980;CDU;8187;;472;7213;156;34;119;;54;139;16;
HB;w;1966-1980;GRÜNE;7496;24;908;328;5930;2;;;140;163;;
HB;w;1966-1980;FDP;1131;;116;358;23;622;7;;;4;;
HB;w;1966-1980;AfD;6293;2;75;245;;100;5779;;57;34;;
HB;w;1966-1980;CSU;;;;;;;;;;;;
HB;w;1966-1980;Die Linke;4478;52;915;131;448;28;8;;2875;21;11;
HB;w;1966-1980;Sonstige;3113;84;434;303;75;140;340;;607;1130;242;
HB;w;1966-1980;dar. FREIE WÄHLER;200;;;43;;;15;;;141;92;
HB;w;1966-1980;dar. BSW;1922;81;356;256;35;140;302;;485;267;60;
HB;w;1956-1965;Summe;35271;450;11054;7915;6206;973;4886;;2977;810;156;
HB;w;1956-1965;ungültig;235;166;12;3;;;31;;24;;;
HB;w;1956-1965;SPD;9808;34;8610;335;544;17;29;;187;52;;
HB;w;1956-1965;CDU;7222;5;633;6283;88;86;34;;73;20;11;
HB;w;1956-1965;GRÜNE;6432;2;905;141;5145;;;;192;48;;
HB;w;1956-1965;FDP;1235;;101;265;24;745;50;;32;19;;
HB;w;1956-1965;AfD;5024;2;77;313;;15;4509;;53;55;14;
HB;w;1956-1965;CSU;;;;;;;;;;;;
HB;w;1956-1965;Die Linke;3251;57;494;213;305;19;14;;2108;41;;
HB;w;1956-1965;Sonstige;2064;185;221;363;100;90;219;;308;577;131;
HB;w;1956-1965;dar. FREIE WÄHLER;237;14;23;38;;3;;;32;127;127;
HB;w;1956-1965;dar. BSW;1314;153;163;196;79;85;219;;245;174;2;
HB;w;<=1955;Summe;47143;429;18939;15232;5433;1090;3192;;2110;717;149;
HB;w;<=1955;ungültig;664;323;217;99;;;25;;;;;
HB;w;<=1955;SPD;17883;26;15704;733;1012;69;22;;235;81;;
HB;w;<=1955;CDU;14220;15;631;13131;191;181;63;;2;6;2;
HB;w;<=1955;GRÜNE;5602;5;1169;138;4003;2;;;285;;;
HB;w;<=1955;FDP;1707;;183;681;42;797;3;;;;;
HB;w;<=1955;AfD;3181;12;6;137;;27;2932;;32;36;;
HB;w;<=1955;CSU;;;;;;;;;;;;
HB;w;<=1955;Die Linke;2258;2;650;86;152;4;;;1353;11;;
HB;w;<=1955;Sonstige;1628;47;379;227;33;10;148;;202;583;147;
HB;w;<=1955;dar. FREIE WÄHLER;194;2;32;34;;;3;;;124;122;
HB;w;<=1955;dar. BSW;978;41;207;147;17;10;117;;199;239;14;
NW;Summe;Summe;Summe;10587740;97311;2633792;3566853;1230253;349157;1720896;;714177;275301;113892;6515
NW;Summe;Summe;ungültig;61606;40384;6460;6273;871;503;4901;;1401;813;481;83
NW;Summe;Summe;SPD;2108434;5676;1790788;138539;101045;10779;9524;;37480;14603;3666;314
NW;Summe;Summe;CDU;3170627;8444;141671;2872001;36955;42821;39156;;13655;15923;8433;415
NW;Summe;Summe;GRÜNE;1300901;1622;255203;84230;906710;5660;1276;;29926;16274;1313;
NW;Summe;Summe;FDP;462446;1133;27555;182467;7102;222432;13802;;3774;4182;2192;61
NW;Summe;Summe;AfD;1770379;10220;29985;120787;2149;20054;1545446;;12109;29628;19960;650
NW;Summe;Summe;CSU;;;;;;;;;;;;
NW;Summe;Summe;Die Linke;877123;3335;225032;28410;127838;5681;7234;;466129;13464;2088;104
NW;Summe;Summe;Sonstige;836224;26497;157096;134146;47583;41226;99558;;149703;180415;75759;4888
NW;Summe;Summe;dar. FREIE WÄHLER;52891;916;5302;9763;732;2034;2270;;1464;30410;27990;
NW;Summe;Summe;dar. BSW;432911;17876;93127;76909;11349;22955;67212;;97294;46189;19209;4304
NW;Summe;2001-2007;Summe;753911;4502;182922;139089;103076;35376;108039;;154891;26015;6941;960
NW;Summe;2001-2007;ungültig;2143;1603;64;50;;;187;;201;38;38;
NW;Summe;2001-2007;SPD;100256;80;71057;10364;7634;1405;408;;7384;1925;136;44
NW;Summe;2001-2007;CDU;101349;108;6511;84620;1643;3808;2333;;1333;992;167;112
NW;Summe;2001-2007;GRÜNE;92159;136;20759;3624;59532;576;;;5359;2172;43;
NW;Summe;2001-2007;FDP;42939;92;3956;13952;960;21241;1274;;988;474;150;
NW;Summe;2001-2007;AfD;113318;380;2412;9658;129;1898;95650;;1403;1787;835;127
NW;Summe;2001-2007;CSU;;;;;;;;;;;;
NW;Summe;2001-2007;Die Linke;212946;552;59897;4210;27984;1232;680;;115199;3191;190;42
NW;Summe;2001-2007;Sonstige;88802;1550;18265;12610;5193;5215;7508;;23023;15437;5382;635
NW;Summe;2001-2007;dar. FREIE WÄHLER;3322;46;274;584;33;243;145;;154;1843;1678;
NW;Summe;2001-2007;dar. BSW;44554;888;10745;7070;1109;2783;4544;;13411;4006;1299;635
NW;Summe;1991-2000;Summe;1419157;9311;298389;292412;245916;63445;254482;;193602;61599;20057;1369
NW;Summe;1991-2000;ungültig;4700;3510;173;348;;;375;;169;125;125;
NW;Summe;1991-2000;SPD;180883;506;138326;14244;15056;1838;946;;7153;2813;354;36
NW;Summe;1991-2000;CDU;224855;287;13861;192965;3566;5358;5181;;1963;1674;837;55
NW;Summe;1991-2000;GRÜNE;227724;105;41942;9373;162581;1361;94;;8246;4020;160;
NW;Summe;1991-2000;FDP;74183;157;5129;25691;1495;37965;1985;;922;841;417;
NW;Summe;1991-2000;AfD;262148;1024;3807;18257;428;4073;227656;;2132;4772;3099;64
NW;Summe;1991-2000;CSU;;;;;;;;;;;;
NW;Summe;1991-2000;Die Linke;259009;414;62368;5367;48181;1803;1721;;134656;4500;415;53
NW;Summe;1991-2000;Sonstige;185653;3309;32782;26168;14607;11048;16524;;38361;42854;14648;1160
NW;Summe;1991-2000;dar. FREIE WÄHLER;10189;354;1082;2276;195;317;297;;360;5308;4819;
NW;Summe;1991-2000;dar. BSW;83509;1920;17716;13839;2603;5877;9319;;22301;9935;3379;990
NW;Summe;1981-1990;Summe;1525636;12767;294056;436091;212679;55926;342064;;113238;58815;23896;1200
NW;Summe;1981-1990;ungültig;6238;5070;267;356;48;44;426;;26;;;
NW;Summe;1981-1990;SPD;204980;401;165589;15014;13046;1477;1764;;5277;2412;540;108
NW;Summe;1981-1990;CDU;363861;442;17772;323483;4783;5816;6907;;1852;2806;1198;83
NW;Summe;1981-1990;GRÜNE;224503;108;40580;11958;161927;882;392;;5012;3645;366;
NW;Summe;1981-1990;FDP;68525;139;3824;25819;1194;33651;2535;;679;683;339;9
NW;Summe;1981-1990;AfD;354139;1962;6925;25336;557;4009;307236;;1695;6420;4830;233
NW;Summe;1981-1990;CSU;;;;;;;;;;;;
NW;Summe;1981-1990;Die Linke;127906;606;28815;5074;20356;1096;1624;;68751;1584;215;9
NW;Summe;1981-1990;Sonstige;175484;4039;30283;29052;10768;8951;21180;;29945;41265;16407;760
NW;Summe;1981-1990;dar. FREIE WÄHLER;11588;67;1025;2145;129;688;662;;395;6477;5873;
NW;Summe;1981-1990;dar. BSW;84659;2460;16973;15503;2067;4698;13402;;18984;10571;4182;629
NW;Summe;1966-1980;Summe;2526524;20066;548405;881791;289054;77321;509859;;130251;69776;32789;1482
NW;Summe;1966-1980;ungültig;11456;7676;904;909;130;100;1101;;535;102;102;
NW;Summe;1966-1980;SPD;433517;1191;363600;30876;23284;2024;1984;;7264;3295;991;126
NW;Summe;1966-1980;CDU;781088;1296;35294;701165;10360;10430;12821;;4033;5689;3380;86
NW;Summe;1966-1980;GRÜNE;327005;534;61747;25195;228158;1209;365;;5840;3956;430;
NW;Summe;1966-1980;FDP;105496;113;5737;43954;1410;48533;4110;;404;1235;494;52
NW;Summe;1966-1980;AfD;525612;2312;7549;37500;533;4860;459785;;4395;8677;5935;95
NW;Summe;1966-1980;CSU;;;;;;;;;;;;
NW;Summe;1966-1980;Die Linke;138272;912;35853;5717;16194;912;1983;;74732;1970;440;
NW;Summe;1966-1980;Sonstige;204078;6032;37722;36474;8984;9254;27710;;33049;44853;21018;1122
NW;Summe;1966-1980;dar. FREIE WÄHLER;15390;140;1544;3430;164;398;679;;385;8648;7907;
NW;Summe;1966-1980;dar. BSW;110443;4368;22275;21492;2672;5466;19156;;22888;12125;6122;969
NW;Summe;1956-1965;Summe;2074321;20851;582834;741228;227793;52548;334759;;75277;39031;20411;924
NW;Summe;1956-1965;ungültig;13243;8273;1512;1448;68;73;1496;;211;162;72;
NW;Summe;1956-1965;SPD;510819;1168;442513;31425;22614;1790;2990;;5783;2536;950;
NW;Summe;1956-1965;CDU;685203;1640;31947;620124;10186;7980;7865;;2762;2698;1943;51
NW;Summe;1956-1965;GRÜNE;255981;349;53136;17283;179171;413;263;;3722;1645;137;
NW;Summe;1956-1965;FDP;73575;360;4021;29603;1025;35370;2478;;226;494;430;
NW;Summe;1956-1965;AfD;338944;2722;5575;18822;304;3002;300890;;1590;6039;3915;87
NW;Summe;1956-1965;CSU;;;;;;;;;;;;
NW;Summe;1956-1965;Die Linke;83521;403;21749;4221;9365;295;846;;45217;1423;464;
NW;Summe;1956-1965;Sonstige;113034;5936;22383;18301;5060;3624;17931;;15767;24034;12500;786
NW;Summe;1956-1965;dar. FREIE WÄHLER;8332;61;991;894;212;246;310;;91;5527;5296;
NW;Summe;1956-1965;dar. BSW;67666;4275;15174;12187;1695;2066;13516;;12360;6394;3227;656
NW;Summe;<=1955;Summe;2288191;29814;727185;1076242;151735;64540;171693;;46918;20064;9798;580
NW;Summe;<=1955;ungültig;23826;14253;3540;3161;625;286;1316;;258;386;144;83
NW;Summe;<=1955;SPD;677978;2329;609703;36615;19410;2244;1433;;4620;1623;694;
NW;Summe;<=1955;CDU;1014270;4671;36286;949644;6416;9429;4048;;1712;2064;907;27
NW;Summe;<=1955;GRÜNE;173530;390;37038;16797;115341;1218;162;;1748;835;176;
NW;Summe;<=1955;FDP;97728;272;4888;43448;1018;45671;1419;;556;455;362;
NW;Summe;<=1955;AfD;176217;1820;3718;11214;197;2212;154229;;894;1933;1346;44
NW;Summe;<=1955;CSU;;;;;;;;;;;;
NW;Summe;<=1955;Die Linke;55469;447;16350;3821;5757;344;380;;27574;796;364;
NW;Summe;<=1955;Sonstige;69173;5631;15662;11541;2970;3135;8706;;9557;11971;5805;425
NW;Summe;<=1955;dar. FREIE WÄHLER;4070;248;386;434;;141;176;;78;2606;2417;
NW;Summe;<=1955;dar. BSW;42079;3965;10244;6818;1203;2065;7276;;7351;3157;1001;425
NW;m|d|o;Summe;Summe;5142343;44449;1181659;1771239;514890;178253;1015699;;299103;137050;55338;2550
NW;m|d|o;Summe;ungültig;25186;16426;2490;2585;222;171;2575;;358;358;239;83
NW;m|d|o;Summe;SPD;939353;2469;810056;57889;36952;4048;5156;;15169;7614;1845;134
NW;m|d|o;Summe;CDU;1577365;4287;70216;1429219;15802;20855;22184;;6163;8640;4621;161
NW;m|d|o;Summe;GRÜNE;567432;771;114684;36077;390596;2406;787;;13277;8834;771;
NW;m|d|o;Summe;FDP;254202;592;12289;105261;3457;120117;8235;;1862;2387;1412;43
NW;m|d|o;Summe;AfD;1061958;5752;16648;72125;1130;11216;931826;;5844;17418;11383;365
NW;m|d|o;Summe;CSU;;;;;;;;;;;;
NW;m|d|o;Summe;Die Linke;355256;1762;88124;12123;48421;2036;3391;;192762;6638;1180;53
NW;m|d|o;Summe;Sonstige;361591;12388;67154;55961;18311;17404;41545;;63667;85160;33888;1711
NW;m|d|o;Summe;dar. FREIE WÄHLER;24547;419;2079;5077;391;704;910;;245;14722;13780;
NW;m|d|o;Summe;dar. BSW;189908;8659;42678;32670;4685;9620;29621;;42019;19956;8242;1438
NW;m|d|o;2001-2007;Summe;373924;2280;81158;83901;41725;23327;74072;;52788;14675;4010;252
NW;m|d|o;2001-2007;ungültig;1235;922;64;43;;;132;;36;38;38;
NW;m|d|o;2001-2007;SPD;50018;;36013;5715;3143;828;289;;3003;1027;109;44
NW;m|d|o;2001-2007;CDU;61659;;4299;51366;710;2550;1662;;451;621;119;9
NW;m|d|o;2001-2007;GRÜNE;41296;33;9580;1697;26785;230;;;1945;1026;43;
NW;m|d|o;2001-2007;FDP;28812;28;2105;9955;403;14455;1230;;408;229;53;
NW;m|d|o;2001-2007;AfD;77920;268;1630;6613;70;1682;66302;;415;941;420;68
NW;m|d|o;2001-2007;CSU;;;;;;;;;;;;
NW;m|d|o;2001-2007;Die Linke;67172;288;17292;1797;8420;400;515;;36865;1595;146;
NW;m|d|o;2001-2007;Sonstige;45812;742;10175;6716;2194;3181;3942;;9664;9198;3081;131
NW;m|d|o;2001-2007;dar. FREIE WÄHLER;2171;;148;497;;97;103;;20;1306;1161;
NW;m|d|o;2001-2007;dar. BSW;22075;560;6173;3618;503;1607;2358;;5010;2247;763;131
NW;m|d|o;1991-2000;Summe;708236;4581;136266;159953;105618;35827;155136;;78981;31873;10897;530
NW;m|d|o;1991-2000;ungültig;2320;1644;39;242;;;174;;169;52;52;
NW;m|d|o;1991-2000;SPD;83271;383;65398;6485;5829;564;541;;2470;1602;156;36
NW;m|d|o;1991-2000;CDU;124665;103;7909;106832;2028;3340;2642;;785;1026;601;
NW;m|d|o;1991-2000;GRÜNE;103844;105;19973;4132;73011;623;41;;3808;2152;78;
NW;m|d|o;1991-2000;FDP;45067;113;2750;15978;831;23159;1176;;542;518;235;
NW;m|d|o;1991-2000;AfD;163692;479;2126;11358;212;2524;142934;;804;3256;2217;64
NW;m|d|o;1991-2000;CSU;;;;;;;;;;;;
NW;m|d|o;1991-2000;Die Linke;101507;119;23605;2442;17502;608;713;;54361;2156;343;53
NW;m|d|o;1991-2000;Sonstige;83870;1636;14466;12485;6206;5010;6916;;16041;21110;7216;377
NW;m|d|o;1991-2000;dar. FREIE WÄHLER;5013;146;468;1297;111;121;223;;51;2596;2363;
NW;m|d|o;1991-2000;dar. BSW;37093;1029;8038;6581;1386;2595;4031;;9352;4081;1513;377
NW;m|d|o;1981-1990;Summe;765105;6277;131650;220537;92487;29307;202526;;52067;30254;11496;489
NW;m|d|o;1981-1990;ungültig;2893;2371;;229;20;;246;;26;;;
NW;m|d|o;1981-1990;SPD;89277;108;74135;5658;4494;615;830;;1970;1468;352;
NW;m|d|o;1981-1990;CDU;186462;325;8130;167102;2040;2675;3789;;877;1524;560;55
NW;m|d|o;1981-1990;GRÜNE;102206;;18913;5450;72406;323;281;;2735;2099;189;
NW;m|d|o;1981-1990;FDP;39288;48;1757;14818;633;19925;1273;;367;468;282;
NW;m|d|o;1981-1990;AfD;213814;1250;3483;14194;330;2081;187205;;989;4282;3172;103
NW;m|d|o;1981-1990;CSU;;;;;;;;;;;;
NW;m|d|o;1981-1990;Die Linke;56190;366;12203;1743;8323;310;667;;31765;812;77;
NW;m|d|o;1981-1990;Sonstige;74975;1809;13029;11344;4241;3379;8235;;13338;19601;6862;330
NW;m|d|o;1981-1990;dar. FREIE WÄHLER;4908;30;242;1021;121;259;213;;102;2920;2760;
NW;m|d|o;1981-1990;dar. BSW;36517;1032;8009;6159;962;1801;5567;;8516;4471;1387;243
NW;m|d|o;1966-1980;Summe;1253329;9051;246924;452862;121405;36726;299075;;54578;32709;15113;561
NW;m|d|o;1966-1980;ungültig;4025;2660;331;354;46;;461;;117;55;55;
NW;m|d|o;1966-1980;SPD;193703;465;166460;12917;8008;693;1192;;2567;1400;330;53
NW;m|d|o;1966-1980;CDU;405255;955;17341;364469;4566;4971;7692;;2074;3187;2053;27
NW;m|d|o;1966-1980;GRÜNE;141634;267;26626;11483;97859;684;218;;2301;2197;266;
NW;m|d|o;1966-1980;FDP;55174;113;2237;24807;652;24173;2502;;78;610;342;43
NW;m|d|o;1966-1980;AfD;311989;1326;4402;21882;350;2453;275064;;2083;4429;2684;87
NW;m|d|o;1966-1980;CSU;;;;;;;;;;;;
NW;m|d|o;1966-1980;Die Linke;57780;383;14449;2195;6495;270;884;;32150;954;155;
NW;m|d|o;1966-1980;Sonstige;83769;2881;15078;14755;3430;3481;11062;;13208;19876;9227;351
NW;m|d|o;1966-1980;dar. FREIE WÄHLER;6879;140;614;1731;96;70;259;;35;3933;3768;
NW;m|d|o;1966-1980;dar. BSW;46576;2026;9508;8695;852;2285;8201;;9967;5042;2738;251
NW;m|d|o;1956-1965;Summe;1024738;10027;273162;375655;93749;24412;191849;;37286;18598;9747;395
NW;m|d|o;1956-1965;ungültig;5893;3584;761;513;68;73;827;;;67;30;
NW;m|d|o;1956-1965;SPD;235208;596;206837;13713;8130;590;1389;;2590;1363;497;
NW;m|d|o;1956-1965;CDU;348800;1007;16460;316579;4480;3521;4240;;1136;1378;1013;42
NW;m|d|o;1956-1965;GRÜNE;108679;65;23880;7468;74436;118;127;;1692;892;117;
NW;m|d|o;1956-1965;FDP;39297;241;2187;17030;550;17373;1461;;178;277;259;
NW;m|d|o;1956-1965;AfD;198614;1726;3141;11634;104;1272;176140;;1115;3483;2040;43
NW;m|d|o;1956-1965;CSU;;;;;;;;;;;;
NW;m|d|o;1956-1965;Die Linke;43298;266;11370;2336;4428;198;416;;23629;655;235;
NW;m|d|o;1956-1965;Sonstige;44949;2542;8528;6382;1555;1266;7249;;6945;10483;5556;309
NW;m|d|o;1956-1965;dar. FREIE WÄHLER;4214;;487;436;63;108;84;;37;2999;2871;
NW;m|d|o;1956-1965;dar. BSW;27728;1847;6117;4453;613;628;5710;;5621;2739;1386;223
NW;m|d|o;<=1955;Summe;1017011;12234;312499;478331;59906;28654;93042;;23404;8941;4074;323
NW;m|d|o;<=1955;ungültig;8822;5246;1294;1205;88;98;735;;10;146;63;83
NW;m|d|o;<=1955;SPD;287875;917;261213;13401;7347;758;916;;2569;753;401;
NW;m|d|o;<=1955;CDU;450524;1898;16077;422871;1978;3798;2158;;840;903;274;27
NW;m|d|o;<=1955;GRÜNE;69773;302;15712;5848;46098;428;121;;796;468;77;
NW;m|d|o;<=1955;FDP;46563;49;1254;22672;390;21032;592;;288;285;240;
NW;m|d|o;<=1955;AfD;95928;703;1866;6445;66;1203;84182;;437;1027;850;
NW;m|d|o;<=1955;CSU;;;;;;;;;;;;
NW;m|d|o;<=1955;Die Linke;29310;339;9204;1609;3253;250;195;;13993;466;223;
NW;m|d|o;<=1955;Sonstige;28216;2780;5878;4279;685;1088;4141;;4471;4893;1945;213
NW;m|d|o;<=1955;dar. FREIE WÄHLER;1363;103;119;96;;50;27;;;968;857;
NW;m|d|o;<=1955;dar. BSW;19918;2164;4833;3163;370;706;3753;;3553;1376;456;213
NW;w;Summe;Summe;5445397;52862;1452133;1795614;715363;170904;705197;;415074;138251;58554;3965
NW;w;Summe;ungültig;36420;23958;3970;3688;649;331;2327;;1042;455;242;
NW;w;Summe;SPD;1169081;3207;980732;80650;64093;6731;4368;;22311;6988;1821;181
NW;w;Summe;CDU;1593262;4157;71456;1442783;21153;21966;16972;;7492;7283;3812;254
NW;w;Summe;GRÜNE;733469;850;140520;48153;516115;3254;488;;16649;7440;542;
NW;w;Summe;FDP;208244;540;15266;77207;3644;102314;5566;;1912;1794;781;18
NW;w;Summe;AfD;708421;4469;13338;48662;1019;8839;613619;;6266;12210;8577;285
NW;w;Summe;CSU;;;;;;;;;;;;
NW;w;Summe;Die Linke;521867;1572;136909;16286;79417;3645;3843;;273367;6826;908;51
NW;w;Summe;Sonstige;474633;14108;89943;78185;29272;23822;58013;;86035;95255;41872;3177
NW;w;Summe;dar. FREIE WÄHLER;28344;497;3224;4686;340;1329;1360;;1219;15688;14210;
NW;w;Summe;dar. BSW;243003;9217;50450;44238;6664;13334;37591;;55276;26233;10967;2866
NW;w;2001-2007;Summe;379987;2222;101764;55189;61352;12050;33968;;102103;11340;2931;708
NW;w;2001-2007;ungültig;908;681;;7;;;55;;165;;;
NW;w;2001-2007;SPD;50238;80;35044;4649;4491;577;119;;4381;897;27;
NW;w;2001-2007;CDU;39690;108;2212;33255;934;1259;671;;881;370;48;103
NW;w;2001-2007;GRÜNE;50862;103;11180;1927;32747;346;;;3414;1146;;
NW;w;2001-2007;FDP;14126;64;1851;3997;558;6786;44;;581;245;96;
NW;w;2001-2007;AfD;35398;113;782;3046;59;216;29348;;988;846;415;59
NW;w;2001-2007;CSU;;;;;;;;;;;;
NW;w;2001-2007;Die Linke;145774;264;42605;2413;19564;832;165;;78334;1596;44;42
NW;w;2001-2007;Sonstige;42990;808;8090;5894;2999;2034;3566;;13359;6239;2301;503
NW;w;2001-2007;dar. FREIE WÄHLER;1151;46;126;87;33;146;42;;135;537;517;
NW;w;2001-2007;dar. BSW;22479;327;4573;3451;606;1176;2185;;8401;1759;536;503
NW;w;1991-2000;Summe;710921;4730;162123;132459;140297;27618;99346;;114621;29727;9159;839
NW;w;1991-2000;ungültig;2381;1866;134;106;;;201;;;73;73;
NW;w;1991-2000;SPD;97612;123;72928;7759;9227;1275;406;;4683;1211;199;
NW;w;1991-2000;CDU;100190;184;5952;86133;1539;2017;2539;;1178;648;236;55
NW;w;1991-2000;GRÜNE;123880;;21969;5242;89570;739;53;;4438;1869;82;
NW;w;1991-2000;FDP;29116;44;2379;9713;663;14806;809;;380;323;183;
NW;w;1991-2000;AfD;98457;545;1681;6899;217;1549;84722;;1327;1516;882;
NW;w;1991-2000;CSU;;;;;;;;;;;;
NW;w;1991-2000;Die Linke;157502;295;38763;2925;30679;1195;1007;;80295;2343;72;
