# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Erst-/Zweitstimme;Geschlecht;Geburtsjahresgruppe;Summe;Ungültig;SPD;CDU;GRÜNE;FDP;AfD;CSU;Die Linke;Sonstige;dar. FREIE WÄHLER;dar. BSW
BE;2;Summe;1981-1990;346108;1149;38191;43489;79583;12034;53424;;76399;41840;1214;20415
BE;2;Summe;1966-1980;476458;2475;64422;88440;97473;18090;84975;;69883;50700;1745;31954
BE;2;Summe;1956-1965;338668;2459;58478;73117;47120;10764;70765;;41589;34375;985;24893
BE;2;Summe;<=1955;408878;4223;98560;119558;33513;15959;49824;;49707;37536;1152;29362
BE;2;m|d|o;Summe;933433;5254;129867;175689;151772;41150;172737;;163500;93465;2932;58533
BE;2;m|d|o;2001-2007;63182;236;6162;5871;9666;3329;8577;;21438;7903;220;4314
BE;2;m|d|o;1991-2000;124165;470;11587;11647;23727;7015;15931;;37495;16292;455;7979
BE;2;m|d|o;1981-1990;172264;435;18427;23546;37038;7138;31241;;35879;18560;614;8797
BE;2;m|d|o;1966-1980;234038;887;29572;47029;45749;9824;49296;;30544;21137;790;13447
BE;2;m|d|o;1956-1965;164789;1357;25960;35707;21698;5749;40817;;19219;14283;427;10605
BE;2;m|d|o;<=1955;174995;1868;38158;51888;13894;8096;26876;;18925;15290;426;13390
BE;2;w;Summe;1027744;6390;165315;180410;176263;32926;124253;;223722;118464;3470;71118
BE;2;w;2001-2007;67108;312;5768;3320;8889;2388;3533;;35113;7784;111;3582
BE;2;w;1991-2000;136609;320;12013;10656;28065;4497;9960;;55599;15499;520;7152
BE;2;w;1981-1990;173844;714;19764;19943;42545;4897;22183;;40519;23280;601;11618
BE;2;w;1966-1980;242420;1588;34850;41411;51724;8266;35679;;39339;29563;954;18507
BE;2;w;1956-1965;173878;1102;32518;37411;25421;5016;29949;;22370;20092;558;14287
BE;2;w;<=1955;233884;2355;60402;67670;19619;7863;22948;;30781;22246;726;15973
BB;1;Summe;Summe;1658681;16488;337040;332331;86006;44451;565718;;189182;87465;53057;
BB;1;Summe;2001-2007;90369;864;15251;9913;6017;2496;30010;;19299;6519;3075;
BB;1;Summe;1991-2000;132167;1052;20513;17664;13624;4257;45530;;19906;9622;4405;
BB;1;Summe;1981-1990;284155;2815;39436;46655;21365;7815;124177;;22765;19127;10352;
BB;1;Summe;1966-1980;422849;2426;66897;84999;22843;10505;172101;;37761;25318;16894;
BB;1;Summe;1956-1965;338838;2498;70393;79391;11570;9785;116248;;34119;14835;10444;
BB;1;Summe;<=1955;390302;6834;124550;93711;10587;9594;77650;;55331;12044;7887;
BB;1;m|d|o;Summe;793979;7408;139364;158139;38439;21101;316129;;76605;36794;21275;
BB;1;m|d|o;2001-2007;44038;151;5915;5127;2466;1436;18928;;6796;3218;1363;
BB;1;m|d|o;1991-2000;63687;571;8215;8548;4994;2231;25624;;8727;4777;1864;
BB;1;m|d|o;1981-1990;138802;1221;16404;23798;9629;3574;66253;;9705;8218;4518;
BB;1;m|d|o;1966-1980;214665;793;30381;42919;11178;4369;99111;;15241;10673;6724;
BB;1;m|d|o;1956-1965;166345;947;32190;37615;5723;5139;65348;;13334;6049;4487;
BB;1;m|d|o;<=1955;166441;3725;46259;40132;4447;4352;40864;;22802;3860;2319;
BB;1;w;Summe;864702;9080;197676;174192;47567;23350;249589;;112577;50671;31782;
BB;1;w;2001-2007;46331;713;9336;4785;3551;1060;11082;;12503;3302;1712;
BB;1;w;1991-2000;68480;481;12298;9116;8630;2025;19906;;11179;4846;2541;
BB;1;w;1981-1990;145353;1594;23032;22857;11736;4241;57924;;13060;10909;5834;
BB;1;w;1966-1980;208184;1633;36516;42079;11664;6136;72991;;22520;14645;10169;
BB;1;w;1956-1965;172493;1550;38203;41776;5846;4646;50901;;20785;8786;5957;
BB;1;w;<=1955;223861;3109;78291;53579;6140;5243;36786;;32529;8184;5568;
BB;2;Summe;Summe;1658681;11343;244010;298048;108598;53467;535275;;176224;231716;23969;176405
BB;2;Summe;2001-2007;90369;868;6522;7144;6883;3620;28023;;23370;13939;928;8368
BB;2;Summe;1991-2000;132167;746;9679;14597;14084;4713;43285;;24581;20483;2783;11725
BB;2;Summe;1981-1990;284155;2225;25285;42180;24240;8731;120074;;22909;38512;4906;24858
BB;2;Summe;1966-1980;422849;1503;43988;77794;31991;13932;164989;;31125;57526;8172;41598
BB;2;Summe;1956-1965;338838;2264;52658;68638;17286;11339;108318;;30337;48000;3867;41719
BB;2;Summe;<=1955;390302;3738;105878;87695;14113;11131;70588;;43903;53256;3314;48136
BB;2;m|d|o;Summe;793979;5011;99492;145029;49418;26971;301313;;72482;94265;10353;69595
BB;2;m|d|o;2001-2007;44038;156;3007;4078;3183;2265;17828;;7945;5576;419;2741
BB;2;m|d|o;1991-2000;63687;427;4003;8063;6040;2800;24794;;10020;7541;621;4348
BB;2;m|d|o;1981-1990;138802;1224;10680;21807;10551;4753;64486;;9979;15321;2614;8492
BB;2;m|d|o;1966-1980;214665;593;19838;38128;15230;6994;95006;;14051;24824;4238;17146
BB;2;m|d|o;1956-1965;166345;997;22976;34934;8743;6010;61890;;13367;17429;1562;14864
BB;2;m|d|o;<=1955;166441;1613;38988;38020;5672;4148;37308;;17120;23573;900;22004
BB;2;w;Summe;864702;6332;144518;153019;59180;26496;233962;;103742;137451;13616;106810
BB;2;w;2001-2007;46331;712;3514;3067;3701;1354;10195;;15424;8364;509;5627
BB;2;w;1991-2000;68480;318;5677;6534;8044;1914;18490;;14561;12941;2162;7377
BB;2;w;1981-1990;145353;1000;14605;20374;13689;3978;55587;;12929;23191;2292;16366
BB;2;w;1966-1980;208184;910;24150;39666;16761;6938;69983;;17074;32702;3934;24452
BB;2;w;1956-1965;172493;1267;29682;33704;8543;5329;46427;;16970;30571;2305;26855
BB;2;w;<=1955;223861;2125;66890;49675;8442;6983;33280;;26783;29683;2414;26132
MV;1;Summe;Summe;1029038;11315;179547;205786;36898;29339;376846;;144778;44529;27571;
MV;1;Summe;2001-2007;57123;250;10432;5113;2715;1866;20341;;14218;2188;1278;
MV;1;Summe;1991-2000;82516;476;13838;9581;7071;2505;27501;;17339;4205;2094;
MV;1;Summe;1981-1990;154418;1491;18814;23772;7788;4173;72910;;16745;8726;5800;
MV;1;Summe;1966-1980;238785;1652;30408;48228;7837;7057;108197;;23303;12102;7408;
MV;1;Summe;1956-1965;229751;2536;38841;50701;5742;6184;86895;;29250;9602;6256;
MV;1;Summe;<=1955;266445;4910;67214;68391;5745;7553;61003;;43923;7705;4735;
MV;1;m|d|o;Summe;493059;4818;73432;96119;16077;12098;214165;;60280;16071;10949;
MV;1;m|d|o;2001-2007;28483;178;4177;2939;1389;977;12975;;4822;1026;724;
MV;1;m|d|o;1991-2000;40684;282;5958;4916;3262;1361;15411;;7835;1658;1069;
MV;1;m|d|o;1981-1990;76745;695;7816;11713;3366;1752;40884;;7149;3370;2436;
MV;1;m|d|o;1966-1980;121573;696;13107;24165;3772;2797;62871;;9643;4521;3191;
MV;1;m|d|o;1956-1965;111186;1000;15925;23990;2348;2501;50161;;11945;3317;2147;
MV;1;m|d|o;<=1955;114390;1967;26449;28396;1939;2709;31864;;18886;2180;1382;
MV;1;w;Summe;535979;6497;106115;109667;20821;17241;162681;;84498;28458;16622;
MV;1;w;2001-2007;28640;72;6255;2174;1326;889;7366;;9396;1163;554;
MV;1;w;1991-2000;41833;194;7880;4665;3809;1143;12090;;9504;2547;1025;
MV;1;w;1981-1990;77674;796;10998;12059;4422;2421;32026;;9596;5356;3364;
MV;1;w;1966-1980;117212;955;17301;24063;4065;4259;45326;;13659;7582;4218;
MV;1;w;1956-1965;118566;1537;22916;26711;3394;3684;36734;;17305;6285;4110;
MV;1;w;<=1955;152055;2943;40765;39995;3806;4844;29140;;25037;5526;3352;
MV;2;Summe;Summe;1029038;7796;126687;181956;54719;32678;357361;;123059;144782;10814;107872
MV;2;Summe;2001-2007;57123;212;3643;3508;5224;1867;19516;;15575;7577;433;4288
MV;2;Summe;1991-2000;82516;335;6018;7468;10647;3061;26860;;17241;10885;1049;5834
MV;2;Summe;1981-1990;154418;1117;10547;20068;11398;3684;70565;;14906;22133;1929;14064
MV;2;Summe;1966-1980;238785;1044;20226;42203;11835;8828;103790;;18457;32401;2968;23928
MV;2;Summe;1956-1965;229751;1452;30054;45845;7953;6828;81308;;22653;33658;2356;27484
MV;2;Summe;<=1955;266445;3635;56200;62863;7662;8409;55323;;34226;38128;2079;32275
MV;2;m|d|o;Summe;493059;3400;51684;86634;25007;15949;205104;;47974;57307;4815;42898
MV;2;m|d|o;2001-2007;28483;95;1978;2011;2179;1512;12500;;4727;3480;304;1729
MV;2;m|d|o;1991-2000;40684;200;2849;3837;4956;1899;14912;;7299;4732;538;2488
MV;2;m|d|o;1981-1990;76745;544;4242;10070;5833;1833;40052;;5875;8295;1017;5022
MV;2;m|d|o;1966-1980;121573;522;8882;21620;5782;3929;60658;;7389;12790;1549;9353
MV;2;m|d|o;1956-1965;111186;622;12482;22388;3142;3201;47415;;8974;12962;700;11013
MV;2;m|d|o;<=1955;114390;1417;21250;26708;3115;3575;29567;;13709;15049;707;13293
MV;2;w;Summe;535979;4396;75003;95322;29712;16729;152257;;75085;87475;5999;64974
MV;2;w;2001-2007;28640;117;1664;1497;3046;355;7016;;10848;4097;129;2559
MV;2;w;1991-2000;41833;135;3169;3631;5691;1162;11948;;9943;6153;511;3346
MV;2;w;1981-1990;77674;573;6305;9998;5565;1851;30513;;9031;13837;911;9042
MV;2;w;1966-1980;117212;522;11344;20584;6053;4899;43131;;11068;19611;1419;14574
MV;2;w;1956-1965;118566;831;17571;23457;4810;3627;33893;;13679;20697;1657;16471
MV;2;w;<=1955;152055;2218;34950;36155;4547;4834;25756;;20517;23079;1373;18982
SN;1;Summe;Summe;2584777;22002;247349;612826;129025;69629;986060;;326830;191056;71775;79556
SN;1;Summe;2001-2007;161085;1124;14126;18469;10397;5585;54836;;45115;11433;2907;4472
SN;1;Summe;1991-2000;250623;1711;18333;34230;23149;7691;81707;;63162;20640;6507;6456
SN;1;Summe;1981-1990;425987;3091;31445;81755;35845;10777;170489;;55896;36688;13643;11246
SN;1;Summe;1966-1980;611548;4578;42721;140849;30221;15899;280630;;50967;45683;20123;16811
SN;1;Summe;1956-1965;492812;4025;44598;125853;15619;11683;213205;;44424;33406;13539;15788
SN;1;Summe;<=1955;642723;7473;96125;211670;13795;17994;185192;;67266;43207;15057;24782
SN;1;m|d|o;Summe;1257371;9232;105244;285440;61737;33178;546932;;137948;77659;27350;32952
SN;1;m|d|o;2001-2007;78622;803;6307;10230;5184;3087;32716;;14970;5325;1311;1922
SN;1;m|d|o;1991-2000;127994;881;8622;18673;10952;4566;47004;;27852;9444;3235;2629
SN;1;m|d|o;1981-1990;216311;1213;13630;40795;17209;5283;96891;;26128;15161;5322;4713
SN;1;m|d|o;1966-1980;316665;1779;19055;71207;16040;8173;160033;;21462;18915;8157;6869
SN;1;m|d|o;1956-1965;237730;1504;18965;58144;6667;5048;116716;;19046;11640;4338;5786
SN;1;m|d|o;<=1955;280049;3052;38665;86390;5684;7021;93572;;28489;17174;4987;11033
SN;1;w;Summe;1327406;12770;142105;327386;67288;36451;439128;;188882;113397;44425;46604
SN;1;w;2001-2007;82463;321;7819;8239;5213;2498;22120;;30144;6108;1596;2551
SN;1;w;1991-2000;122629;831;9711;15557;12197;3126;34703;;35310;11195;3271;3826
SN;1;w;1981-1990;209676;1877;17816;40960;18636;5494;73598;;29768;21527;8322;6533
SN;1;w;1966-1980;294882;2799;23666;69641;14181;7726;120598;;29505;26768;11966;9943
SN;1;w;1956-1965;255081;2521;25634;67708;8952;6634;96489;;25377;21766;9200;10003
SN;1;w;<=1955;362675;4421;57460;125281;8110;10973;91620;;38777;26033;10069;13749
SN;2;Summe;Summe;2584777;15205;217144;507247;167269;83436;958401;;290462;345613;40139;232257
SN;2;Summe;2001-2007;161085;821;9184;9819;12966;6575;53129;;46594;21996;1428;11746
SN;2;Summe;1991-2000;250623;1092;13217;20899;32670;8773;79879;;57342;36750;3737;18059
SN;2;Summe;1981-1990;425987;1606;25978;65426;46816;11900;168556;;46920;58786;7552;31985
SN;2;Summe;1966-1980;611548;2993;38395;113576;41694;21247;275167;;43735;74741;10886;49115
SN;2;Summe;1956-1965;492812;2719;40858;107517;18142;14128;206082;;37932;65434;7980;49187
SN;2;Summe;<=1955;642723;5974;89513;190011;14981;20813;175587;;57939;87905;8555;72164
SN;2;m|d|o;Summe;1257371;6509;94223;238447;80485;43480;537433;;120001;136792;14624;92701
SN;2;m|d|o;2001-2007;78622;581;4222;5670;6399;3667;32372;;16014;9696;677;4766
SN;2;m|d|o;1991-2000;127994;755;6562;11637;16189;6012;47176;;23936;15726;1754;7042
SN;2;m|d|o;1981-1990;216311;684;12186;32471;22388;6541;97461;;21742;22838;3062;11995
SN;2;m|d|o;1966-1980;316665;1416;17711;58432;21839;11368;158487;;18109;29304;4204;19164
SN;2;m|d|o;1956-1965;237730;847;16913;51177;7853;6926;113401;;16585;24029;2541;19116
SN;2;m|d|o;<=1955;280049;2226;36629;79061;5817;8966;88536;;23616;35199;2384;30619
SN;2;w;Summe;1327406;8696;122921;268800;86784;39956;420968;;170461;208821;25515;139556
SN;2;w;2001-2007;82463;240;4962;4149;6566;2908;20757;;30580;12301;751;6980
SN;2;w;1991-2000;122629;338;6655;9262;16481;2760;32703;;33406;21024;1983;11018
SN;2;w;1981-1990;209676;921;13792;32955;24427;5358;71095;;25178;35948;4490;19990
SN;2;w;1966-1980;294882;1577;20683;55143;19856;9879;116680;;25627;45437;6682;29951
SN;2;w;1956-1965;255081;1872;23945;56340;10289;7203;92680;;21347;41405;5438;30071
SN;2;w;<=1955;362675;3748;52884;110950;9165;11847;87052;;34323;52706;6171;41545
ST;1;Summe;Summe;1347837;17293;183951;313319;48599;37603;515634;;165818;65620;42363;
ST;1;Summe;2001-2007;73513;757;9488;7899;3383;2576;29685;;16875;2849;1380;
ST;1;Summe;1991-2000;104028;721;13071;12193;7418;2937;43995;;17568;6125;3567;
ST;1;Summe;1981-1990;208602;2067;18792;38227;10840;5473;100675;;20134;12394;8037;
ST;1;Summe;1966-1980;319413;3178;29262;70375;12718;8599;148543;;29124;17613;11580;
ST;1;Summe;1956-1965;291382;3994;40053;72508;6676;7556;112860;;34029;13704;9294;
ST;1;Summe;<=1955;350900;6576;73284;112117;7564;10462;79875;;48087;12935;8505;
ST;1;m|d|o;Summe;658334;7684;79340;144710;22123;16419;291922;;69576;26561;15902;
ST;1;m|d|o;2001-2007;37519;401;4095;5087;1662;1488;17584;;5453;1747;945;
ST;1;m|d|o;1991-2000;52472;225;5655;6090;3495;1649;25338;;7271;2749;1465;
ST;1;m|d|o;1981-1990;106674;970;8738;18443;5775;2362;55960;;9018;5408;3181;
ST;1;m|d|o;1966-1980;165977;1359;13193;34955;5564;4104;87028;;11663;8111;4986;
ST;1;m|d|o;1956-1965;142818;1805;17121;34754;2974;2940;63686;;14768;4769;3110;
ST;1;m|d|o;<=1955;152874;2924;30537;45381;2652;3875;42326;;21402;3776;2216;
ST;1;w;Summe;689503;9609;104611;168609;26476;21184;223712;;96242;39059;26461;
ST;1;w;2001-2007;35994;356;5393;2812;1721;1088;12101;;11421;1102;436;
ST;1;w;1991-2000;51556;496;7416;6103;3923;1287;18657;;10297;3377;2102;
ST;1;w;1981-1990;101928;1097;10054;19785;5065;3111;44715;;11117;6986;4857;
ST;1;w;1966-1980;153435;1819;16069;35421;7153;4495;61515;;17461;9502;6594;
ST;1;w;1956-1965;148564;2189;22932;37754;3702;4616;49174;;19261;8935;6183;
ST;1;w;<=1955;198026;3652;42747;66735;4912;6586;37550;;26685;9158;6289;
ST;2;Summe;Summe;1347837;10488;146535;256538;59077;41251;496110;;143807;194031;18449;150411
ST;2;Summe;2001-2007;73513;691;4048;4883;4170;2049;28525;;19842;9305;310;5600
ST;2;Summe;1991-2000;104028;500;5831;8310;9709;3034;42906;;19719;14018;1515;8286
ST;2;Summe;1981-1990;208602;1404;11995;28531;14156;5958;99206;;17935;29417;3898;18822
ST;2;Summe;1966-1980;319413;1713;24146;55900;14977;10322;144105;;24408;43843;4359;34052
ST;2;Summe;1956-1965;291382;2205;34246;61025;7602;8551;106180;;25010;46563;4338;39224
ST;2;Summe;<=1955;350900;3975;66270;97889;8463;11336;75188;;36894;50885;4029;44427
ST;2;m|d|o;Summe;658334;4570;64390;119764;27213;20014;285211;;58988;78184;6512;59928
ST;2;m|d|o;2001-2007;37519;390;2464;3208;2165;1234;17276;;6445;4336;200;2326
ST;2;m|d|o;1991-2000;52472;171;2536;4362;4507;1832;25051;;8347;5666;595;2952
ST;2;m|d|o;1981-1990;106674;694;5973;14270;7140;3371;55459;;7946;11822;1429;6864
ST;2;m|d|o;1966-1980;165977;880;10735;27926;6755;5480;86556;;9859;17786;1836;13246
ST;2;m|d|o;1956-1965;142818;1018;14845;30102;3496;3813;60883;;10815;17846;1581;15391
ST;2;m|d|o;<=1955;152874;1417;27837;39895;3150;4285;39985;;15577;20727;871;19148
ST;2;w;Summe;689503;5918;82145;136774;31864;21237;210899;;84819;115847;11937;90483
ST;2;w;2001-2007;35994;301;1584;1675;2005;815;11248;;13397;4969;110;3274
ST;2;w;1991-2000;51556;329;3295;3948;5202;1203;17855;;11372;8352;920;5333
ST;2;w;1981-1990;101928;710;6021;14261;7016;2588;43748;;9989;17595;2470;11957
ST;2;w;1966-1980;153435;832;13411;27974;8222;4842;57549;;14549;26057;2523;20807
ST;2;w;1956-1965;148564;1187;19401;30924;4106;4739;45297;;14194;28717;2756;23833
ST;2;w;<=1955;198026;2558;38432;57994;5313;7051;35203;;21317;30158;3159;25279
TH;1;Summe;Summe;1333474;10248;131842;272827;36822;28121;512070;;209947;131597;25831;96975
TH;1;Summe;2001-2007;75570;568;5940;7521;2990;1968;28480;;22024;6078;671;5016
TH;1;Summe;1991-2000;100723;686;7296;11668;4674;2488;39459;;25308;9143;1964;6624
TH;1;Summe;1981-1990;197396;693;14438;31569;7176;3819;95041;;24601;20060;5243;13764
TH;1;Summe;1966-1980;332385;3095;23547;62871;9848;7364;156710;;36665;32286;8541;21021
TH;1;Summe;1956-1965;285121;1940;27156;64607;5692;5668;110582;;38723;30753;5423;23131
TH;1;Summe;<=1955;342279;3266;53464;94592;6442;6815;81798;;62626;33276;3990;27420
TH;1;m|d|o;Summe;656340;4332;58363;129555;17593;13112;291579;;86629;55178;10961;40181
TH;1;m|d|o;2001-2007;37971;237;2913;3872;1307;1248;18644;;7227;2523;291;2012
TH;1;m|d|o;1991-2000;51789;417;3446;6072;2442;1317;22134;;11776;4184;1169;2709
TH;1;m|d|o;1981-1990;99494;131;6569;14919;3775;1872;52337;;11560;8331;2234;5509
TH;1;m|d|o;1966-1980;172780;1589;10708;31867;4664;3348;93391;;14810;12402;3584;7818
TH;1;m|d|o;1956-1965;140950;918;11845;31506;2593;2496;61763;;16371;13458;2301;9979
TH;1;m|d|o;<=1955;153356;1038;22881;41319;2812;2830;43310;;24885;14281;1383;12155
TH;1;w;Summe;677134;5916;73479;143272;19229;15009;220491;;123318;76419;14870;56794
TH;1;w;2001-2007;37599;331;3027;3649;1682;720;9836;;14798;3556;380;3004
TH;1;w;1991-2000;48934;269;3850;5596;2232;1170;17325;;13532;4959;795;3915
TH;1;w;1981-1990;97902;561;7869;16650;3402;1947;42704;;13041;11729;3009;8254
TH;1;w;1966-1980;159605;1505;12839;31004;5183;4016;63318;;21855;19885;4957;13203
TH;1;w;1956-1965;144171;1022;15311;33101;3099;3172;48819;;22352;17296;3122;13152
TH;1;w;<=1955;188923;2228;30583;53272;3630;3985;38488;;37741;18995;2607;15265
TH;2;Summe;Summe;1333474;9314;115915;246065;56097;37292;510527;;200688;157576;20621;124760
TH;2;Summe;2001-2007;75570;750;4681;4988;4921;2693;28184;;21744;7609;441;5743
TH;2;Summe;1991-2000;100723;565;5547;8344;8695;2860;39772;;21110;13829;1758;9894
TH;2;Summe;1981-1990;197396;620;11100;27497;11646;5479;95471;;21928;23655;4660;16191
TH;2;Summe;1966-1980;332385;2085;20855;55636;14986;10606;157182;;34086;36949;6093;27577
TH;2;Summe;1956-1965;285121;1459;23988;59991;8223;7620;110602;;39495;33742;4182;27911
TH;2;Summe;<=1955;342279;3834;49744;89609;7625;8035;79317;;62325;41791;3487;37443
TH;2;m|d|o;Summe;656340;4158;52388;116449;26781;19037;292104;;80167;65255;8387;50771
TH;2;m|d|o;2001-2007;37971;367;2821;2616;2328;1800;18147;;6507;3386;237;2196
TH;2;m|d|o;1991-2000;51789;356;2349;5019;4400;1344;22476;;9535;6310;939;4166
TH;2;m|d|o;1981-1990;99494;152;4856;13237;5893;2809;53272;;9787;9486;2181;5848
TH;2;m|d|o;1966-1980;172780;1256;9185;28558;7073;5279;93726;;13786;13918;2411;10178
TH;2;m|d|o;1956-1965;140950;729;11095;28576;3751;3820;62287;;16606;14086;1602;11698
TH;2;m|d|o;<=1955;153356;1298;22082;38443;3337;3984;42196;;23948;18069;1016;16685
TH;2;w;Summe;677134;5156;63527;129616;29316;18255;218423;;120521;92321;12234;73989
TH;2;w;2001-2007;37599;383;1860;2373;2593;893;10037;;15237;4224;204;3547
TH;2;w;1991-2000;48934;210;3199;3324;4295;1515;17295;;11575;7519;819;5728
TH;2;w;1981-1990;97902;468;6243;14260;5754;2670;42199;;12141;14169;2479;10343
TH;2;w;1966-1980;159605;830;11670;27078;7913;5328;63456;;20300;23031;3682;17399
TH;2;w;1956-1965;144171;729;12893;31416;4472;3800;48315;;22890;19657;2580;16214
TH;2;w;<=1955;188923;2537;27662;51166;4288;4050;37121;;38378;23722;2471;20758
