# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien geringfügig vom amtlichen Endergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: AfD;Erststimme: FDP;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. dieBasis
NW;w;Summe;FDP;512291;1845;138319;58721;9473;270376;4301;18357;;10901;3008;1667
NW;w;Summe;DIE LINKE;177269;645;4699;32128;2968;4133;92961;30510;;9224;1870;1278
NW;w;Summe;GRÜNE;878806;1483;49239;155059;1034;13937;24314;616263;;17477;1446;782
NW;w;Summe;CSU;;;;;;;;;;;;
NW;w;Summe;Sonstige;354596;4945;31451;58956;18453;27943;20007;38246;;154595;33926;51819
NW;w;Summe;dar. FREIE WÄHLER;32202;312;3371;2302;1257;2022;611;1273;;21053;19120;669
NW;w;Summe;dar. dieBasis;58795;471;1776;1633;3856;2548;1602;1382;;45528;1325;42493
NW;w;1997 - 2003;Summe;392602;2218;61930;89549;12905;46970;31961;119920;;27149;3506;3787
NW;w;1997 - 2003;Ungültig;1784;1274;198;52;54;49;59;;;99;49;
NW;w;1997 - 2003;CDU;43748;73;34205;3243;443;3378;162;1811;;433;82;101
NW;w;1997 - 2003;SPD;73220;108;7227;48399;408;4059;1922;9437;;1661;256;
NW;w;1997 - 2003;AfD;13417;48;844;1225;9536;1228;44;44;;449;;225
NW;w;1997 - 2003;FDP;53537;;11031;7375;898;28766;999;2962;;1506;102;240
NW;w;1997 - 2003;DIE LINKE;32592;85;556;4116;185;1130;16599;8473;;1448;130;
NW;w;1997 - 2003;GRÜNE;120723;111;3770;15738;51;2286;7592;87145;;4031;92;90
NW;w;1997 - 2003;CSU;;;;;;;;;;;;
NW;w;1997 - 2003;Sonstige;53580;518;4099;9401;1331;6075;4583;10050;;17522;2796;3131
NW;w;1997 - 2003;dar. FREIE WÄHLER;2637;25;228;161;36;395;103;175;;1515;1393;31
NW;w;1997 - 2003;dar. dieBasis;3308;;143;106;111;246;300;132;;2270;44;2069
NW;w;1987 - 1996;Summe;638489;5001;120009;159218;35587;64976;35246;172691;;45760;9506;9015
NW;w;1987 - 1996;Ungültig;4228;3568;243;57;47;84;125;;;103;54;
NW;w;1987 - 1996;CDU;91665;262;74471;6521;1261;5223;411;2284;;1232;440;105
NW;w;1987 - 1996;SPD;131832;105;11846;95116;1051;3649;2493;15144;;2429;500;158
NW;w;1987 - 1996;AfD;36123;109;2294;1933;27830;2087;149;231;;1492;280;687
NW;w;1987 - 1996;FDP;77557;196;16696;8513;1145;43732;944;4107;;2224;845;210
NW;w;1987 - 1996;DIE LINKE;36073;64;677;5747;296;684;18440;8066;;2099;189;162
NW;w;1987 - 1996;GRÜNE;178425;194;6694;26619;361;2872;7061;130328;;4295;492;9
NW;w;1987 - 1996;CSU;;;;;;;;;;;;
NW;w;1987 - 1996;Sonstige;82586;504;7088;14711;3596;6645;5623;12532;;31887;6707;7684
NW;w;1987 - 1996;dar. FREIE WÄHLER;5035;;517;466;229;402;167;286;;2967;2647;117
NW;w;1987 - 1996;dar. dieBasis;8218;49;427;180;733;587;185;281;;5777;252;5280
NW;w;1977 - 1986;Summe;652352;4289;167789;170922;51675;60220;23784;131865;;41807;7725;12235
NW;w;1977 - 1986;Ungültig;3499;2822;116;292;140;38;;;;91;;
NW;w;1977 - 1986;CDU;137456;99;115980;7583;1857;6268;527;3528;;1613;467;174
NW;w;1977 - 1986;SPD;152382;225;13789;112963;1806;4366;2567;14235;;2431;536;241
NW;w;1977 - 1986;AfD;50651;72;3171;2165;40665;2207;308;216;;1846;496;782
NW;w;1977 - 1986;FDP;71804;99;18767;7982;1630;38825;395;2212;;1893;524;310
NW;w;1977 - 1986;DIE LINKE;24550;;910;4715;529;684;12661;3234;;1818;186;250
NW;w;1977 - 1986;GRÜNE;145255;39;8744;23589;185;2481;3516;103175;;3525;253;220
NW;w;1977 - 1986;CSU;;;;;;;;;;;;
NW;w;1977 - 1986;Sonstige;66758;934;6314;11632;4862;5352;3808;5265;;28592;5264;10259
NW;w;1977 - 1986;dar. FREIE WÄHLER;5292;;589;526;137;331;138;386;;3184;2933;69
NW;w;1977 - 1986;dar. dieBasis;12083;38;268;446;1413;619;362;294;;8642;300;8057
NW;w;1962 - 1976;Summe;1387273;11962;388520;441028;88554;113050;38695;236477;;68988;16750;23467
NW;w;1962 - 1976;Ungültig;9722;7800;763;323;298;67;125;193;;152;;103
NW;w;1962 - 1976;CDU;339719;680;294533;15153;3180;13188;895;9052;;3037;1309;207
NW;w;1962 - 1976;SPD;433398;1270;26886;337986;3650;10189;5274;41569;;6575;1684;591
NW;w;1962 - 1976;AfD;88859;517;5168;4530;71147;2953;556;367;;3621;771;1953
NW;w;1962 - 1976;FDP;143754;438;37781;16472;3538;75366;1225;5787;;3147;955;650
NW;w;1962 - 1976;DIE LINKE;42610;55;1030;8228;1018;738;23009;5800;;2733;1114;573
NW;w;1962 - 1976;GRÜNE;234795;358;14093;43632;201;3444;3425;166193;;3449;407;284
NW;w;1962 - 1976;CSU;;;;;;;;;;;;
NW;w;1962 - 1976;Sonstige;94416;845;8265;14703;5521;7104;4187;7516;;46274;10510;19105
NW;w;1962 - 1976;dar. FREIE WÄHLER;10472;54;1035;616;499;712;144;250;;7161;6365;263
NW;w;1962 - 1976;dar. dieBasis;21712;175;550;752;854;761;349;547;;17725;478;16617
NW;w;1952 - 1961;Summe;908315;10174;286045;336163;50215;55577;22397;120361;;27384;7524;8890
NW;w;1952 - 1961;Ungültig;7651;5645;680;578;377;112;76;144;;40;;
NW;w;1952 - 1961;CDU;257534;750;230725;10354;2019;7619;189;4530;;1348;537;168
NW;w;1952 - 1961;SPD;331309;950;17920;276841;1741;4284;3095;24361;;2117;758;166
NW;w;1952 - 1961;AfD;50646;586;2759;2046;41660;1306;315;286;;1688;165;1006
NW;w;1952 - 1961;FDP;75221;390;21878;9431;1426;38628;458;1852;;1158;363;152
NW;w;1952 - 1961;DIE LINKE;26733;256;935;5487;592;461;15033;3281;;689;185;199
NW;w;1952 - 1961;GRÜNE;124651;297;8335;26567;126;1576;2094;84022;;1635;145;180
NW;w;1952 - 1961;CSU;;;;;;;;;;;;
NW;w;1952 - 1961;Sonstige;34570;1301;2814;4858;2276;1591;1136;1886;;18708;5371;7020
NW;w;1952 - 1961;dar. FREIE WÄHLER;4984;105;449;293;324;145;;142;;3526;3320;86
NW;w;1952 - 1961;dar. dieBasis;8344;127;225;31;635;133;222;108;;6861;120;6370
NW;w;1951 und früher;Summe;1170182;16717;541668;417252;30354;65147;10999;71235;;16810;4449;5506
NW;w;1951 und früher;Ungültig;13264;7718;2755;1967;186;383;93;65;;98;;98
NW;w;1951 und früher;CDU;506874;3804;471572;13315;1526;10931;368;4100;;1258;323;270
NW;w;1951 und früher;SPD;416727;2470;22479;365369;1026;5092;1537;17382;;1371;461;
NW;w;1951 und früher;AfD;30545;490;1631;1256;25456;789;209;197;;517;44;321
NW;w;1951 und früher;FDP;90419;722;32166;8947;836;45059;279;1438;;973;219;105
NW;w;1951 und früher;DIE LINKE;14710;184;592;3835;349;437;7220;1657;;437;66;94
NW;w;1951 und früher;GRÜNE;74957;485;7602;18913;109;1279;625;45400;;543;58;
NW;w;1951 und früher;CSU;;;;;;;;;;;;
NW;w;1951 und früher;Sonstige;22686;843;2871;3650;867;1177;669;997;;11612;3278;4619
NW;w;1951 und früher;dar. FREIE WÄHLER;3783;128;553;241;33;36;58;34;;2700;2462;102
NW;w;1951 und früher;dar. dieBasis;5131;83;162;119;110;202;184;19;;4252;130;4100
HE;Summe;Summe;Summe;3340639;44706;909147;1000129;285337;315712;130457;480535;;174616;77360;48081
HE;Summe;Summe;Ungültig;39829;26547;4221;4753;1178;1162;220;815;;933;316;427
HE;Summe;Summe;CDU;753512;3444;676577;26703;7109;22118;1003;10079;;6477;4285;895
HE;Summe;Summe;SPD;910035;4487;51574;754155;6336;14177;11012;57365;;10930;6220;884
HE;Summe;Summe;AfD;290978;728;17360;9262;243953;8760;1217;647;;9051;3866;4256
HE;Summe;Summe;FDP;421621;1653;112273;35968;9720;237241;1986;12550;;10230;5826;1802
HE;Summe;Summe;DIE LINKE;142585;226;1946;28308;1669;2591;80462;22316;;5068;1452;789
HE;Summe;Summe;GRÜNE;521411;1559;26460;103735;698;8987;16353;354489;;9129;2732;458
HE;Summe;Summe;CSU;;;;;;;;;;;;
HE;Summe;Summe;Sonstige;260668;6063;18736;37245;14674;20675;18204;22274;;122798;52664;38570
HE;Summe;Summe;dar. FREIE WÄHLER;56155;319;5583;4930;1540;2775;552;674;;39783;37884;520
HE;Summe;Summe;dar. dieBasis;43106;244;947;982;3878;1918;1097;448;;33591;1095;31873
HE;Summe;1997 - 2003;Summe;257221;2377;37401;57759;12066;47166;19462;60994;;19996;7941;2948
HE;Summe;1997 - 2003;Ungültig;1792;1396;;193;9;100;36;;;58;;
HE;Summe;1997 - 2003;CDU;24617;109;19035;2078;453;2028;24;616;;273;115;48
HE;Summe;1997 - 2003;SPD;42482;147;3864;29518;390;2025;1425;4004;;1109;497;5
HE;Summe;1997 - 2003;AfD;11660;38;837;331;9157;527;12;35;;724;425;266
HE;Summe;1997 - 2003;FDP;55775;109;9505;5239;1090;34951;367;2579;;1936;968;218
HE;Summe;1997 - 2003;DIE LINKE;20843;;5;3347;62;722;11519;4404;;783;53;54
HE;Summe;1997 - 2003;GRÜNE;63129;12;1502;10762;144;1711;3049;44390;;1559;370;73
HE;Summe;1997 - 2003;CSU;;;;;;;;;;;;
HE;Summe;1997 - 2003;Sonstige;36923;567;2654;6290;761;5102;3029;4967;;13553;5512;2285
HE;Summe;1997 - 2003;dar. FREIE WÄHLER;4507;;516;346;;276;57;199;;3113;2929;
HE;Summe;1997 - 2003;dar. dieBasis;2453;;49;102;135;273;;45;;1850;222;1628
HE;Summe;1987 - 1996;Summe;430888;4856;73829;102151;36050;55420;31703;93390;;33490;13135;7627
HE;Summe;1987 - 1996;Ungültig;4059;3042;71;470;172;152;;;;153;;49
HE;Summe;1987 - 1996;CDU;54725;216;45162;2887;637;2849;117;1768;;1089;661;86
HE;Summe;1987 - 1996;SPD;80352;87;5226;61758;969;1882;1316;7463;;1650;664;199
HE;Summe;1987 - 1996;AfD;37282;49;2149;1541;29894;1651;236;297;;1465;451;844
HE;Summe;1987 - 1996;FDP;66711;111;13502;6094;1132;41166;528;2469;;1710;951;304
HE;Summe;1987 - 1996;DIE LINKE;29849;;247;4991;197;249;17552;5746;;867;205;68
HE;Summe;1987 - 1996;GRÜNE;97926;147;3663;15041;123;2054;5808;68545;;2545;707;
HE;Summe;1987 - 1996;CSU;;;;;;;;;;;;
HE;Summe;1987 - 1996;Sonstige;59984;1204;3810;9369;2925;5416;6146;7102;;24011;9496;6077
HE;Summe;1987 - 1996;dar. FREIE WÄHLER;9621;46;840;857;140;511;208;63;;6957;6348;307
HE;Summe;1987 - 1996;dar. dieBasis;6646;;146;228;693;607;291;78;;4604;270;4230
HE;Summe;1977 - 1986;Summe;446295;4819;103099;110212;46542;48070;21088;78763;;33701;13406;11349
HE;Summe;1977 - 1986;Ungültig;3929;3096;223;101;66;98;;52;;293;147;146
HE;Summe;1977 - 1986;CDU;79216;;68314;3730;1299;3174;429;1140;;1131;700;210
HE;Summe;1977 - 1986;SPD;91964;355;7238;71015;702;1958;1403;7616;;1677;788;141
HE;Summe;1977 - 1986;AfD;48968;;3217;1757;39276;2435;278;136;;1869;853;834
HE;Summe;1977 - 1986;FDP;60756;284;14972;5189;1342;35424;235;1534;;1776;869;567
HE;Summe;1977 - 1986;DIE LINKE;22278;;511;4499;337;460;12565;3363;;541;197;28
HE;Summe;1977 - 1986;GRÜNE;88554;66;4384;16925;126;1013;2985;61029;;2026;453;136
HE;Summe;1977 - 1986;CSU;;;;;;;;;;;;
HE;Summe;1977 - 1986;Sonstige;50630;1017;4241;6996;3394;3508;3193;3893;;24389;9399;9286
HE;Summe;1977 - 1986;dar. FREIE WÄHLER;11208;37;1444;1026;409;705;68;130;;7390;7077;70
HE;Summe;1977 - 1986;dar. dieBasis;9610;85;206;147;875;400;239;80;;7579;173;7380
HE;Summe;1962 - 1976;Summe;892010;11127;231090;260821;97344;79075;28785;131416;;52352;24759;15996
HE;Summe;1962 - 1976;Ungültig;9340;7106;725;636;180;275;37;180;;199;116;82
HE;Summe;1962 - 1976;CDU;187006;563;164131;7978;2132;6363;123;3527;;2187;1375;377
HE;Summe;1962 - 1976;SPD;242834;827;15151;195538;1971;4179;3059;18101;;4009;2465;410
HE;Summe;1962 - 1976;AfD;98468;170;5491;2891;84436;2316;343;90;;2730;1107;1358
HE;Summe;1962 - 1976;FDP;111028;605;33031;8440;3297;58182;576;3665;;3232;1910;547
HE;Summe;1962 - 1976;DIE LINKE;32634;5;437;7347;508;825;18174;3795;;1543;567;341
HE;Summe;1962 - 1976;GRÜNE;142256;513;7987;29199;265;2524;2407;97719;;1641;623;131
HE;Summe;1962 - 1976;CSU;;;;;;;;;;;;
HE;Summe;1962 - 1976;Sonstige;68444;1337;4136;8791;4554;4410;4066;4340;;36810;16595;12749
HE;Summe;1962 - 1976;dar. FREIE WÄHLER;17868;164;1463;1376;479;838;219;258;;13071;12399;143
HE;Summe;1962 - 1976;dar. dieBasis;14706;159;201;287;1352;506;385;113;;11704;302;11053
HE;Summe;1952 - 1961;Summe;595768;9157;165592;208218;55407;42644;18053;73467;;23231;11507;6864
HE;Summe;1952 - 1961;Ungültig;7260;5234;873;477;423;63;94;98;;;;
HE;Summe;1952 - 1961;CDU;142693;884;129557;4234;1347;3554;146;1817;;1154;885;113
HE;Summe;1952 - 1961;SPD;197760;923;8064;169960;1337;1962;2412;11362;;1739;1262;120
HE;Summe;1952 - 1961;AfD;55569;81;2637;1729;48378;1106;212;32;;1394;601;642
HE;Summe;1952 - 1961;FDP;60489;396;17495;5467;1468;33279;51;1457;;877;562;166
HE;Summe;1952 - 1961;DIE LINKE;22703;114;466;4782;289;180;12414;3282;;1174;360;272
HE;Summe;1952 - 1961;GRÜNE;80817;628;4743;18127;36;915;1394;53984;;990;334;68
HE;Summe;1952 - 1961;CSU;;;;;;;;;;;;
HE;Summe;1952 - 1961;Sonstige;28476;896;1756;3442;2130;1584;1330;1434;;15903;7504;5483
HE;Summe;1952 - 1961;dar. FREIE WÄHLER;7497;;601;625;234;275;;;;5762;5689;
HE;Summe;1952 - 1961;dar. dieBasis;6586;;141;153;443;61;183;85;;5519;128;5305
HE;Summe;1951 und früher;Summe;718457;12370;298135;260968;37929;43337;11365;42505;;11847;6612;3297
HE;Summe;1951 und früher;Ungültig;13448;6673;2329;2876;327;473;53;485;;230;53;149
HE;Summe;1951 und früher;CDU;265256;1672;250378;5796;1241;4151;163;1211;;644;548;61
HE;Summe;1951 und früher;SPD;254643;2147;12030;226365;968;2171;1397;8820;;746;545;10
HE;Summe;1951 und früher;AfD;39031;391;3029;1011;32812;724;136;58;;869;428;313
HE;Summe;1951 und früher;FDP;66860;147;23769;5539;1390;34241;229;847;;699;566;
HE;Summe;1951 und früher;DIE LINKE;14278;106;279;3342;276;154;8237;1725;;159;69;25
HE;Summe;1951 und früher;GRÜNE;48730;193;4182;13681;5;769;710;28822;;368;245;50
HE;Summe;1951 und früher;CSU;;;;;;;;;;;;
HE;Summe;1951 und früher;Sonstige;16211;1041;2139;2357;909;654;440;538;;8132;4158;2689
HE;Summe;1951 und früher;dar. FREIE WÄHLER;5454;72;720;700;279;169;;25;;3490;3441;
HE;Summe;1951 und früher;dar. dieBasis;3104;;205;65;379;72;;48;;2335;;2276
HE;m;Summe;Summe;1612475;20893;435455;468464;172460;163950;64255;206459;;80539;36603;19660
HE;m;Summe;Ungültig;17310;11954;1616;2156;536;565;74;48;;360;147;213
HE;m;Summe;CDU;354719;1991;320016;10594;4416;9809;412;4312;;3168;2250;306
HE;m;Summe;SPD;421112;1975;20415;356253;3704;6408;4801;22383;;5174;3165;357
HE;m;Summe;AfD;175682;405;10828;4060;149781;5095;762;513;;4237;1907;1850
HE;m;Summe;FDP;226928;822;63227;17261;5349;128268;738;6071;;5192;2796;924
HE;m;Summe;DIE LINKE;74959;182;830;15492;995;1085;42881;11034;;2460;437;182
HE;m;Summe;GRÜNE;225883;659;10577;46846;471;3592;5915;153446;;4376;1323;253
HE;m;Summe;CSU;;;;;;;;;;;;
HE;m;Summe;Sonstige;115882;2903;7945;15802;7208;9129;8671;8651;;55572;24577;15574
HE;m;Summe;dar. FREIE WÄHLER;26836;201;2685;2207;862;1122;300;259;;19199;18234;156
HE;m;Summe;dar. dieBasis;17504;137;112;458;1643;899;462;134;;13659;663;12750
HE;m;1997 - 2003;Summe;127085;1191;19652;27807;7092;29323;7810;24489;;9722;3971;1520
HE;m;1997 - 2003;Ungültig;631;524;;36;;71;;;;;;
HE;m;1997 - 2003;CDU;12430;52;9797;678;226;1241;24;376;;35;;
HE;m;1997 - 2003;SPD;20936;147;1822;14833;280;1240;294;1780;;540;341;
HE;m;1997 - 2003;AfD;6553;38;513;78;5355;272;;35;;261;127;125
HE;m;1997 - 2003;FDP;34937;98;5873;3148;595;22970;91;1128;;1034;373;109
HE;m;1997 - 2003;DIE LINKE;9085;;;1691;19;274;5190;1625;;285;;
HE;m;1997 - 2003;GRÜNE;24881;12;516;4348;144;857;894;17395;;715;129;73
HE;m;1997 - 2003;CSU;;;;;;;;;;;;
HE;m;1997 - 2003;Sonstige;17631;321;1131;2995;474;2396;1316;2149;;6851;3001;1213
HE;m;1997 - 2003;dar. FREIE WÄHLER;2403;;276;84;;101;57;82;;1803;1620;
HE;m;1997 - 2003;dar. dieBasis;1223;;;;52;173;;;;998;155;843
HE;m;1987 - 1996;Summe;216372;2353;37934;48192;20747;32330;16459;40703;;17655;7332;3371
HE;m;1987 - 1996;Ungültig;2236;1700;35;261;87;152;;;;;;
HE;m;1987 - 1996;CDU;27709;73;23168;883;435;1660;71;762;;658;410;34
HE;m;1987 - 1996;SPD;36836;16;1931;29192;482;1071;744;2440;;960;418;165
HE;m;1987 - 1996;AfD;21916;;1305;1056;17127;1058;170;238;;962;388;472
HE;m;1987 - 1996;FDP;39326;73;8171;2926;769;24862;198;1548;;779;377;219
HE;m;1987 - 1996;DIE LINKE;16088;;12;3097;74;99;9679;2643;;483;;68
HE;m;1987 - 1996;GRÜNE;42555;51;1403;6379;50;762;2407;30273;;1232;380;
HE;m;1987 - 1996;CSU;;;;;;;;;;;;
HE;m;1987 - 1996;Sonstige;29706;440;1908;4397;1722;2666;3192;2799;;12582;5358;2413
HE;m;1987 - 1996;dar. FREIE WÄHLER;5581;;499;505;140;181;127;;;4130;3833;112
HE;m;1987 - 1996;dar. dieBasis;2808;;;125;239;318;144;78;;1905;183;1722
HE;m;1977 - 1986;Summe;220187;2087;50836;51258;28580;25000;10248;35916;;16263;6262;5465
HE;m;1977 - 1986;Ungültig;1560;1169;41;;66;65;;;;220;73;146
HE;m;1977 - 1986;CDU;37997;;33256;1625;610;1517;159;425;;404;390;
HE;m;1977 - 1986;SPD;41759;161;2815;33414;366;718;712;2704;;870;422;66
HE;m;1977 - 1986;AfD;29684;;1667;660;24850;1502;140;73;;792;280;426
HE;m;1977 - 1986;FDP;32883;134;8797;2688;767;18970;32;704;;789;371;277
HE;m;1977 - 1986;DIE LINKE;12534;;316;2535;185;230;6746;2212;;309;44;14
HE;m;1977 - 1986;GRÜNE;40267;29;1732;7540;67;488;1062;28311;;1038;238;131
HE;m;1977 - 1986;CSU;;;;;;;;;;;;
HE;m;1977 - 1986;Sonstige;23504;594;2212;2794;1669;1510;1396;1486;;11842;4444;4404
HE;m;1977 - 1986;dar. FREIE WÄHLER;5553;37;767;421;277;375;;130;;3547;3401;
HE;m;1977 - 1986;dar. dieBasis;4236;85;17;95;361;99;55;;;3524;74;3424
HE;m;1962 - 1976;Summe;437793;4885;118393;123409;60550;38795;14294;55253;;22214;10893;5839
HE;m;1962 - 1976;Ungültig;4093;2932;547;281;91;125;28;48;;41;41;
HE;m;1962 - 1976;CDU;94035;249;83659;3339;1515;2728;65;1303;;1178;624;272
HE;m;1962 - 1976;SPD;113062;404;6009;93237;1339;1807;1368;7163;;1735;1109;79
HE;m;1962 - 1976;AfD;61311;70;3800;1401;53424;1220;212;78;;1107;506;506
HE;m;1962 - 1976;FDP;58452;303;18998;3974;1684;29942;254;1641;;1656;989;208
HE;m;1962 - 1976;DIE LINKE;16922;;128;3863;264;338;9702;2008;;619;170;75
HE;m;1962 - 1976;GRÜNE;61926;254;3692;13763;170;833;821;41677;;716;286;
HE;m;1962 - 1976;CSU;;;;;;;;;;;;
HE;m;1962 - 1976;Sonstige;27992;673;1562;3551;2064;1801;1844;1335;;15162;7167;4700
HE;m;1962 - 1976;dar. FREIE WÄHLER;7967;164;566;621;168;340;116;23;;5969;5678;44
HE;m;1962 - 1976;dar. dieBasis;5979;52;55;158;720;249;186;57;;4503;199;4171
HE;m;1952 - 1961;Summe;293585;4512;80877;102149;32741;20806;9510;32702;;10288;5748;2248
HE;m;1952 - 1961;Ungültig;3188;2720;229;84;109;;46;;;;;
HE;m;1952 - 1961;CDU;69476;487;63491;1893;760;1445;58;762;;579;521;
HE;m;1952 - 1961;SPD;96804;378;3780;84759;800;709;1040;4529;;809;696;42
HE;m;1952 - 1961;AfD;33067;13;1731;620;29199;661;172;32;;638;266;245
HE;m;1952 - 1961;FDP;30725;178;8989;2406;805;16901;39;817;;590;405;112
HE;m;1952 - 1961;DIE LINKE;12252;76;262;2462;219;71;6907;1605;;650;199;
HE;m;1952 - 1961;GRÜNE;36295;268;1785;8613;36;320;504;24276;;493;157;
HE;m;1952 - 1961;CSU;;;;;;;;;;;;
HE;m;1952 - 1961;Sonstige;11777;392;608;1312;813;699;743;681;;6528;3505;1849
HE;m;1952 - 1961;dar. FREIE WÄHLER;3618;;219;335;73;126;;;;2867;2867;
HE;m;1952 - 1961;dar. dieBasis;2382;;;80;177;61;77;;;1988;52;1849
HE;m;1951 und früher;Summe;317452;5865;127762;115650;22751;17696;5934;17397;;4398;2398;1217
HE;m;1951 und früher;Ungültig;5602;2910;764;1494;184;151;;;;99;32;67
HE;m;1951 und früher;CDU;113071;1130;106645;2176;870;1218;35;684;;314;305;
HE;m;1951 und früher;SPD;111714;869;4058;100817;437;862;644;3767;;261;179;5
HE;m;1951 und früher;AfD;23151;285;1811;246;19825;382;68;58;;477;340;77
HE;m;1951 und früher;FDP;30606;37;12398;2119;730;14622;124;233;;343;282;
HE;m;1951 und früher;DIE LINKE;8078;106;113;1842;234;72;4656;940;;114;25;25
HE;m;1951 und früher;GRÜNE;19959;46;1449;6203;5;332;228;11513;;182;133;50
HE;m;1951 und früher;CSU;;;;;;;;;;;;
HE;m;1951 und früher;Sonstige;5271;482;524;753;467;57;179;201;;2607;1103;994
HE;m;1951 und früher;dar. FREIE WÄHLER;1712;;359;241;204;;;25;;884;835;
HE;m;1951 und früher;dar. dieBasis;875;;40;;94;;;;;741;;741
HE;w;Summe;Summe;1728164;23813;473692;531665;112877;151762;66202;274076;;94077;40757;28421
HE;w;Summe;Ungültig;22519;14593;2605;2596;642;597;146;768;;573;169;214
HE;w;Summe;CDU;398793;1453;356561;16109;2693;12309;591;5767;;3310;2035;589
HE;w;Summe;SPD;488923;2512;31158;397902;2633;7769;6211;34982;;5756;3055;527
HE;w;Summe;AfD;115296;323;6533;5202;94172;3665;455;134;;4813;1959;2407
HE;w;Summe;FDP;194693;830;49046;18707;4371;108973;1248;6479;;5038;3029;877
HE;w;Summe;DIE LINKE;67626;44;1115;12817;673;1507;37581;11282;;2608;1015;607
HE;w;Summe;GRÜNE;295528;899;15883;56889;228;5396;10438;201043;;4753;1409;204
HE;w;Summe;CSU;;;;;;;;;;;;
HE;w;Summe;Sonstige;144786;3160;10791;21443;7466;11546;9533;13623;;67226;28087;22995
HE;w;Summe;dar. FREIE WÄHLER;29319;118;2898;2723;678;1652;252;414;;20584;19650;364
HE;w;Summe;dar. dieBasis;25602;108;835;524;2235;1019;636;314;;19932;432;19123
HE;w;1997 - 2003;Summe;130136;1186;17749;29953;4974;17843;11652;36505;;10274;3970;1428
HE;w;1997 - 2003;Ungültig;1161;872;;157;9;29;36;;;58;;
HE;w;1997 - 2003;CDU;12187;57;9238;1400;227;787;;239;;238;115;48
HE;w;1997 - 2003;SPD;21545;;2041;14686;110;785;1131;2223;;569;156;5
HE;w;1997 - 2003;AfD;5108;;324;253;3802;254;12;;;462;298;141
HE;w;1997 - 2003;FDP;20838;11;3632;2092;496;11980;276;1450;;902;595;108
HE;w;1997 - 2003;DIE LINKE;11758;;5;1656;42;448;6329;2780;;498;53;54
HE;w;1997 - 2003;GRÜNE;38247;;986;6414;;854;2155;26994;;844;241;
HE;w;1997 - 2003;CSU;;;;;;;;;;;;
HE;w;1997 - 2003;Sonstige;19291;246;1523;3295;287;2706;1713;2818;;6702;2511;1072
HE;w;1997 - 2003;dar. FREIE WÄHLER;2104;;240;262;;175;;117;;1310;1310;
HE;w;1997 - 2003;dar. dieBasis;1230;;49;102;83;100;;45;;852;67;785
HE;w;1987 - 1996;Summe;214516;2503;35895;53958;15303;23090;15244;52687;;15835;5803;4256
HE;w;1987 - 1996;Ungültig;1823;1342;35;208;85;;;;;153;;49
HE;w;1987 - 1996;CDU;27016;143;21994;2004;202;1189;47;1005;;431;252;52
HE;w;1987 - 1996;SPD;43516;71;3295;32566;487;811;573;5023;;690;246;34
HE;w;1987 - 1996;AfD;15366;49;843;486;12767;593;66;59;;503;63;372
HE;w;1987 - 1996;FDP;27385;38;5331;3167;363;16304;330;921;;932;573;85
HE;w;1987 - 1996;DIE LINKE;13761;;235;1893;123;150;7873;3103;;384;205;
HE;w;1987 - 1996;GRÜNE;55371;97;2260;8662;73;1293;3402;38272;;1313;327;
HE;w;1987 - 1996;CSU;;;;;;;;;;;;
HE;w;1987 - 1996;Sonstige;30278;763;1902;4972;1203;2750;2955;4303;;11429;4137;3663
HE;w;1987 - 1996;dar. FREIE WÄHLER;4040;46;341;351;;331;82;63;;2827;2515;195
HE;w;1987 - 1996;dar. dieBasis;3838;;146;104;454;289;146;;;2698;87;2508
HE;w;1977 - 1986;Summe;226107;2732;52264;58954;17962;23070;10840;42847;;17438;7144;5884
HE;w;1977 - 1986;Ungültig;2369;1927;182;101;;34;;52;;73;73;
HE;w;1977 - 1986;CDU;41219;;35058;2104;689;1656;270;715;;727;310;210
