© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zweitstimmen der Urnen- und Briefwählenden seit 1957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Land;Wahlbezirksart;Jahr der Wahl;Wählende;ungültige;ungültige;gültige;CDU, CSU;CDU, CSU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;Sonstige;Sonstige;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Anzahl;Anzahl;%;Anzahl;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;Anzahl;%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1965;30.972.272;778.278;2,5;30.193.994;14.247.752;47,2;12.036.396;39,9;X;X;2.818.576;9,3;X;X;X;X;1.091.270;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1969;31.141.204;542.452;1,7;30.598.752;14.044.448;45,9;13.161.359;43;X;X;1.707.693;5,6;X;X;X;X;1.685.252;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1972;35.039.165;289.297;0,8;34.749.868;15.496.261;44,6;16.101.317;46,3;X;X;2.829.266;8,1;X;X;X;X;323.024;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1976;34.066.541;325.458;1;33.741.083;16.232.081;48,1;14.591.136;43,2;X;X;2.630.720;7,8;X;X;X;X;287.146;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1980;33.300.234;331.541;1;32.968.613;14.568.855;44,2;14.313.120;43,4;X;X;3.478.646;10,6;X;X;455.070;1,4;152.922;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1983;35.143.713;320.536;0,9;34.823.176;16.939.532;48,6;13.512.973;38,8;X;X;2.360.930;6,8;X;X;1.828.317;5,3;181.424;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1987;33.977.345;337.903;1;33.639.442;14.786.257;44;12.774.770;38;X;X;2.962.552;8,8;X;X;2.655.916;7,9;459.947;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1990;42.560.145;516.232;1,2;42.043.913;18.372.002;43,7;14.179.683;33,7;X;X;4.590.684;10,9;1.066.225;2,5;2.063.989;4,9;1.771.330;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1994;41.348.952;594.168;1,4;40.754.784;16.779.916;41,2;15.177.191;37,2;X;X;2.680.286;6,6;1.819.474;4,5;2.819.924;6,9;1.477.993;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;1998;41.930.965;592.037;1,4;41.338.928;14.292.812;34,6;17.273.548;41,8;X;X;2.436.715;5,9;2.206.302;5,3;2.648.488;6,4;2.481.063;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2002;39.816.999;533.844;1,3;39.283.155;14.960.921;38,1;15.349.274;39,1;X;X;2.805.472;7,1;1.625.810;4,1;3.324.712;8,5;1.216.966;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2005;39.074.779;672.176;1,7;38.402.603;13.131.666;34,2;13.311.211;34,7;X;X;3.803.368;9,9;3.439.022;9;3.138.333;8,2;1.579.003;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2009;34.584.169;555.668;1,6;34.028.501;11.173.642;32,8;8.045.029;23,6;X;X;4.889.765;14,4;4.266.609;12,5;3.549.655;10,4;2.103.801;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2013;33.551.248;484.814;1,4;33.066.434;13.597.199;41,1;8.653.023;26,2;1.642.080;5;1.435.024;4,3;3.066.624;9,3;2.625.541;7,9;2.046.943;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2017;33.545.873;387.566;1,2;33.158.307;10.455.977;31,5;6.947.478;21;4.597.499;13,9;3.401.498;10,3;3.222.591;9,7;2.888.879;8,7;1.644.385;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2021;24.708.172;292.349;1,2;24.415.823;5.500.863;22,5;6.256.699;25,6;3.320.958;13,6;2.785.354;11,4;1.283.006;5,3;3.176.179;13;2.092.764;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bund;Urne;2025;31.430.857;218.085;0,7;31.212.772;8.017.289;25,7;4.936.354;15,8;7.903.397;25,3;1.350.738;4,3;2.930.850;9,4;3.210.734;10,3;2.863.410;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1957;65.682;2.042;3,1;63.640;36.571;57,5;13.382;21;X;X;4.991;7,8;X;X;X;X;8.696;13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1961;83.221;1.641;2;81.580;38.403;47,1;22.221;27,2;X;X;14.493;17,8;X;X;X;X;6.463;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1965;102.851;702;0,7;102.149;53.582;52,5;32.994;32,3;X;X;11.092;10,9;X;X;X;X;4.481;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1969;103.266;686;0,7;102.580;48.284;47,1;41.043;40;X;X;8.145;7,9;X;X;X;X;5.108;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1972;117.678;614;0,5;117.064;50.807;43,4;50.874;43,5;X;X;14.270;12,2;X;X;X;X;1.113;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1976;191.660;523;0,3;191.137;94.084;49,2;75.208;39,3;X;X;19.776;10,3;X;X;X;X;2.069;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1980;201.439;785;0,4;200.654;87.260;43,5;82.316;41;X;X;25.389;12,7;X;X;4.829;2,4;860;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1983;168.765;742;0,4;168.023;83.092;49,5;57.842;34,4;X;X;11.999;7,1;X;X;14.459;8,6;631;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1987;165.533;685;0,4;164.848;77.710;47,1;48.485;29,4;X;X;18.797;11,4;X;X;18.575;11,3;1.281;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1990;147.869;713;0,5;147.156;68.012;46,2;48.235;32,8;X;X;18.232;12,4;859;0,6;8.243;5,6;3.575;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1994;253.714;1.151;0,5;252.563;110.263;43,7;81.751;32,4;X;X;23.842;9,4;3.398;1,3;28.198;11,2;5.111;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;1998;249.980;1.897;0,8;248.083;97.999;39,5;95.164;38,4;X;X;24.153;9,7;3.808;1,5;18.835;7,6;8.124;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2002;257.272;1.565;0,6;255.707;99.897;39,1;98.972;38,7;X;X;23.404;9,2;3.386;1,3;23.800;9,3;6.248;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2005;261.073;1.999;0,8;259.074;109.241;42,2;90.532;34,9;X;X;24.464;9,4;11.473;4,4;19.815;7,6;3.549;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2009;252.527;3.172;1,3;249.355;89.194;35,8;57.768;23,2;X;X;42.694;17,1;17.151;6,9;33.976;13,6;8.572;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2013;294.106;2.018;0,7;292.088;117.142;40,1;84.451;28,9;11.415;3,9;22.971;7,9;11.433;3,9;32.845;11,2;11.831;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2017;381.763;1.719;0,5;380.044;139.479;36,7;80.667;21,2;24.626;6,5;53.446;14,1;24.177;6,4;48.133;12,7;9.516;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2021;588.718;2.716;0,5;586.002;129.691;22,1;160.497;27,4;27.315;4,7;73.580;12,6;20.618;3,5;126.098;21,5;48.203;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Brief;2025;544.262;1.744;0,3;542.518;162.840;30,0;106.840;19,7;53.830;9,9;24.190;4,5;37.199;6,9;100.087;18,4;57.532;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;1990;29.594;211;0,7;29.383;10.869;37;6.440;21,9;X;X;2.946;10;5.552;18,9;2.889;9,8;687;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;1994;82.732;724;0,9;82.008;28.884;35,2;20.515;25;X;X;3.142;3,8;23.032;28,1;5.002;6,1;1.433;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;1998;93.415;839;0,9;92.576;27.026;29,2;29.316;31,7;X;X;3.031;3,3;23.783;25,7;4.942;5,3;4.478;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2002;111.420;1.350;1,2;110.070;31.756;28,9;44.235;40,2;X;X;6.204;5,6;19.901;18,1;5.876;5,3;2.098;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2005;121.704;1.118;0,9;120.586;36.030;29,9;39.466;32,7;X;X;6.807;5,6;27.975;23,2;6.315;5,2;3.993;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2009;135.618;1.131;0,8;134.487;47.713;35,5;21.635;16,1;X;X;11.973;8,9;37.041;27,5;10.399;7,7;5.726;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2013;160.538;1.384;0,9;159.154;67.213;42,2;29.657;18,6;7.282;4,6;4.122;2,6;32.953;20,7;10.125;6,4;7.802;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2017;224.762;1.411;0,6;223.351;80.920;36,2;33.292;14,9;29.940;13,4;14.939;6,7;42.328;19;11.600;5,2;10.332;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2021;326.037;2.834;0,9;323.203;57.235;17,7;97.914;30,3;38.299;11,8;28.489;8,8;41.728;12,9;32.811;10,2;26.727;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MV;Brief;2025;297.388;1.204;0,4;296.184;63.780;21,5;45.975;15,5;66.193;22,3;9.519;3,2;39.111;13,2;22.444;7,6;49.162;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1957;73.800;992;1,3;72.808;36.193;49,7;22.359;30,7;X;X;8.566;11,8;X;X;X;X;5.690;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1961;90.810;1.291;1,4;89.519;35.311;39,4;31.382;35,1;X;X;19.050;21,3;X;X;X;X;3.776;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1965;111.455;661;0,6;110.794;49.221;44,4;43.939;39,7;X;X;12.514;11,3;X;X;X;X;5.120;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1969;105.958;563;0,5;105.395;41.900;39,8;48.996;46,5;X;X;8.971;8,5;X;X;X;X;5.528;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1972;88.774;346;0,4;88.428;34.413;38,9;40.380;45,7;X;X;12.658;14,3;X;X;X;X;977;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1976;166.966;499;0,3;166.467;72.451;43,5;73.148;43,9;X;X;18.581;11,2;X;X;X;X;2.287;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1980;172.564;1.002;0,6;171.562;64.560;37,6;78.465;45,7;X;X;22.853;13,3;X;X;4.527;2,6;1.157;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1983;154.328;460;0,3;153.868;66.419;43,2;61.544;40;X;X;10.900;7,1;X;X;14.214;9,2;791;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1987;143.822;714;0,5;143.108;61.823;43,2;47.769;33,4;X;X;15.737;11;X;X;16.843;11,8;936;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1990;125.379;592;0,5;124.787;50.755;40,7;43.567;34,9;X;X;15.928;12,8;1.628;1,3;8.875;7,1;4.034;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1994;198.590;953;0,5;197.637;77.195;39,1;64.715;32,7;X;X;17.010;8,6;4.536;2,3;27.929;14,1;6.252;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;1998;239.997;1.504;0,6;238.493;82.033;34,4;95.744;40,1;X;X;18.148;7,6;5.187;2,2;26.939;11,3;10.442;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2002;246.840;1.394;0,6;245.446;78.716;32,1;97.083;39,6;X;X;19.780;8,1;4.925;2;33.794;13,8;11.148;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2005;229.127;1.593;0,7;227.534;80.960;35,6;81.221;35,7;X;X;19.843;8,7;13.158;5,8;28.624;12,6;3.728;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2009;256.147;2.167;0,8;253.980;85.860;33,8;60.426;23,8;X;X;36.202;14,3;21.426;8,4;39.697;15,6;10.369;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2013;274.910;2.459;0,9;272.451;98.184;36;81.420;29,9;8.969;3,3;17.154;6,3;18.090;6,6;36.441;13,4;12.193;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2017;364.213;1.631;0,4;362.582;114.001;31,4;80.561;22,2;22.583;6,2;44.615;12,3;36.419;10;48.390;13,3;16.013;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2021;518.387;1.824;0,4;516.563;86.610;16,8;151.384;29,3;18.022;3,5;60.761;11,8;31.464;6,1;136.838;26,5;31.484;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HH;Brief;2025;427.834;1.211;0,3;426.623;101.164;23,7;100.038;23,4;28.100;6,6;19.428;4,6;54.456;12,8;93.269;21,9;30.168;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1957;186.242;2.145;1,2;184.097;90.205;49;41.509;22,5;X;X;15.665;8,5;X;X;X;X;36.718;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1961;200.526;2.543;1,3;197.983;89.486;45,2;59.061;29,8;X;X;34.994;17,7;X;X;X;X;14.442;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1965;260.434;1.889;0,7;258.545;126.258;48,8;86.603;33,5;X;X;34.815;13,5;X;X;X;X;10.869;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1969;300.724;2.015;0,7;298.709;134.955;45,2;122.880;41,1;X;X;26.094;8,7;X;X;X;X;14.780;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1972;334.164;1.768;0,5;332.396;142.474;42,9;146.254;44;X;X;40.619;12,2;X;X;X;X;3.049;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1976;532.686;5.306;1;527.380;262.449;49,8;210.605;39,9;X;X;48.712;9,2;X;X;X;X;5.614;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1980;532.009;1.978;0,4;530.031;223.123;42,1;228.766;43,2;X;X;60.364;11,4;X;X;15.212;2,9;2.566;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1983;459.806;1.634;0,4;458.172;214.633;46,8;160.711;35,1;X;X;36.503;8;X;X;44.531;9,7;1.794;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1987;522.958;1.884;0,4;521.074;231.490;44,4;170.165;32,7;X;X;56.035;10,8;X;X;59.475;11,4;3.909;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1990;410.871;1.620;0,4;409.251;187.513;45,8;135.490;33,1;X;X;46.430;11,3;2.209;0,5;27.527;6,7;10.082;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1994;570.796;2.276;0,4;568.520;249.449;43,9;191.079;33,6;X;X;53.572;9,4;6.803;1,2;53.470;9,4;14.147;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;1998;735.639;3.245;0,4;732.394;270.771;37;317.815;43,4;X;X;60.242;8,2;7.715;1,1;53.235;7,3;22.616;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2002;758.309;3.342;0,4;754.967;275.766;36,5;333.120;44,1;X;X;62.789;8,3;8.329;1,1;58.453;7,7;16.510;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2005;733.663;4.929;0,7;728.734;277.805;38,1;289.099;39,7;X;X;64.526;8,9;30.045;4,1;51.417;7,1;15.842;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2009;726.195;5.007;0,7;721.188;262.577;36,4;185.123;25,7;X;X;103.155;14,3;50.573;7;87.537;12,1;32.223;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2013;836.334;5.512;0,7;830.822;350.175;42,1;256.894;30,9;26.680;3,2;46.371;5,6;32.345;3,9;88.520;10,7;29.837;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2017;1.032.318;4.480;0,4;1.027.838;386.771;37,6;262.053;25,5;73.657;7,2;106.668;10,4;62.839;6,1;98.818;9,6;37.032;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2021;1.534.085;7.502;0,5;1.526.583;376.420;24,7;501.251;32,8;74.326;4,9;155.726;10,2;48.353;3,2;289.059;18,9;81.448;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Brief;2025;1.303.747;3.864;0,3;1.299.883;401.976;30,9;328.410;25,3;138.396;10,6;51.930;4,0;93.862;7,2;186.290;14,3;99.019;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1957;21.331;540;2,5;20.791;8.751;42,1;5.936;28,6;X;X;2.056;9,9;X;X;X;X;4.048;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1961;23.605;470;2;23.135;8.366;36,2;7.703;33,3;X;X;5.220;22,6;X;X;X;X;1.846;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1965;32.927;218;0,7;32.709;13.844;42,3;11.904;36,4;X;X;5.181;15,8;X;X;X;X;1.780;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1969;32.081;129;0,4;31.952;11.896;37,2;13.669;42,8;X;X;4.358;13,6;X;X;X;X;2.029;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1972;36.058;284;0,8;35.774;12.110;33,9;17.665;49,4;X;X;5.516;15,4;X;X;X;X;483;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1976;46.766;169;0,4;46.597;19.241;41,3;20.517;44;X;X;5.848;12,6;X;X;X;X;991;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1980;55.689;218;0,4;55.471;19.389;35;24.951;45;X;X;8.387;15,1;X;X;2.127;3,8;617;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1984;43.737;188;0,4;43.549;16.931;38,9;16.870;38,7;X;X;3.677;8,4;X;X;5.749;13,2;322;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1987;44.653;190;0,4;44.463;15.069;33,9;15.111;34;X;X;5.500;12,4;X;X;8.171;18,4;612;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1990;36.119;178;0,5;35.941;12.338;34,3;12.617;35,1;X;X;5.278;14,7;560;1,6;3.905;10,9;1.243;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1994;49.180;267;0,5;48.913;16.718;34,2;17.430;35,6;X;X;5.137;10,5;1.482;3;6.707;13,7;1.439;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;1998;63.030;286;0,5;62.744;18.512;29,5;26.657;42,5;X;X;5.360;8,5;1.602;2,6;8.080;12,9;2.533;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2002;61.422;280;0,5;61.142;17.010;27,8;26.659;43,6;X;X;5.096;8,3;1.356;2,2;9.496;15,5;1.525;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2005;63.510;530;0,8;62.980;17.944;28,5;24.430;38,8;X;X;5.319;8,4;4.890;7,8;8.725;13,9;1.672;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2009;65.815;484;0,7;65.331;18.514;28,3;17.071;26,1;X;X;8.040;12,3;7.436;11,4;11.442;17,5;2.828;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2013;68.898;463;0,7;68.435;22.099;32,3;22.227;32,5;2.095;3,1;3.387;4,9;5.409;7,9;9.959;14,6;3.259;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;Brief;2017;84.763;449;0,5;84.314;24.722;29,3;20.904;24,8;5.845;6,9;9.551;11,3;10.007;11,9;10.127;12;3.158;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
