# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
BY;Summe;Summe;Sonstige;552124;9258;;49774;39892;44250;101468;24676;38037;244769;351;123911
BY;Summe;Summe;dar. NPD;20611;297;;1294;539;145;2808;590;11750;3189;297;1159
BY;Summe;Summe;dar. FREIE WÄHLER;199198;1969;;16820;4342;6027;47157;8890;6080;107914;0;98307
BY;Summe;1993 - 1999;Summe;586135;4954;;101176;45273;80446;220817;46372;39441;47655;0;22082
BY;Summe;1993 - 1999;Ungültig;2302;1609;;156;0;127;183;87;52;88;0;0
BY;Summe;1993 - 1999;SPD;75666;281;;48927;1893;6421;12493;1872;784;2995;0;1749
BY;Summe;1993 - 1999;DIE LINKE;48415;170;;7405;27931;6687;2858;744;408;2211;0;641
BY;Summe;1993 - 1999;GRÜNE;89745;258;;17624;5160;44932;14419;2580;243;4529;0;1376
BY;Summe;1993 - 1999;CSU;172236;624;;9036;952;7584;140212;6219;831;6777;0;3805
BY;Summe;1993 - 1999;FDP;70452;459;;6223;630;3660;26463;28735;1026;3257;0;1994
BY;Summe;1993 - 1999;AfD;50908;218;;2768;748;512;8751;2144;32105;3663;0;1868
BY;Summe;1993 - 1999;Sonstige;76411;1335;;9036;7959;10523;15437;3992;3993;24135;0;10649
BY;Summe;1993 - 1999;dar. NPD;2369;0;;123;77;30;429;29;1355;327;0;101
BY;Summe;1993 - 1999;dar. FREIE WÄHLER;15667;255;;1442;361;747;4266;1035;394;7168;0;6448
BY;Summe;1983 - 1992;Summe;990694;5957;;159546;69805;112938;383893;70009;103450;85096;292;43834
BY;Summe;1983 - 1992;Ungültig;2623;1562;;216;76;45;351;166;102;105;0;67
BY;Summe;1983 - 1992;SPD;119036;438;;83748;2733;9110;13326;2549;2073;5060;71;2821
BY;Summe;1983 - 1992;DIE LINKE;78504;185;;13194;44593;9984;5078;945;1278;3247;0;1242
BY;Summe;1983 - 1992;GRÜNE;119175;435;;23572;4843;65270;16733;2461;381;5481;0;2109
BY;Summe;1983 - 1992;CSU;321980;815;;15973;1712;12015;265148;9812;2771;13735;0;8733
BY;Summe;1983 - 1992;FDP;107712;379;;7530;1091;3994;42699;45828;1397;4794;0;3222
BY;Summe;1983 - 1992;AfD;123380;574;;4334;1795;591;17232;3066;87445;8342;102;4328
BY;Summe;1983 - 1992;Sonstige;118284;1570;;10980;12962;11928;23326;5182;8005;44332;119;21311
BY;Summe;1983 - 1992;dar. NPD;5850;32;;550;103;115;731;207;2881;1231;119;425
BY;Summe;1983 - 1992;dar. FREIE WÄHLER;32945;153;;2510;1032;1257;9132;1099;1200;16563;0;14983
BY;Summe;1973 - 1982;Summe;1019638;6801;;147555;56021;108906;426643;66282;124047;83382;48;43381
BY;Summe;1973 - 1982;Ungültig;3863;2883;;53;140;0;406;73;140;167;0;84
BY;Summe;1973 - 1982;SPD;111773;410;;80054;2717;8839;11604;1889;1664;4596;0;2766
BY;Summe;1973 - 1982;DIE LINKE;64480;201;;8755;39566;5516;4810;855;1333;3443;0;1378
BY;Summe;1973 - 1982;GRÜNE;123334;160;;25293;3089;69600;17454;1887;352;5499;0;1776
BY;Summe;1973 - 1982;CSU;363698;1098;;14555;1732;13313;306811;10564;3037;12587;0;8062
BY;Summe;1973 - 1982;FDP;111122;375;;7486;583;3920;49212;43703;1188;4657;0;3065
BY;Summe;1973 - 1982;AfD;147302;659;;4812;1649;664;19145;3591;108725;8056;0;4559
BY;Summe;1973 - 1982;Sonstige;94065;1015;;6547;6545;7055;17200;3720;7607;44377;48;21691
BY;Summe;1973 - 1982;dar. NPD;4285;32;;320;69;0;568;178;2666;452;48;152
BY;Summe;1973 - 1982;dar. FREIE WÄHLER;32612;227;;2013;792;700;8355;1331;920;18273;0;16454
BY;Summe;1958 - 1972;Summe;2205078;16538;;387782;118600;231156;874512;129906;278647;167936;184;86100
BY;Summe;1958 - 1972;Ungültig;10504;6261;;1029;246;251;1422;280;514;500;0;232
BY;Summe;1958 - 1972;SPD;326706;1040;;246946;6209;23629;28284;3630;4493;12473;0;6958
BY;Summe;1958 - 1972;DIE LINKE;139671;337;;19653;87488;12610;7503;1737;3346;6996;59;2899
BY;Summe;1958 - 1972;GRÜNE;251050;433;;50783;5221;147319;30444;3493;912;12445;0;4802
BY;Summe;1958 - 1972;CSU;775830;2756;;30837;3113;25345;663265;19961;6214;24339;0;14738
BY;Summe;1958 - 1972;FDP;208864;1193;;13091;1585;9011;81720;88405;3882;9976;0;6546
BY;Summe;1958 - 1972;AfD;327727;1534;;11608;6186;2344;34921;5553;247233;18347;0;8671
BY;Summe;1958 - 1972;Sonstige;164725;2983;;13835;8552;10646;26951;6846;12053;82860;125;41253
BY;Summe;1958 - 1972;dar. NPD;5715;96;;172;246;0;626;98;3550;928;71;423
BY;Summe;1958 - 1972;dar. FREIE WÄHLER;67486;493;;5967;1060;2088;14840;3079;1769;38190;0;34092
BY;Summe;1948 - 1957;Summe;1167998;12089;;241725;60135;77151;519131;74304;126278;57186;0;31217
BY;Summe;1948 - 1957;Ungültig;8092;4664;;762;121;67;1572;364;388;153;0;75
BY;Summe;1948 - 1957;SPD;214605;1283;;172380;3709;10273;18086;2389;1597;4888;0;2693
BY;Summe;1948 - 1957;DIE LINKE;75880;457;;13134;47083;6262;3799;1289;1332;2524;0;1014
BY;Summe;1948 - 1957;GRÜNE;83129;254;;18935;2240;47273;10507;1357;115;2447;0;866
BY;Summe;1948 - 1957;CSU;463866;2100;;16250;1520;6924;414622;10702;3651;8097;0;4769
BY;Summe;1948 - 1957;FDP;116441;1117;;8244;581;2942;45681;52347;1685;3844;0;2591
BY;Summe;1948 - 1957;AfD;150159;1201;;6171;2307;750;16013;3345;113996;6375;0;2810
BY;Summe;1948 - 1957;Sonstige;55827;1013;;5848;2574;2659;8851;2511;3513;28859;0;16399
BY;Summe;1948 - 1957;dar. NPD;1446;70;;94;45;0;278;51;762;147;0;58
BY;Summe;1948 - 1957;dar. FREIE WÄHLER;27675;413;;2971;557;892;5068;1240;893;15641;0;14761
BY;Summe;1947 und früher;Summe;1471463;22977;;298620;34532;50760;830491;91011;101679;41393;59;23505
BY;Summe;1947 und früher;Ungültig;20412;10845;;2002;67;359;5871;256;604;407;0;269
BY;Summe;1947 und früher;SPD;283144;2251;;241276;3114;7317;20286;3554;1803;3544;0;1971
BY;Summe;1947 und früher;DIE LINKE;43853;433;;9106;26041;2563;2749;763;961;1238;0;432
BY;Summe;1947 und früher;GRÜNE;55683;332;;14045;735;29601;8677;859;98;1337;0;452
BY;Summe;1947 und früher;CSU;772079;4716;;16853;1253;6429;715834;15273;3727;7994;0;4474
BY;Summe;1947 und früher;FDP;136657;1099;;6835;577;2685;55485;65333;1294;3349;0;1967
BY;Summe;1947 und früher;AfD;116824;1959;;4974;1446;365;11887;2548;90326;3319;0;1332
BY;Summe;1947 und früher;Sonstige;42812;1343;;3529;1300;1440;9702;2426;2866;20206;59;12608
BY;Summe;1947 und früher;dar. NPD;945;67;;34;0;0;176;28;536;104;59;0
BY;Summe;1947 und früher;dar. FREIE WÄHLER;22812;429;;1917;540;342;5496;1106;905;12078;0;11569
BY;m;Summe;Summe;3631368;34009;;659073;197182;267836;1518308;241864;484653;228443;345;117405
BY;m;Summe;Ungültig;22224;14191;;1962;369;213;3822;439;726;502;0;295
BY;m;Summe;SPD;555113;2576;;436658;9625;28143;46689;7525;6933;16963;71;9187
BY;m;Summe;DIE LINKE;236429;825;;40969;144019;20124;12213;2957;4818;10504;0;4277
BY;m;Summe;GRÜNE;296841;600;;68770;8195;165398;35143;5351;837;12548;0;4534
BY;m;Summe;CSU;1281169;4739;;41365;3294;22433;1136074;31096;11206;30961;0;19024
BY;m;Summe;FDP;406220;2852;;26006;2572;12819;169246;171350;6145;15231;0;9756
BY;m;Summe;AfD;579369;3607;;20687;8980;2650;69897;11988;432645;28914;48;14433
BY;m;Summe;Sonstige;254003;4619;;22657;20128;16055;45224;11158;21343;112820;226;55899
BY;m;Summe;dar. NPD;14068;231;;841;237;90;1897;221;8355;2197;226;684
BY;m;Summe;dar. FREIE WÄHLER;89145;803;;7697;2038;2055;21349;3816;3032;48353;0;44296
BY;m;1993 - 1999;Summe;293330;3040;;49817;22677;32621;109349;27012;24619;24195;0;11085
BY;m;1993 - 1999;Ungültig;1498;1087;;92;0;37;163;25;52;41;0;0
BY;m;1993 - 1999;SPD;37285;162;;24911;828;2479;5825;978;498;1604;0;875
BY;m;1993 - 1999;DIE LINKE;24929;95;;4233;14749;2999;1120;417;223;1093;0;279
BY;m;1993 - 1999;GRÜNE;36210;81;;7628;1858;17888;5475;1303;169;1809;0;652
BY;m;1993 - 1999;CSU;79830;315;;3218;260;2528;67175;2906;378;3049;0;1710
BY;m;1993 - 1999;FDP;43060;254;;3984;381;2013;16035;17730;790;1873;0;1100
BY;m;1993 - 1999;AfD;32066;187;;1490;537;310;5881;1370;20082;2210;0;1105
BY;m;1993 - 1999;Sonstige;38452;860;;4261;4063;4366;7675;2282;2429;12517;0;5364
BY;m;1993 - 1999;dar. NPD;1549;0;;32;0;30;318;0;923;246;0;101
BY;m;1993 - 1999;dar. FREIE WÄHLER;7315;136;;764;66;308;1926;389;218;3508;0;3194
BY;m;1983 - 1992;Summe;498716;3080;;78086;37564;43972;187929;39510;66815;41760;238;20961
BY;m;1983 - 1992;Ungültig;1467;919;;79;47;23;241;47;78;32;0;32
BY;m;1983 - 1992;SPD;56861;282;;41795;1059;3063;6058;1073;1076;2455;71;1274
BY;m;1983 - 1992;DIE LINKE;42455;58;;8050;24432;4772;2358;430;674;1681;0;658
BY;m;1983 - 1992;GRÜNE;46234;145;;9802;1786;25198;5913;1118;143;2129;0;943
BY;m;1983 - 1992;CSU;146760;287;;6142;638;3567;123998;4513;1724;5893;0;3670
BY;m;1983 - 1992;FDP;65400;269;;4306;615;2140;26352;28018;902;2798;0;2011
BY;m;1983 - 1992;AfD;80098;333;;2448;1149;361;11676;1830;57234;5067;48;2792
BY;m;1983 - 1992;Sonstige;59440;787;;5464;7837;4849;11332;2483;4984;21705;119;9581
BY;m;1983 - 1992;dar. NPD;4033;0;;338;33;60;528;46;2226;801;119;172
BY;m;1983 - 1992;dar. FREIE WÄHLER;14317;50;;1183;631;296;4222;348;584;7004;0;6572
BY;m;1973 - 1982;Summe;511247;3479;;70963;29414;44359;207842;35064;80333;39792;48;20155
BY;m;1973 - 1982;Ungültig;2243;1669;;32;98;0;204;46;80;113;0;84
BY;m;1973 - 1982;SPD;52887;197;;38763;1638;3505;4687;829;870;2398;0;1375
BY;m;1973 - 1982;DIE LINKE;33558;85;;4961;20908;2607;2108;291;693;1906;0;780
BY;m;1973 - 1982;GRÜNE;51925;0;;11340;1498;29190;6916;611;154;2218;0;630
BY;m;1973 - 1982;CSU;166043;455;;5587;566;4182;143404;4763;1724;5362;0;3457
BY;m;1973 - 1982;FDP;63608;206;;3780;372;1908;29286;24789;809;2457;0;1514
BY;m;1973 - 1982;AfD;95693;369;;2948;1033;392;12238;2073;71661;4977;0;2655
BY;m;1973 - 1982;Sonstige;45291;497;;3551;3302;2575;8999;1662;4343;20361;48;9659
BY;m;1973 - 1982;dar. NPD;3008;32;;279;32;0;350;52;1948;315;48;88
BY;m;1973 - 1982;dar. FREIE WÄHLER;15421;67;;967;226;313;4844;455;603;7948;0;7170
BY;m;1958 - 1972;Summe;1096921;8683;;193455;58059;93328;427829;64078;175729;75760;0;39290
BY;m;1958 - 1972;Ungültig;5076;3493;;542;137;5;477;71;187;165;0;95
BY;m;1958 - 1972;SPD;164997;612;;126552;2565;10907;13270;1842;2582;6667;0;3687
BY;m;1958 - 1972;DIE LINKE;70501;216;;10571;44160;5675;3720;643;1876;3639;0;1708
BY;m;1958 - 1972;GRÜNE;104603;147;;24578;1917;60828;10673;1448;308;4704;0;1585
BY;m;1958 - 1972;CSU;365034;1199;;12642;1026;7936;320609;8523;3471;9628;0;5958
BY;m;1958 - 1972;FDP;110185;825;;6640;767;4081;45393;45864;1989;4626;0;3027
BY;m;1958 - 1972;AfD;207657;862;;6463;3889;963;22814;3134;158740;10793;0;5319
BY;m;1958 - 1972;Sonstige;68868;1329;;5468;3597;2933;10873;2553;6577;35538;0;17910
BY;m;1958 - 1972;dar. NPD;3705;96;;96;126;0;386;44;2373;584;0;264
BY;m;1958 - 1972;dar. FREIE WÄHLER;29253;171;;2411;689;582;6332;1411;744;16912;0;15037
BY;m;1948 - 1957;Summe;573716;5769;;124362;31167;33147;237749;35500;77883;28139;0;15278
BY;m;1948 - 1957;Ungültig;3621;2066;;363;52;67;686;196;160;29;0;29
BY;m;1948 - 1957;SPD;110056;579;;89977;1920;4605;8492;1040;926;2518;0;1241
BY;m;1948 - 1957;DIE LINKE;40446;150;;7555;25214;2948;1659;743;776;1401;0;546
BY;m;1948 - 1957;GRÜNE;36076;137;;9479;858;20398;3581;453;0;1171;0;474
BY;m;1948 - 1957;CSU;207183;899;;6826;480;2176;186692;4198;2081;3830;0;2390
BY;m;1948 - 1957;FDP;58308;636;;3891;221;1599;23766;25328;1014;1854;0;1306
BY;m;1948 - 1957;AfD;93789;729;;3921;1494;427;9675;2254;71297;3992;0;1767
BY;m;1948 - 1957;Sonstige;24237;574;;2350;928;927;3199;1288;1628;13344;0;7525
BY;m;1948 - 1957;dar. NPD;1015;70;;61;45;0;184;51;458;147;0;58
BY;m;1948 - 1957;dar. FREIE WÄHLER;12413;201;;1300;250;432;1943;591;438;7258;0;6764
BY;m;1947 und früher;Summe;657438;9958;;142390;18302;20409;347610;40699;59274;18795;59;10637
BY;m;1947 und früher;Ungültig;8320;4957;;854;34;81;2052;53;169;121;0;54
BY;m;1947 und früher;SPD;133026;744;;114660;1616;3584;8358;1764;982;1319;0;734
BY;m;1947 und früher;DIE LINKE;24540;222;;5599;14556;1122;1247;433;576;784;0;308
BY;m;1947 und früher;GRÜNE;21792;90;;5944;278;11896;2585;417;64;518;0;250
BY;m;1947 und früher;CSU;316319;1585;;6950;324;2044;294195;6193;1828;3199;0;1840
BY;m;1947 und früher;FDP;65658;662;;3404;215;1079;28413;29622;641;1623;0;798
BY;m;1947 und früher;AfD;70066;1127;;3417;877;198;7614;1328;53631;1876;0;794
BY;m;1947 und früher;Sonstige;17715;571;;1562;401;406;3146;890;1384;9355;59;5860
BY;m;1947 und früher;dar. NPD;758;33;;34;0;0;132;28;427;104;59;0
BY;m;1947 und früher;dar. FREIE WÄHLER;10425;178;;1073;176;124;2083;622;445;5723;0;5559
BY;w;Summe;Summe;3809638;35308;;677331;187186;393520;1737179;236020;288889;254205;238;132714
BY;w;Summe;Ungültig;25572;13634;;2257;281;638;5982;786;1075;919;0;432
BY;w;Summe;SPD;575818;3127;;436673;10750;37447;57390;8357;5480;16593;0;9772
BY;w;Summe;DIE LINKE;214374;958;;30277;128684;23498;14585;3376;3840;9155;59;3328
BY;w;Summe;GRÜNE;425275;1271;;81483;13093;238597;63090;7286;1264;19189;0;6848
BY;w;Summe;CSU;1588519;7370;;62140;6987;49176;1369819;41435;9025;42568;0;25558
BY;w;Summe;FDP;345028;1770;;23404;2476;13392;132015;153001;4326;14645;0;9629
BY;w;Summe;AfD;336931;2537;;13980;5152;2576;38053;8259;247186;19187;54;9135
BY;w;Summe;Sonstige;298121;4640;;27117;19764;28195;56244;13519;16694;131949;125;68012
BY;w;Summe;dar. NPD;6543;67;;454;302;55;911;369;3394;992;71;475
BY;w;Summe;dar. FREIE WÄHLER;110053;1166;;9123;2304;3971;25808;5074;3048;59560;0;54011
BY;w;1993 - 1999;Summe;292805;1914;;51359;22597;47825;111468;19360;14822;23459;0;10997
BY;w;1993 - 1999;Ungültig;804;522;;64;0;91;19;61;0;47;0;0
BY;w;1993 - 1999;SPD;38381;119;;24015;1065;3942;6668;893;286;1391;0;874
BY;w;1993 - 1999;DIE LINKE;23486;76;;3172;13182;3687;1738;327;185;1118;0;362
BY;w;1993 - 1999;GRÜNE;53534;177;;9997;3302;27044;8944;1277;74;2720;0;724
BY;w;1993 - 1999;CSU;92406;310;;5819;691;5055;73037;3313;454;3728;0;2095
BY;w;1993 - 1999;FDP;27392;205;;2239;249;1646;10428;11005;236;1384;0;894
BY;w;1993 - 1999;AfD;18842;31;;1278;210;202;2870;774;12023;1453;0;762
BY;w;1993 - 1999;Sonstige;37958;475;;4774;3897;6157;7762;1710;1565;11619;0;5285
BY;w;1993 - 1999;dar. NPD;820;0;;90;77;0;112;29;431;81;0;0
BY;w;1993 - 1999;dar. FREIE WÄHLER;8352;119;;678;294;439;2340;646;176;3660;0;3254
BY;w;1983 - 1992;Summe;491978;2877;;81460;32242;68965;195964;30499;36635;43336;54;22873
BY;w;1983 - 1992;Ungültig;1156;643;;137;29;22;110;119;24;73;0;35
BY;w;1983 - 1992;SPD;62175;156;;41953;1674;6047;7268;1476;997;2604;0;1547
BY;w;1983 - 1992;DIE LINKE;36049;128;;5144;20161;5212;2719;515;604;1566;0;585
BY;w;1983 - 1992;GRÜNE;72941;290;;13770;3057;40072;10819;1343;238;3351;0;1166
BY;w;1983 - 1992;CSU;175220;528;;9831;1074;8449;141151;5299;1047;7842;0;5063
BY;w;1983 - 1992;FDP;42311;110;;3224;476;1854;16347;17811;494;1996;0;1211
BY;w;1983 - 1992;AfD;43282;241;;1886;646;230;5556;1236;30211;3276;54;1536
BY;w;1983 - 1992;Sonstige;58843;782;;5516;5125;7079;11993;2699;3021;22627;0;11730
BY;w;1983 - 1992;dar. NPD;1818;32;;212;69;55;204;161;655;430;0;253
BY;w;1983 - 1992;dar. FREIE WÄHLER;18628;103;;1327;400;962;4910;751;616;9559;0;8412
BY;w;1973 - 1982;Summe;508391;3322;;76592;26607;64546;218801;31218;43713;43590;0;23226
BY;w;1973 - 1982;Ungültig;1620;1215;;21;41;0;203;27;60;54;0;0
BY;w;1973 - 1982;SPD;58886;213;;41292;1080;5334;6917;1060;793;2198;0;1391
BY;w;1973 - 1982;DIE LINKE;30922;116;;3794;18658;2909;2702;564;641;1538;0;598
BY;w;1973 - 1982;GRÜNE;71409;160;;13954;1592;40410;10537;1276;199;3282;0;1146
BY;w;1973 - 1982;CSU;197655;643;;8968;1166;9131;163407;5802;1313;7225;0;4605
BY;w;1973 - 1982;FDP;47515;168;;3705;210;2012;19926;18914;379;2199;0;1551
BY;w;1973 - 1982;AfD;51610;290;;1864;617;271;6907;1518;37064;3078;0;1903
BY;w;1973 - 1982;Sonstige;48775;518;;2995;3243;4480;8202;2058;3264;24016;0;12032
BY;w;1973 - 1982;dar. NPD;1278;0;;41;36;0;218;126;718;138;0;63
BY;w;1973 - 1982;dar. FREIE WÄHLER;17190;160;;1047;566;387;3511;876;317;10326;0;9284
BY;w;1958 - 1972;Summe;1108157;7856;;194327;60542;137828;446683;65828;102918;92176;184;46810
BY;w;1958 - 1972;Ungültig;5428;2768;;487;109;247;946;209;327;335;0;136
BY;w;1958 - 1972;SPD;161709;428;;120394;3645;12722;15014;1789;1912;5806;0;3271
BY;w;1958 - 1972;DIE LINKE;69170;121;;9081;43328;6936;3783;1094;1469;3357;59;1191
BY;w;1958 - 1972;GRÜNE;146447;286;;26206;3304;86491;19770;2045;604;7741;0;3218
BY;w;1958 - 1972;CSU;410796;1557;;18195;2087;17409;342657;11438;2743;14711;0;8780
BY;w;1958 - 1972;FDP;98679;368;;6451;818;4930;36327;42542;1893;5350;0;3519
BY;w;1958 - 1972;AfD;120070;673;;5145;2296;1381;12107;2419;88494;7555;0;3352
BY;w;1958 - 1972;Sonstige;95858;1654;;8367;4955;7713;16079;4293;5476;47321;125;23343
BY;w;1958 - 1972;dar. NPD;2010;0;;76;120;0;239;54;1177;344;71;158
BY;w;1958 - 1972;dar. FREIE WÄHLER;38233;322;;3556;371;1506;8509;1668;1024;21278;0;19055
BY;w;1948 - 1957;Summe;594282;6320;;117364;28968;44004;281381;38803;48395;29047;0;15939
BY;w;1948 - 1957;Ungültig;4471;2598;;400;69;0;885;168;228;124;0;46
BY;w;1948 - 1957;SPD;104549;704;;82403;1790;5668;9594;1349;670;2370;0;1453
BY;w;1948 - 1957;DIE LINKE;35434;307;;5579;21869;3314;2140;546;556;1123;0;468
BY;w;1948 - 1957;GRÜNE;47052;117;;9456;1383;26875;6926;904;115;1276;0;392
BY;w;1948 - 1957;CSU;256682;1201;;9425;1039;4748;227929;6504;1570;4267;0;2379
BY;w;1948 - 1957;FDP;58133;481;;4354;360;1343;21915;27019;671;1990;0;1284
BY;w;1948 - 1957;AfD;56370;472;;2250;813;324;6339;1091;42699;2382;0;1043
BY;w;1948 - 1957;Sonstige;31590;439;;3498;1645;1732;5652;1223;1885;15515;0;8874
BY;w;1948 - 1957;dar. NPD;431;0;;33;0;0;94;0;304;0;0;0
BY;w;1948 - 1957;dar. FREIE WÄHLER;15262;212;;1671;307;460;3124;649;455;8384;0;7996
BY;w;1947 und früher;Summe;814025;13020;;156229;16230;30350;482881;50312;42405;22598;0;12869
BY;w;1947 und früher;Ungültig;12092;5889;;1148;33;278;3819;203;435;286;0;215
BY;w;1947 und früher;SPD;150118;1508;;126616;1497;3733;11928;1790;821;2224;0;1237
BY;w;1947 und früher;DIE LINKE;19312;210;;3507;11485;1441;1501;329;385;454;0;124
BY;w;1947 und früher;GRÜNE;33891;242;;8100;456;17705;6092;442;34;819;0;202
BY;w;1947 und früher;CSU;455760;3131;;9903;929;4385;421639;9080;1899;4795;0;2635
BY;w;1947 und früher;FDP;70999;437;;3431;362;1606;27072;35711;653;1726;0;1169
BY;w;1947 und früher;AfD;46757;832;;1557;569;168;4273;1221;36695;1443;0;538
BY;w;1947 und früher;Sonstige;25097;772;;1967;899;1034;6556;1536;1482;10851;0;6748
BY;w;1947 und früher;dar. NPD;187;34;;0;0;0;44;0;109;0;0;0
BY;w;1947 und früher;dar. FREIE WÄHLER;12387;250;;844;364;218;3413;484;459;6354;0;6010
SL;Summe;Summe;Summe;595411;8512;211271;188580;64996;25965;;28198;53534;14355;655;1379
SL;Summe;Summe;Ungültig;10153;5829;1759;1424;510;115;;121;340;56;0;0
SL;Summe;Summe;CDU;189573;798;170077;8270;1767;3417;;3621;742;882;14;107
SL;Summe;Summe;SPD;158895;522;8171;140420;4040;2632;;911;1372;826;36;68
SL;Summe;Summe;DIE LINKE;75448;340;3536;15852;50314;2442;;579;1343;1042;0;49
SL;Summe;Summe;GRÜNE;35117;182;5304;11334;1673;15265;;705;138;517;0;7
SL;Summe;Summe;FDP;44477;95;16772;4649;1036;598;;20208;434;686;3;24
SL;Summe;Summe;AfD;58920;270;3473;3770;2216;239;;1266;46696;991;127;126
SL;Summe;Summe;Sonstige;22828;477;2180;2862;3440;1257;;787;2471;9355;476;999
SL;Summe;Summe;dar. NPD;3382;50;126;232;369;80;;91;1618;817;475;124
SL;Summe;Summe;dar. FREIE WÄHLER;4014;8;446;268;220;54;;101;91;2827;0;691
SL;Summe;1993 - 1999;Summe;40972;807;10985;13160;4537;4032;;2966;2254;2231;35;86
SL;Summe;1993 - 1999;Ungültig;1018;644;121;60;33;0;;0;161;0;0;0
SL;Summe;1993 - 1999;CDU;8876;77;7268;672;63;377;;310;10;100;0;0
SL;Summe;1993 - 1999;SPD;9363;0;1024;7481;261;237;;149;134;76;10;0
SL;Summe;1993 - 1999;DIE LINKE;5420;43;260;1108;3002;749;;2;19;238;0;0
SL;Summe;1993 - 1999;GRÜNE;5093;0;750;1886;284;2023;;7;53;91;0;1
SL;Summe;1993 - 1999;FDP;4379;0;1061;804;91;112;;2150;58;102;0;0
SL;Summe;1993 - 1999;AfD;2799;0;109;439;222;63;;144;1691;133;25;0
SL;Summe;1993 - 1999;Sonstige;4024;42;392;712;581;472;;204;129;1492;0;85
SL;Summe;1993 - 1999;dar. NPD;213;3;3;25;6;22;;0;111;43;0;0
SL;Summe;1993 - 1999;dar. FREIE WÄHLER;332;0;90;34;32;0;;6;0;170;0;32
SL;Summe;1983 - 1992;Summe;66391;1061;19451;21031;7990;3403;;3672;6604;3178;174;318
SL;Summe;1983 - 1992;Ungültig;978;742;117;3;0;0;;41;41;33;0;0
SL;Summe;1983 - 1992;CDU;16916;76;14188;1330;223;489;;252;241;118;0;0
SL;Summe;1983 - 1992;SPD;15981;82;1024;13575;642;289;;124;156;89;0;0
SL;Summe;1983 - 1992;DIE LINKE;8231;0;309;1983;5332;361;;5;84;157;0;0
SL;Summe;1983 - 1992;GRÜNE;4431;0;691;1496;279;1717;;79;29;139;0;6
SL;Summe;1983 - 1992;FDP;6596;24;2142;1061;180;80;;2809;124;176;3;0
SL;Summe;1983 - 1992;AfD;6969;0;436;732;232;36;;166;5195;173;10;0
SL;Summe;1983 - 1992;Sonstige;6291;136;545;851;1102;432;;198;734;2293;161;312
SL;Summe;1983 - 1992;dar. NPD;950;34;53;22;133;0;;0;482;227;161;53
SL;Summe;1983 - 1992;dar. FREIE WÄHLER;753;8;61;0;0;22;;0;0;660;0;221
SL;Summe;1973 - 1982;Summe;70019;852;22249;19913;8095;2847;;3795;9490;2778;13;331
SL;Summe;1973 - 1982;Ungültig;931;513;274;87;14;41;;0;0;1;0;0
SL;Summe;1973 - 1982;CDU;19331;1;16558;1319;222;352;;499;57;323;0;90
SL;Summe;1973 - 1982;SPD;15625;97;818;13391;567;265;;73;173;241;0;53
SL;Summe;1973 - 1982;DIE LINKE;9281;80;483;1992;5974;192;;111;324;125;0;22
SL;Summe;1973 - 1982;GRÜNE;4780;22;892;1580;295;1806;;79;15;90;0;0
SL;Summe;1973 - 1982;FDP;5412;0;2255;486;31;47;;2537;7;49;0;0
SL;Summe;1973 - 1982;AfD;10482;26;510;577;461;0;;225;8347;335;0;72
SL;Summe;1973 - 1982;Sonstige;4177;113;459;481;529;143;;272;567;1612;13;93
SL;Summe;1973 - 1982;dar. NPD;913;3;0;46;40;29;;87;517;190;13;53
SL;Summe;1973 - 1982;dar. FREIE WÄHLER;863;0;140;61;119;19;;75;0;449;0;31
SL;Summe;1958 - 1972;Summe;176553;1615;54414;58001;21038;10400;;7373;19869;3843;305;353
SL;Summe;1958 - 1972;Ungültig;1875;1149;211;339;89;46;;19;0;23;0;0
SL;Summe;1958 - 1972;CDU;48593;105;42498;2623;759;1400;;824;204;180;14;16
SL;Summe;1958 - 1972;SPD;48854;38;2336;42786;1332;931;;409;668;354;26;1
