# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
SN;w;1958 - 1972;SPD;30237;107;3260;20381;3188;1267;;412;1331;291;16;74
SN;w;1958 - 1972;DIE LINKE;52181;181;3304;3355;39702;1748;;760;2075;1056;0;158
SN;w;1958 - 1972;GRÜNE;18229;0;2809;2125;2114;10477;;312;334;58;0;0
SN;w;1958 - 1972;FDP;31571;141;8462;1889;1271;854;;16166;2150;637;21;216
SN;w;1958 - 1972;AfD;89784;518;5871;1757;4312;542;;2880;71447;2457;90;177
SN;w;1958 - 1972;Sonstige;24758;501;3602;1584;3910;1885;;1835;5379;6063;371;1724
SN;w;1958 - 1972;dar. NPD;3107;27;123;111;100;0;;85;2233;427;297;57
SN;w;1958 - 1972;dar. FREIE WÄHLER;5215;53;1065;181;560;62;;780;663;1850;18;1149
SN;w;1948 - 1957;Summe;224284;4362;78905;25602;44373;6736;;13926;44709;5671;201;1319
SN;w;1948 - 1957;Ungültig;2937;2413;216;87;98;0;;0;35;87;0;0
SN;w;1948 - 1957;CDU;73009;561;62757;2078;2799;867;;2241;1115;590;0;204
SN;w;1948 - 1957;SPD;23063;50;1636;16973;2453;625;;230;957;139;0;21
SN;w;1948 - 1957;DIE LINKE;42741;271;3379;2786;33337;790;;768;1074;335;0;0
SN;w;1948 - 1957;GRÜNE;6823;0;1355;1163;776;3221;;157;101;50;0;50
SN;w;1948 - 1957;FDP;16859;0;5694;886;836;159;;8270;898;116;0;89
SN;w;1948 - 1957;AfD;48425;620;2499;1227;2683;205;;1428;38626;1138;58;79
SN;w;1948 - 1957;Sonstige;10426;447;1368;400;1391;869;;831;1903;3216;143;875
SN;w;1948 - 1957;dar. NPD;1081;48;39;0;78;33;;48;682;153;106;0
SN;w;1948 - 1957;dar. FREIE WÄHLER;3160;145;557;88;282;272;;286;392;1138;0;716
SN;w;1947 und früher;Summe;308304;7881;137807;43779;54793;6964;;13972;39906;3201;67;830
SN;w;1947 und früher;Ungültig;7188;4248;1683;578;223;83;;102;207;63;31;0
SN;w;1947 und früher;CDU;129106;1541;115877;2990;2799;1090;;2601;1813;394;0;68
SN;w;1947 und früher;SPD;42533;158;3802;32025;4124;843;;439;912;230;0;39
SN;w;1947 und früher;DIE LINKE;55007;255;4313;3953;43378;943;;468;1580;118;0;46
SN;w;1947 und früher;GRÜNE;6854;179;1510;1084;636;3161;;73;169;42;0;0
SN;w;1947 und früher;FDP;18839;285;6935;728;993;134;;8803;804;157;0;53
SN;w;1947 und früher;AfD;42337;755;2769;1692;1838;334;;894;33426;629;18;29
SN;w;1947 und früher;Sonstige;6440;460;918;728;803;375;;593;995;1568;18;596
SN;w;1947 und früher;dar. NPD;500;39;32;119;0;0;;51;240;18;18;0
SN;w;1947 und früher;dar. FREIE WÄHLER;2215;175;238;206;213;150;;205;448;582;0;477
ST;Summe;Summe;Summe;1263474;22949;401454;213058;238047;38938;;81211;210127;57690;15351;24817
ST;Summe;Summe;Ungültig;18494;14252;1552;1170;449;75;;264;401;330;134;97
ST;Summe;Summe;CDU;377411;2016;317158;18658;12892;5326;;12513;4369;4480;266;2515
ST;Summe;Summe;SPD;188980;998;14752;144171;15637;3812;;3318;3972;2319;167;922
ST;Summe;Summe;DIE LINKE;220858;541;12166;17248;177714;4081;;2648;3406;3053;139;1401
ST;Summe;Summe;GRÜNE;46243;71;6225;9592;7438;20214;;1169;471;1064;56;322
ST;Summe;Summe;FDP;96555;431;28939;6893;3373;1073;;50321;3515;2009;141;1013
ST;Summe;Summe;AfD;244401;3139;12870;8705;9725;634;;7561;186229;15538;9143;5364
ST;Summe;Summe;Sonstige;70532;1501;7791;6621;10819;3722;;3417;7765;28897;5306;13183
ST;Summe;Summe;dar. NPD;9413;72;328;368;78;6;;185;3428;4948;4764;144
ST;Summe;Summe;dar. FREIE WÄHLER;13036;176;1374;1162;759;221;;490;635;8219;68;7744
ST;Summe;1993 - 1999;Summe;59532;1153;16114;10919;11072;5199;;5399;6560;3115;491;1411
ST;Summe;1993 - 1999;Ungültig;1093;883;50;73;6;0;;40;41;0;0;0
ST;Summe;1993 - 1999;CDU;12962;47;9881;1113;498;568;;579;63;211;39;130
ST;Summe;1993 - 1999;SPD;8353;52;1310;5167;693;454;;359;170;147;0;113
ST;Summe;1993 - 1999;DIE LINKE;10123;58;491;1193;6924;850;;263;38;307;0;115
ST;Summe;1993 - 1999;GRÜNE;6353;0;1206;1198;1375;2394;;103;32;44;0;2
ST;Summe;1993 - 1999;FDP;6689;21;1745;840;178;61;;3319;218;308;0;249
ST;Summe;1993 - 1999;AfD;6897;0;411;404;160;27;;182;5205;507;285;211
ST;Summe;1993 - 1999;Sonstige;7062;91;1020;931;1237;844;;554;792;1591;167;591
ST;Summe;1993 - 1999;dar. NPD;523;0;0;0;11;6;;31;323;153;129;24
ST;Summe;1993 - 1999;dar. FREIE WÄHLER;613;0;171;65;67;0;;91;0;220;0;219
ST;Summe;1983 - 1992;Summe;152685;2351;40532;25051;24777;8526;;10707;28376;12365;3321;4317
ST;Summe;1983 - 1992;Ungültig;1890;1681;15;97;0;31;;0;27;40;0;40
ST;Summe;1983 - 1992;CDU;35172;72;27843;2374;1136;951;;1582;696;517;8;228
ST;Summe;1983 - 1992;SPD;20792;75;2305;14125;1502;926;;549;793;516;30;200
ST;Summe;1983 - 1992;DIE LINKE;20944;6;1387;1827;15693;762;;410;270;589;0;158
ST;Summe;1983 - 1992;GRÜNE;9599;0;798;2186;1592;4484;;205;93;240;24;78
ST;Summe;1983 - 1992;FDP;12120;0;4016;979;372;204;;5830;469;251;19;68
ST;Summe;1983 - 1992;AfD;34096;278;2280;1586;973;56;;1339;24126;3459;2108;1182
ST;Summe;1983 - 1992;Sonstige;18072;239;1890;1876;3508;1111;;793;1903;6752;1131;2363
ST;Summe;1983 - 1992;dar. NPD;2464;0;165;62;0;0;;50;1097;1088;978;71
ST;Summe;1983 - 1992;dar. FREIE WÄHLER;2067;25;208;259;33;45;;84;100;1314;0;1139
ST;Summe;1973 - 1982;Summe;157878;2392;46458;21784;24270;6635;;12719;32637;10982;3435;4586
ST;Summe;1973 - 1982;Ungültig;1710;1462;96;11;23;0;;11;35;72;45;0
ST;Summe;1973 - 1982;CDU;43216;96;34159;2864;1742;1109;;1754;684;810;124;408
ST;Summe;1973 - 1982;SPD;17934;83;1625;12667;1647;637;;353;686;236;0;114
ST;Summe;1973 - 1982;DIE LINKE;20161;70;1284;1510;15812;451;;374;436;224;21;79
ST;Summe;1973 - 1982;GRÜNE;7521;11;1106;1293;1122;3439;;140;67;343;0;51
ST;Summe;1973 - 1982;FDP;15762;81;4444;1044;613;204;;8315;549;513;19;263
ST;Summe;1973 - 1982;AfD;38575;240;2405;1229;1482;81;;1223;28462;3453;2107;1070
ST;Summe;1973 - 1982;Sonstige;12998;350;1340;1166;1829;714;;549;1719;5332;1119;2601
ST;Summe;1973 - 1982;dar. NPD;1881;0;11;101;0;0;;19;696;1054;1032;22
ST;Summe;1973 - 1982;dar. FREIE WÄHLER;2468;29;282;274;75;62;;18;158;1570;0;1514
ST;Summe;1958 - 1972;Summe;367888;5768;109183;54892;68832;10689;;25779;74639;18106;5014;8634
ST;Summe;1958 - 1972;Ungültig;4210;3566;108;211;82;0;;41;93;110;39;34
ST;Summe;1958 - 1972;CDU;103358;343;84828;5376;3911;1785;;4129;1523;1463;69;880
ST;Summe;1958 - 1972;SPD;47342;111;3477;35749;4411;716;;950;1220;708;50;233
ST;Summe;1958 - 1972;DIE LINKE;63680;143;3875;4630;50749;1194;;798;1333;958;55;490
ST;Summe;1958 - 1972;GRÜNE;13228;6;1633;2847;2150;5712;;432;140;308;0;146
ST;Summe;1958 - 1972;FDP;30236;182;9083;1930;1168;340;;15603;1155;775;102;305
ST;Summe;1958 - 1972;AfD;86341;889;4362;2463;3713;245;;2682;66860;5127;2892;1908
ST;Summe;1958 - 1972;Sonstige;19492;528;1817;1687;2649;696;;1144;2316;8656;1806;4639
ST;Summe;1958 - 1972;dar. NPD;3035;28;114;73;67;0;;85;989;1678;1651;27
ST;Summe;1958 - 1972;dar. FREIE WÄHLER;4595;60;357;255;370;47;;237;294;2975;19;2881
ST;Summe;1948 - 1957;Summe;240072;3786;79921;39085;51703;4241;;14192;38981;8162;2280;3555
ST;Summe;1948 - 1957;Ungültig;3248;2201;410;238;90;0;;110;90;109;50;23
ST;Summe;1948 - 1957;CDU;76741;227;65919;2941;3037;563;;2493;794;766;0;434
ST;Summe;1948 - 1957;SPD;35551;69;2591;27927;3101;530;;532;469;332;19;81
ST;Summe;1948 - 1957;DIE LINKE;49968;65;2574;3685;41310;552;;413;676;694;30;461
ST;Summe;1948 - 1957;GRÜNE;4901;50;677;961;730;2212;;77;110;83;32;0
ST;Summe;1948 - 1957;FDP;16392;67;4765;1041;549;156;;8909;787;119;0;108
ST;Summe;1948 - 1957;AfD;45683;1016;2055;1572;1985;60;;1370;35365;2261;1394;675
ST;Summe;1948 - 1957;Sonstige;7587;92;930;721;901;169;;288;689;3797;755;1771
ST;Summe;1948 - 1957;dar. NPD;1194;0;38;132;0;0;;0;302;722;722;0
ST;Summe;1948 - 1957;dar. FREIE WÄHLER;1837;0;111;232;79;0;;46;71;1297;27;1208
ST;Summe;1947 und früher;Summe;285420;7498;109245;61326;57394;3648;;12414;28934;4960;811;2314
ST;Summe;1947 und früher;Ungültig;6342;4460;873;540;248;44;;62;115;0;0;0
ST;Summe;1947 und früher;CDU;105961;1230;94528;3988;2567;349;;1977;609;713;25;435
ST;Summe;1947 und früher;SPD;59008;608;3445;48536;4282;548;;575;634;380;68;181
ST;Summe;1947 und früher;DIE LINKE;55982;199;2555;4404;47227;273;;390;654;281;34;98
ST;Summe;1947 und früher;GRÜNE;4642;4;806;1106;468;1972;;212;29;45;0;45
ST;Summe;1947 und früher;FDP;15355;81;4887;1059;494;108;;8346;338;42;0;20
ST;Summe;1947 und früher;AfD;32809;716;1358;1452;1412;166;;765;26210;731;356;317
ST;Summe;1947 und früher;Sonstige;5321;201;794;240;695;188;;88;345;2769;328;1218
ST;Summe;1947 und früher;dar. NPD;316;44;0;0;0;0;;0;20;253;253;0
ST;Summe;1947 und früher;dar. FREIE WÄHLER;1455;62;245;77;136;67;;14;12;842;22;783
ST;m;Summe;Summe;611445;10583;170083;102026;114778;15009;;39356;130270;29339;10051;11973
ST;m;Summe;Ungültig;8307;6467;587;601;141;16;;155;171;167;95;35
ST;m;Summe;CDU;153913;566;131329;6736;4832;1576;;5013;2175;1688;157;1133
ST;m;Summe;SPD;92045;420;6292;71331;7760;1478;;1341;2260;1164;100;531
ST;m;Summe;DIE LINKE;105698;216;4198;8333;86756;1375;;1228;2094;1498;82;750
ST;m;Summe;GRÜNE;19018;11;1791;4414;3573;8182;;476;243;328;0;86
ST;m;Summe;FDP;48569;272;15112;3105;1188;589;;25272;1972;1060;99;498
ST;m;Summe;AfD;152340;1905;7926;5012;5522;381;;4631;117187;9775;6009;3231
ST;m;Summe;Sonstige;31554;726;2848;2494;5007;1412;;1241;4168;13660;3508;5709
ST;m;Summe;dar. NPD;6092;45;169;143;49;6;;87;2284;3308;3253;54
ST;m;Summe;dar. FREIE WÄHLER;5155;79;588;193;323;61;;152;367;3392;46;3259
ST;m;1993 - 1999;Summe;29103;507;7080;5241;5419;1630;;3256;4282;1688;312;821
ST;m;1993 - 1999;Ungültig;489;416;0;73;0;0;;0;0;0;0;0
ST;m;1993 - 1999;CDU;5634;1;4219;603;209;159;;224;48;172;39;92
ST;m;1993 - 1999;SPD;3887;52;597;2370;395;75;;134;170;94;0;83
ST;m;1993 - 1999;DIE LINKE;4722;0;203;542;3406;262;;174;7;129;0;60
ST;m;1993 - 1999;GRÜNE;2162;0;360;432;560;760;;3;32;14;0;2
ST;m;1993 - 1999;FDP;4220;21;1022;411;50;43;;2330;157;186;0;127
ST;m;1993 - 1999;AfD;4492;0;272;265;77;0;;111;3429;338;164;162
ST;m;1993 - 1999;Sonstige;3497;17;407;544;722;332;;281;439;756;109;294
ST;m;1993 - 1999;dar. NPD;330;0;0;0;0;6;;0;191;133;109;24
ST;m;1993 - 1999;dar. FREIE WÄHLER;211;0;46;0;67;0;;24;0;74;0;73
ST;m;1983 - 1992;Summe;77024;1134;18538;12610;12361;3470;;6015;16759;6136;1832;2128
ST;m;1983 - 1992;Ungültig;883;829;0;0;0;16;;0;27;12;0;12
ST;m;1983 - 1992;CDU;15214;0;12257;893;566;283;;693;293;230;8;132
ST;m;1983 - 1992;SPD;10540;11;944;7485;850;346;;278;479;147;0;74
ST;m;1983 - 1992;DIE LINKE;10164;1;518;852;7835;273;;296;47;342;0;98
ST;m;1983 - 1992;GRÜNE;4428;0;283;1144;811;1897;;73;56;165;0;67
ST;m;1983 - 1992;FDP;6884;0;2282;471;148;158;;3422;277;127;0;11
ST;m;1983 - 1992;AfD;20104;187;1403;933;325;29;;824;14479;1925;1204;652
ST;m;1983 - 1992;Sonstige;8807;106;851;832;1828;468;;430;1103;3189;620;1082
ST;m;1983 - 1992;dar. NPD;1458;0;59;17;0;0;;50;746;585;576;8
ST;m;1983 - 1992;dar. FREIE WÄHLER;981;25;131;113;27;0;;56;29;602;0;527
ST;m;1973 - 1982;Summe;81432;1342;22310;10718;11664;2986;;6243;20544;5626;2347;1906
ST;m;1973 - 1982;Ungültig;918;850;0;0;23;0;;0;0;45;45;0
ST;m;1973 - 1982;CDU;20099;67;16000;1346;792;371;;731;442;349;67;138
ST;m;1973 - 1982;SPD;8572;21;703;6106;739;325;;169;383;126;0;60
ST;m;1973 - 1982;DIE LINKE;9772;19;501;926;7645;217;;111;303;50;0;23
ST;m;1973 - 1982;GRÜNE;3568;0;361;685;703;1596;;49;30;143;0;16
ST;m;1973 - 1982;FDP;8243;80;2577;520;283;163;;4103;247;269;19;121
ST;m;1973 - 1982;AfD;24361;115;1549;697;845;55;;876;18231;1993;1451;441
ST;m;1973 - 1982;Sonstige;5899;190;617;438;633;258;;204;908;2651;765;1107
ST;m;1973 - 1982;dar. NPD;1206;0;11;22;0;0;;0;409;764;742;22
ST;m;1973 - 1982;dar. FREIE WÄHLER;982;29;165;61;0;31;;17;58;620;0;610
ST;m;1958 - 1972;Summe;182871;3029;48718;25899;32726;3959;;12093;47089;9359;3533;4038
ST;m;1958 - 1972;Ungültig;1974;1761;23;128;0;0;;2;24;37;0;0
ST;m;1958 - 1972;CDU;43646;100;36999;1820;1282;575;;1608;752;509;18;456
ST;m;1958 - 1972;SPD;23176;35;1607;17586;2433;254;;387;503;371;50;158
ST;m;1958 - 1972;DIE LINKE;30170;85;1382;2313;24314;310;;339;925;503;45;255
ST;m;1958 - 1972;GRÜNE;5081;6;411;1310;879;2285;;146;46;0;0;0
ST;m;1958 - 1972;FDP;15137;138;4904;819;452;158;;7645;649;371;80;142
ST;m;1958 - 1972;AfD;55277;632;2778;1477;2233;140;;1664;42971;3383;2001;1153
ST;m;1958 - 1972;Sonstige;8408;271;615;446;1134;237;;302;1219;4184;1339;1875
ST;m;1958 - 1972;dar. NPD;2239;28;99;34;49;0;;37;754;1237;1237;0
ST;m;1958 - 1972;dar. FREIE WÄHLER;1786;25;146;0;159;0;;36;205;1215;19;1195
ST;m;1948 - 1957;Summe;114752;1696;32349;18876;25197;1610;;6640;23981;4404;1497;2156
ST;m;1948 - 1957;Ungültig;1496;854;197;128;90;0;;91;62;74;50;23
ST;m;1948 - 1957;CDU;30224;54;26439;951;920;161;;961;488;249;0;207
ST;m;1948 - 1957;SPD;17754;59;1027;14094;1577;275;;250;298;173;0;46
ST;m;1948 - 1957;DIE LINKE;24382;25;861;1813;20457;266;;195;363;401;30;299
ST;m;1948 - 1957;GRÜNE;1954;5;137;386;475;805;;67;72;6;0;0
ST;m;1948 - 1957;FDP;7635;15;2242;440;149;35;;4261;413;80;0;79
ST;m;1948 - 1957;AfD;28229;602;1235;896;1157;33;;791;21874;1642;945;602
ST;m;1948 - 1957;Sonstige;3080;81;211;167;370;36;;24;410;1780;472;900
ST;m;1948 - 1957;dar. NPD;692;0;0;70;0;0;;0;183;439;439;0
ST;m;1948 - 1957;dar. FREIE WÄHLER;800;0;0;19;32;0;;19;71;658;27;631
ST;m;1947 und früher;Summe;126261;2876;41088;28683;27411;1354;;5109;17615;2125;531;924
ST;m;1947 und früher;Ungültig;2545;1757;368;272;28;0;;62;59;0;0;0
ST;m;1947 und früher;CDU;39096;343;35415;1122;1063;27;;795;152;179;25;109
ST;m;1947 und früher;SPD;28117;242;1413;23689;1767;203;;124;426;252;50;109
ST;m;1947 und früher;DIE LINKE;26488;85;733;1887;23099;47;;114;450;72;7;15
ST;m;1947 und früher;GRÜNE;1825;0;239;458;145;840;;138;6;0;0;0
ST;m;1947 und früher;FDP;6451;18;2085;443;106;32;;3510;230;27;0;19
ST;m;1947 und früher;AfD;19876;370;689;745;885;124;;366;16204;494;245;221
ST;m;1947 und früher;Sonstige;1863;61;146;66;318;81;;0;89;1101;203;451
ST;m;1947 und früher;dar. NPD;167;17;0;0;0;0;;0;0;150;150;0
ST;m;1947 und früher;dar. FREIE WÄHLER;395;0;101;0;38;31;;0;4;222;0;222
ST;w;Summe;Summe;652029;12366;231371;111032;123269;23929;;41855;79857;28351;5300;12844
ST;w;Summe;Ungültig;10187;7785;965;569;308;59;;109;230;163;39;62
ST;w;Summe;CDU;223498;1450;185829;11922;8060;3750;;7501;2194;2792;108;1382
ST;w;Summe;SPD;96935;579;8460;72840;7876;2334;;1977;1712;1156;66;392
ST;w;Summe;DIE LINKE;115160;325;7967;8916;90959;2706;;1420;1312;1555;57;651
ST;w;Summe;GRÜNE;27225;59;4434;5178;3865;12032;;693;228;735;56;237
ST;w;Summe;FDP;47986;159;13827;3788;2186;484;;25049;1543;950;42;515
ST;w;Summe;AfD;92061;1234;4944;3693;4203;253;;2929;69042;5763;3134;2132
ST;w;Summe;Sonstige;38978;775;4944;4127;5812;2310;;2176;3597;15237;1798;7475
ST;w;Summe;dar. NPD;3320;27;159;225;28;0;;98;1144;1639;1512;89
ST;w;Summe;dar. FREIE WÄHLER;7881;97;785;969;436;160;;339;269;4827;22;4486
ST;w;1993 - 1999;Summe;30428;646;9034;5678;5653;3568;;2143;2278;1427;179;591
ST;w;1993 - 1999;Ungültig;604;467;50;0;6;0;;40;41;0;0;0
ST;w;1993 - 1999;CDU;7328;46;5662;510;290;410;;355;16;39;0;38
ST;w;1993 - 1999;SPD;4466;0;712;2797;298;380;;225;0;54;0;31
ST;w;1993 - 1999;DIE LINKE;5401;58;288;651;3518;588;;89;31;178;0;55
ST;w;1993 - 1999;GRÜNE;4191;0;846;766;815;1634;;100;0;30;0;0
ST;w;1993 - 1999;FDP;2469;0;722;428;127;18;;989;61;123;0;122
ST;w;1993 - 1999;AfD;2404;0;139;138;83;27;;71;1776;169;121;49
ST;w;1993 - 1999;Sonstige;3565;75;613;388;515;513;;274;353;835;58;297
ST;w;1993 - 1999;dar. NPD;193;0;0;0;11;0;;31;132;20;20;0
ST;w;1993 - 1999;dar. FREIE WÄHLER;403;0;125;65;0;0;;67;0;146;0;146
ST;w;1983 - 1992;Summe;75661;1218;21995;12440;12415;5056;;4692;11617;6228;1489;2188
ST;w;1983 - 1992;Ungültig;1007;852;15;97;0;16;;0;0;28;0;28
ST;w;1983 - 1992;CDU;19958;72;15586;1481;571;669;;889;403;287;0;96
ST;w;1983 - 1992;SPD;10252;64;1360;6641;653;580;;271;314;369;30;126
ST;w;1983 - 1992;DIE LINKE;10780;5;868;975;7858;488;;114;223;248;0;60
ST;w;1983 - 1992;GRÜNE;5171;0;515;1043;782;2588;;131;37;76;24;11
ST;w;1983 - 1992;FDP;5236;0;1734;507;224;46;;2408;192;124;19;57
ST;w;1983 - 1992;AfD;13992;91;877;653;648;27;;515;9647;1534;904;530
ST;w;1983 - 1992;Sonstige;9265;133;1039;1044;1680;643;;363;800;3564;512;1281
ST;w;1983 - 1992;dar. NPD;1006;0;106;45;0;0;;0;351;503;402;63
ST;w;1983 - 1992;dar. FREIE WÄHLER;1086;0;77;147;6;45;;28;71;713;0;612
ST;w;1973 - 1982;Summe;76445;1050;24148;11066;12606;3650;;6476;12093;5355;1088;2680
ST;w;1973 - 1982;Ungültig;792;612;96;11;0;0;;11;35;27;0;0
ST;w;1973 - 1982;CDU;23117;29;18158;1518;950;738;;1023;242;460;57;269
ST;w;1973 - 1982;SPD;9362;63;922;6560;908;312;;184;303;110;0;54
ST;w;1973 - 1982;DIE LINKE;10389;50;783;584;8167;234;;264;133;173;21;56
ST;w;1973 - 1982;GRÜNE;3953;11;745;608;420;1843;;91;37;199;0;35
ST;w;1973 - 1982;FDP;7520;1;1867;524;330;41;;4211;302;244;0;142
ST;w;1973 - 1982;AfD;14214;126;855;532;637;25;;347;10231;1460;656;629
ST;w;1973 - 1982;Sonstige;7098;160;723;728;1195;456;;345;811;2681;354;1494
ST;w;1973 - 1982;dar. NPD;674;0;0;78;0;0;;19;287;290;290;0
ST;w;1973 - 1982;dar. FREIE WÄHLER;1486;0;117;212;75;31;;1;101;949;0;904
ST;w;1958 - 1972;Summe;185017;2739;60465;28993;36105;6730;;13686;27550;8748;1481;4596
ST;w;1958 - 1972;Ungültig;2236;1806;85;83;82;0;;38;69;73;39;34
ST;w;1958 - 1972;CDU;59712;242;47830;3556;2629;1210;;2521;770;954;51;425
ST;w;1958 - 1972;SPD;24165;76;1870;18162;1978;462;;564;716;337;0;74
ST;w;1958 - 1972;DIE LINKE;33509;58;2493;2317;26434;884;;459;408;455;9;235
ST;w;1958 - 1972;GRÜNE;8147;0;1222;1537;1271;3428;;287;94;308;0;146
ST;w;1958 - 1972;FDP;15099;44;4179;1110;716;182;;7958;505;404;23;163
ST;w;1958 - 1972;AfD;31065;257;1583;986;1480;106;;1018;23890;1744;892;755
ST;w;1958 - 1972;Sonstige;11084;256;1202;1241;1515;459;;842;1097;4472;467;2765
ST;w;1958 - 1972;dar. NPD;796;0;14;40;18;0;;48;235;441;414;27
ST;w;1958 - 1972;dar. FREIE WÄHLER;2810;35;211;255;211;47;;201;89;1761;0;1685
ST;w;1948 - 1957;Summe;125320;2091;47572;20210;26506;2631;;7552;15000;3757;783;1399
ST;w;1948 - 1957;Ungültig;1752;1347;214;110;0;0;;19;28;35;0;0
ST;w;1948 - 1957;CDU;46518;173;39480;1990;2117;402;;1531;306;518;0;227
ST;w;1948 - 1957;SPD;17797;9;1564;13832;1524;256;;282;171;158;19;35
ST;w;1948 - 1957;DIE LINKE;25587;40;1712;1871;20853;286;;218;313;293;0;162
ST;w;1948 - 1957;GRÜNE;2947;45;540;575;255;1407;;11;38;77;32;0
ST;w;1948 - 1957;FDP;8758;52;2523;602;399;121;;4647;374;40;0;30
ST;w;1948 - 1957;AfD;17454;414;820;676;827;27;;579;13491;619;449;74
ST;w;1948 - 1957;Sonstige;4507;11;719;553;531;133;;264;279;2017;283;871
ST;w;1948 - 1957;dar. NPD;502;0;38;62;0;0;;0;119;283;283;0
ST;w;1948 - 1957;dar. FREIE WÄHLER;1037;0;111;213;46;0;;28;0;639;0;577
ST;w;1947 und früher;Summe;159159;4622;68157;32644;29983;2294;;7305;11319;2835;280;1391
ST;w;1947 und früher;Ungültig;3797;2703;505;268;220;44;;0;57;0;0;0
ST;w;1947 und früher;CDU;66865;887;59112;2866;1504;322;;1182;457;534;0;326
ST;w;1947 und früher;SPD;30891;366;2032;24847;2515;345;;451;207;128;18;72
ST;w;1947 und früher;DIE LINKE;29494;114;1822;2517;24128;226;;275;204;208;27;83
ST;w;1947 und früher;GRÜNE;2816;4;567;649;323;1133;;74;22;45;0;45
ST;w;1947 und früher;FDP;8904;63;2802;616;388;76;;4836;109;15;0;1
ST;w;1947 und früher;AfD;12933;346;669;707;527;42;;399;10006;237;111;96
ST;w;1947 und früher;Sonstige;3458;140;648;174;377;107;;88;257;1668;124;767
ST;w;1947 und früher;dar. NPD;149;27;0;0;0;0;;0;20;103;103;0
ST;w;1947 und früher;dar. FREIE WÄHLER;1060;62;144;77;98;37;;14;8;620;22;561
TH;Summe;Summe;Summe;1312052;19385;408513;188802;227194;46919;;71579;291466;58194;3193;33707
TH;Summe;Summe;Ungültig;17604;13727;1308;804;435;161;;180;583;404;9;115
TH;Summe;Summe;CDU;372258;1900;318643;14150;10274;5821;;10143;5491;5836;107;3073
TH;Summe;Summe;SPD;171032;756;13489;127758;15077;3894;;2494;4231;3333;133;2100
TH;Summe;Summe;DIE LINKE;218212;695;12343;16902;172770;4631;;1574;4477;4820;34;2022
TH;Summe;Summe;GRÜNE;53340;166;7942;9393;6644;25757;;1150;699;1589;4;545
TH;Summe;Summe;FDP;101129;256;34305;5801;3599;1492;;47474;5514;2686;0;1604
TH;Summe;Summe;AfD;294069;694;13623;7843;6890;707;;4812;253754;5746;762;2948
TH;Summe;Summe;Sonstige;84408;1190;6860;6151;11504;4455;;3752;16716;33780;2144;21299
TH;Summe;Summe;dar. NPD;16622;238;723;861;432;198;;465;10675;3030;1938;632
TH;Summe;Summe;dar. FREIE WÄHLER;21365;91;1954;1108;869;427;;841;1215;14861;20;14210
TH;Summe;1993 - 1999;Summe;59866;839;13794;10199;11099;5056;;4329;10698;3852;165;1770
TH;Summe;1993 - 1999;Ungültig;607;547;2;0;0;0;;0;16;42;0;0
TH;Summe;1993 - 1999;CDU;11561;57;8765;837;495;458;;478;275;195;0;106
TH;Summe;1993 - 1999;SPD;7692;38;1076;4915;716;375;;209;248;116;0;62
TH;Summe;1993 - 1999;DIE LINKE;8563;0;398;750;6351;568;;118;37;342;0;117
TH;Summe;1993 - 1999;GRÜNE;5981;35;477;1419;1026;2521;;109;112;283;4;2
TH;Summe;1993 - 1999;FDP;5979;24;1655;599;274;225;;2556;331;315;0;212
TH;Summe;1993 - 1999;AfD;9963;30;412;571;252;2;;401;8190;106;52;7
TH;Summe;1993 - 1999;Sonstige;9520;108;1010;1108;1986;907;;458;1489;2455;109;1265
TH;Summe;1993 - 1999;dar. NPD;1400;9;87;195;0;0;;55;902;153;109;2
TH;Summe;1993 - 1999;dar. FREIE WÄHLER;924;0;82;46;38;66;;0;79;613;0;579
TH;Summe;1983 - 1992;Summe;156678;1942;39577;22359;24293;8021;;9071;40709;10706;834;5305
