Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;WGr/EB;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
113;Wesel I;NW;Urne;207178;116848;1349;115499;42863;39008;7475;6312;0;8847;10775;0;0;0;0;0;0;0;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041;115807;36892;34088;8338;7193;0;13734;11425;533;278;280;868;101;901;0;94;0;107;0;8;0;371;0;0;82;113;10;128;0;0;0;0;47;119;97
114;Krefeld II – Wesel II;NW;Urne;179118;98496;1395;97101;33711;32467;5965;5847;0;7404;9060;1090;0;0;0;0;1370;0;0;0;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;97456;28041;28108;8015;7081;0;12357;9767;515;211;237;676;85;958;0;72;0;101;0;8;0;628;0;0;123;107;24;134;0;0;0;0;34;78;96
115;Duisburg I;NW;Urne;167998;91573;2350;89223;24367;34537;6581;4827;0;5911;10969;1649;0;0;0;0;0;0;0;0;382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1701;89872;21686;28825;8203;5869;0;8885;10991;570;367;217;827;79;1039;0;75;0;178;0;15;0;1438;0;0;77;113;34;111;0;0;0;0;68;86;119
116;Duisburg II;NW;Urne;160204;81013;3061;77952;19249;26971;7418;3500;0;5229;13987;0;0;0;0;0;0;0;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1297;1695;79318;16355;27003;7067;3488;0;6021;13308;591;508;212;815;47;783;0;79;0;181;0;19;0;2340;0;0;74;82;39;96;0;0;0;0;45;84;81
117;Oberhausen – Wesel III;NW;Urne;204816;109510;1753;107757;29199;41922;8681;6157;0;6753;14462;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;0;0;0;0;1174;108336;26402;35916;9500;6192;0;10423;14764;649;397;283;1049;94;1004;0;92;0;118;0;19;0;862;0;0;88;97;23;99;0;0;0;0;70;100;95
118;Mülheim – Essen I;NW;Urne;187746;101173;1411;99762;29307;35700;7001;6098;0;8520;12624;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;0;0;0;977;100196;26117;29958;7984;6993;0;12326;12690;437;249;203;915;108;919;0;63;0;122;0;24;0;507;0;0;81;125;35;79;0;0;0;0;55;99;107
119;Essen II;NW;Urne;163326;79207;1351;77856;19114;29617;6522;4048;0;5014;13183;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;78236;16811;25158;7288;4845;0;7097;12725;434;314;172;751;69;917;0;75;0;149;0;6;0;874;0;0;70;109;57;98;0;0;0;0;51;80;86
120;Essen III;NW;Urne;192918;101102;905;100197;34956;32252;7091;8164;0;7905;8893;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;711;100391;27955;25681;8944;9852;0;14343;9261;408;189;210;884;121;1307;0;88;0;104;0;11;0;324;0;0;100;159;52;81;0;0;0;0;69;88;160
121;Recklinghausen I;NW;Urne;169267;88658;1393;87265;25140;34250;6126;4315;0;6151;11024;0;0;0;0;0;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;896;87762;23100;28063;6766;5231;0;8688;11678;424;292;234;792;51;886;0;84;0;144;0;8;0;824;0;0;69;90;12;88;0;0;0;0;53;93;92
122;Recklinghausen II;NW;Urne;189376;96634;3586;93048;29727;39499;8638;4548;0;9591;0;0;0;0;0;0;0;0;0;0;1045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037;95597;25708;30576;6729;5208;0;9677;13395;514;232;264;858;65;680;0;96;0;137;0;6;0;954;0;0;60;69;22;129;0;0;0;0;47;97;74
123;Gelsenkirchen;NW;Urne;175210;87133;1683;85450;20010;33120;5869;3841;0;5465;15709;0;0;952;0;0;0;0;0;0;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1109;86024;17367;28842;6637;4041;0;7516;16043;448;330;308;961;86;782;0;76;0;322;0;23;0;1756;0;0;80;69;27;61;0;0;0;0;62;110;77
124;Steinfurt I – Borken I;NW;Urne;202192;112106;1143;110963;55187;29451;6006;5701;0;7184;7434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888;111218;46998;26468;6631;6741;0;13488;7818;432;200;276;557;83;674;0;56;0;50;0;6;0;241;0;0;77;85;13;107;0;0;0;0;57;90;70
125;Bottrop – Recklinghausen III;NW;Urne;202793;115007;1703;113304;35999;42487;7494;4949;0;7046;14612;0;0;0;0;0;0;0;0;0;226;0;0;0;0;0;491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1157;113850;31872;36062;8085;5688;0;11426;15444;553;342;239;1027;251;865;0;96;0;102;0;9;0;1078;0;0;70;75;217;108;0;0;0;0;45;110;86
126;Borken II;NW;Urne;199978;115114;1847;113267;58329;29734;5498;7389;0;10046;0;0;0;2271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;897;114217;52244;25464;5030;6795;0;14532;7402;355;159;389;554;104;541;0;67;0;40;0;12;0;116;0;0;40;70;16;76;0;0;0;0;57;85;69
127;Coesfeld – Steinfurt II;NW;Urne;192946;104153;1773;102380;51461;25241;6864;8241;0;10573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;765;103388;43677;22475;5968;7982;0;13606;7157;356;152;163;541;115;596;0;63;0;25;0;6;0;45;0;0;48;105;10;88;0;0;0;0;45;89;76
128;Steinfurt III;NW;Urne;195571;116789;1194;115595;49853;36345;6796;7404;0;6316;7954;0;0;815;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1023;115766;42028;33003;7791;8545;0;12545;8607;458;217;321;600;96;706;0;53;0;59;0;11;0;248;0;0;76;78;18;104;0;0;0;0;48;86;68
129;Münster;NW;Urne;232294;108383;850;107533;36742;33760;8318;12942;0;6864;5791;623;0;0;0;569;1565;0;0;0;72;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;716;107667;32037;23499;12301;16499;0;13422;6359;426;85;126;441;369;1170;0;47;0;48;0;5;0;103;0;0;110;175;40;126;0;0;0;0;98;56;125
130;Warendorf;NW;Urne;209604;115010;1622;113388;50571;32734;5814;6161;0;7712;8747;0;0;0;0;0;1376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;1173;113837;43756;28349;6725;7696;0;14234;9524;426;210;342;552;113;765;0;89;0;25;0;12;0;561;0;0;51;60;7;114;0;0;0;0;55;82;89
131;Gütersloh I;NW;Urne;234272;126067;1731;124336;55913;35403;5971;6932;0;8021;11132;0;0;964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1446;124621;46059;28997;8161;9896;0;15454;12056;454;264;465;666;163;827;0;90;0;38;0;8;0;399;0;0;76;94;15;139;0;0;0;0;55;121;124
132;Bielefeld – Gütersloh II;NW;Urne;246216;131236;1781;129455;37518;44576;12184;11762;0;8722;12036;0;0;0;0;0;2426;0;0;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1352;129884;33667;33710;15258;14301;0;14022;13168;715;228;276;791;134;1511;0;94;0;119;0;20;0;947;0;0;170;195;33;169;0;0;0;0;94;93;169
133;Herford – Minden-Lübbecke II;NW;Urne;228976;115976;1686;114290;38291;42721;7177;5631;0;6267;12891;0;0;1312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1366;114610;33883;33263;8761;8167;0;12503;14021;468;228;689;756;93;705;0;80;0;54;0;8;0;377;0;0;75;87;15;120;0;0;0;0;51;92;114
134;Minden-Lübbecke I;NW;Urne;204203;110031;1419;108612;37362;40744;6056;5274;0;7185;11991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1325;108706;34611;32009;7188;7003;0;11519;12865;491;229;339;624;105;801;0;101;0;43;0;3;0;218;0;0;95;78;17;120;0;0;0;0;48;98;101
135;Lippe I;NW;Urne;170501;92307;1403;90904;32042;29725;5176;5218;0;7219;10468;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1228;91079;27382;25555;6294;6399;0;10797;11422;423;203;595;604;92;591;0;66;0;32;0;5;0;157;0;0;79;51;15;147;0;0;0;0;42;67;61
136;Höxter – Lippe II;NW;Urne;211026;118495;1710;116785;51311;31557;6728;6395;0;7603;11577;0;0;1026;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1483;117012;42729;29150;7815;7392;0;13901;12221;483;271;553;679;239;745;0;77;0;25;0;7;0;201;0;0;82;58;9;121;0;0;0;0;42;110;102
137;Paderborn – Gütersloh III;NW;Urne;249359;134014;1592;132422;68437;26883;7376;7485;0;7274;13710;1257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1365;132649;52237;25492;9343;9593;0;17019;14928;577;210;341;709;142;884;0;101;0;29;0;11;0;249;0;0;88;122;7;235;0;0;0;0;79;109;144
138;Hagen – Ennepe-Ruhr-Kreis I;NW;Urne;207384;108655;1458;107197;30778;42392;6371;4282;0;8047;13238;0;0;0;0;0;0;0;0;0;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1862;1059;107596;28871;31812;8289;6582;0;12912;13942;581;378;306;1158;122;970;0;109;0;153;0;12;0;763;0;0;87;90;28;131;0;0;0;0;80;119;101
139;Ennepe-Ruhr-Kreis II;NW;Urne;178506;93006;2440;90566;28481;33914;7844;7655;0;9485;0;2677;0;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;961;92045;23472;27457;7872;7780;0;11439;10014;621;190;197;819;135;866;0;83;0;110;0;8;0;399;0;0;95;127;30;94;0;0;0;0;55;80;102
140;Bochum I;NW;Urne;206460;105642;1436;104206;27167;39409;11167;7971;0;7179;10951;0;0;0;0;0;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;932;104710;24368;31203;11609;9533;0;11221;11352;560;302;205;930;124;1417;0;78;0;141;0;11;0;833;0;0;133;181;36;110;0;0;0;0;107;108;148
141;Herne – Bochum II;NW;Urne;179247;93388;1820;91568;20652;38486;7876;4994;0;5983;13275;0;0;0;0;0;0;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1244;92144;19748;31484;8481;5470;0;8184;13490;648;416;241;1026;88;953;0;82;0;170;0;12;0;1049;0;0;102;99;17;97;0;0;0;0;66;127;94
142;Dortmund I;NW;Urne;211316;105715;1281;104434;27470;41349;8807;7414;0;5946;11034;1527;0;627;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;981;104734;23405;31912;11324;9973;0;10964;11522;763;352;274;866;107;1499;0;88;0;126;0;18;0;764;0;0;115;180;36;109;0;0;0;0;91;107;139
143;Dortmund II;NW;Urne;203300;101198;1608;99590;26047;38905;9389;6189;0;6207;11808;0;0;1045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1188;100010;22523;32642;9850;7247;0;10273;12157;628;367;325;924;78;1130;0;89;0;98;0;11;0;958;0;0;106;151;43;114;0;0;0;0;66;118;112
144;Unna I;NW;Urne;197873;106308;1148;105160;31262;41763;6128;6607;0;6546;10623;1222;0;650;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;988;105320;26577;35613;7809;7380;0;11702;11515;618;344;369;998;82;911;0;89;0;73;0;17;0;657;0;0;59;95;17;105;0;0;0;0;59;126;105
145;Hamm – Unna II;NW;Urne;235213;122194;1670;120524;39414;45146;7681;5029;0;6741;14128;1543;0;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570;120624;33715;38840;9079;6374;0;11777;15173;772;411;432;952;76;895;0;104;0;88;0;13;0;1284;0;0;83;107;25;122;0;0;0;0;59;139;104
146;Soest;NW;Urne;232301;118930;1465;117465;47566;34918;7405;6402;0;9322;11725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;1063;117867;40247;30045;8640;7509;0;15199;12458;475;243;286;811;88;900;0;96;0;29;0;8;0;167;0;0;101;124;26;129;0;0;0;0;53;119;114
147;Hochsauerlandkreis;NW;Urne;202768;101902;1097;100805;47009;27980;4700;4042;0;8179;8005;0;0;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987;100915;40216;23838;5850;4872;0;14029;8846;390;226;563;589;102;654;0;77;0;37;0;2;0;237;0;0;53;59;8;74;0;0;0;0;33;97;63
148;Siegen-Wittgenstein;NW;Urne;212912;108917;1228;107689;41132;33153;7061;4569;0;7711;11461;0;0;0;0;714;1572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;1043;107874;34859;28904;9224;6136;0;11945;12609;418;315;286;716;409;1028;0;65;0;36;0;6;0;432;0;0;84;70;23;80;0;0;0;0;60;78;91
149;Olpe – Märkischer Kreis I;NW;Urne;206716;95167;1324;93843;42412;25571;5143;3329;0;7926;9462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;984;94183;35719;22716;5706;4502;0;12154;9944;488;301;250;586;226;589;0;63;0;26;0;13;0;419;0;0;61;87;21;99;0;0;0;0;43;94;76
150;Märkischer Kreis II;NW;Urne;200546;97479;2670;94809;33399;37698;8546;3738;0;10399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1029;1059;96420;29949;25388;6944;4935;0;12401;12701;473;251;295;863;90;728;0;114;0;45;0;12;0;676;0;0;85;104;9;88;0;0;0;0;48;139;82
151;Nordsachsen;SN;Urne;163916;96860;1505;95355;30607;13372;16071;2334;0;6177;26794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1453;95407;27385;11940;13768;2354;0;7407;26760;328;1583;1042;1381;134;728;0;0;0;83;51;0;0;0;0;0;235;116;0;0;0;0;0;0;0;0;112
152;Leipzig I;SN;Urne;220654;122849;1343;121506;32712;19634;23214;6029;0;6759;27212;0;0;1460;0;0;3085;0;0;0;0;427;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;1276;121573;27689;15640;23214;7972;0;10047;27705;667;977;1113;2208;239;2396;0;0;0;191;174;0;0;0;0;0;610;500;0;0;0;0;0;0;0;0;231
153;Leipzig II;SN;Urne;227718;127513;1264;126249;30404;17052;32484;11155;0;7106;21039;967;0;1456;0;0;3710;0;0;0;278;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;1170;126343;26795;16328;28567;12265;0;10479;22375;728;556;959;1889;273;3124;0;0;0;181;135;0;0;0;0;0;782;579;0;0;0;0;0;0;0;0;328
154;Leipzig-Land;SN;Urne;215616;131520;2033;129487;43247;14713;19960;4802;0;7983;38782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1742;129778;37967;14657;18812;4015;0;10239;36555;423;1599;1317;1864;199;1129;0;0;0;121;89;0;0;0;0;0;383;229;0;0;0;0;0;0;0;0;180
155;Meißen;SN;Urne;201310;122169;1728;120441;42730;10454;15017;3738;0;6247;39627;0;1647;0;0;0;0;0;0;0;0;981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1806;120363;30298;10283;15643;4115;0;10205;41851;492;1956;1235;1697;282;1145;0;0;0;95;234;0;0;0;0;0;413;245;0;0;0;0;0;0;0;0;174
156;Bautzen I;SN;Urne;213990;135607;2251;133356;40014;13304;19872;2548;0;7537;46166;0;0;2933;0;0;0;0;0;0;0;534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448;2308;133299;35166;12012;18595;3034;0;9951;45411;520;2107;2048;1852;361;1141;0;0;0;113;182;0;0;0;0;0;407;244;0;0;0;0;0;0;0;0;155
157;Görlitz;SN;Urne;213021;128916;2191;126725;38862;13492;16888;3803;0;6246;43096;0;0;2916;0;0;0;0;0;0;0;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2142;126774;32824;11474;17430;3462;0;8727;43673;430;2080;1984;1917;304;1190;0;0;0;108;277;0;0;0;0;0;498;213;0;0;0;0;0;0;0;0;183
158;Sächsische Schweiz-Osterzgebirge;SN;Urne;202580;127428;2156;125272;35278;8691;17785;3468;0;7793;49376;0;0;0;0;0;0;0;0;0;0;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969;1762;125666;31195;9559;15517;3524;0;10073;47026;401;2502;1712;1577;352;1045;0;0;0;89;330;0;0;0;0;0;360;229;0;0;0;0;0;0;0;0;175
159;Dresden I;SN;Urne;232636;128346;1766;126580;29890;16080;26145;7559;0;9292;31685;1254;778;0;0;972;2473;0;0;0;0;452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1451;126895;28968;13219;21670;8987;0;12769;32814;858;1032;910;1567;677;2018;0;0;0;109;210;0;0;0;0;0;469;419;0;0;0;0;0;0;0;0;199
160;Dresden II – Bautzen II;SN;Urne;235464;136294;1743;134551;33209;14755;23350;10189;0;9199;33534;1900;911;2014;0;1395;3458;0;0;0;275;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1419;134875;29612;12913;22987;10996;0;12674;34896;1110;1129;1381;1902;727;2787;0;0;0;194;144;0;0;0;0;0;654;507;0;0;0;0;0;0;0;0;262
161;Mittelsachsen;SN;Urne;201629;121436;1684;119752;37946;13907;16468;3425;0;6918;39679;0;0;0;0;0;0;0;0;0;0;1409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1556;119880;32094;11457;17032;3139;0;9204;39508;536;1718;1263;1587;267;1110;0;0;0;113;290;0;0;0;0;0;250;186;0;0;0;0;0;0;0;0;126
162;Chemnitz;SN;Urne;195929;110487;1359;109128;28107;16242;20564;4327;0;7106;28623;1101;0;0;0;0;2488;0;0;0;0;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1133;109354;26014;12627;20433;4919;0;9128;28851;679;969;835;1562;232;2079;0;0;0;107;167;0;0;0;0;0;290;262;0;0;0;0;0;0;0;0;200
163;Chemnitzer Umland – Erzgebirgskreis II;SN;Urne;183483;114562;1936;112626;38842;11672;18917;3607;0;8323;31265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1539;113023;33641;11927;17110;3063;0;8523;31548;438;1502;1520;1519;230;1261;0;0;0;83;78;0;0;0;0;0;251;210;0;0;0;0;0;0;0;0;119
164;Erzgebirgskreis I;SN;Urne;220917;138137;2798;135339;46289;12252;20099;3409;0;9423;42755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;2467;135670;41040;12822;18660;2889;0;9771;41325;454;2461;1893;1944;307;1208;0;0;0;95;85;0;0;0;0;0;351;200;0;0;0;0;0;0;0;0;165
165;Zwickau;SN;Urne;207606;122704;6546;116158;38504;15196;29879;5045;0;15748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11786;1914;120790;35600;13073;19654;3302;0;8970;33359;376;1126;1331;1773;246;1167;0;0;0;166;91;0;0;0;0;0;229;176;0;0;0;0;0;0;0;0;151
166;Vogtlandkreis;SN;Urne;193081;115461;2117;113344;38911;12464;17477;4124;0;6149;30674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3545;1697;113764;33553;12863;18098;3365;0;8008;31329;350;1251;1044;1714;239;1221;0;0;0;113;67;0;0;0;0;0;236;180;0;0;0;0;0;0;0;0;133
167;Waldeck;HE;Urne;186825;106988;1822;105166;34475;36981;6752;5837;0;7335;12366;0;0;1363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1797;105191;30671;32333;7753;7169;0;10205;13132;399;370;933;999;89;711;0;0;0;41;11;0;0;0;0;0;125;0;14;138;0;0;0;0;0;0;98
168;Kassel;HE;Urne;222451;121764;2079;119685;30518;43086;10989;10782;0;6884;13213;940;0;967;0;0;1548;0;0;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516;2031;119733;28565;34081;14149;13391;0;10509;13865;647;353;768;1159;146;1152;0;0;0;148;24;0;0;0;0;0;323;0;42;276;0;0;0;0;0;0;135
169;Werra-Meißner – Hersfeld-Rotenburg;HE;Urne;175992;100389;2092;98297;28992;40430;5666;3795;0;4750;12968;0;0;1696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2314;98075;28069;32234;6787;5739;0;8008;13546;340;511;908;741;80;660;0;0;0;28;19;0;0;0;0;0;125;0;25;166;0;0;0;0;0;0;89
170;Schwalm-Eder;HE;Urne;188074;112498;2226;110272;32879;41741;6186;5979;0;6992;14034;0;0;2461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2316;110182;31509;34731;7248;7170;0;9824;15052;417;567;1451;968;92;760;0;0;0;23;15;0;0;0;0;0;96;0;25;127;0;0;0;0;0;0;107
171;Marburg;HE;Urne;183296;107789;1539;106250;34817;38565;8598;6111;0;4472;11861;0;0;1471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;1392;106397;31430;28855;10848;9205;0;8881;13153;408;305;698;874;230;961;0;0;0;37;25;0;0;0;0;0;180;0;46;148;0;0;0;0;0;0;113
172;Lahn-Dill;HE;Urne;208744;121091;2063;119028;44155;35875;5900;6844;0;7252;14769;0;674;1444;0;0;1678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437;1911;119180;38744;29917;8285;8320;0;11109;17032;450;780;1215;1112;295;1187;0;0;0;38;20;0;0;0;0;0;175;0;41;334;0;0;0;0;0;0;126
173;Gießen;HE;Urne;217806;125395;2059;123336;42446;35333;8022;9565;0;9045;15405;0;502;2309;0;0;0;0;0;0;315;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;2005;123390;36240;29880;10726;11435;0;12167;16563;492;637;1552;1133;291;1495;0;0;0;95;37;0;0;0;0;0;174;0;85;207;0;0;0;0;0;0;181
174;Fulda;HE;Urne;209966;126857;2384;124473;55254;25189;6179;6499;0;6515;23086;0;491;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3003;123854;47369;22606;7436;7850;0;12998;20945;341;562;918;999;244;930;0;0;0;29;22;0;0;0;0;0;194;0;21;239;0;0;0;0;0;0;151
175;Main-Kinzig – Wetterau II – Schotten;HE;Urne;179307;103779;1878;101901;36152;28864;6216;5382;0;6202;16003;0;1011;2071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1857;101922;31330;24063;6913;7199;0;10278;16634;444;1076;1154;1222;182;887;0;0;0;31;30;0;0;0;0;0;137;0;17;177;0;0;0;0;0;0;148
176;Hochtaunus;HE;Urne;181516;102004;1411;100593;38539;24031;6315;9041;0;9969;11296;0;0;1402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1158;100846;32274;20792;7056;10062;0;14502;12054;352;313;741;1223;154;818;0;0;0;29;23;0;0;0;0;0;148;0;17;156;0;0;0;0;0;0;132
177;Wetterau I;HE;Urne;176435;101264;1497;99767;35179;29823;5249;8103;0;7559;11567;0;570;1717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1328;99936;30911;23025;7097;9613;0;12306;12247;403;651;894;1177;167;906;0;0;0;20;18;0;0;0;0;0;139;0;16;190;0;0;0;0;0;0;156
